date,a,b
2025-03-03,34.0,7.290147885857113
2025-03-10,29.0,8.517228029423151
2025-03-17,69.0,10.081915563957152
2025-03-24,49.0,7.53669178897263
2025-03-31,33.0,14.846649736276616
2025-04-07,41.0,6.006006006006006
2025-04-14,36.0,11.361245529139492
2025-04-21,37.0,7.214088690855082
2025-04-28,46.0,10.741364785172705
2025-05-05,41.0,5.12610211195407
2025-05-12,32.0,14.950166112956811
2025-05-19,46.0,15.306122448979592
2025-05-26,59.0,22.997620935765266
2025-06-02,30.0,11.44708423326134
2025-06-09,28.0,9.282700421940929
2025-06-16,38.0,0.0
2025-06-23,53.0,0.0
2025-06-30,44.0,0.0
2025-07-07,46.0,7.03021090632719
2025-07-14,41.0,14.925373134328359
2025-07-21,31.0,17.758726270667484
2025-07-28,39.0,12.24570412798736
2025-08-04,34.0,9.108159392789373
2025-08-11,42.0,13.463131731565866
2025-08-18,65.0,19.758940920766648
2025-08-25,213.0,7.802340702210663
2025-09-01,24.0,8.806262230919765
2025-09-08,33.0,16.744383213225944
2025-09-15,36.0,13.50029348464097
2025-09-22,54.0,19.996040388041973
2025-09-29,48.0,10.89540412044374
2025-10-06,62.0,7.95070562512423
2025-10-13,59.0,5.671506352087114
2025-10-20,41.0,12.118274357731458
2025-10-27,60.0,8.452774715178244
2025-11-03,37.0,8.010986495765621
2025-11-10,30.0,12.666817462112645
2025-11-17,54.0,8.77730149010002
2025-11-24,147.0,8.539325842696629
2025-12-01,54.0,6.906971724584502
2025-12-08,64.0,10.20861074123391
2025-12-15,43.0,7.263922518159807
2025-12-22,37.0,12.292118582791034
2025-12-29,39.0,10.156464452374417
2026-01-05,67.0,25.654051308102616
2026-01-12,34.0,14.677314914742068
2026-01-19,69.0,10.875331564986737
2026-01-26,46.0,6.0
2026-02-02,39.0,8.227975115392335
2026-02-09,68.0,11.096316023080337
2026-02-16,32.0,12.077957727147956
2026-02-23,37.0,14.749942383037567
2026-03-02,25.0,8.173183123481333
2026-03-09,61.0,10.532591414944356
2026-03-16,37.0,8.618961715774704
2026-03-23,49.0,11.1612443600095
2026-03-30,68.0,7.513812154696133
2026-04-06,52.0,10.287523080981272
2026-04-13,39.0,16.637478108581437
2026-04-20,80.0,21.7441591487393
2026-04-27,53.0,10.542555926973515
2026-05-04,44.0,27.42409402546523
2026-05-11,40.0,23.02710482130007
2026-05-18,52.0,14.533520862634786
2026-05-25,25.0,20.302821748107363
2026-06-01,57.0,11.865690482201463
2026-06-08,34.0,13.651877133105803
2026-06-15,44.0,25.35696701132447
2026-06-22,55.0,23.191328459793294
2026-06-29,45.0,13.640010698047606
2026-07-06,42.0,11.120615911035072
2026-07-13,42.0,15.494636471990464
2026-07-20,59.0,6.5928270042194095
2026-07-27,69.0,9.877826878086822
2026-08-03,49.0,11.042629686697483
2026-08-10,43.0,16.57894736842105
2026-08-17,59.0,7.009345794392523
2026-08-24,53.0,28.61035422343324
2026-08-31,45.0,28.592197722316453
2026-09-07,34.0,14.137931034482758
2026-09-14,49.0,8.580343213728549
