date,value
2025-03-03,60.0
2025-03-10,68.0
2025-03-17,66.0
2025-03-24,52.0
2025-03-31,49.0
2025-04-07,53.0
2025-04-14,85.0
2025-04-21,51.0
2025-04-28,51.0
2025-05-05,41.0
2025-05-12,40.0
2025-05-19,43.0
2025-05-26,64.0
2025-06-02,52.0
2025-06-09,58.0
2025-06-16,46.0
2025-06-23,39.0
2025-06-30,49.0
2025-07-07,35.0
2025-07-14,62.0
2025-07-21,57.0
2025-07-28,58.0
2025-08-04,51.0
2025-08-11,39.0
2025-08-18,54.0
2025-08-25,65.0
2025-09-01,53.0
2025-09-08,42.0
2025-09-15,43.0
2025-09-22,53.0
2025-09-29,60.0
2025-10-06,51.0
2025-10-13,63.0
2025-10-20,63.0
2025-10-27,53.0
2025-11-03,52.0
2025-11-10,53.0
2025-11-17,72.0
2025-11-24,51.0
2025-12-01,48.0
2025-12-08,44.0
2025-12-15,35.0
2025-12-22,47.0
2025-12-29,46.0
2026-01-05,47.0
2026-01-12,35.0
2026-01-19,56.0
2026-01-26,53.0
2026-02-02,45.0
2026-02-09,59.0
2026-02-16,44.0
2026-02-23,44.0
2026-03-02,54.0
2026-03-09,56.0
2026-03-16,53.0
2026-03-23,58.0
2026-03-30,66.0
2026-04-06,68.0
2026-04-13,48.0
2026-04-20,68.0
2026-04-27,61.0
2026-05-04,47.0
2026-05-11,34.0
2026-05-18,46.0
2026-05-25,71.0
2026-06-01,50.0
2026-06-08,51.0
2026-06-15,52.0
2026-06-22,59.0
2026-06-29,54.0
2026-07-06,66.0
2026-07-13,49.0
2026-07-20,47.0
2026-07-27,56.0
2026-08-03,63.0
2026-08-10,52.0
2026-08-17,62.0
2026-08-24,50.0
2026-08-31,79.0
2026-09-07,37.0
2026-09-14,41.0
