plant,day,enh,flux,ws,bg,simple,temp
AU_STANWELL,2024-07-21,16.526728,87.26112213134766,5.28,10.4453125,5.0714235,19.8
AU_STANWELL,2024-07-22,3.0686302,8.684223518371581,2.83,33.28125,14.744331,20.7
AU_STANWELL,2024-07-23,7.259102,35.56959915161133,4.9,23.78125,7.1994476,22.5
AU_STANWELL,2024-07-24,4.4841747,32.73447551727295,7.3,25.78125,1.155859,22.8
AU_STANWELL,2024-07-29,12.390463,65.17383472442627,5.26,13.457031,5.298023,19.0
AU_STANWELL,2024-07-30,22.165379,70.04259628295898,3.16,11.78125,16.472273,19.5
AU_STANWELL,2024-07-31,18.36242,84.65075218200684,4.61,18.039062,11.350836,22.3
AU_TARONG,2024-07-12,22.178413,101.79891746520995,4.59,11.7578125,12.149893,19.9
AU_TARONG,2024-07-13,9.288126,84.2433027458191,9.07,3.5146484,2.342371,16.1
AU_TARONG,2024-07-14,8.33127,40.73991136550903,4.89,7.3046875,4.35139,15.0
AU_TARONG,2024-07-19,20.62437,51.76717014312744,2.51,20.3125,10.411152,16.3
AU_TARONG,2024-07-20,15.023678,125.59794662475585,8.36,19.382812,5.534027,18.2
AU_TARONG,2024-07-21,15.438293,133.38685546875,8.64,7.8847656,5.742054,15.5
AU_TARONG,2024-07-22,44.890995,47.584454727172854,1.06,14.863281,45.41743,18.6
AU_TARONG,2024-07-23,51.28141,48.20452560424805,0.94,26.25,42.360138,19.5
AU_TARONG,2024-07-24,8.709248,39.71416900634765,4.56,29.078125,5.1868877,19.1
AU_TARONG,2024-07-28,11.166142,76.82306015014649,6.88,4.1640625,5.523428,17.5
AU_TARONG,2024-07-29,10.370256,53.095712890625,5.12,6.9765625,4.3591404,14.6
AU_TARONG,2024-07-30,18.33032,62.68969562530518,3.42,11.609375,16.59934,16.8
AU_TARONG,2024-07-31,30.349483,96.51135749816895,3.18,14.652344,15.0534725,17.7
AU_CALLIDE,2024-07-01,17.390446,45.21515884399414,2.6,32.0,22.066822,20.7
AU_CALLIDE,2024-07-11,39.65773,103.90325286865234,2.62,19.859375,36.3871,21.9
AU_CALLIDE,2024-07-12,25.837246,62.78450763702393,2.43,20.828125,35.50184,21.3
AU_CALLIDE,2024-07-13,6.925558,42.66143783569336,6.16,3.1484375,-0.42045498,18.6
AU_CALLIDE,2024-07-15,15.492359,64.6031377029419,4.17,13.660156,6.7800217,16.1
AU_CALLIDE,2024-07-16,13.795248,110.637889213562,8.02,13.5625,6.4630814,16.9
AU_CALLIDE,2024-07-17,19.205673,110.624677734375,5.76,16.015625,10.192095,14.3
AU_CALLIDE,2024-07-18,7.672041,55.92917844772339,7.29,11.7734375,3.6087627,14.6
AU_CALLIDE,2024-07-19,15.401936,42.97140026092529,2.79,18.234375,7.18482,17.2
AU_CALLIDE,2024-07-20,5.5222015,21.03958786010742,3.81,21.28125,3.824295,19.9
AU_CALLIDE,2024-07-21,14.649897,78.81644382476806,5.38,5.8515625,1.9502716,18.3
AU_CALLIDE,2024-07-22,11.669983,22.4063671875,1.92,13.5546875,15.349724,19.8
AU_CALLIDE,2024-07-23,8.697493,23.396255092620848,2.69,12.8984375,6.467066,21.6
AU_CALLIDE,2024-07-24,6.1017265,30.020494537353514,4.92,21.140625,2.7771149,22.3
AU_CALLIDE,2024-07-29,9.068237,49.87530517578125,5.5,7.1875,1.2597609,16.9
AU_CALLIDE,2024-07-30,10.110451,53.68649345397949,5.31,6.90625,0.17473793,17.7
AU_CALLIDE,2024-07-31,14.1116905,59.974684715270996,4.25,8.4140625,6.9216843,19.6
AU_MILLMERRAN,2024-07-04,8.683334,60.87017379760742,7.01,9.300781,2.637456,16.4
AU_MILLMERRAN,2024-07-05,3.1653547,28.234964179992676,8.92,10.8515625,4.343425,17.1
AU_MILLMERRAN,2024-07-06,4.65244,49.362389154434204,10.61,8.8984375,0.3354025,17.4
AU_MILLMERRAN,2024-07-07,4.341695,39.50942296981811,9.1,3.3652344,4.3735924,17.3
AU_MILLMERRAN,2024-07-10,9.974796,57.65432258605957,5.78,-3.7402344,-3.1931152,15.9
AU_MILLMERRAN,2024-07-12,11.702751,59.9180859375,5.12,9.90625,3.9040966,17.8
AU_MILLMERRAN,2024-07-14,6.2673635,52.0817910861969,8.31,2.3066406,1.855598,12.6
AU_MILLMERRAN,2024-07-19,11.965242,85.91044033050537,7.18,15.703125,5.69516,12.9
AU_MILLMERRAN,2024-07-20,3.7670593,34.694616394042974,9.21,16.898438,0.98820496,16.6
AU_MILLMERRAN,2024-07-21,7.7448435,72.33683813095092,9.34,6.3828125,1.7688513,13.4
AU_MILLMERRAN,2024-07-22,14.34127,16.77928642272949,1.17,11.0,21.667011,14.7
AU_MILLMERRAN,2024-07-23,7.6078606,12.93336296081543,1.7,35.375,15.445465,15.9
AU_MILLMERRAN,2024-07-24,7.103695,35.16328983306885,4.95,26.421875,9.813114,18.6
AU_MILLMERRAN,2024-07-28,5.022827,54.19630493164062,10.79,1.3320312,0.23930573,14.9
AU_MILLMERRAN,2024-07-29,3.6213622,31.288569488525393,8.64,4.0117188,0.7681799,12.1
AU_MILLMERRAN,2024-07-30,15.840996,34.85019073486328,2.2,1.4091797,20.361252,14.1
AU_MILLMERRAN,2024-07-31,10.083387,27.930983028411866,2.77,7.078125,7.9813213,15.5
AU_KOGAN,2024-07-10,7.7167487,31.021329832077022,4.02,-2.366211,0.37080526,18.1
AU_KOGAN,2024-07-11,-1.1404533,-0.8211264038085937,0.72,25.75,17.814034,18.4
AU_KOGAN,2024-07-12,5.910117,21.92653462409973,3.71,8.5078125,5.9815407,19.3
AU_KOGAN,2024-07-14,1.11338,7.092230315208435,6.37,5.171875,-0.81394815,13.5
AU_KOGAN,2024-07-19,7.165352,33.82046081542968,4.72,13.453125,1.4142151,14.8
AU_KOGAN,2024-07-20,3.3653946,25.61065284729004,7.61,15.5859375,0.25068855,18.2
AU_KOGAN,2024-07-21,1.463789,10.71493537902832,7.32,5.4101562,-0.16758585,15.3
AU_KOGAN,2024-07-22,8.6721115,17.517665252685546,2.02,11.3984375,8.275927,16.8
AU_KOGAN,2024-07-23,6.8672066,4.18899600982666,0.61,15.546875,2.7949982,17.9
AU_KOGAN,2024-07-24,-1.8214397,-8.178264446258545,4.49,26.203125,-3.4001217,20.3
AU_KOGAN,2024-07-26,5.730304,33.350367908477786,5.82,5.640625,2.3469915,22.3
AU_KOGAN,2024-07-28,2.0725322,16.020673727989198,7.73,3.5917969,1.473268,16.8
AU_KOGAN,2024-07-29,3.4149914,22.299893703460693,6.53,4.892578,1.7445283,13.2
AU_KOGAN,2024-07-30,7.4319897,20.066372108459475,2.7,3.3261719,3.0885992,15.7
AU_KOGAN,2024-07-31,11.041456,24.953691062927245,2.26,8.046875,10.18531,17.4
AU_ERARING,2024-07-04,24.50008,174.19556957244873,7.11,3.2011719,-1.0976143,14.8
AU_ERARING,2024-07-12,51.49756,66.946826171875,1.3,69.3125,14.63871,17.4
AU_ERARING,2024-07-13,29.705399,176.45006744384767,5.94,36.15625,28.871323,16.2
AU_ERARING,2024-07-14,48.93335,210.90273681640622,4.31,31.578125,21.994873,15.6
AU_ERARING,2024-07-15,45.890755,392.36595268249516,8.55,14.765625,5.55933,13.4
AU_ERARING,2024-07-18,61.890472,276.0315069580078,4.46,35.875,18.243263,16.4
AU_ERARING,2024-07-20,6.441519,83.22442268371582,12.92,22.28125,-0.9663582,15.3
AU_ERARING,2024-07-21,19.005825,130.37995979309082,6.86,17.75,2.7478657,16.1
AU_ERARING,2024-07-23,59.133286,100.52658538818359,1.7,96.96875,36.642776,17.5
AU_ERARING,2024-07-24,68.32392,452.3043583679199,6.62,57.75,76.054535,17.7
AU_ERARING,2024-07-26,58.054367,260.66410812377933,4.49,25.453125,9.95237,18.6
AU_ERARING,2024-07-28,20.159704,203.81460954666136,10.11,0.052627563,2.7251263,13.3
AU_LOYYANG,2024-08-01,61.729355,320.3753517150879,5.19,6.5507812,19.62321,12.0
AU_LOYYANG,2024-08-02,103.65707,199.0215673828125,1.92,6.71875,117.68307,13.0
AU_LOYYANG,2024-08-04,37.239773,222.32144359588622,5.97,-6.3964844,15.870506,12.4
AU_LOYYANG,2024-08-09,23.133003,143.8872801208496,6.22,36.546875,19.949284,14.3
AU_LOYYANG,2024-08-11,93.09222,205.73379844665527,2.21,32.1875,47.017876,15.5
AU_LOYYANG,2024-08-13,60.690765,81.93253326416016,1.35,8.3359375,63.404526,16.8
AU_LOYYANG,2024-08-15,50.08,131.20960479736328,2.62,4.609375,23.553495,19.9
AU_LOYYANG,2024-08-19,38.525337,37.75483047485351,0.98,20.546875,62.918312,14.3
AU_LOYYANG,2024-08-22,24.658165,250.03379287719727,10.14,31.070312,36.376446,15.0
AU_LOYYANG,2024-08-24,14.27581,135.4774391937256,9.49,28.96875,15.984905,19.2
AU_LOYYANG,2024-08-25,26.219658,102.78105895996093,3.92,27.984375,32.848385,19.9
AU_LOYYANG,2024-08-30,16.786919,215.04042778015136,12.81,24.078125,14.565395,15.9
AU_YALLOURN,2024-08-01,43.05828,233.80646553039549,5.43,10.3828125,46.322506,12.3
AU_YALLOURN,2024-08-02,2.7640905,1.4926088905334474,0.54,8.894531,39.268265,13.1
AU_YALLOURN,2024-08-04,25.753849,127.99662967681884,4.97,-2.366211,4.1687465,13.2
AU_YALLOURN,2024-08-09,14.28373,80.1317227935791,5.61,38.78125,4.0031776,15.1
AU_YALLOURN,2024-08-11,68.842354,123.9162368774414,1.8,27.09375,17.12606,16.4
AU_YALLOURN,2024-08-13,20.355927,27.073382263183596,1.33,4.0273438,9.700932,18.2
AU_YALLOURN,2024-08-14,-5.650095,-3.220554141998291,0.57,22.09375,27.720802,17.8
AU_YALLOURN,2024-08-19,12.282654,21.985950317382812,1.79,31.296875,36.593616,15.7
AU_YALLOURN,2024-08-22,28.767376,267.5365962982178,9.3,28.59375,33.32627,16.0
AU_YALLOURN,2024-08-24,11.789352,106.10417175292969,9.0,31.890625,9.003311,20.3
AU_YALLOURN,2024-08-25,-4.1976013,-10.997715454101563,2.62,41.46875,12.182865,20.0
AU_YALLOURN,2024-08-30,10.8498,133.66953735351564,12.32,25.625,8.697231,16.9
AU_BAYSWATER,2024-08-03,20.209217,23.644783973693848,1.17,35.40625,132.72932,15.0
AU_BAYSWATER,2024-08-07,113.25,198.1875,1.75,21.28125,82.64522,16.4
AU_BAYSWATER,2024-08-08,96.42901,21.214381866455078,0.22,16.625,101.98284,16.6
AU_BAYSWATER,2024-08-10,85.925,249.18250885009766,2.9,99.03125,137.8125,18.0
AU_BAYSWATER,2024-08-20,91.465996,251.5314884185791,2.75,20.09375,73.299324,20.7
AU_BAYSWATER,2024-08-21,29.32026,301.4122634887695,10.28,13.097656,14.336739,23.5
AU_BAYSWATER,2024-08-22,43.66238,282.0589762115479,6.46,15.421875,25.19447,19.6
AU_BAYSWATER,2024-08-24,22.74031,225.81128494262694,9.93,22.46875,10.925552,22.7
AU_BAYSWATER,2024-08-26,30.845661,278.84477691650386,9.04,18.84375,16.579071,22.9
AU_BAYSWATER,2024-08-27,52.30419,276.1661315917969,5.28,17.234375,34.34978,22.8
AU_BAYSWATER,2024-08-28,16.680138,260.04334571838376,15.59,14.9140625,10.7531395,26.6
AU_BAYSWATER,2024-08-29,53.32969,258.1156948852539,4.84,18.203125,37.031555,20.7
AU_BAYSWATER,2024-08-30,20.710709,233.40968612670898,11.27,16.21875,17.537685,25.5
AU_BAYSWATER,2024-08-31,18.130993,202.88581043243408,11.19,15.566406,13.804916,21.0
AU_MTPIPER,2024-08-03,48.48752,141.58355346679687,2.92,7.1992188,13.178022,10.7
AU_MTPIPER,2024-08-07,2.1878948,1.3783737373352052,0.63,24.96875,12.084711,12.9
AU_MTPIPER,2024-08-08,8.177013,27.065914344787597,3.31,20.84375,-8.640768,12.0
AU_MTPIPER,2024-08-20,10.390148,79.27683048248291,7.63,12.1484375,-6.221901,14.8
AU_MTPIPER,2024-08-21,11.369127,111.30375600814818,9.79,6.3164062,1.5113888,14.3
AU_MTPIPER,2024-08-24,7.5880413,89.23536575317382,11.76,21.195312,0.73330307,17.3
AU_MTPIPER,2024-08-26,17.026518,188.48355279922487,11.07,6.6484375,2.9437237,13.5
AU_MTPIPER,2024-08-27,13.336126,78.28306154251099,5.87,14.234375,5.2288704,16.3
AU_MTPIPER,2024-08-28,3.5879002,39.14399076461792,10.91,13.3046875,-1.0223074,16.2
AU_MTPIPER,2024-08-29,12.959642,73.61076889038085,5.68,11.1484375,4.8668423,12.9
AU_MTPIPER,2024-08-31,11.372433,129.87318153381347,11.42,13.292969,8.002758,11.8
AU_STANWELL,2024-08-01,15.533829,51.261634826660156,3.3,21.546875,24.515682,21.7
AU_STANWELL,2024-08-02,4.839014,15.775185813903807,3.26,24.585938,19.933662,21.7
AU_STANWELL,2024-08-03,1.4936008,6.78094783782959,4.54,28.015625,4.247856,21.8
AU_STANWELL,2024-08-15,13.418207,46.2928147315979,3.45,6.3476562,5.6003847,25.9
AU_STANWELL,2024-08-17,16.31117,61.98244819641113,3.8,11.246094,6.573778,27.6
AU_STANWELL,2024-08-18,31.523354,132.08285148620607,4.19,13.8984375,15.013979,24.6
AU_STANWELL,2024-08-19,15.15093,64.69447282791137,4.27,13.2265625,1.9517078,23.5
AU_STANWELL,2024-08-20,5.923422,23.752921657562254,4.01,15.8203125,6.121641,23.4
AU_STANWELL,2024-08-21,12.529688,47.738110828399655,3.81,11.1953125,11.171774,24.3
AU_STANWELL,2024-08-22,19.476583,45.38043951034546,2.33,11.0546875,16.762026,24.3
AU_STANWELL,2024-08-23,20.431534,26.560993957519532,1.3,23.359375,51.72119,26.3
AU_STANWELL,2024-08-25,28.700298,41.04142658233643,1.43,15.15625,44.736137,24.9
AU_STANWELL,2024-08-26,24.683926,41.962673568725585,1.7,11.488281,19.185968,24.7
AU_STANWELL,2024-08-28,23.163166,41.69369888305664,1.8,18.859375,32.274204,25.6
AU_STANWELL,2024-08-29,17.411295,33.429686279296874,1.92,13.109375,22.668583,26.1
AU_STANWELL,2024-08-30,12.668089,35.72401073455811,2.82,14.59375,4.4425545,26.6
AU_STANWELL,2024-08-31,14.168701,42.93116455078125,3.03,8.7265625,6.708621,27.3
AU_TARONG,2024-08-01,18.6992,46.00003120422363,2.46,14.1796875,16.316597,17.9
AU_TARONG,2024-08-02,53.792267,102.74322967529297,1.91,16.328125,40.4587,18.6
AU_TARONG,2024-08-03,23.56966,64.3451723098755,2.73,12.6875,22.745155,18.5
AU_TARONG,2024-08-04,31.994602,48.95174137115479,1.53,9.0390625,35.75574,19.0
AU_TARONG,2024-08-17,10.768057,95.51266443252563,8.87,6.470703,3.209425,24.2
AU_TARONG,2024-08-18,15.884666,75.4521656036377,4.75,17.046875,5.8818073,19.8
AU_TARONG,2024-08-19,16.124195,39.02055213928222,2.42,21.765625,13.278187,21.4
AU_TARONG,2024-08-20,10.401112,23.298489990234376,2.24,13.671875,2.2738152,21.7
AU_TARONG,2024-08-21,13.384766,58.0898828125,4.34,19.859375,6.5278797,22.8
AU_TARONG,2024-08-22,19.625504,86.35221557617189,4.4,15.4375,3.500307,24.2
AU_TARONG,2024-08-23,35.789436,65.85256286621095,1.84,18.5,42.7428,26.1
AU_TARONG,2024-08-24,30.555008,39.721510314941405,1.3,18.453125,33.98116,24.4
AU_TARONG,2024-08-25,28.177303,81.99595264434815,2.91,16.71875,5.643383,26.0
AU_TARONG,2024-08-26,23.757423,107.62112800598145,4.53,14.1953125,8.5982685,27.8
AU_TARONG,2024-08-28,22.162815,123.22525192260741,5.56,16.210938,8.681086,28.1
AU_TARONG,2024-08-29,27.376595,184.24448127746584,6.73,15.984375,9.651501,28.9
AU_TARONG,2024-08-30,17.154396,115.79217338562012,6.75,16.25,2.6237736,29.3
AU_TARONG,2024-08-31,17.87492,117.25947448730469,6.56,11.1953125,7.8209248,29.8
AU_CALLIDE,2024-08-01,20.291485,67.16481479644776,3.31,8.6328125,18.430683,19.8
AU_CALLIDE,2024-08-02,13.284027,33.8742691040039,2.55,11.9375,15.2194,20.5
AU_CALLIDE,2024-08-03,10.715633,20.78832878112793,1.94,13.5859375,9.465532,21.5
AU_CALLIDE,2024-08-04,10.307171,35.25052436828613,3.42,9.109375,13.075804,22.3
AU_CALLIDE,2024-08-15,11.089127,35.70698760986328,3.22,4.783203,4.9436255,25.2
AU_CALLIDE,2024-08-17,12.471466,61.983186340332026,4.97,13.1171875,1.4509659,26.4
AU_CALLIDE,2024-08-18,15.747431,55.903379344940184,3.55,12.484375,3.51729,23.0
AU_CALLIDE,2024-08-19,-15.063965,-12.2018115234375,0.81,41.9375,13.539215,24.5
AU_CALLIDE,2024-08-20,3.9907894,12.531078758239747,3.14,26.398438,8.011795,23.9
AU_CALLIDE,2024-08-21,3.2140198,8.64571319580078,2.69,22.890625,5.91276,24.6
AU_CALLIDE,2024-08-22,27.854572,38.71785549163818,1.39,16.40625,21.51593,25.4
AU_CALLIDE,2024-08-23,14.406155,24.49046287536621,1.7,22.382812,11.450214,25.8
AU_CALLIDE,2024-08-25,18.330647,43.62693870544433,2.38,17.484375,27.01593,23.4
AU_CALLIDE,2024-08-26,33.09626,62.88289413452148,1.9,17.625,50.950058,26.0
AU_CALLIDE,2024-08-28,16.992218,27.187548828125003,1.6,19.226562,22.970741,26.4
AU_CALLIDE,2024-08-29,24.386997,66.33263244628907,2.72,12.6875,21.804306,26.5
AU_CALLIDE,2024-08-30,17.408142,62.32114868164063,3.58,19.703125,12.737438,28.3
AU_CALLIDE,2024-08-31,16.496958,66.81267900466919,4.05,10.78125,11.949516,28.1
AU_MILLMERRAN,2024-08-01,7.474388,15.920446701049803,2.13,7.5898438,7.875139,15.9
AU_MILLMERRAN,2024-08-02,20.06227,29.692158432006835,1.48,8.6015625,22.082405,15.9
AU_MILLMERRAN,2024-08-03,8.825544,14.120870971679688,1.6,8.4375,7.0774355,17.1
AU_MILLMERRAN,2024-08-04,9.189726,16.909095611572265,1.84,19.109375,14.923407,17.3
AU_MILLMERRAN,2024-08-08,5.186804,24.014901676177978,4.63,11.6015625,5.342371,18.4
AU_MILLMERRAN,2024-08-09,10.850225,21.917455406188964,2.02,13.2890625,13.8203125,18.8
AU_MILLMERRAN,2024-08-11,6.4162483,39.33160221099853,6.13,15.15625,5.590725,20.2
AU_MILLMERRAN,2024-08-17,5.1490335,44.951062860488896,8.73,7.0625,4.7044945,20.7
AU_MILLMERRAN,2024-08-18,5.491289,37.889895057678224,6.9,9.875,0.11929417,17.6
AU_MILLMERRAN,2024-08-19,-1.1119251,-5.8264876556396485,5.24,17.84375,4.489277,19.5
AU_MILLMERRAN,2024-08-20,1.121172,6.043116817474365,5.39,16.46875,3.0885944,20.8
AU_MILLMERRAN,2024-08-21,0.013913155,0.07165274620056153,5.15,14.765625,5.4094677,22.2
AU_MILLMERRAN,2024-08-23,5.025837,5.880229225158691,1.17,14.550781,10.484146,22.3
AU_MILLMERRAN,2024-08-24,2.289299,6.478716201782227,2.83,27.265625,13.471508,23.0
AU_MILLMERRAN,2024-08-26,5.7249784,48.54781723022461,8.48,9.8671875,5.328355,28.5
AU_MILLMERRAN,2024-08-27,12.564413,48.49863445281982,3.86,14.265625,6.737974,28.2
AU_MILLMERRAN,2024-08-28,6.8026104,58.91060604095459,8.66,18.125,6.6903343,28.9
AU_MILLMERRAN,2024-08-29,8.612295,61.57791032791138,7.15,8.421875,1.7064953,27.6
AU_MILLMERRAN,2024-08-30,6.474022,50.49737091064453,7.8,13.3359375,5.0355396,29.9
AU_MILLMERRAN,2024-08-31,4.5310936,30.811436462402344,6.8,9.6953125,1.4608612,29.7
AU_KOGAN,2024-08-01,14.871094,27.3628125,1.84,12.75,7.806164,17.2
AU_KOGAN,2024-08-02,5.8359776,7.586770820617676,1.3,16.484375,18.690563,17.2
AU_KOGAN,2024-08-03,2.924426,6.813912763595582,2.33,11.34375,0.16743279,18.2
AU_KOGAN,2024-08-04,6.2657375,13.78462257385254,2.2,8.8046875,3.0233727,19.3
AU_KOGAN,2024-08-08,3.5152607,15.04531578063965,4.28,15.4921875,-0.21300507,20.5
AU_KOGAN,2024-08-09,5.7872906,8.85455457687378,1.53,17.046875,10.438955,20.5
AU_KOGAN,2024-08-11,1.347764,8.342659254074098,6.19,14.3515625,-1.6560583,21.7
AU_KOGAN,2024-08-17,2.2124481,13.982672119140625,6.32,6.8085938,0.4736271,22.3
AU_KOGAN,2024-08-18,6.5444336,33.376611328124994,5.1,10.265625,4.5168896,18.8
AU_KOGAN,2024-08-19,8.944754,16.458346710205078,1.84,16.234375,6.0185356,20.2
AU_KOGAN,2024-08-20,0.69170475,3.1334225177764896,4.53,11.4453125,0.61301327,20.7
AU_KOGAN,2024-08-21,3.176587,20.330157470703128,6.4,11.75,1.4751835,23.2
AU_KOGAN,2024-08-22,3.8624592,21.3207746887207,5.52,13.234375,0.6747856,24.7
AU_KOGAN,2024-08-23,15.872021,13.64993782043457,0.86,9.9453125,5.9174614,24.1
AU_KOGAN,2024-08-24,8.419325,26.18410036087036,3.11,16.1875,7.6567097,24.4
AU_KOGAN,2024-08-25,10.21764,36.88568012237549,3.61,15.6328125,5.149664,26.2
AU_KOGAN,2024-08-26,4.363001,19.502613887786865,4.47,17.195312,7.107231,28.6
AU_KOGAN,2024-08-27,7.767441,17.088369750976565,2.2,15.734375,4.372778,28.3
AU_KOGAN,2024-08-28,5.6899223,32.5463557434082,5.72,16.34375,2.268364,28.8
AU_KOGAN,2024-08-29,8.970982,35.88392639160156,4.0,11.425781,4.3682213,28.3
AU_KOGAN,2024-08-30,5.259218,34.132326221466066,6.49,12.09375,1.7910156,29.8
AU_KOGAN,2024-08-31,2.155383,13.794451904296876,6.4,11.3515625,2.417739,29.5
AU_ERARING,2024-08-03,68.65966,103.67608711242676,1.51,35.78125,165.68106,16.9
AU_ERARING,2024-08-07,41.298065,118.938427734375,2.88,136.0,103.649506,16.1
AU_ERARING,2024-08-08,66.62159,282.4755401611328,4.24,27.289062,57.97641,17.8
AU_ERARING,2024-08-09,44.569824,49.026806640625004,1.1,122.1875,169.68034,19.4
AU_ERARING,2024-08-17,12.311047,100.58125072479248,8.17,22.421875,-4.515089,19.2
AU_ERARING,2024-08-20,31.90625,135.2825,4.24,46.65625,50.586548,20.9
AU_ERARING,2024-08-21,17.501335,154.88681602478027,8.85,24.140625,0.8538532,23.7
AU_ERARING,2024-08-22,50.53298,228.91440788269045,4.53,22.546875,15.363739,20.4
AU_ERARING,2024-08-23,53.92649,157.4653530883789,2.92,68.125,125.639404,19.5
AU_ERARING,2024-08-24,37.87056,358.6342002868653,9.47,37.0,32.41268,23.8
AU_ERARING,2024-08-26,-2.3399582,-8.330251159667968,3.56,54.28125,25.837318,22.0
AU_ERARING,2024-08-27,57.405205,253.73100509643555,4.42,49.078125,53.175858,22.7
AU_ERARING,2024-08-28,11.568937,140.79396696090697,12.17,19.609375,2.190071,26.9
AU_ERARING,2024-08-29,31.517616,71.86016510009765,2.28,32.46875,13.711857,22.0
AU_ERARING,2024-08-30,27.205704,247.0277899169922,9.08,31.09375,26.376072,26.2
AU_ERARING,2024-08-31,10.731846,107.10382164001466,9.98,25.0625,7.1665154,22.8
AU_LOYYANG,2024-09-07,11.079731,85.86791515350342,7.75,15.890625,7.6780815,15.3
AU_LOYYANG,2024-09-10,41.005116,180.42250823974612,4.4,22.640625,30.769001,17.3
AU_LOYYANG,2024-09-17,-3.8095436,-41.79069339752198,10.97,46.0,20.394913,11.5
AU_LOYYANG,2024-09-18,5.9284096,79.55925651550292,13.42,30.859375,12.932468,16.6
AU_LOYYANG,2024-09-28,74.13992,238.73055236816407,3.22,25.765625,31.767082,20.7
AU_YALLOURN,2024-09-07,4.7169895,36.03779991149902,7.64,16.476562,3.8224144,16.3
AU_YALLOURN,2024-09-10,26.910809,92.03496528625489,3.42,27.109375,2.2957153,18.4
AU_YALLOURN,2024-09-17,2.0726357,21.14088363647461,10.2,49.03125,23.427372,12.2
