plant_id_eia,state,nox_lbs_h,so2_lbs_h,mean_mw
568,CT,15.75177777777779,1.563150956284155,405.8287795992714
3407,TN,409.75824965847033,771.3018102231349,444.82832422586523
55111,IN,33.734403802367936,0.6412692395264135,88.20571493624772
55116,NC,82.1320947176685,1.047034949908924,163.60086520947178
55128,GA,22.84994524134791,0.23944899817850612,40.11372950819672
55419,LA,102.21586942167649,2.45497928051002,1143.5578324225864
55447,MO,1.095175660291439,0.01114002732240437,1.6689435336976322
61144,SD,13.853648907103826,0.29270002276867035,49.32843806921676
1379,KY,1481.9577617258628,2857.650754212199,725.6993397085611
1391,LA,302.632732468124,6.663617258652104,425.19592440801455
1393,LA,335.9327495446268,973.4995487249547,177.5724043715847
1439,LA,,,
6021,CO,986.3128132969056,296.95308606557415,576.9711976320583
8048,FL,229.9336286429874,1.294333788706742,197.95343806921676
55164,KY,10.996011498178504,0.09107752732240448,13.814093806921676
55166,SC,28.084517645719465,0.4548006602914393,63.975182149362475
55640,IL,3.1229433060109306,0.07582616120218502,15.311361566484518
55645,CO,23.44079963570127,0.47521971766848803,63.123292349726775
7754,MO,3.1407881375227693,0.023502959927140247,3.1487932604735884
55242,FL,38.234473360655706,0.7433570127504562,169.15220856102005
56556,KY,12.42478210382513,0.08209938524590149,12.841302367941712
1682,MA,27.321072404371584,0.10266370673952635,16.289845173041893
2848,OH,1.1116803278688525,0.0008538251366120216,0.0711520947176685
55079,MA,7.550000455373391,0.26335815118397066,40.770947176684885
55251,TN,64.66411612021862,0.5307400956284153,83.52345173041894
55496,IL,0.21624499089253185,0.005250455373406193,0.7638888888888888
55516,PA,27.74794706284177,2.6653703324225857,631.6411657559198
126,AZ,237.57621288706716,4.446602231329691,125.52390710382514
117,AZ,33.18192691256829,1.1718293488160267,257.1703096539162
201,AR,40.90631261384337,3.6168468806921714,56.48565573770492
7837,VA,22.01831898907107,0.42609141621129215,64.22563752276866
7838,VA,31.116344489981717,1.1403800091074623,101.73098816029145
2511,NY,131.2866220400731,0.9407768670309082,142.7209699453552
3559,TX,6.622443989071033,0.08645901639344264,10.990892531876138
7237,SD,15.538661999089243,0.20523929872495475,28.67053734061931
7268,MI,8.129244763205824,0.08077561475409843,12.09870218579235
55015,TX,132.01688217213143,3.446969262295094,354.52743624772313
55327,TX,45.89536259107459,2.66642941712204,623.9795081967213
55347,PA,39.63782547814208,0.7545831056466296,125.92793715846994
56234,NY,9.72232764116575,0.8563346994535516,218.6183970856102
56259,NY,15.378492030965521,1.469685109289615,340.45878870673954
57943,ND,12.230842440801467,0.7150410974499067,130.21584699453553
404,CA,5.413261042805104,0.6043392531876113,124.93806921675774
1571,MD,147.9277686703095,7.341581853369739,116.60928961748634
4076,WI,6.366984061930789,0.027777663934426208,3.909266848816029
10151,WV,251.31798440346049,451.871269922587,
55364,IN,25.43567065118394,1.9782522768670328,466.63148907103823
3393,TN,48.896548724954435,2.8980884562841513,749.7363387978143
10682,CO,10.811063069216742,0.07376536885245903,8.956739526411658
63931,IL,27.078945241347913,2.819018670309658,747.1288706739526
55263,OH,0.3827185792349728,0.0013433515482695812,0.2320127504553734
667,FL,596.8104244080148,226.5585275500907,371.60462204007285
666,FL,7.915481443533695,0.1570084244080146,21.807149362477233
56135,CA,0.2012667349726776,0.008108948087431695,1.346311475409836
7348,GA,2.271425318761384,1.1618169398907103,0.691712204007286
55207,CO,3.379998747723133,0.022494535519125673,3.7222222222222223
55216,IL,26.820298497267718,0.5132233606557393,65.97791438979964
55293,AL,38.81738251366067,2.2296975182149414,512.333674863388
56908,MT,11.86587295081968,0.4368214936247703,56.6049635701275
55733,ID,34.324771857923444,0.6472477231329692,105.53335610200364
55787,NY,0.09086520947176684,0.0013326502732240438,0.23440346083788707
1586,MA,0.26265938069216754,,0.02663934426229508
2369,NH,1.3770719489981793,,0.0546448087431694
6469,ND,907.9801763433546,2685.258535405286,633.0777550091075
54638,PA,5.575545423497265,,
54592,NY,0.47048019125683055,0.0073085154826958085,0.9031193078324226
54805,MA,3.904942736794173,0.14879132513661214,30.614640255009107
10308,NJ,43.282694102914405,0.31417224499089236,64.41234061930783
55625,CA,0.14381853369763206,0.004789048269581056,0.8981102003642987
55965,GA,55.844914162113,3.734282445355185,913.2340619307832
3775,VA,37.058705031876165,14.25945366575591,23.345856102003644
6664,IA,588.0629024362478,268.49931898907124,339.135587431694
55985,CA,5.8099386384335086,0.451792577413479,108.38410746812386
1595,MA,13.886076616575574,1.0172421448087448,264.18078324225866
880042,OH,15.626856102003739,,
2965,OK,176.00037864298744,0.3373720400728609,49.697518214936245
7784,NY,0.44948793260473596,0.008966416211293265,1.9972677595628416
880025,PA,2.146742030965466,,
3148,PA,252.03875330145678,29.72221539162112,307.1431010928962
55201,IL,10.709879895264113,0.08772131147540985,13.010132058287796
8008,NJ,,,
7928,KS,1.8526095173041908,0.04442361111111112,6.961520947176685
880029,MI,13.7483151183971,,
591,DE,1.2173269581056467,,0.05248178506375228
6146,TX,1763.214963683969,2255.4849996584726,1228.1553961748634
6190,LA,693.8124554872492,461.3592548952639,331.2218806921676
55382,GA,67.07366734972683,4.2429846311475385,1007.8652094717669
55401,OH,87.26851605191254,1.6511601775956277,201.48622495446267
6058,MN,7.981807490892526,0.23105088797814122,2.9356785063752278
8056,LA,82.263185564663,0.3578757969034604,35.30066029143898
55165,LA,10.23986532331512,0.07212215391621128,11.2334927140255
55192,FL,1.1682420309653916,0.01277356557377049,2.4349954462659382
3484,TX,241.56179872495503,1.2918400500910805,210.30009107468123
52087,VA,9.41986566484517,0.23163706739526416,3.5868624772313296
52149,PA,20.33330020491808,,31.93340163934426
54365,FL,17.91923212659382,0.21640551001821642,49.11247723132969
54556,IL,43.87581420765026,,
55236,IL,6.258801229508203,0.11377140255009106,14.768214936247723
56569,CA,0.5887387295081967,0.03807081056466303,7.524817850637523
113,AZ,314.6072009335159,140.2212851775956,165.90107012750457
2718,NC,80.67416985428054,8.161835837887065,29.281420765027324
2861,OH,0.25163934426229506,0.10486111111111111,0.015368852459016393
55524,PA,39.33696402550086,4.7229285063752,1075.9873633879781
118,AZ,8.126221425318759,0.0931699681238616,12.452755009107468
160,AZ,253.55373474499058,7.398354622040036,276.29474043715845
147,AZ,9.293733720400724,0.5247587659380686,124.94729052823315
2103,MO,1527.9548455145748,7445.224448087415,1730.199339708561
2241,NE,0.6015545309653917,0.02455555555555555,0.8084016393442623
55065,TX,81.57258959471771,1.2226675774134796,272.2330373406193
55096,IN,4.326559653916338,,7.182832422586521
880088,IL,23.245574681238633,,
992,IN,49.224777208561015,,
7210,SC,226.96364628870666,135.95561338797728,205.49442167577413
7989,MS,29.11760029599275,0.20345241347904794,36.87078779599271
54915,MI,33.244471880692146,0.6789258879781445,120.2009335154827
55026,MA,6.368256147540983,0.28024260018214864,60.451047358834245
55029,WI,15.50007695810565,0.13228312841530068,17.209585610200364
55308,KY,14.546070355191274,,9.212773224043715
4050,WI,121.67811805555544,87.3202443078324,255.64116575591984
4072,WI,2.291609744990892,0.0474903233151184,6.774248633879782
7013,KS,3.6272085610200384,0.005453096539162115,0.8170537340619308
55349,WV,77.74923451730413,1.587450136612024,259.12841530054646
3318,SC,4.61054189435337,1.9215163934426231,0.11259107468123862
10725,NY,3.485204348816033,0.060396288706739534,12.265482695810565
10726,MA,16.555891393442614,0.27753301457194945,39.38410746812386
55267,GA,11.958030168488156,0.17991985428050997,29.458902550091075
55477,WY,1.9783117030965394,0.021296220400728535,3.5347222222222223
56046,CA,6.803692167577415,0.8010496357012775,183.4035746812386
56068,WI,480.1778122723135,100.86575364298704,910.1506147540983
7605,WA,16.398143897996317,2.012014230418945,180.87386156648452
7604,MO,17.91018317395263,0.9096692850637539,203.54166666666666
56786,ND,52.985370673952715,1.1413785291438985,
56803,CA,12.752805441712182,0.8211197632058268,162.20446265938068
55736,OH,56.89564993169367,4.541338911657559,1068.4348816029144
57267,CA,1.4797290528233145,0.11258060109289636,19.259335154826957
2364,NH,104.18602652550052,34.49648679417123,27.519353369763206
6243,TX,10.393041097449927,0.10366325136611994,20.718920765027324
3734,VT,,,
55927,SC,31.553412795992763,2.266334130236793,539.9049408014572
2707,NC,2.152823315118397,0.8973132969034607,0.0
7315,CA,2.2173518897996356,0.12573747723132925,21.876024590163933
2956,OK,346.4790963114755,1.7418492714025509,278.93146630236794
50744,NY,0.508029940801457,0.0021888661202185793,0.31489071038251365
50835,MI,160.23008287795983,24.216648565573717,
8002,NH,10.906407673041901,4.829374316939891,7.088228597449909
58235,NJ,0.915225182149362,0.04295252732240435,7.82695810564663
2880,OH,44.958854166666654,0.29915095628415295,38.58105646630237
593,DE,27.376186703096526,13.388076161202171,43.012864298724956
3441,TX,20.24025478142077,0.8977999772313289,212.10576047358833
3443,TX,21.174595628415325,0.7945392759562848,170.30339253187614
10789,TX,52.94902743624791,1.5651605191256845,344.2545537340619
55281,IL,,,
56407,FL,125.72901479963609,9.51176058743171,2325.6039389799635
56397,PA,2.5575107012750458,0.01766359289617488,3.5823087431693987
56475,CA,0.12403381147540983,0.006491803278688521,1.2252959927140255
56480,WI,0.4016559653916213,0.003053164845173043,0.5136612021857924
55381,VA,3.734259221311477,0.026304303278688528,3.272768670309654
55392,IL,16.244864981785053,0.2855109289617483,44.53790983606557
60464,PA,26.679553847905332,3.3320930100182116,824.203893442623
1353,KY,205.43070480418916,6.483825933515479,131.62374772313296
1417,LA,43.93489401183967,0.15002299635701286,22.417349726775956
6013,CA,,,
7805,NC,108.35468044171232,4.496058857013363,956.1536885245902
8031,IA,17.478427026411655,1.245137864298726,276.9947632058288
55177,AZ,21.597271402550128,1.4125324453551917,316.3540528233151
55179,ID,12.91290118397085,0.6634650500910743,158.50956284153006
55196,PA,11.98427185792349,0.09138422131147526,16.563296903460838
55690,PA,23.87250489526378,3.270398793260486,711.5911885245902
60345,FL,56.425833561019964,4.849817281420766,1290.7937158469945
1268,KS,3.2571807832422564,0.02316951275045538,3.016848816029144
2336,NV,96.17784756375238,2.2044373861566546,473.06807832422584
3478,TX,242.77218180783265,1.0173128415300223,143.7634335154827
7757,OK,82.14502413479019,3.238784836065569,780.7553506375227
52193,DE,15.089462431693988,3.29600865209472,
54081,VA,18.846140255009146,0.38865858378870555,
54238,CA,24.32418761384335,0.17573952641165388,42.458447176684885
