plant_id_eia,max_mw,mean_mw,frac_off,ctypes,ttypes,n_cool,plant_name_eia,state,latitude,longitude,fuel
880107,,0.0,,,,,SPMT Marcus Hook Industrial Complex,PA,39.8076,-75.4239,
422,91.0,3.905396174863388,0.8859289617486339,,,,Glenarm,CA,34.126,-118.1494,gas
1393,555.0,177.5724043715847,0.4375,RI,MW,4.0,R S Nelson,LA,30.2844,-93.2911,coal
6204,1743.0,844.6592668488161,0.001138433515482696,RI,MW,3.0,Laramie River Station,WY,42.108889,-104.8825,coal
7805,2008.0,956.1536885245902,0.0299408014571949,RI,MW,2.0,Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,gas
7869,96.0,17.079348816029142,0.7628642987249544,,,,Glenwood Landing,NY,40.8275,-73.6478,gas
55041,255.0,66.8752276867031,0.6854508196721312,RI,MW,1.0,Berkshire Power,MA,42.0476,-72.6478,gas
55317,823.0,380.2719717668488,0.12147085610200364,DC,MD,1.0,Fore River Generating Station,MA,42.2422,-70.9661,gas
55322,1296.0,651.8883196721312,0.11816939890710383,DC,MD,2.0,Chuck Lenzie Generating Station,NV,36.383719,-114.921779,gas
55347,757.0,125.92793715846994,0.7198315118397086,,,,Armstrong,PA,40.638021,-79.351725,gas
57027,199.0,10.055214025500911,0.8820582877959927,,,,Canyon Power Plant,CA,33.858056,-117.861667,gas
6021,1353.0,576.9711976320583,0.0,RI,MW,3.0,Craig (CO),CO,40.4627,-107.5912,coal
10252,,0.0,,,,,Domtar Kingsport Mill,TN,36.5489,-82.5667,gas
54476,92.0,53.88239981785064,0.34073315118397085,,,,Sumas Power Plant,WA,48.9905,-122.2733,gas
54638,,0.0,,,,,Johnsonburg Mill,PA,41.491466,-78.675759,waste
56407,3876.0,2325.6039389799635,0.0,RI,MW,3.0,West County Energy Center,FL,26.6986,-80.3747,gas
335,907.0,286.24351092896177,0.5201502732240437,ON,,1.0,AES Huntington Beach LLC,CA,33.6439,-117.9792,gas
377,47.0,5.567281420765028,0.8384562841530054,,,,Grayson,CA,34.1556,-118.2782,gas
2039,213.0,5.403119307832423,0.953551912568306,,,,Elk River,MN,45.296797,-93.558447,gas
2070,564.0,235.81466302367943,0.02982695810564663,RI,MW,1.0,Moselle,MS,31.528,-89.3004,gas
7527,71.0,12.203551912568306,0.6995673952641166,,,,Carson Ice-Gen Project,CA,38.445681,-121.462387,gas
7757,1049.0,780.7553506375227,0.002276867030965392,RI,MW,2.0,Chouteau,OK,36.222058,-95.277064,gas
7749,131.0,7.223246812386157,0.9143897996357013,,,,Essex,MO,36.868206,-89.840173,gas
50888,119.0,64.6709927140255,0.34289617486338797,RI,MW,1.0,Northampton Generating Company LP,PA,40.6917,-75.4792,coal
612,2700.0,1146.1760018214936,0.004326047358834244,ON,,1.0,Fort Myers,FL,26.6967,-81.7831,gas
4072,100.0,6.774248633879782,0.8961748633879781,,,,Pulliam,WI,44.54,-88.0086,gas
4266,119.0,1.5572632058287796,0.9509335154826958,RI,MW,2.0,Spencer,TX,33.1975,-97.1061,gas
56224,236.0,146.36896630236794,0.11168032786885246,RI,MW,1.0,TS Power Plant,NV,40.7461,-116.5297,coal
56237,1150.0,717.8924180327868,0.001366120218579235,RI,MW,3.0,Lake Side Power Plant,UT,40.331667,-111.754167,gas
260,1046.0,476.61088342440803,0.22893897996357013,ON,,2.0,Dynegy Moss Landing Power Plant Hybrid,CA,36.804837,-121.782241,gas
50451,56.0,2.575250455373406,0.9368169398907104,,,,Indeck Yerkes Energy Center,NY,42.9671,-78.9182,gas
50561,255.0,21.40676229508197,0.8793260473588342,,,,Eagle Point Power Generation,NJ,39.8746,-75.1592,gas
55970,604.0,450.0642076502732,0.10906193078324226,RI,MW,1.0,Cosumnes,CA,38.338475,-121.123978,gas
55977,57.0,33.65846994535519,0.3468806921675774,,,,Bluffview,NM,36.716628,-108.215282,gas
7146,136.0,0.9718806921675774,0.9824681238615665,,,,Wading River,NY,40.956932,-72.877411,oil
55271,586.0,204.86566484517303,0.2608151183970856,RI,MW,1.0,Tenaska Lindsay Hill Generating Station,AL,32.6514,-86.7386,gas
59764,917.0,741.7152777777778,0.07969034608378871,RI,MW,1.0,Oregon Clean Energy Center,OH,41.667928,-83.443664,gas
59812,1183.0,760.7280282331512,0.13308287795992715,DC,MD,1.0,Wolf Hollow II,TX,32.337679,-97.734612,gas
60387,362.0,84.10746812386157,0.6778233151183971,,,,Invenergy Nelson Expansion LLC,IL,41.774417,-89.606528,gas
564,1281.0,494.29371584699453,0.0017076502732240437,"RI,RN","NW,MW",3.0,Stanton Energy Center,FL,28.4822,-81.1678,coal
3470,3707.0,1495.8860428051003,0.022540983606557378,"RI,OC",MW,8.0,W A Parish,TX,29.4828,-95.6311,coal
1239,291.0,146.97119763205828,0.39913479052823314,RI,MW,1.0,Riverton,KS,37.072616,-94.698704,gas
55655,90.0,10.19148451730419,0.6911429872495446,,,,WFEC GenCo LLC,OK,35.0833,-98.2264,gas
6166,2740.0,617.2196038251366,0.48189890710382516,RN,NW,2.0,Rockport,IN,37.9256,-87.0372,coal
165,1006.0,397.7742486338798,0.13012295081967212,RI,MW,2.0,GREC,OK,36.190278,-95.2894,gas
201,189.0,56.48565573770492,0.5737704918032787,,,,Thomas Fitzhugh,AR,35.462382,-93.804926,gas
3648,254.0,47.87078779599271,0.4719945355191257,RI,MW,3.0,Gadsby,UT,40.7686,-111.9289,gas
3804,654.0,256.066029143898,0.45787795992714025,RI,MW,1.0,Possum Point,VA,38.5367,-77.2806,gas
50151,,0.0,,,,,Union Carbide South Charleston,WV,38.3688,-81.6786,
55102,132.0,2.2876821493624773,0.9669854280510018,,,,Livingston Generating Station,MI,45.030397,-84.730795,gas
55107,629.0,413.9240664845173,0.14469489981785064,RI,MW,1.0,Rhode Island State Energy Center,RI,41.8017,-71.5186,gas
2265,42.0,0.38979963570127507,0.9800774134790529,,,,Hallam,NE,40.558652,-96.786177,oil
55365,177.0,21.24863387978142,0.7958788706739527,,,,Exelon LaPorte Generating Station,TX,29.7028,-95.0718,gas
57664,626.0,472.5841302367942,0.05806010928961749,DC,MD,1.0,Astoria Energy II,NY,40.781321,-73.896618,gas
55802,155.0,9.08686247723133,0.8917349726775956,,,,Valencia Energy Facility,NM,34.611549,-106.732234,gas
3494,417.0,54.622723132969035,0.5462204007285975,,,,Permian Basin,TX,31.5839,-102.9633,gas
50733,,0.0,,ON,,1.0,Gary Works,IN,41.622426,-87.328936,gas
597,16.0,0.03460837887067395,0.9970400728597449,,,,West Station (DE),DE,39.7283,-75.6289,oil
10025,,0.0,,,,,"RED-Rochester, LLC",NY,43.1989,-77.6319,gas
2450,139.0,22.56830601092896,0.5918715846994536,RI,MW,3.0,Reeves,NM,35.171,-106.6019,gas
10803,,0.0,,,,,Ogdensburg Power,NY,44.7258,-75.4417,gas
55182,603.0,313.63365209471766,0.3251366120218579,RI,MW,1.0,Sunrise Power LLC,CA,35.2097,-119.585,gas
56948,508.0,27.55054644808743,0.8140938069216758,,,,Coolidge Generation Station,AZ,32.917399,-111.5033,gas
880093,,0.0,,,,,"Honeywell Intl, Inc Hopewell Plant",VA,37.1815,-77.1621,
55244,267.0,3.765710382513661,0.9585610200364298,,,,Doyle Energy Facility,GA,33.837699,-83.699577,gas
56068,1349.0,910.1506147540983,0.050204918032786885,ON,,1.0,Elm Road Generating Station,WI,42.8492,-87.8336,coal
60589,1106.0,881.4141621129326,0.07764116575591985,RF,MD,1.0,CPV Fairview Energy Center,PA,40.412,-78.855,gas
1012,383.0,225.33014571949,0.08663479052823315,ON,,2.0,F B Culley,IN,37.9111,-87.3275,coal
1016,207.0,4.186247723132969,0.9551457194899818,,,,Butler-Warner Generation Plant,NC,35.0986,-78.8294,gas
2290,130.0,1.8375455373406193,0.9475182149362478,,,,Jones Street,NE,41.251488,-95.922682,oil
2869,471.0,198.87602459016392,0.3312841530054645,,,,West Lorain,OH,41.429444,-82.264444,gas
6112,1145.0,513.3934426229508,0.010018214936247723,RI,MW,1.0,Fort St Vrain,CO,40.2461,-104.8742,gas
6124,544.0,4.967554644808743,0.9519581056466302,,,,McIntosh,GA,32.356287,-81.168347,gas
58124,,0.0,,,,,Rothschild Biomass Cogen Facility,WI,44.887778,-89.629722,waste
58236,717.0,409.45867486338796,0.27561475409836067,RI,MW,1.0,Marshalltown Generating Station,IA,42.043333,-92.872778,gas
58378,91.0,39.0393897996357,0.5045537340619308,,,,W.A. Parish Carbon Capture Plant,TX,29.475278,-95.634167,gas
58420,894.0,678.6771402550091,0.0,DC,MD,2.0,Hamilton Liberty,PA,41.7675,-76.39,gas
1893,1014.0,550.4371584699453,0.009448998178506375,RI,MW,2.0,Clay Boswell,MN,47.2611,-93.6528,coal
1915,551.0,72.77550091074681,0.841643897996357,ON,MW,1.0,Allen S King,MN,45.03,-92.7786,coal
2727,2192.0,908.6130464480874,0.007513661202185792,ON,,4.0,Marshall (NC),NC,35.5975,-80.9658,gas
3443,297.0,170.30339253187614,0.27607012750455373,"RI,ON",MW,2.0,Victoria,TX,28.7883,-97.01,gas
7947,48.0,15.175546448087431,0.5856102003642987,,,,Solway CT,MN,47.544582,-95.129652,gas
7975,132.0,31.53346994535519,0.47176684881602915,,,,Pyramid,NM,32.2363,-108.5494,gas
55411,832.0,514.1995673952641,0.10018214936247723,RI,MW,1.0,Hillabee Energy Center,AL,33.000669,-85.903278,gas
56502,685.0,182.76434426229508,0.377959927140255,,,,Emporia Energy Center,KS,38.445883,-96.065247,gas
56604,176.0,23.763547358834245,0.8087431693989071,,,,Hardin County Peaking Facility,TX,30.3038,-94.2526,gas
56606,97.0,29.780396174863387,0.49544626593806923,,,,Culbertson Generation Station,MT,48.21,-104.391667,gas
1241,1543.0,657.4160974499089,0.17008196721311475,OC,,2.0,La Cygne,KS,38.3481,-94.6456,coal
1355,1021.0,198.0349499089253,0.1160063752276867,RI,MW,1.0,E W Brown,KY,37.78831,-84.71257,gas
2517,446.0,42.19546903460838,0.6346766848816029,ON,,2.0,Port Jefferson,NY,40.949696,-73.078507,gas
2632,36.0,0.052026411657559196,0.9971539162112932,,,,Shoemaker,NY,41.4278,-74.4186,gas
6071,2201.0,1108.3814890710382,0.0,RI,"MW,NW",2.0,Trimble County,KY,38.5847,-85.4117,coal
55481,643.0,400.1882969034608,0.226775956284153,RI,MW,1.0,Mesquite Generating Station Block 2,AZ,33.345047,-112.864227,gas
880006,,0.0,,,,,Trigen Energy Corporation-Edison St,PA,39.949,-75.1557,
880053,,0.0,,,,,Bayer,WV,38.3844,-81.7764,
7159,392.0,21.45594262295082,0.8686247723132969,,,,Concord,WI,43.1669,-88.69,gas
7238,773.0,480.8468806921676,0.0,RI,MW,3.0,Cane Island,FL,28.2764,-81.533,gas
7242,1274.0,661.3180783242259,0.020947176684881604,RC,MW,1.0,Polk,FL,27.7286,-81.9897,gas
54640,187.0,18.106898907103826,0.8693078324225865,,,,NAEA Lakewood LLC,NJ,40.0613,-74.1686,gas
54761,483.0,387.6226092896175,0.001366120218579235,RI,MW,2.0,Hermiston Generating Plant,OR,45.8042,-119.37,gas
54795,,0.0,,,,,Domino Sugar Baltimore,MD,39.2744,-76.5956,gas
55026,189.0,60.451047358834245,0.6219262295081968,DC,MD,1.0,Dighton Power Plant,MA,41.8312,-71.1239,gas
55270,580.0,240.26889799635703,0.4139344262295082,RI,MW,1.0,Jackson Generating Station,MI,42.2488,-84.3767,gas
57267,777.0,19.259335154826957,0.947632058287796,,,,Marsh Landing Generating Station,CA,38.016944,-121.765,gas
57074,,0.0,,DC,MD,1.0,Ivanpah 1,CA,35.533056,-115.4525,solar
469,842.0,418.98804644808746,0.007058287795992714,RI,MW,2.0,Cherokee,CO,39.807275,-104.964548,gas
1400,294.0,2.7869990892531877,0.9807604735883424,,,,Teche,LA,29.822222,-91.5425,gas
56565,380.0,239.63422131147541,0.19023224043715847,RI,MW,1.0,J Lamar Stall Unit,LA,32.51947,-93.760125,gas
6213,1047.0,479.238160291439,0.06671220400728597,RC,,2.0,Merom,IN,39.0694,-87.5108,coal
55061,931.0,4.165072859744991,0.9845173041894353,,,,Tenaska Georgia Generation Facility,GA,33.3516,-84.9996,gas
55343,587.0,397.1148679417122,0.11202185792349727,RI,MW,1.0,Luna Energy Facility,NM,32.299349,-107.7834,gas
58697,728.0,464.37363387978144,0.10780965391621129,RC,,1.0,L V Sutton Combined Cycle,NC,34.283056,-77.985278,gas
6013,,0.0,,,,,Olive,CA,34.1764,-118.3147,gas
7870,120.0,60.65391621129326,0.3551912568306011,,,,Encogen,WA,48.746,-122.486,gas
10405,25.0,1.0474726775956285,0.9422814207650273,,,,Kingsburg Cogen,CA,36.5397,-119.5794,gas
10633,307.0,177.7740209471767,0.2675318761384335,,,,Hopewell Cogeneration,VA,37.291667,-77.281111,gas
54537,174.0,127.95844717668488,0.17941712204007285,,,,Ferndale Generating Station,WA,48.828996,-122.685114,gas
55241,255.0,108.03369763205829,0.48155737704918034,,,,Hog Bayou Energy Center,AL,30.7478,-88.0575,gas
57901,557.0,21.82946265938069,0.9180327868852459,DC,MD,2.0,El Segundo Energy Center LLC,CA,33.910556,-118.425,gas
2047,83.0,66.39435336976321,0.053847905282331514,,,,Chevron Oil,MS,30.34,-88.4919,gas
2092,76.0,6.058401639344262,0.7355418943533698,,,,Ralph Green,MO,38.78758,-94.277689,gas
2161,144.0,16.800318761384336,0.819216757741348,,,,James River Power Station,MO,37.108611,-93.261944,gas
613,2443.0,855.8431238615665,0.031762295081967214,,,,Lauderdale,FL,26.0686,-80.1984,gas
4162,682.0,349.3127276867031,0.0007969034608378871,RI,MW,3.0,Naughton,WY,41.7581,-110.5983,coal
55117,448.0,244.80384790528234,0.014116575591985429,RI,MW,1.0,RS Cogen,LA,30.221,-93.2992,gas
55124,608.0,426.5799180327869,0.09801912568306011,RI,MW,1.0,Griffith Energy LLC,AZ,35.054029,-114.133272,gas
55138,40.0,0.01058743169398907,0.9996584699453552,,,,Lee County,AL,32.54098,-85.038879,gas
55296,332.0,0.7174408014571949,0.9966985428051002,,,,Calumet Energy Team LLC,IL,41.6835,-87.5563,gas
203,,0.0,,ON,,1.0,McClellan (AR),AR,33.5648,-92.7917,gas
55386,645.0,382.2207422586521,0.07855191256830601,RI,MW,1.0,Columbia Energy Center (SC),SC,33.8697,-81.0178,gas
55939,1519.0,1093.02720856102,0.15243624772313297,DC,MD,1.0,Warren County,VA,38.971667,-78.177222,gas
55933,342.0,121.20571493624772,0.5104735883424408,DC,MD,1.0,Tracy Combined Cycle Power Plant,CA,37.7107,-121.4906,gas
55976,596.0,398.58526867030963,0.18203551912568305,DC,MD,1.0,Hunterstown Power Plant,PA,39.8725,-77.1672,gas
59926,430.0,59.06785063752277,0.7168715846994536,,,,Alpine Power Plant,MI,45.063748,-84.825348,gas
3492,431.0,3.2666211293260474,0.9669854280510018,,,,Morgan Creek,TX,32.3358,-100.9156,oil
3148,1583.0,307.1431010928962,0.5159380692167578,RN,NW,2.0,TalenEnergy Martins Creek,PA,40.797762,-75.105416,gas
3609,189.0,29.0757058287796,0.7857468123861566,,,,Leon Creek,TX,29.3525,-98.5761,gas
3612,1119.0,247.70081967213116,0.21983151183970856,RC,,3.0,V H Braunig,TX,29.2567,-98.3825,gas
170,538.0,35.939890710382514,0.8672586520947176,ON,,1.0,Lake Catherine,AR,34.4341,-92.9049,gas
50137,83.0,1.6374089253187614,0.9729052823315119,,,,Newgulf Cogen,TX,29.2639,-95.8997,gas
10745,1220.0,975.9501366120219,0.0,RC,,1.0,Midland Cogeneration Venture,MI,43.5861,-84.2242,gas
55286,779.0,61.80009107468124,0.7279143897996357,,,,Oleander Power Project LP,FL,28.3661,-80.7947,gas
2965,325.0,49.697518214936245,0.3005464480874317,RI,MW,2.0,Tulsa,OK,36.116492,-95.990974,gas
7030,349.0,268.305441712204,0.012978142076502733,RI,MW,2.0,Major Oak Power,TX,31.091925,-96.69503,coal
3285,92.0,1.7478369763205828,0.9729052823315119,,,,Hagood,SC,32.8265,-79.9634,gas
55372,667.0,245.14845173041894,0.42122040072859745,RI,MW,1.0,Harquahala Generating Project,AZ,33.47596,-113.113434,gas
1572,312.0,17.364184881602913,0.8933287795992714,,,,Dickerson,MD,39.2097,-77.4644,gas
10823,19.0,0.34335154826958103,0.9705145719489982,,,,Deer Island Treatment Plant,MA,42.353333,-70.962778,oil
55179,283.0,158.50956284153006,0.32581967213114754,RI,MW,1.0,Rathdrum Power LLC,ID,47.7858,-116.9203,gas
880110,,0.0,,,,,Holston Army Ammunition Plant,TN,36.5493,-82.6342,
55238,351.0,9.699795081967213,0.9550318761384335,,,,NRG Rockford I,IL,42.238558,-89.101202,gas
55627,48.0,1.7521630236794172,0.950591985428051,,,,Goose Haven Energy Center,CA,38.226752,-121.843271,gas
56026,147.0,104.43852459016394,0.1621129326047359,,,,Donald Von Raesfeld Power Plant,CA,37.3767,-121.9508,gas
56032,50.0,6.102231329690346,0.8516621129326047,,,,Equus Freeport Power,NY,40.6439,-73.5683,gas
56135,100.0,1.346311475409836,0.9661885245901639,,,,Ripon Generation Station,CA,37.7315,-121.116,gas
56166,301.0,75.95651183970855,0.6780510018214936,,,,Sheboygan Falls,WI,43.751826,-87.878056,gas
62949,1826.0,1349.9616347905283,0.0778688524590164,DC,MD,3.0,Guernsey Power Station,OH,39.9364,-81.5354,gas
63688,495.0,87.20434881602914,0.6732695810564663,,,,Topaz Generating,TX,29.426389,-94.97667,gas
1004,480.0,275.6631375227687,0.28654371584699456,RI,MW,1.0,Edwardsport,IN,38.8067,-87.2472,gas
6085,873.0,237.77823315118397,0.20719489981785064,RI,MW,4.0,R M Schahfer,IN,41.2164,-87.0261,coal
6098,496.0,188.9053961748634,0.1448087431693989,RC,,1.0,Big Stone,SD,45.303652,-96.510067,coal
57865,613.0,148.54166666666666,0.47404371584699456,,,,Antelope Station,TX,33.865,-101.8433,gas
58325,103.0,25.37625227686703,0.6923952641165756,,,,Charles D. Lamb Energy Center,OK,36.813889,-97.125278,gas
1891,102.0,19.40972222222222,0.623747723132969,ON,,1.0,Syl Laskin,MN,47.5306,-92.1619,gas
1912,634.0,352.76844262295083,0.24943078324225865,ON,,1.0,High Bridge,MN,44.9314,-93.1117,gas
2716,0.0,0.0,1.0,,,,W H Weatherspoon,NC,34.587538,-78.97552,oil
55409,703.0,37.9738160291439,0.9065346083788707,,,,Calhoun Energy Center,AL,33.5883,-85.9731,gas
120,96.0,18.481671220400727,0.7248406193078324,,,,Yucca,AZ,32.7214,-114.7106,gas
6063,225.0,1.3066939890710383,0.9870218579234973,,,,Electrifarm,IA,42.4407,-92.4205,gas
7825,167.0,22.975751366120218,0.8194444444444444,,,,Fulton (AR),AR,33.6094,-93.7924,gas
7837,555.0,64.22563752276866,0.7641165755919854,,,,Louisa Generation Facility,VA,38.1181,-78.2139,gas
7838,744.0,101.73098816029145,0.6908014571948998,,,,Remington,VA,38.5442,-77.7714,gas
880007,,0.0,,,,,Honeywell Resins & Chemicals LLC,PA,40.0067,-75.0686,
880038,,0.0,,,,,"Catlettsburg Refining, LLC",KY,38.375,-82.6042,
7266,110.0,28.21106557377049,0.01855646630236794,,,,Woodland,CA,37.652602,-121.020397,gas
55479,97.0,69.55191256830601,0.21914845173041894,,,,Wygen 1,WY,44.2858,-105.3833,coal
57515,518.0,36.310678506375226,0.8414162112932605,,,,Walnut Creek Energy Park,CA,34.008709,-117.944864,gas
400,1081.0,297.46095173041897,0.1696265938069217,ON,,3.0,Haynes,CA,33.764741,-118.0991,gas
492,156.0,19.075136612021858,0.7439663023679417,,,,Martin Drake,CO,38.824444,-104.833333,gas
2511,581.0,142.7209699453552,0.07320127504553733,ON,,2.0,E F Barrett,NY,40.616689,-73.647881,gas
6257,2726.0,923.0202641165756,0.0034153005464480873,RN,NW,3.0,Scherer,GA,33.0606,-83.8075,coal
6288,63.0,34.36566484517304,0.31898907103825136,,,,Healy,AK,63.8542,-148.95,coal
55068,361.0,182.69364754098362,0.0793488160291439,RI,MW,1.0,Maine Independence Station,ME,44.8242,-68.7094,gas
10176,64.0,0.18522313296903462,0.9944216757741348,,,,M Street Jet,MA,42.339387,-71.031407,oil
10649,47.0,3.4141621129326047,0.9065346083788707,,,,Bear Mountain Limited,CA,35.419181,-118.926643,gas
10682,131.0,8.956739526411658,0.850068306010929,RI,MW,2.0,Brush Generation Facility,CO,40.2415,-103.631,gas
54426,132.0,49.1313752276867,0.53882058287796,,,,Mulberry Cogeneration Facility,FL,27.8489,-81.8775,gas
55661,619.0,144.50831056466302,0.6871584699453552,RI,MW,1.0,Essential Power Newington LLC,NH,43.1047,-70.8061,gas
56319,101.0,73.32809653916212,0.09756375227686703,,,,Wygen 2,WY,44.2919,-105.3811,coal
350,839.0,4.7436247723132965,0.974271402550091,ON,,1.0,Ormond Beach,CA,34.1292,-119.1689,gas
2122,33.0,0.5055783242258652,0.9781420765027322,,,,Chillicothe,MO,39.783388,-93.564112,gas
7449,49.0,1.0310792349726776,0.9730191256830601,,,,Combustion Turbine Project No 2,CA,38.088138,-121.386944,gas
50949,86.0,2.258765938069217,0.9640255009107468,,,,Hardee Power Station,FL,27.6364,-81.9636,gas
55198,981.0,64.12909836065573,0.8635018214936248,,,,Riverside Generating LLC,KY,38.191661,-82.604586,gas
607,117.0,17.153460837887067,0.8002049180327869,,,,Fredonia,WA,48.4558,-122.4358,gas
7900,618.0,258.06898907103823,0.12488615664845173,RI,MW,1.0,Sand Hill,TX,30.2098,-97.6129,gas
50625,907.0,696.7991803278688,0.0,,,,ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,gas
55132,885.0,171.60291438979962,0.5352914389799636,RI,MW,1.0,Tenaska Gateway Generating Station,TX,32.017826,-94.619743,gas
55135,301.0,85.44148451730419,0.6366120218579235,,,,Alliant Energy Neenah,WI,44.1936,-88.5064,gas
55137,949.0,616.1263661202186,0.15357468123861567,RI,MW,1.0,Rio Nogales Power Project,TX,29.593056,-97.973215,gas
55295,496.0,78.09187158469945,0.6569899817850637,RI,MW,1.0,Blythe Energy Inc,CA,33.6157,-114.6865,gas
202,,0.0,,ON,,1.0,Carl Bailey,AR,35.260102,-91.363426,
55400,538.0,249.95013661202185,0.3405054644808743,RI,MW,1.0,Elk Hills Power LLC,CA,35.280318,-119.470707,gas
55963,50.0,2.9270264116575593,0.9211065573770492,,,,Riverview Energy Center,CA,38.014423,-121.790679,gas
55985,568.0,108.38410746812386,0.724271402550091,RI,MW,1.0,Palomar Energy,CA,33.1197,-117.117778,gas
55098,529.0,272.692281420765,0.3155737704918033,RI,MW,1.0,Frontera Energy Center,TX,26.208,-98.3992,gas
55281,,0.0,,,,,Southeast Chicago Energy Project,IL,41.7181,-87.5449,
55545,544.0,236.89640255009107,0.4402322404371585,RI,MW,1.0,Hidalgo Energy Center,TX,26.34172,-98.175759,gas
7763,144.0,41.73918488160292,0.5389344262295082,,,,Henry County,IN,39.9528,-85.5039,gas
667,1095.0,371.60462204007285,0.11475409836065574,ON,,3.0,Northside Generating Station,FL,30.4172,-81.5525,coal
1240,320.0,42.15585154826958,0.7147085610200364,,,,Gordon Evans Energy Center,KS,37.7903,-97.521667,gas
3111,47.0,0.4520719489981785,0.9784836065573771,,,,Mountain,PA,40.1,-77.1716,oil
3132,64.0,1.8358378870673953,0.9614071038251366,,,,Warren,PA,41.835947,-79.188668,gas
3138,333.0,84.2440801457195,0.43294626593806923,ON,,3.0,New Castle Plant,PA,40.937939,-80.369007,gas
7512,559.0,346.905737704918,0.21129326047358835,RC,,1.0,Arthur Von Rosenberg,TX,29.257046,-98.384045,gas
3734,,0.0,,,,,Berlin 5,VT,44.251,-72.6027,oil
6584,45.0,0.2657103825136612,0.9879326047358834,,,,Stock Island,FL,24.563333,-81.7342,oil
6641,1752.0,654.1370673952641,0.2252959927140255,RN,NW,2.0,Independence Steam Electric Station,AR,35.678442,-91.408761,coal
6650,71.0,0.09790528233151184,0.9974954462659381,,,,Mexico,MO,39.1481,-91.8306,oil
10866,,0.0,,,,,Archer Daniels Midland Peoria,IL,40.677188,-89.604911,gas
55196,100.0,16.563296903460838,0.782103825136612,,,,Springdale 1 & 2,PA,40.546667,-79.768333,gas
7082,717.0,347.2021857923497,0.1478825136612022,DC,MD,1.0,Harry Allen,NV,36.430554,-114.902405,gas
55787,82.0,0.23440346083788707,0.9939663023679417,,,,Shoreham Energy LLC,NY,40.957053,-72.865877,oil
592,17.0,0.04530965391621129,0.9968123861566485,,,,Delaware City 10,DE,39.600408,-75.626811,oil
2434,62.0,9.485428051001822,0.8232012750455373,,,,Howard Down,NJ,39.4889,-75.0347,gas
2480,233.0,2.269922586520947,0.9748406193078324,ON,,4.0,Danskammer Generating Station,NY,41.6,-73.974981,gas
2454,399.0,204.8719262295082,0.06261384335154827,RI,MW,2.0,Cunningham,NM,32.7131,-103.3533,gas
10805,21.0,15.920195810564662,0.07126593806921676,,,,Kenilworth Energy Facility,NJ,40.6781,-74.2744,gas
1068,142.0,9.51377504553734,0.8508652094717668,,,,Marshalltown,IA,42.0474,-92.859444,gas
10761,219.0,43.13171675774135,0.5595400728597449,,,,Las Vegas Generating Station,NV,36.2319,-115.1222,gas
10788,,0.0,,,,,Belle West Virginia Plant,WV,38.2425,-81.554166,
55187,1227.0,998.8269581056467,0.0,RI,MW,2.0,Channelview Cogeneration Plant,TX,29.836952,-95.121744,gas
55188,570.0,132.3410746812386,0.6770264116575592,RI,MW,1.0,Cordova Energy,IL,41.712216,-90.279679,gas
59220,1065.0,351.0389344262295,0.48440346083788705,RI,MW,1.0,Wildcat Point Generation Facility,MD,39.719364,-76.161625,gas
59325,501.0,378.3113615664845,0.04815573770491803,RI,MW,1.0,Kings Mountain Energy Center,NC,35.2025,-81.363056,gas
1571,1422.0,116.60928961748634,0.8131830601092896,RN,NW,2.0,Chalk Point LLC,MD,38.5444,-76.6861,gas
56908,147.0,56.6049635701275,0.00011384335154826958,,,,Dave Gates Generating Station,MT,46.104713,-112.876605,gas
55620,831.0,439.33094262295083,0.18351548269581056,RI,MW,1.0,Perryville Power Station,LA,32.6908,-92.0183,gas
56047,876.0,649.7225637522769,0.08401639344262295,DC,MD,1.0,CPV Towantic Energy Center,CT,41.481243,-73.123108,gas
61144,278.0,49.32843806921676,0.7622950819672131,,,,Astoria Station,SD,44.574965,-96.55942,gas
63259,255.0,110.64697176684882,0.09676684881602915,,,,Delta Energy Park,MI,42.690644,-84.657783,gas
63559,65.0,2.2683287795992713,0.9472905282331512,,,,MMWEC Simple Cycle Gas Turbine,MA,42.54342,-70.927967,gas
992,,0.0,,,,,CC Perry K,IN,39.7631,-86.1667,gas
2956,1558.0,278.93146630236794,0.41108834244080145,RC,,1.0,Seminole,OK,34.96645,-96.7258,gas
6113,3360.0,1255.0706967213114,0.0,RC,,5.0,Gibson,IN,38.372222,-87.765833,coal
8049,554.0,42.587204007285976,0.8039617486338798,,,,Intercession City,FL,28.262778,-81.548611,gas
55672,597.0,19.5228825136612,0.9171220400728597,,,,AL Sandersville LLC,GA,33.1189,-82.8608,gas
55662,509.0,310.1359289617486,0.0947176684881603,DC,MD,1.0,Chehalis Generating Facility,WA,46.6225,-122.9131,gas
55687,615.0,338.66894353369764,0.11873861566484517,DC,MD,1.0,Higgins Generating Station,NV,35.6139,-115.3561,gas
58122,50.0,1.1933060109289617,0.9609517304189436,,,,Delano Energy Center,CA,35.790864,-119.294469,gas
58413,88.0,1.356818181818182,0.9737878787878788,,,,Copper Crossing Energy Center,AZ,33.15512,-111.483636,gas
58562,362.0,135.3450591985428,0.15300546448087432,,,,Montana Power Station,TX,31.823889,-106.211944,gas
58933,191.0,116.29701730418944,0.0004553734061930783,RI,MW,1.0,Shell Chemical Appalachia LLC,PA,40.671667,-80.336389,gas
