plant_id_eia,max_mw,mean_mw,frac_off,ctypes,ttypes,n_cool,plant_name_eia,state,latitude,longitude,fuel
56596,113.0,85.44501366120218,0.10678506375227687,DC,MD,1.0,Wygen III,WY,44.2919,-105.3806,coal
3,3035.0,1641.621698542805,0.0,"ON,RI",MW,5.0,Barry,AL,31.0069,-88.0103,gas
113,417.0,165.90107012750457,0.47062841530054644,"RI,RC",MW,3.0,Cholla,AZ,34.9394,-110.3033,coal
1353,308.0,131.62374772313296,0.2604735883424408,RN,NW,1.0,Big Sandy,KY,38.1707,-82.6176,gas
6068,2349.0,699.2301912568306,0.16108834244080145,RI,MW,3.0,Jeffrey Energy Center,KS,39.286453,-96.117231,coal
880025,,0.0,,,,,"ConocoPhillips Co., Trainer Refinery",PA,39.8228,-75.4033,
880045,,0.0,,,,,University of Michigan,MI,42.2808,-83.7342,
880072,,0.0,,,,,Entriken Compressor Station,PA,40.3086,-78.1389,
880079,55.0,44.80316484517304,0.01081511839708561,,,,Tate & Lyle-Loudon,TN,35.7433,-84.3208,
2393,362.0,7.072062841530054,0.9586748633879781,RI,MW,1.0,Gilbert,NJ,40.565833,-75.163889,gas
54805,220.0,30.614640255009107,0.7933743169398907,RI,MD,1.0,Milford Power LP,MA,42.129361,-71.511496,gas
57703,113.0,42.79314663023679,0.1938752276867031,,,,Cheyenne Prairie Generating Station,WY,41.123611,-104.72,gas
404,649.0,124.93806921675774,0.5276639344262295,"DC,ON",MD,2.0,Scattergood,CA,33.918151,-118.427648,gas
470,1156.0,687.6131602914389,0.052823315118397086,"HRI,RI","WD,MW",3.0,Comanche (CO),CO,38.2081,-104.5747,coal
1403,2077.0,1042.6124772313296,0.05293715846994536,ON,,3.0,Nine Mile Point,LA,29.9472,-90.1458,gas
6041,1481.0,968.8724954462659,0.0,RI,MW,4.0,H L Spurlock,KY,38.7,-83.8181,coal
55320,821.0,406.3816029143898,0.35359744990892533,RI,MW,1.0,Wise County Power LLC,TX,33.0583,-97.9103,gas
6035,1092.0,177.12135701275045,0.5250455373406193,RC,,1.0,Greenwood (MI),MI,43.1056,-82.6964,gas
10244,,0.0,,,,,P H Glatfelter Co -Chillicothe Facility,OH,39.324611,-82.974039,waste
10294,121.0,4.40129781420765,0.9459244080145719,,,,King City Power Plant,CA,36.225,-121.1278,gas
55811,47.0,1.6724726775956285,0.9537795992714025,,,,King City Peaking,CA,36.224758,-121.124633,gas
10350,60.0,0.5297131147540983,0.9834927140255009,,,,Greenleaf 1 Power Plant,CA,39.052922,-121.696072,gas
10620,58.0,0.39344262295081966,0.9906648451730419,,,,Carthage Energy LLC,NY,43.9842,-75.6225,gas
10678,182.0,75.40384615384616,0.31204212454212454,,,,AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333,
54271,96.0,24.853597449908925,0.7160746812386156,,,,Saguaro Power,NV,36.0417,-115.0117,gas
54365,111.0,49.11247723132969,0.39230418943533696,,,,Orange Cogeneration Facility,FL,27.87082,-81.825061,gas
55654,100.0,23.454234972677597,0.7029826958105647,,,,Allegheny Energy Units 12 & 13,PA,39.866944,-77.685833,gas
315,1318.0,288.320810564663,0.4977231329690346,ON,,3.0,AES Alamitos LLC,CA,33.7688,-118.1009,gas
2081,394.0,3.589367030965392,0.9652777777777778,,,,Northeast (MO),MO,39.1228,-94.5606,oil
7504,126.0,82.76183970856103,0.04656193078324226,,,,Neil Simpson II,WY,44.2856,-105.3833,coal
7551,172.0,72.96857923497268,0.04747267759562841,,,,SCA Cogen 2,CA,38.530943,-121.400128,gas
7759,354.0,76.91586976320583,0.4862249544626594,,,,Georgetown,IN,39.902556,-86.24405,gas
4005,176.0,0.3566712204007286,0.9896402550091075,,,,French Island,WI,43.8292,-91.2597,oil
7336,173.0,18.681124772313296,0.8219489981785064,,,,Anderson,IN,40.0529,-85.7389,gas
50612,45.0,1.3198998178506376,0.96117941712204,,,,McKittrick Limited,CA,35.319503,-119.661992,gas
50732,,0.0,,,,,Mon Valley Works,PA,40.3925,-79.8564,gas
55112,573.0,200.04804189435336,0.30145719489981787,DC,MD,1.0,Sutter Energy Center,CA,39.053139,-121.695873,gas
55129,711.0,321.06102003642985,0.2797131147540984,RI,MW,1.0,Desert Basin,AZ,32.9042,-111.7889,gas
56238,99.0,22.213000910746814,0.644011839708561,,,,Groton Generating Station,SD,45.3735,-98.098689,gas
55927,967.0,539.9049408014572,0.1725865209471767,RI,MW,1.0,Jasper,SC,32.3594,-81.1242,gas
50481,,0.0,,ON,,1.0,Tennessee Eastman Operations,TN,36.5219,-82.5431,coal
55087,967.0,657.3967440801457,0.043943533697632056,RI,MW,1.0,Zeeland Generating Station,MI,42.8206,-85.9975,gas
55089,552.0,379.3678278688525,0.01104280510018215,RI,MW,1.0,Taft Cogeneration Facility,LA,29.9888,-90.4599,gas
673,,0.0,,,,,Tom G Smith,FL,26.612767,-80.0677,gas
683,132.0,8.230760473588342,0.845856102003643,,,,Indian River Plant,FL,28.493232,-80.780124,gas
703,3376.0,1334.0285746812385,0.008652094717668488,RN,NW,4.0,Bowen,GA,34.1256,-84.9222,coal
3490,652.0,124.68852459016394,0.549408014571949,RC,,1.0,Graham,TX,33.1344,-98.6117,gas
1233,157.0,13.300432604735883,0.730988160291439,RI,MW,1.0,Fort Dodge,KS,37.7328,-99.9497,gas
3264,919.0,660.1898907103825,0.08367486338797814,"RI,ON",MW,2.0,W S Lee,SC,34.6022,-82.435,gas
1595,320.0,264.18078324225866,0.08652094717668488,,,,Kendall Square Station,MA,42.3633,-71.0792,gas
3785,29.0,0.23713570127504555,0.9879326047358834,,,,Tasley,VA,37.7061,-75.7031,oil
3845,708.0,346.0662568306011,0.37852914389799636,RI,MW,1.0,Transalta Centralia Generation,WA,46.755938,-122.859764,coal
6463,29.0,0.06454918032786885,0.995787795992714,,,,Ames GT,IA,42.0272,-93.5828,oil
55197,903.0,603.8663479052823,0.07661657559198543,RI,MW,3.0,Caledonia,MS,33.6464,-88.2717,gas
7013,27.0,0.8170537340619308,0.9478597449908925,,,,East 12th Street,KS,37.2367,-96.9625,gas
7138,67.0,0.8303734061930783,0.9788251366120219,,,,Forked River,NJ,39.8154,-74.2098,gas
10743,,0.0,,,,,Morgantown Energy Facility,WV,39.6397,-79.960556,coal
2266,36.0,0.5947176684881603,0.9779143897996357,,,,Hebron,NE,40.187928,-97.577857,oil
7288,90.0,3.1413934426229506,0.9540072859744991,,,,Sherman Avenue,NJ,39.451,-75.0578,gas
7315,203.0,21.876024590163933,0.6492486338797814,,,,Almond Power Plant,CA,37.5744,-120.985,gas
8222,456.0,269.68875227686704,0.13513205828779598,RI,MW,1.0,Coyote,ND,47.221447,-101.815722,coal
55357,637.0,398.0182149362477,0.23098816029143898,RI,MW,1.0,Jack Fusco Energy Center,TX,29.4731,-95.6244,gas
1507,574.0,3.9229280510018216,0.9793943533697632,ON,,4.0,William F Wyman Hybrid,ME,43.7508,-70.1567,oil
56808,,0.0,,DC,MD,1.0,Virginia City Hybrid Energy Center,VA,36.916389,-82.338055,coal
880088,,0.0,,,,,Marathon Ashland Petroleum LLC,IL,39.0,-87.7222,
55544,102.0,16.434426229508198,0.7364526411657559,,,,Klamath Expansion Project,OR,42.172718,-121.814393,gas
56196,700.0,432.0499772313297,0.09483151183970856,DC,MD,1.0,500MW CC,NY,40.7889,-73.9069,gas
60925,1050.0,746.093010018215,0.09483151183970856,RI,MW,1.0,Montgomery County,TX,30.44083,-95.5275,gas
60903,707.0,139.52140255009107,0.6033697632058288,DC,MD,2.0,Salem Harbor Power Development LP,MA,42.525486,-70.878239,gas
62926,1255.0,838.5821948998179,0.14162112932604737,DC,MD,2.0,"Jackson Generation, LLC",IL,41.438536,-88.110626,gas
2271,36.0,0.42896174863387976,0.9844034608378871,,,,McCook,NE,40.2214,-100.6508,oil
1573,97.0,0.3013433515482696,0.9947632058287796,,,,Morgantown Generating Plant,MD,38.3592,-76.9767,oil
55172,802.0,415.29280510018214,0.13877504553734063,RI,MW,1.0,Bosque County Peaking,TX,31.8594,-97.3586,gas
55706,919.0,697.0783242258652,0.1302367941712204,DC,MD,1.0,Choctaw County,MS,33.2881,-89.4201,gas
55710,415.0,317.0994990892532,0.08743169398907104,RI,MW,1.0,Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,gas
883,,0.0,,ON,,2.0,Waukegan,IL,42.3833,-87.8133,oil
1678,60.0,0.5944899817850637,0.981443533697632,,,,Waters River,MA,42.542949,-70.928314,gas
1710,1496.0,1015.2564890710382,0.0,ON,,3.0,J H Campbell,MI,42.910296,-86.20074,coal
3469,972.0,62.65733151183971,0.8038479052823315,RI,MW,1.0,T H Wharton,TX,29.9417,-95.5306,gas
54131,44.0,23.266165755919854,0.3739754098360656,,,,Fortistar North Tonawanda,NY,43.0483,-78.8539,gas
55228,242.0,14.281876138433516,0.8754553734061931,,,,Greenville Electric Generating Station,OH,40.075783,-84.615136,gas
56671,791.0,593.5226548269582,0.17201730418943534,RI,MW,1.0,Longview Power Plant,WV,39.707893,-79.958974,coal
1248,181.0,3.606102003642987,0.8931010928961749,,,,Hutchinson Energy Center,KS,38.0906,-97.874722,gas
1378,1821.0,896.1383196721312,0.0932377049180328,"RN,RI","MW,NW",2.0,Paradise,KY,37.2608,-86.9783,gas
2527,112.0,82.19125683060109,0.028005464480874317,ON,,1.0,Greenidge Generation LLC,NY,42.6789,-76.9483,gas
2706,921.0,447.6231785063752,0.000569216757741348,RI,MW,4.0,Asheville,NC,35.4731,-82.5417,gas
6064,341.0,99.81648451730419,0.45309653916211295,RI,MW,1.0,Nearman Creek,KS,39.1681,-94.6975,coal
7826,1073.0,482.51047358834245,0.05111566484517304,RI,MW,1.0,Rowan,NC,35.7314,-80.6019,gas
7835,707.0,21.78540528233151,0.9354508196721312,,,,NAEA Rock Springs LLC,MD,39.71901,-76.15976,gas
55514,578.0,232.49795081967213,0.2915528233151184,DC,MD,1.0,Apex Generating Station,NV,36.415999,-114.960916,gas
880071,,0.0,,,,,Armagh Compressor Station,PA,40.4319,-79.085,
7155,35.0,0.018442622950819672,0.9990892531876139,,,,Lime Creek,IA,43.2481,-93.205,oil
7294,0.0,0.0,1.0,,,,Central Energy Plant,FL,28.4263,-81.5809,
54634,,0.0,,,,,St Nicholas Cogen Project,PA,40.8222,-76.1736,coal
54785,121.0,101.4306693989071,0.0625,,,,Grays Ferry Cogeneration,PA,39.942219,-75.188069,gas
55047,875.0,626.2328096539162,0.00011384335154826958,RI,MW,2.0,Pasadena Cogeneration,TX,29.72475,-95.176479,gas
57073,,0.0,,DC,MD,1.0,Ivanpah 2,CA,35.556111,-115.468611,solar
57482,738.0,54.67691256830601,0.8698770491803278,,,,"Sentinel Energy Center, LLC",CA,33.934167,-116.571388,gas
57794,761.0,638.1772540983607,0.0651183970856102,RI,MW,1.0,St Joseph Energy Center,IN,41.698992,-86.479699,gas
6250,,0.0,,RI,MW,1.0,Mayo,NC,36.5278,-78.8917,coal
8007,298.0,2.619193989071038,0.948884335154827,,,,Holtsville,NY,40.817037,-73.066265,oil
7887,174.0,16.119877049180328,0.719148451730419,,,,Terry Bundy Generating Station,NE,40.909653,-96.613086,gas
10307,243.0,31.079348816029142,0.8282103825136612,DC,MD,1.0,Bellingham Cogeneration Facility,MA,42.0925,-71.4833,gas
10617,98.0,1.0114981785063752,0.9823542805100182,,,,CH Resources Beaver Falls,NY,43.8861,-75.4342,gas
10698,,0.0,,,,,Graphic Packaging,MI,42.306809,-85.578969,
54547,1192.0,717.9370446265938,0.08765938069216758,RI,MW,2.0,Sithe Independence Station,NY,43.495,-76.4511,gas
55651,286.0,22.339139344262296,0.8586065573770492,,,,Spring Creek Energy Center,OK,35.7422,-97.655,gas
3403,1334.0,526.984858834244,0.0,ON,,1.0,Gallatin (TN),TN,36.3156,-86.4006,coal
56964,633.0,76.59631147540983,0.6605191256830601,,,,Bayonne Energy Center,NJ,40.652834,-74.09155,gas
57001,48.0,1.2686703096539163,0.9590163934426229,,,,El Cajon Energy Center,CA,32.796106,-116.972073,gas
4125,,0.0,,ON,,1.0,Manitowoc,WI,44.082,-87.6558,coal
7910,85.0,13.491689435336976,0.7665072859744991,,,,Joseph J Seymour Power Project,NY,40.6631,-74.0,gas
55116,900.0,163.60086520947178,0.6943306010928961,,,,Rockingham County CT Station,NC,36.3297,-79.8297,gas
56239,96.0,2.008879781420765,0.9600409836065574,,,,Malaga Power LLC,CA,36.7,-119.7404,gas
55847,48.0,5.867486338797814,0.7986111111111112,,,,Feather River Energy Center,CA,39.109344,-121.60931,gas
55972,315.0,24.370673952641166,0.8849043715846995,,,,Cass County,NE,40.947913,-95.964026,gas
4040,1352.0,880.0687613843352,0.04918032786885246,ON,,2.0,Port Washington Generating Station,WI,43.3842,-87.8689,gas
7987,45.0,1.6757741347905282,0.9495673952641166,,,,Lake One,CA,34.1772,-118.3147,gas
57068,192.0,0.8878642987249544,0.9850865209471766,,,,GenConn Middletown LLC,CT,41.554444,-72.576666,oil
7709,942.0,27.58344717668488,0.9206511839708561,,,,Dahlberg,GA,34.042267,-83.397721,gas
55220,534.0,344.8732923497268,0.26855646630236796,RI,MW,1.0,Attala,MS,33.0147,-89.6753,gas
3140,1499.0,418.1492486338798,0.23964025500910746,ON,MW,3.0,Brunner Island,PA,40.096111,-76.6962,gas
3161,607.0,7.756716757741348,0.9575364298724954,ON,,2.0,Eddystone Generating Station,PA,39.858,-75.323,gas
3236,360.0,107.64412568306011,0.5187841530054644,ON,,3.0,Manchester Street,RI,41.8167,-71.4042,gas
3548,248.0,11.09483151183971,0.8901411657559198,ON,,1.0,Decker Creek,TX,30.3033,-97.6128,gas
6179,1715.0,880.3514344262295,0.0,RC,,3.0,Fayette Power Project,TX,29.9172,-96.7506,coal
862,,0.0,,,,,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,
10773,,0.0,,,,,Altavista Power Station,VA,37.118674,-79.273551,waste
55282,603.0,420.23132969034606,0.10701275045537341,RI,MW,1.0,Arlington Valley Energy Facility,AZ,33.3417,-112.8897,gas
6824,69.0,0.21197632058287796,0.9733606557377049,,,,St Bonifacius,MN,44.905026,-93.820761,oil
2241,79.0,0.8084016393442623,0.9760928961748634,,,,C W Burdick,NE,40.9228,-98.3269,gas
7296,686.0,270.23952641165755,0.23383424408014572,RI,MW,1.0,State Line Combined Cycle,MO,37.0659,-94.614,gas
7302,1399.0,907.1683743169399,0.0,RC,MW,1.0,Hines Energy Complex,FL,27.788215,-81.869983,gas
55841,990.0,330.70514571948996,0.14833788706739526,DC,MD,1.0,Silverhawk,NV,36.4078,-114.9606,gas
3344,,0.0,,,,,Huron,SD,44.369507,-98.17223,
10030,102.0,13.989071038251366,0.7371357012750456,,,,NRG Energy Center Dover,DE,39.149549,-75.547335,gas
55178,687.0,243.25113843351548,0.4602686703096539,RI,MW,1.0,Dogwood Energy Facility,MO,38.7931,-94.3006,gas
55799,29.0,16.544171220400727,0.20833333333333334,,,,Otsego Mill Power Plant,MI,42.4628,-85.6961,gas
56806,380.0,169.1905737704918,0.3501821493624772,OC,,2.0,Cedar Bayou 4,TX,29.751645,-94.92312,gas
55622,200.0,93.4139344262295,0.17736794171220402,,,,West Valley Generation Project,UT,40.6667,-112.0317,gas
56041,151.0,42.35667122040073,0.13331056466302368,,,,Malburg,CA,33.9986,-118.2219,gas
60468,117.0,8.633424408014571,0.9015255009107468,,,,Friendswood Energy,TX,29.647267,-95.451516,gas
963,230.0,75.73474499089254,0.34301001821493626,"RI,OC",MW,2.0,Dallman,IL,39.754803,-89.602389,coal
2291,504.0,140.5651183970856,0.03267304189435337,ON,,5.0,North Omaha,NE,41.32909,-95.94466,coal
2336,901.0,473.06807832422584,0.0,"DC,RI","MW,MD",3.0,Tracy,NV,39.5625,-119.525,gas
2828,1933.0,1164.136839708561,0.009904371584699454,"RN,ON",NW,3.0,Cardinal,OH,40.2522,-80.6486,coal
2817,676.0,394.85154826958103,0.05122950819672131,ON,,2.0,Leland Olds,ND,47.280769,-101.321213,coal
2952,1543.0,370.4655054644809,0.26639344262295084,RI,MW,3.0,Muskogee,OK,35.76135,-95.28732,gas
8031,614.0,276.9947632058288,0.3928734061930783,RI,MW,1.0,Emery Station,IA,43.094,-93.292222,gas
8053,48.0,10.067850637522769,0.7670765027322405,,,,Pouch,NY,40.6182,-74.06849,gas
55664,575.0,383.3362932604736,0.20412112932604737,RI,MW,1.0,Harrison County Power Project,TX,32.3958,-94.4367,gas
1702,,0.0,,"ON,RI",MW,2.0,Dan E Karn,MI,43.644996,-83.840074,gas
1730,88.0,0.7545537340619308,0.9850865209471766,,,,Hancock,MI,42.5497,-83.4425,gas
3459,1407.0,496.7400956284153,0.18533697632058288,"ON,RI",MW,5.0,Sabine,TX,30.0242,-93.878,gas
52087,355.0,3.5868624772313296,0.9757513661202186,,,,Elizabeth River Power Station,VA,36.775,-76.3083,gas
54076,85.0,4.131830601092896,0.9326047358834244,,,,Indeck Olean Energy Center,NY,42.085944,-78.45425,gas
56609,453.0,339.305441712204,0.07661657559198543,DC,MD,1.0,Dry Fork Station,WY,44.388889,-105.460833,coal
1271,31.0,2.113615664845173,0.8780737704918032,,,,Coffeyville,KS,37.037344,-95.612689,gas
1336,188.0,8.906989981785063,0.7739071038251366,RI,MW,1.0,Garden City,KS,37.9703,-100.8956,gas
1356,2097.0,1318.3796675774136,0.0,RI,MW,4.0,Ghent,KY,38.7497,-85.035,coal
1363,757.0,522.3859289617486,0.24077868852459017,RI,MW,1.0,Cane Run,KY,38.1831,-85.8892,gas
6076,1619.0,1134.1614298724955,0.07650273224043716,RI,MW,2.0,Colstrip,MT,45.8831,-106.614,coal
55510,47.0,2.159608378870674,0.932832422586521,,,,CalPeak Power Border Peaker Plant,CA,32.562448,-116.943869,gas
880065,,0.0,,,,,Wickliffe Paper Company,KY,36.9461,-89.0792,
2398,1252.0,266.7309881602914,0.40425774134790526,RI,MW,2.0,Bergen Generating Station,NJ,40.8375,-74.0244,gas
2404,402.0,20.752732240437158,0.7670765027322405,,,,PSEG Kearny Generating Station,NJ,40.737283,-74.09646,gas
7270,367.0,27.344376138433514,0.8401639344262295,,,,Paris (WI),WI,42.6658,-88.0131,gas
54915,131.0,120.2009335154827,0.04223588342440802,,,,Michigan Power LP,MI,43.9375,-86.425,gas
55040,347.0,13.567964480874316,0.9390938069216758,RI,MW,1.0,Mid-Georgia Cogeneration Facility,GA,32.4856,-83.6039,gas
525,484.0,269.37887067395263,0.01855646630236794,RI,MW,2.0,Hayden,CO,40.4856,-107.185,coal
1383,68.0,2.4604963570127505,0.9198542805100182,,,,Robert A Reid,KY,37.6461,-87.5019,gas
6243,191.0,20.718920765027324,0.26559653916211295,ON,,1.0,Dansby,TX,30.7217,-96.4608,gas
55077,484.0,110.22472677595628,0.5507741347905283,DC,MD,1.0,Desert Star Energy Center,NV,35.788889,-114.994167,gas
55079,258.0,40.770947176684885,0.8014571948998178,RI,MW,1.0,Millennium Power,MA,42.112291,-72.015113,gas
57028,328.0,212.7700364298725,0.22734517304189436,RI,MW,1.0,Langley Gulch Power Plant,ID,43.904444,-116.819722,gas
6034,1526.0,762.6207877959927,0.09369307832422587,ON,,2.0,Belle River,MI,42.7756,-82.495,coal
10308,335.0,64.41234061930783,0.7246129326047359,DC,MD,1.0,Sayreville Cogeneration Facility,NJ,40.439,-74.3444,gas
55239,873.0,379.1120218579235,0.3850182149362477,RI,MW,1.0,Red Oak Power LLC,NJ,40.448674,-74.348879,gas
55656,738.0,422.8377732240437,0.21470856102003644,RI,MW,2.0,"Pastoria Energy Facility, LLC",CA,34.9556,-118.844,gas
56397,51.0,3.5823087431693987,0.9203096539162113,,,,Hunlock Unit 4,PA,41.2025,-76.068333,gas
358,1150.0,296.1059881602914,0.5151411657559198,RI,MW,2.0,Mountainview Generating Station,CA,34.0818,-117.2418,gas
341,244.0,1.2831284153005464,0.9788251366120219,,,,Long Beach Generation LLC,CA,33.7641,-118.2248,gas
2123,,0.0,,,,,Columbia (MO),MO,38.964646,-92.31677,gas
7721,295.0,232.08504098360655,0.04269125683060109,,,,Theodore Cogen Facility,AL,30.525445,-88.128477,gas
50956,,0.0,,,,,Bowater Newsprint Calhoun Operation,TN,35.2964,-84.7569,
620,2494.0,1051.6232923497269,0.12021857923497267,RC,,1.0,Sanford,FL,28.8419,-81.3256,gas
7915,49.0,8.954121129326047,0.7823315118397086,,,,North 1st,NY,40.7171,-73.9664,gas
56249,333.0,2.58617941712204,0.9787112932604736,,,,Anson County Generation Facility,NC,34.968651,-79.921738,gas
55358,1231.0,696.1633652094717,0.030054644808743168,RI,MW,4.0,Cottonwood Energy Project,TX,30.2588,-93.7353,gas
55393,601.0,326.43704462659383,0.3073770491803279,RI,MW,1.0,Metcalf Energy Center,CA,37.2207,-121.7457,gas
55965,1310.0,913.2340619307832,0.009904371584699454,RI,MW,2.0,Wansley Combined Cycle,GA,33.406385,-85.036988,gas
7984,75.0,5.4885018214936245,0.8767076502732241,,,,Kalkaska CT #1,MI,44.6889,-85.2019,gas
8006,999.0,29.16564207650273,0.918943533697632,ON,,2.0,Roseton Generating Facility,NY,41.573783,-73.966269,gas
59906,1076.0,911.2525045537341,0.009107468123861567,DC,MD,2.0,Moxie Freedom Generation Plant,PA,41.113056,-76.158056,gas
7782,32.0,0.3055555555555556,0.9846311475409836,,,,Hamilton Peaking,OH,39.3528,-84.5183,gas
55225,1184.0,668.9717668488161,0.1354735883424408,RI,MW,2.0,Oneta Energy Center,OK,36.0119,-95.6967,gas
3559,85.0,10.990892531876138,0.7533014571948998,,,,Silas Ray,TX,25.9131,-97.5214,gas
6177,858.0,351.9854280510018,0.02424863387978142,RI,MW,2.0,Coronado,AZ,34.5789,-109.2708,coal
6180,1826.0,1355.2218806921676,0.04326047358834244,RC,,1.0,Oak Grove (TX),TX,31.1803,-96.4866,coal
6190,1281.0,331.2218806921676,0.08208105646630237,OC,,3.0,Brame Energy Center,LA,31.395,-92.716667,coal
3943,1182.0,484.0514571948998,0.2095856102003643,RN,NW,2.0,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,coal
55801,927.0,766.5440573770492,0.04861111111111111,RI,MW,1.0,Marcus Hook Energy LP,PA,39.807038,-75.421606,gas
55835,654.0,345.60018214936247,0.1043943533697632,RI,MW,1.0,Rocky Mountain Energy Center,CO,40.0908,-104.5953,gas
3320,12.0,0.05293715846994536,0.9911202185792349,,,,Myrtle Beach,SC,33.708283,-78.924146,oil
10113,,0.0,,,,,John B Rich Memorial Power Station,PA,40.7903,-76.1983,coal
10143,127.0,96.12101548269581,0.07900728597449909,RI,MW,1.0,Colver Power Project,PA,40.6,-78.8,coal
10034,111.0,5.299977231329691,0.9347677595628415,,,,Gilroy Power Plant,CA,37.0001,-121.5367,gas
3628,544.0,59.39082422586521,0.3861566484517304,ON,,3.0,R W Miller,TX,32.6581,-98.3103,gas
55109,304.0,1.5193533697632058,0.9897540983606558,,,,Rocky Road Power LLC,IL,42.0931,-88.2397,gas
1091,549.0,98.95184426229508,0.712431693989071,ON,,1.0,George Neal North,IA,42.3,-96.361707,coal
55177,517.0,316.3540528233151,0.15141165755919855,RI,MW,1.0,South Point Energy Center,AZ,34.8678,-114.5317,gas
6664,815.0,339.135587431694,0.361908014571949,RI,MW,1.0,Louisa,IA,41.3181,-91.0931,coal
880108,,0.0,,,,,Grain Processing Corporation,IN,38.6552,-87.1814,
55259,376.0,268.6068989071038,0.0,RI,MW,1.0,Whiting Clean Energy,IN,41.6739,-87.4775,gas
56013,144.0,38.607468123861565,0.532103825136612,,,,Exira,IA,41.514365,-94.919729,gas
60910,,0.0,,,,,NET Power La Porte Station,TX,29.646791,-95.054145,
61241,81.0,4.602572859744991,0.8867258652094717,,,,Victoria City Power LLC,TX,28.7853,-97.0093,gas
63335,390.0,60.08936703096539,0.7270036429872495,,,,HO Clarke Generating,TX,29.64536,-95.45169,gas
976,286.0,92.66325136612022,0.15915300546448088,OC,,1.0,Marion,IL,37.619747,-88.953114,gas
990,930.0,444.64560564663026,0.003301457194899818,"ON,RI",MW,3.0,Harding Street,IN,39.711319,-86.196867,gas
1007,227.0,146.1009790528233,0.2192622950819672,RI,MW,2.0,Noblesville,IN,40.0969,-85.9714,gas
1594,,0.0,,,,,Blackstone,MA,42.3636,-71.1161,
2322,364.0,16.914162112932605,0.837431693989071,RI,MW,2.0,Clark (NVE),NV,36.0875,-115.0507,gas
2878,,0.0,,ON,,1.0,FirstEnergy Bay Shore,OH,41.6917,-83.4378,coal
6096,1400.0,741.0489526411658,0.003301457194899818,"ON,RI",MW,2.0,Nebraska City,NE,40.6214,-95.7764,coal
8016,17.0,0.007513661202185792,0.9993169398907104,,,,Factory,IL,39.825934,-89.637282,oil
55144,1129.0,639.4801912568306,0.16689435336976322,"RI,DC","MD,MW",4.0,Hays Energy Project,TX,29.7806,-97.9894,gas
55170,524.0,244.57536429872496,0.27607012750455373,RI,MW,1.0,Granite Ridge,NH,42.9042,-71.4261,gas
55718,324.0,88.16723588342441,0.6516393442622951,,,,DTE East China LLC,MI,42.8,-82.4953,gas
2718,393.0,29.281420765027324,0.8714708561020036,ON,,5.0,G G Allen,NC,35.1897,-81.0122,
2723,733.0,544.0911885245902,0.09528688524590163,RI,MW,1.0,Dan River,NC,36.4862,-79.7208,gas
3130,,0.0,,RI,MW,1.0,Seward (PA),PA,40.40625,-79.03366,coal
3457,516.0,261.83117030965394,0.11020036429872496,RC,,1.0,Lewis Creek,TX,30.4356,-95.5214,gas
7925,539.0,7.56841985428051,0.9423952641165756,,,,Lakefield Junction,MN,43.798439,-94.841451,gas
52176,146.0,16.24795081967213,0.8370901639344263,,,,C R Wing Cogen Plant,TX,32.273178,-101.422386,gas
54114,142.0,52.16302367941712,0.2547814207650273,,,,Kennedy International Airport Cogen,NY,40.6417,-73.7778,gas
55234,609.0,17.62693533697632,0.9439890710382514,,,,Audrain Generating Station,MO,39.3092,-91.5369,gas
55439,984.0,592.497723132969,0.21095173041894352,RI,MW,1.0,Tenaska Virginia Generating Station,VA,37.8667,-78.3813,gas
56445,319.0,56.36418488160292,0.7034380692167578,,,,Spindle Hill Energy Center,CO,40.092192,-104.887844,gas
47,814.0,102.88296903460838,0.7513661202185792,,,,Colbert,AL,34.7439,-87.8486,gas
117,633.0,257.1703096539162,0.17338342440801457,RI,MW,3.0,West Phoenix,AZ,33.4417,-112.1583,gas
118,77.0,12.452755009107468,0.774931693989071,,,,Saguaro,AZ,32.5517,-111.3,gas
2539,930.0,632.0802595628415,0.08242258652094718,RI,MW,1.0,Bethlehem Energy Center,NY,42.594196,-73.763752,gas
7834,929.0,414.5138888888889,0.042805100182149364,RI,MW,1.0,John S Rainey,SC,34.347734,-82.774478,gas
55508,52.0,1.5223132969034607,0.9596994535519126,,,,CalPeak Power Panoche Peaker Plant,CA,36.652905,-120.580609,gas
880029,,0.0,,,,,Marathon Petroleum Company LP,MI,42.165,-83.091,
7210,445.0,205.49442167577413,0.125,RI,MW,1.0,Cope,SC,33.3644,-81.03,gas
7268,116.0,12.09870218579235,0.7905282331511839,,,,491 E 48th Street,MI,42.7553,-86.0853,gas
54694,56.0,3.994990892531876,0.9148451730418944,,,,Yuma Cogeneration Associates,AZ,32.728822,-114.654053,gas
55029,188.0,17.209585610200364,0.8642987249544627,,,,De Pere Energy Center,WI,44.44861,-88.07204,gas
55263,26.0,0.2320127504553734,0.9872495446265938,,,,Galion Generating Station,OH,40.7167,-82.789,gas
57349,326.0,93.99692622950819,0.5745673952641166,HRI,MW,1.0,Garrison Energy Center LLC,DE,39.187195,-75.499396,gas
57842,192.0,57.32741347905282,0.6230646630236795,,,,Wabash Valley Power IGCC,IN,39.53,-87.4247,gas
