plant,month,n,rate,area,T
IRN_KAZEROON,2025-01,2,0.5,0.2352,11.7
IRN_KAZEROON,2025-04,2,0.0,0.0006,33.349999999999994
IRN_KAZEROON,2025-05,1,0.0,0.0004,29.5
IRN_KAZEROON,2025-08,3,0.0,0.0034666666666666665,38.699999999999996
IRN_KAZEROON,2025-09,6,0.0,0.0044666666666666665,36.050000000000004
IRN_KAZEROON,2025-10,4,0.0,0.0017000000000000001,27.825
IRN_KAZEROON,2025-11,6,0.0,0.0009333333333333333,23.150000000000002
IRN_KAZEROON,2025-12,4,0.0,0.0002,17.525
IRN_KAZEROON,2026-01,4,0.0,0.0,14.875
IRN_KAZEROON,2026-02,1,0.0,0.0056,18.3
IRN_KAZEROON,2026-05,3,0.0,0.0009333333333333333,30.599999999999998
IRN_KAZEROON,2026-08,2,0.0,0.0024000000000000002,39.2
IRN_KERMAN,2024-10,4,0.0,0.0025,
IRN_KERMAN,2024-11,5,0.0,0.00208,
IRN_KERMAN,2024-12,5,0.0,0.00208,
IRN_KERMAN,2025-02,3,0.0,0.0034666666666666665,8.166666666666666
IRN_KERMAN,2025-03,3,0.0,0.00013333333333333334,13.0
IRN_KERMAN,2025-04,3,0.0,0.00039999999999999996,24.366666666666664
IRN_KERMAN,2025-05,8,0.125,0.00305,29.3125
IRN_KERMAN,2025-06,6,0.0,0.0002666666666666667,30.95
IRN_KERMAN,2025-07,9,0.0,0.0,33.577777777777776
IRN_KERMAN,2025-08,6,0.0,0.0,30.0
IRN_KERMAN,2025-09,7,0.0,5.714285714285715e-05,28.342857142857145
IRN_KERMAN,2025-10,8,0.0,0.0,23.9
IRN_KERMAN,2025-11,7,0.0,0.0022285714285714283,15.37142857142857
IRN_KERMAN,2025-12,3,0.0,0.0,9.533333333333333
IRN_KERMAN,2026-01,5,0.0,0.00296,7.0200000000000005
IRN_KERMAN,2026-02,3,0.0,0.0061333333333333335,14.933333333333332
IRN_KERMAN,2026-03,4,0.0,0.0005,14.375
IRN_KERMAN,2026-04,2,0.0,0.0008,19.25
IRN_KERMAN,2026-05,7,0.0,0.0001142857142857143,30.7
IRN_KERMAN,2026-06,7,0.14285714285714285,0.008285714285714287,32.7
IRN_KERMAN,2026-07,8,0.0,5e-05,34.2125
IRN_KERMAN,2026-08,7,0.0,5.714285714285715e-05,31.37142857142857
IRN_KERMAN,2026-09,2,0.0,0.0,31.8
IRN_MONTAZERI,2024-10,11,0.5454545454545454,0.061854545454545454,
IRN_MONTAZERI,2024-11,7,0.42857142857142855,0.007485714285714286,
IRN_MONTAZERI,2024-12,9,0.7777777777777778,0.13791111111111112,
IRN_MONTAZERI,2025-01,4,1.0,0.29669999999999996,4.975
IRN_MONTAZERI,2025-02,6,0.8333333333333334,0.0772,4.233333333333333
IRN_MONTAZERI,2025-03,6,0.5,0.02033333333333333,13.033333333333333
IRN_MONTAZERI,2025-04,8,0.5,0.0156,20.4875
IRN_MONTAZERI,2025-05,12,0.4166666666666667,0.016166666666666666,27.53333333333333
IRN_MONTAZERI,2025-06,13,0.5384615384615384,0.021138461538461537,29.607692307692307
IRN_MONTAZERI,2025-07,12,0.4166666666666667,0.013266666666666668,32.358333333333334
IRN_MONTAZERI,2025-08,13,0.46153846153846156,0.014,30.023076923076925
IRN_MONTAZERI,2025-09,13,0.46153846153846156,0.011107692307692308,26.553846153846152
IRN_MONTAZERI,2025-10,14,0.6428571428571429,0.02062857142857143,22.099999999999998
IRN_MONTAZERI,2025-11,12,0.3333333333333333,0.006233333333333334,13.575000000000001
IRN_MONTAZERI,2025-12,4,1.0,0.1062,7.2749999999999995
IRN_MONTAZERI,2026-01,10,0.9,0.15431999999999998,3.44
IRN_MONTAZERI,2026-02,10,0.6,0.04304,12.17
IRN_MONTAZERI,2026-03,6,0.8333333333333334,0.0164,11.85
IRN_MONTAZERI,2026-04,8,0.625,0.019450000000000002,17.7875
IRN_MONTAZERI,2026-05,11,0.5454545454545454,0.0236,26.227272727272727
IRN_MONTAZERI,2026-06,13,0.46153846153846156,0.02043076923076923,30.115384615384617
IRN_MONTAZERI,2026-07,13,0.46153846153846156,0.017323076923076924,32.83846153846154
IRN_MONTAZERI,2026-08,11,0.5454545454545454,0.017927272727272726,31.09090909090909
IRN_MONTAZERI,2026-09,7,0.8571428571428571,0.0873142857142857,29.139999999999997
IRN_NEKA,2024-11,3,1.0,0.7181333333333333,
IRN_NEKA,2025-01,1,1.0,0.622,11.0
IRN_NEKA,2025-03,4,1.0,0.2785,17.700000000000003
IRN_NEKA,2025-04,2,1.0,0.0574,22.1
IRN_NEKA,2025-06,1,1.0,0.2076,28.7
IRN_NEKA,2025-07,2,1.0,0.234,31.35
IRN_NEKA,2025-08,6,0.5,0.015533333333333335,30.983333333333334
IRN_NEKA,2025-09,2,1.0,0.0162,29.25
IRN_NEKA,2025-10,3,1.0,0.4312,22.766666666666666
IRN_NEKA,2025-11,4,1.0,0.453,18.3
IRN_NEKA,2025-12,1,1.0,0.6708,16.8
IRN_NEKA,2026-01,1,1.0,0.638,11.5
IRN_NEKA,2026-02,1,1.0,0.0996,15.5
IRN_NEKA,2026-03,1,1.0,0.418,11.6
IRN_NEKA,2026-04,1,1.0,0.0372,18.0
IRN_NEKA,2026-05,1,1.0,0.1028,26.3
IRN_NEKA,2026-07,2,1.0,0.2056,29.799999999999997
IRN_NEKA,2026-08,1,0.0,0.0,32.1
IRN_NEKA,2026-09,1,1.0,0.258,
IRN_RAJAEE,2024-10,9,1.0,0.3085777777777778,
IRN_RAJAEE,2024-11,3,1.0,0.3702666666666667,
IRN_RAJAEE,2024-12,3,1.0,1.1362666666666665,
IRN_RAJAEE,2025-01,5,1.0,0.63216,4.5
IRN_RAJAEE,2025-02,3,1.0,0.3549333333333333,7.266666666666667
IRN_RAJAEE,2025-03,5,0.6,0.10640000000000001,13.4
IRN_RAJAEE,2025-04,5,1.0,0.41424000000000005,18.3
IRN_RAJAEE,2025-05,11,0.9090909090909091,0.05650909090909091,26.55454545454546
IRN_RAJAEE,2025-06,10,0.8,0.04908,28.46
IRN_RAJAEE,2025-07,11,1.0,0.04869090909090909,30.99090909090909
IRN_RAJAEE,2025-08,13,0.7692307692307693,0.045169230769230774,31.084615384615386
IRN_RAJAEE,2025-09,11,1.0,0.2219636363636364,24.863636363636363
IRN_RAJAEE,2025-10,15,0.8666666666666667,0.07786666666666667,21.366666666666667
IRN_RAJAEE,2025-11,11,0.7272727272727273,0.10563636363636363,13.69090909090909
IRN_RAJAEE,2025-12,4,1.0,0.5856,3.325
IRN_RAJAEE,2026-01,4,1.0,0.8609,4.725
IRN_RAJAEE,2026-02,4,1.0,0.1677,13.1
IRN_RAJAEE,2026-03,5,1.0,0.19207999999999997,9.879999999999999
IRN_RAJAEE,2026-04,4,1.0,0.0461,15.325
IRN_RAJAEE,2026-05,9,1.0,0.11177777777777778,22.688888888888886
IRN_RAJAEE,2026-06,12,0.8333333333333334,0.07283333333333333,28.058333333333334
IRN_RAJAEE,2026-07,13,0.6153846153846154,0.04932307692307692,31.299999999999997
IRN_RAJAEE,2026-08,13,0.6153846153846154,0.028492307692307692,31.23076923076923
IRN_RAJAEE,2026-09,4,0.75,0.0826,26.8
IRN_RAMIN,2024-12,4,1.0,0.16060000000000002,
IRN_RAMIN,2025-01,8,0.875,0.05845,14.425
IRN_RAMIN,2025-02,8,0.375,0.0257,13.2375
IRN_RAMIN,2025-03,4,0.0,0.0006000000000000001,20.675
IRN_RAMIN,2025-04,4,0.0,0.0001,30.4
IRN_RAMIN,2025-05,5,0.0,0.0004,42.18
IRN_RAMIN,2025-08,6,0.0,0.0007333333333333332,40.300000000000004
IRN_RAMIN,2025-09,11,0.0,0.0004363636363636364,37.08181818181818
IRN_RAMIN,2025-10,15,0.0,0.0011466666666666667,30.86
IRN_RAMIN,2025-11,2,0.5,0.0082,22.25
IRN_RAMIN,2025-12,2,0.5,0.4294,16.5
IRN_RAMIN,2026-01,10,1.0,0.21223999999999998,12.72
IRN_RAMIN,2026-02,7,0.14285714285714285,0.0092,21.085714285714285
IRN_RAMIN,2026-03,5,0.4,0.07824,19.660000000000004
IRN_RAMIN,2026-04,2,0.5,0.012,26.25
IRN_RAMIN,2026-05,3,0.0,0.00013333333333333334,32.06666666666666
IRN_RAMIN,2026-08,11,0.0,0.0006909090909090909,42.945454545454545
IRN_RAMIN,2026-09,8,0.125,0.00345,38.42
IRN_SHAZAND,2024-10,10,0.1,0.00468,
IRN_SHAZAND,2024-11,5,0.0,0.00568,
IRN_SHAZAND,2024-12,4,0.5,0.3261,
IRN_SHAZAND,2025-03,5,0.4,0.0248,12.8
IRN_SHAZAND,2025-04,6,0.3333333333333333,0.015666666666666666,17.733333333333334
IRN_SHAZAND,2025-05,9,0.5555555555555556,0.0088,24.844444444444445
IRN_SHAZAND,2025-06,10,0.6,0.01724,28.23
IRN_SHAZAND,2025-07,10,0.6,0.011559999999999999,31.21
IRN_SHAZAND,2025-08,12,0.8333333333333334,0.12793333333333332,30.150000000000002
IRN_SHAZAND,2025-09,11,1.0,0.11218181818181817,24.99090909090909
IRN_SHAZAND,2025-10,15,0.7333333333333333,0.06693333333333333,20.353333333333335
IRN_SHAZAND,2025-11,10,0.7,0.02112,13.0
IRN_SHAZAND,2025-12,2,0.5,0.0136,9.4
IRN_SHAZAND,2026-01,1,1.0,0.4964,5.2
IRN_SHAZAND,2026-02,5,0.4,0.03272,11.62
IRN_SHAZAND,2026-03,3,1.0,0.17146666666666666,8.266666666666667
IRN_SHAZAND,2026-04,6,1.0,0.2536,13.783333333333333
IRN_SHAZAND,2026-05,9,0.8888888888888888,0.08137777777777777,22.966666666666665
IRN_SHAZAND,2026-06,12,1.0,0.10010000000000001,27.95
IRN_SHAZAND,2026-07,14,0.7857142857142857,0.02702857142857143,30.957142857142856
IRN_SHAZAND,2026-08,12,1.0,0.1713,30.116666666666664
IRN_SHAZAND,2026-09,6,0.8333333333333334,0.08186666666666666,26.8
IRN_SHIRVAN,2024-11,2,0.5,0.0062,
IRN_SHIRVAN,2024-12,5,0.4,0.0184,
IRN_SHIRVAN,2025-01,7,0.14285714285714285,0.16799999999999998,3.7285714285714286
IRN_SHIRVAN,2025-02,4,0.0,0.002,4.625
IRN_SHIRVAN,2025-03,4,0.0,0.0,16.725
IRN_SHIRVAN,2025-04,4,0.0,0.0021,18.8
IRN_SHIRVAN,2025-05,11,0.0,0.0037090909090909093,24.436363636363637
IRN_SHIRVAN,2025-06,12,0.08333333333333333,0.08410000000000001,25.833333333333332
IRN_SHIRVAN,2025-07,13,0.0,0.004984615384615384,28.96923076923077
IRN_SHIRVAN,2025-08,11,0.18181818181818182,0.004290909090909091,27.163636363636364
IRN_SHIRVAN,2025-09,12,0.0,0.0035,23.099999999999998
IRN_SHIRVAN,2025-10,12,0.08333333333333333,0.004033333333333333,19.033333333333335
IRN_SHIRVAN,2025-11,11,0.0,0.0035272727272727274,11.927272727272726
IRN_SHIRVAN,2025-12,2,0.0,0.0012,8.05
IRN_SHIRVAN,2026-01,3,0.6666666666666666,0.03493333333333333,5.266666666666667
IRN_SHIRVAN,2026-02,1,1.0,0.022,6.0
IRN_SHIRVAN,2026-03,1,0.0,0.0,15.3
IRN_SHIRVAN,2026-04,1,0.0,0.0088,20.2
IRN_SHIRVAN,2026-05,8,0.5,0.0062,24.25
IRN_SHIRVAN,2026-06,10,0.2,0.00608,27.3
IRN_SHIRVAN,2026-07,12,0.16666666666666666,0.004966666666666667,31.391666666666666
IRN_SHIRVAN,2026-08,13,0.0,0.004246153846153846,29.307692307692307
IRN_SHIRVAN,2026-09,5,0.0,0.004,25.96666666666667
IRQ_ANBAR,2024-12,5,0.0,0.00792,
IRQ_ANBAR,2025-01,4,0.75,0.0133,12.5
IRQ_ANBAR,2025-02,4,0.75,0.0296,11.15
IRQ_ANBAR,2025-03,3,0.0,0.007599999999999999,19.366666666666667
IRQ_ANBAR,2025-04,4,1.0,0.0299,25.025
IRQ_ANBAR,2025-05,2,0.5,0.0168,31.35
IRQ_ANBAR,2025-07,7,0.7142857142857143,0.024914285714285715,40.4
IRQ_ANBAR,2025-08,6,0.5,0.01593333333333333,38.300000000000004
IRQ_ANBAR,2025-09,7,0.5714285714285714,0.011885714285714286,35.642857142857146
IRQ_ANBAR,2025-10,8,0.625,0.0133,29.425
IRQ_ANBAR,2025-11,7,0.7142857142857143,0.016685714285714286,21.87142857142857
IRQ_ANBAR,2025-12,4,0.25,0.0056,15.025
IRQ_ANBAR,2026-01,4,0.75,0.0177,10.475
IRQ_ANBAR,2026-02,3,0.6666666666666666,0.017066666666666667,18.933333333333334
IRQ_ANBAR,2026-03,6,0.5,0.02366666666666667,16.066666666666666
IRQ_ANBAR,2026-04,6,0.16666666666666666,0.004,25.349999999999998
IRQ_ANBAR,2026-05,2,1.0,0.08879999999999999,30.1
IRQ_ANBAR,2026-07,6,0.6666666666666666,0.0352,40.483333333333334
IRQ_ANBAR,2026-08,6,0.6666666666666666,0.014333333333333332,42.083333333333336
IRQ_ERBIL,2024-12,4,0.0,0.0019000000000000002,
IRQ_ERBIL,2025-01,4,0.5,0.0239,12.95
IRQ_ERBIL,2025-02,2,1.0,0.0202,11.5
IRQ_ERBIL,2025-03,3,0.0,0.002266666666666667,19.266666666666666
IRQ_ERBIL,2025-04,1,0.0,0.0,20.6
IRQ_ERBIL,2025-05,4,0.25,0.0317,33.95
IRQ_ERBIL,2025-07,4,0.75,0.0165,41.7
IRQ_ERBIL,2025-08,8,0.0,0.0,39.6625
IRQ_ERBIL,2025-09,9,0.0,0.0014222222222222223,33.922222222222224
IRQ_ERBIL,2025-10,5,0.0,0.00104,28.3
IRQ_ERBIL,2025-11,6,0.0,0.0007999999999999999,22.516666666666666
IRQ_ERBIL,2026-01,1,0.0,0.0,9.0
IRQ_ERBIL,2026-03,3,0.6666666666666666,0.06493333333333333,15.166666666666666
IRQ_ERBIL,2026-04,2,1.0,0.04,21.85
IRQ_ERBIL,2026-05,2,0.5,0.012,27.15
IRQ_ERBIL,2026-07,6,0.6666666666666666,0.024133333333333336,39.06666666666667
IRQ_ERBIL,2026-08,7,0.5714285714285714,0.012971428571428573,39.971428571428575
IRQ_MUSSAIB,2024-10,10,0.7,0.04604,
IRQ_MUSSAIB,2024-11,5,1.0,0.11048,
IRQ_MUSSAIB,2024-12,5,0.8,0.13296000000000002,
IRQ_MUSSAIB,2025-01,6,0.6666666666666666,0.10353333333333332,14.066666666666668
IRQ_MUSSAIB,2025-02,6,1.0,0.10479999999999999,13.916666666666666
IRQ_MUSSAIB,2025-03,6,0.8333333333333334,0.10313333333333334,21.016666666666666
IRQ_MUSSAIB,2025-04,8,0.875,0.1058,29.875
IRQ_MUSSAIB,2025-05,6,0.5,0.025533333333333335,36.71666666666667
IRQ_MUSSAIB,2025-06,8,0.25,0.011099999999999999,40.25
IRQ_MUSSAIB,2025-07,9,0.6666666666666666,0.13395555555555555,41.099999999999994
IRQ_MUSSAIB,2025-08,10,0.4,0.02968,40.85
IRQ_MUSSAIB,2025-09,13,0.8461538461538461,0.09750769230769231,36.815384615384616
IRQ_MUSSAIB,2025-10,10,0.6,0.18512,31.54
IRQ_MUSSAIB,2025-11,9,1.0,0.11893333333333334,22.833333333333332
IRQ_MUSSAIB,2025-12,3,0.6666666666666666,0.03426666666666667,17.8
IRQ_MUSSAIB,2026-01,8,1.0,0.10855,11.2875
IRQ_MUSSAIB,2026-02,6,1.0,0.1602,19.3
IRQ_MUSSAIB,2026-03,8,0.875,0.0612,18.3
IRQ_MUSSAIB,2026-04,6,0.6666666666666666,0.0236,25.099999999999998
IRQ_MUSSAIB,2026-05,6,0.5,0.08799999999999998,32.75
IRQ_MUSSAIB,2026-06,9,0.5555555555555556,0.06955555555555555,40.31111111111111
IRQ_MUSSAIB,2026-07,9,0.7777777777777778,0.1268888888888889,41.93333333333333
IRQ_MUSSAIB,2026-08,10,0.4,0.11492,42.269999999999996
IRQ_MUSSAIB,2026-09,7,0.14285714285714285,0.008971428571428573,39.475
IRQ_SHATTBASRA,2024-11,1,0.0,0.0,
IRQ_SHATTBASRA,2024-12,1,1.0,0.3084,
IRQ_SHATTBASRA,2025-01,3,0.0,0.002266666666666667,14.033333333333333
IRQ_SHATTBASRA,2025-02,3,0.0,0.0014666666666666667,15.066666666666668
IRQ_SHATTBASRA,2025-03,4,0.0,0.0055,22.475
IRQ_SHATTBASRA,2025-04,3,0.0,0.002,31.899999999999995
IRQ_SHATTBASRA,2025-05,7,0.14285714285714285,0.004114285714285714,38.6
IRQ_SHATTBASRA,2025-06,7,0.14285714285714285,0.004685714285714285,40.385714285714286
IRQ_SHATTBASRA,2025-07,5,0.0,0.00064,43.3
IRQ_SHATTBASRA,2025-08,7,1.0,0.4644,41.714285714285715
IRQ_SHATTBASRA,2025-09,6,0.16666666666666666,0.005399999999999999,37.583333333333336
IRQ_SHATTBASRA,2025-10,9,0.0,0.0017333333333333333,31.311111111111114
IRQ_SHATTBASRA,2025-11,5,0.2,0.0124,22.36
IRQ_SHATTBASRA,2025-12,1,0.0,0.0,15.5
IRQ_SHATTBASRA,2026-01,2,0.0,0.0008,12.399999999999999
IRQ_SHATTBASRA,2026-02,3,1.0,0.029333333333333333,23.0
IRQ_SHATTBASRA,2026-03,1,0.0,0.0096,18.9
IRQ_SHATTBASRA,2026-04,2,1.0,0.1262,27.35
IRQ_SHATTBASRA,2026-05,4,0.25,0.0586,35.025
IRQ_SHATTBASRA,2026-06,8,0.625,0.07715,42.6375
IRQ_SHATTBASRA,2026-07,7,0.2857142857142857,0.07182857142857144,43.91428571428571
IRQ_SHATTBASRA,2026-08,2,1.0,0.2804,44.7
IRQ_SHATTBASRA,2026-09,4,0.25,0.0048000000000000004,39.86666666666667
IRQ_SHEMAL,2024-10,2,1.0,0.020999999999999998,
IRQ_SHEMAL,2024-11,2,0.5,0.0088,
IRQ_SHEMAL,2025-01,2,0.0,0.0,11.8
IRQ_SHEMAL,2025-03,1,0.0,0.0,26.5
IRQ_SHEMAL,2025-04,1,0.0,0.0,20.1
IRQ_SHEMAL,2025-05,4,0.0,0.0,33.65
IRQ_SHEMAL,2025-07,1,1.0,0.0216,43.8
IRQ_SHEMAL,2025-08,6,0.6666666666666666,0.0104,40.233333333333334
IRQ_SHEMAL,2025-09,5,0.0,0.00416,35.18
IRQ_SHEMAL,2025-10,4,0.0,0.0,30.775
IRQ_SHEMAL,2025-12,1,0.0,0.0,16.9
IRQ_SHEMAL,2026-01,1,0.0,0.0,10.4
IRQ_SHEMAL,2026-02,2,0.0,0.0,14.899999999999999
IRQ_SHEMAL,2026-03,2,0.0,0.0,12.649999999999999
IRQ_SHEMAL,2026-05,1,0.0,0.0004,26.9
