plant,scene,t,cc_tile,sza,chip_clear_scl,snow_frac,plume_km2,plume_tower_km2,plume_stack_km2,plume_extent_m,plume_border,plume_mean_anom,src_anom,src_bright_frac,src_anom_max,scl_cloud_away,bright_away,dark_away,shadow_score,shadow_dist_m,src_kind,n_towers,n_stacks,idx
AU_BAYSWATER,S2A_56HKK_20240109_0_L2A,2024-01-09T00:05:38.072000Z,73.848516,28.240692924969196,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-63.125,0.0,29.0,1.0,0.0,0.1999821603782,0.0,0.0,osm,2,3,31
AU_BAYSWATER,S2B_56HLK_20240114_0_L2A,2024-01-14T00:05:37.696000Z,83.486587,28.1424681102069,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-63.144737243652344,0.0,29.0,1.0,0.0,0.19932804091219933,0.0,0.0,osm,2,3,32
AU_BAYSWATER,S2A_56HKK_20240119_0_L2A,2024-01-19T00:05:33.547000Z,76.52669,29.830109421158696,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-57.331138610839844,0.0,36.0,1.0,0.00787916629500788,0.2047988582642048,0.0,0.0,osm,2,3,33
AU_BAYSWATER,S2B_56HLK_20240124_0_L2A,2024-01-24T00:05:38.373000Z,7e-05,29.8018110531763,1.0,0.0,0.0132,0.0092,0.004,583.3072890241876,False,73.45454406738281,4.059210300445557,0.05701754385964912,139.0,0.0,0.002438081646002438,0.01575833259001576,0.21212121212121213,100.0,osm,2,3,34
AU_BAYSWATER,S2A_56HLK_20240129_0_L2A,2024-01-29T00:05:34.311000Z,20.243463,30.701639010727405,1.0,0.0,0.0356,0.0312,0.0044,702.7465094802266,False,86.26966094970703,16.699562072753906,0.16228070175438597,216.0,0.0,0.002467814349002468,0.024142954836024143,0.5116279069767442,100.0,osm,2,3,35
AU_BAYSWATER,S2B_56HKK_20240203_0_L2A,2024-02-03T00:05:39.997000Z,0.004214,32.440899882636,1.0,0.0,0.028,0.0248,0.0032,702.7465094802266,False,74.27143096923828,9.793859481811523,0.12938596491228072,177.0,0.0,0.0018136948830018136,0.021883269408021884,0.5072463768115942,100.0,osm,2,3,36
AU_BAYSWATER,S2B_56HLK_20240213_0_L2A,2024-02-13T00:05:40.254000Z,0.837376,33.5842560190499,1.0,0.0,0.0172,0.0148,0.0024,664.9007500851801,False,73.55813598632812,4.390350818634033,0.08552631578947369,181.0,0.0,0.0057384116790057385,0.023696964291023696,0.3333333333333333,140.0,osm,2,3,37
AU_BAYSWATER,S2A_56HKK_20240218_0_L2A,2024-02-18T00:05:40.503000Z,50.866342,35.4208896124081,0.7358750000000001,0.0,0.9916,0.9916,0.9916,1259.3175639059757,False,132.7160186767578,111.29386138916016,0.8289473684210527,229.0,0.1918056670531918,0.02797847352302798,0.07177474504207178,0.7390586292320397,780.0,osm,2,3,38
AU_BAYSWATER,S2B_56HKK_20240223_0_L2A,2024-02-23T00:05:42.802000Z,10.42329,36.4901082971876,1.0,0.0,0.0096,0.0076,0.002,624.4295842682736,False,73.875,6.2960524559021,0.05043859649122807,158.0,0.0,0.009841524693009841,0.031695061398031694,0.21739130434782608,100.0,osm,2,3,39
AU_BAYSWATER,S2A_56HKK_20240228_0_L2A,2024-02-28T00:05:42.034000Z,4.83648,37.6128787320453,0.6627000000000001,0.0,2.0208,2.0208,2.0208,1733.5877078466979,False,141.22564697265625,70.83552551269531,0.5745614035087719,221.0,0.23542354235423543,0.14833645526714834,0.18327238129218326,0.36147969441093686,500.0,osm,2,3,40
AU_BAYSWATER,S2B_56HKK_20240304_0_L2A,2024-03-04T00:05:38.868000Z,74.555385,38.7885446782042,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-69.1381607055664,0.0,26.0,1.0,0.0,0.197008890078197,0.0,0.0,osm,2,3,41
AU_BAYSWATER,S2A_56HKK_20240309_0_L2A,2024-03-09T00:05:43.032000Z,3.092883,39.9885260997535,1.0,0.000175,0.0224,0.0224,0.0,723.1934713045459,False,85.48213958740234,5.875,0.1206140350877193,173.0,0.0,0.01224987363601225,0.03556031278803556,0.6964285714285714,140.0,osm,2,3,42
AU_BAYSWATER,S2B_56HKK_20240314_0_L2A,2024-03-14T00:05:40.078000Z,0.0,41.2508247369608,1.0,0.0,0.0116,0.0116,0.0,644.3765030161121,False,63.068965911865234,12.265351295471191,0.06359649122807018,99.0,0.0,0.010406446050010407,0.015193411233015193,0.6206896551724138,140.0,osm,2,3,43
AU_BAYSWATER,S2A_56HKK_20240319_0_L2A,2024-03-19T00:05:43.274000Z,25.883839,42.5326934678289,0.23882499999999995,0.0,4.8568,4.8544,4.8556,2742.999707150686,True,104.94918823242188,25.60745620727539,0.4342105263157895,133.0,0.4750988612374751,0.15187464692415187,0.5058127434365058,0.5988670083625574,500.0,osm,2,3,44
AU_BAYSWATER,S2B_56HKK_20240324_0_L2A,2024-03-24T00:05:43.036000Z,66.004336,43.8549066410348,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-62.09868240356445,0.0,32.0,1.0,0.0,0.3248892456813249,0.0,0.0,osm,2,3,45
AU_BAYSWATER,S2A_56HKK_20240329_0_L2A,2024-03-29T00:05:42.556000Z,53.354478,45.2031534979527,0.03495000000000004,0.0,0.0,0.0,0.0,0.0,False,0.0,-80.59429931640625,0.0,25.0,0.963993696666964,0.0,0.33984479529033984,0.0,0.0,osm,2,3,46
AU_BAYSWATER,S2B_56HLK_20240403_0_L2A,2024-04-03T00:05:37.695000Z,0.215932,46.0031094515688,1.0,0.0009,0.0056,0.0056,0.0,672.4216699368611,False,59.92856979370117,2.850877285003662,0.02850877192982456,75.0,0.0,0.016115125026016114,0.025986382422025986,0.6428571428571429,180.0,osm,2,3,47
AU_BAYSWATER,S2A_56HLK_20240408_0_L2A,2024-04-08T00:05:38.355000Z,59.242076,47.4005095245023,0.056725000000000025,0.0,0.0004,0.0004,0.0,437.14587523590444,False,48.0,-31.51754379272461,0.0021929824561403508,48.0,0.9523682097939523,0.06416317307406416,0.2708054589242708,0.0,0.0,osm,2,3,48
AU_BAYSWATER,S2B_56HKK_20240413_0_L2A,2024-04-13T00:05:43.097000Z,3.907973,49.3218410684587,0.97835,0.0,0.1996,0.1988,0.0008,865.361717549764,False,126.37675476074219,24.265350341796875,0.18421052631578946,151.0,0.015074480421015075,0.017363898552017365,0.02672969999702673,0.6793587174348698,780.0,osm,2,3,49
AU_BAYSWATER,S2A_56HKK_20240418_0_L2A,2024-04-18T00:05:45.739000Z,72.076219,50.6795550275557,0.01539999999999997,0.0,0.0,0.0,0.0,0.0,False,0.0,-64.70394897460938,0.0,28.0,0.9816846549519817,0.0,0.23631552344423631,0.0,0.0,osm,2,3,50
AU_BAYSWATER,S2B_56HKK_20240423_0_L2A,2024-04-23T00:05:42.298000Z,0.261691,52.0253726077027,1.0,0.000425,0.0196,0.0184,0.0012,676.0943231381435,False,69.83673095703125,12.535087585449219,0.10087719298245613,118.0,0.0,0.022686052389022687,0.019445187762019447,0.5,180.0,osm,2,3,51
AU_BAYSWATER,S2A_56HLK_20240428_0_L2A,2024-04-28T00:05:41.799000Z,15.260164,52.8482288743204,0.02837500000000004,0.0,0.0,0.0,0.0,0.0,False,0.0,-66.11842346191406,0.0,26.0,0.9776410073439776,0.0,0.18413462967918415,0.0,0.0,osm,2,3,52
AU_BAYSWATER,S2B_56HKK_20240503_0_L2A,2024-05-03T00:05:42.910000Z,46.991348,54.5836496621707,0.006900000000000017,0.0,0.0,0.0,0.0,0.0,False,0.0,-86.83991241455078,0.0,28.0,0.9917937739719918,0.0,0.4050783456724051,0.0,0.0,osm,2,3,53
AU_BAYSWATER,S2A_56HLK_20240508_0_L2A,2024-05-08T00:05:41.711000Z,26.208505,55.328598329121,0.72435,0.0005,2.0924,2.0916,0.0008,2907.1750362980138,True,199.182373046875,27.20833396911621,0.22587719298245615,199.0,0.1709035768441709,0.07367763803407368,0.12725596884012724,0.5263969171483622,780.0,osm,2,3,54
AU_BAYSWATER,S2B_56HKK_20240513_0_L2A,2024-05-13T00:05:42.351000Z,65.548337,56.9069991990815,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-66.11842346191406,0.0,26.0,1.0,0.0,0.1786043469211786,0.0,0.0,osm,2,3,55
AU_BAYSWATER,S2A_56HKK_20240518_0_L2A,2024-05-18T00:05:44.547000Z,86.160856,57.9415635287218,7.500000000004725e-05,0.0,0.0,0.0,0.0,0.0,False,0.0,-66.11842346191406,0.0,26.0,0.9999108018909999,0.0,0.1786043469211786,0.0,0.0,osm,2,3,56
AU_BAYSWATER,S2B_56HKK_20240523_0_L2A,2024-05-23T00:05:42.220000Z,0.67168,58.8864042978878,0.948975,0.0,0.2196,0.2196,0.0,918.4856092946577,False,127.20947265625,53.41008758544922,0.40131578947368424,234.0,0.03553058008503553,0.021526476972021525,0.04682900722504683,0.5500910746812386,780.0,osm,2,3,57
AU_BAYSWATER,S2A_56HLK_20240528_0_L2A,2024-05-28T00:05:40.708000Z,0.116765,59.2961488834199,0.9451,0.0038,0.438,0.438,0.236,968.4143435519575,False,128.77626037597656,49.32236862182617,0.40131578947368424,197.0,0.04682900722504683,0.08461927273808462,0.07837540510807837,0.7698630136986301,700.0,osm,2,3,58
AU_BAYSWATER,S2A_56HLK_20240607_0_L2A,2024-06-07T00:05:44.801000Z,66.828024,60.595963410656,7.500000000004725e-05,0.0,0.0,0.0,0.0,0.0,False,0.0,-66.83991241455078,0.0,25.0,0.9999108018909999,0.0,0.1821128058751821,0.0,0.0,osm,2,3,59
AU_BAYSWATER,S2B_56HKK_20240612_0_L2A,2024-06-12T00:05:45.764000Z,7.621332,61.4668193604439,1.0,0.000275,0.0276,0.0276,0.0,682.8590749457496,False,79.5797119140625,13.105262756347656,0.14035087719298245,155.0,0.0,0.025897184313025897,0.03154639788303155,0.5735294117647058,260.0,osm,2,3,60
AU_BAYSWATER,S2A_56HKK_20240617_0_L2A,2024-06-17T00:05:48.282000Z,16.353779,61.7682908612298,0.27554999999999996,0.0,1.4976,1.4976,0.0,2637.0278372594744,True,63.753204345703125,-42.234649658203125,0.05482456140350877,73.0,0.5835042963755835,0.1555912347991556,0.4132548389974133,0.17192268565615462,780.0,osm,2,3,61
AU_BAYSWATER,S2B_56HKK_20240622_0_L2A,2024-06-22T00:05:44.980000Z,49.009064,61.9294974796053,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,-66.58113861083984,0.0,26.0,1.0,0.0,0.1898135759521898,0.0,0.0,osm,2,3,62
AU_BAYSWATER,S2A_56HLK_20240627_0_L2A,2024-06-27T00:05:42.200000Z,0.03848,61.504310732164,1.0,7.5e-05,0.0544,0.0544,0.0,672.4216699368611,False,92.61029052734375,21.83333396911621,0.23464912280701755,184.0,0.0,0.03282490411203282,0.034073677638034074,0.6397058823529411,380.0,osm,2,3,63
AU_BAYSWATER,S2B_56HKK_20240702_0_L2A,2024-07-02T00:05:46.386000Z,85.894608,61.7735008463079,0.05984999999999996,0.0,0.0,0.0,0.0,0.0,False,0.0,-58.467105865478516,0.0,34.0,0.928998305235929,0.0011595754170011597,0.3605684892813606,0.0,0.0,osm,2,3,64
AU_BAYSWATER,S2A_56HLK_20240707_0_L2A,2024-07-07T00:05:42.782000Z,52.73791,61.0241717670181,0.7152499999999999,0.0,1.942,1.942,1.942,2907.1750362980138,True,162.45458984375,53.22806930541992,0.4934210526315789,199.0,0.19031903190319033,0.17857461421817858,0.3927392739273927,0.6258831085420681,780.0,osm,2,3,65
AU_BAYSWATER,S2B_56HKK_20240712_0_L2A,2024-07-12T00:05:44.429000Z,46.986344,60.9930267668498,0.795625,0.0,0.4192,0.4184,0.0308,1429.5742307232758,False,127.56298065185547,24.532894134521484,0.2565789473684211,226.0,0.19769274224719768,0.0225968542800226,0.1092974162281093,0.7318702290076335,620.0,osm,2,3,66
AU_BAYSWATER,S2A_56HLK_20240717_0_L2A,2024-07-17T00:05:40.433000Z,65.330195,59.9152928574815,0.27344999999999997,0.0,2.604,2.604,2.5916,1889.289764562699,True,69.42119598388672,-12.096490859985352,0.1206140350877193,90.0,0.5667945172895668,0.10968394136710968,0.41685249606041685,0.38493919550982225,780.0,osm,2,3,67
AU_BAYSWATER,S2B_56HLK_20240722_0_L2A,2024-07-22T00:05:42.707000Z,0.004094,59.1228705379961,0.9999,0.0,0.098,0.098,0.0,652.7190285803322,False,108.83265686035156,28.51096534729004,0.25,213.0,0.0,0.017126036928017126,0.025153866738025155,0.7061224489795919,380.0,osm,2,3,68
AU_BAYSWATER,S2B_56HKK_20240801_0_L2A,2024-08-01T00:05:43.122000Z,23.972532,57.5927924996926,0.7013499999999999,0.0,4.47,4.47,4.4656,2586.3630273451986,True,130.12680053710938,20.771930694580078,0.2894736842105263,219.0,0.09392560877709392,0.026313442155026314,0.31228257960931227,0.4145836031602124,780.0,osm,2,3,69
AU_BAYSWATER,S2A_56HKK_20240806_0_L2A,2024-08-06T00:05:44.307000Z,11.670204,56.3907315416513,0.47840000000000005,0.0,3.2816,3.2816,3.2816,2143.1183274281825,False,168.40834045410156,105.18201446533203,0.7631578947368421,238.0,0.3408259744893408,0.04792911723604793,0.2724110248862724,0.6157836235642831,780.0,osm,2,3,70
AU_BAYSWATER,S2B_56HLK_20240811_0_L2A,2024-08-11T00:05:43.542000Z,64.472967,54.5690730012317,0.08020000000000005,0.0,0.0,0.0,0.0,0.0,False,0.0,-77.54605102539062,0.0,21.0,0.9046174887759046,0.0,0.3084767936253085,0.0,0.0,osm,2,3,71
AU_BAYSWATER,S2A_56HLK_20240816_0_L2A,2024-08-16T00:05:40.209000Z,86.653608,53.1303202605373,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,False,0.0,-65.44078826904297,0.0,26.0,0.9970267296999971,0.0,0.18238040020218238,0.0,0.0,osm,2,3,72
AU_BAYSWATER,S2B_56HLK_20240821_0_L2A,2024-08-21T00:05:39.735000Z,53.650564,51.5845988669929,0.98465,0.0,0.0092,0.0092,0.0,666.0159292315393,False,67.43478393554688,2.464912176132202,0.05043859649122807,120.0,0.018255879642018257,0.04156631879404157,0.017096304225017095,0.8421052631578947,140.0,osm,2,3,73
AU_BAYSWATER,S2A_56HLK_20240826_0_L2A,2024-08-26T00:05:37.296000Z,1.941918,49.9543770693889,0.999975,0.0,0.0016,0.0016,0.0,672.4216699368611,False,55.75,-7.8070173263549805,0.006578947368421052,59.0,0.0,0.026283709452026283,0.030743614902030744,0.5,780.0,osm,2,3,74
AU_BAYSWATER,S2B_56HLK_20240831_0_L2A,2024-08-31T00:05:41.965000Z,0.006098,48.233848247487,1.0,0.0,0.0004,0.0004,0.0,407.89148508419004,False,49.0,-7.714912414550781,0.0021929824561403508,49.0,0.0,0.006422263848006422,0.013171587429013172,1.0,60.0,osm,2,3,75
AU_BAYSWATER,S2A_56HLK_20240905_0_L2A,2024-09-05T00:05:39.392000Z,0.001045,46.4678652299926,1.0,0.0,0.0016,0.0016,0.0,403.6000588005843,False,59.75,-3.5197367668151855,0.008771929824561403,73.0,0.0,0.0032705973300032705,0.02221032914102221,1.0,140.0,osm,2,3,76
AU_BAYSWATER,S2B_56HLK_20240910_0_L2A,2024-09-10T00:05:41.258000Z,0.03292,44.646226032475,1.0,0.0,0.0092,0.0092,0.0,682.8590749457496,False,74.9565200805664,0.6469298005104065,0.05043859649122807,123.0,0.0,0.005768144382005768,0.0244997472720245,0.6956521739130435,180.0,osm,2,3,77
AU_BAYSWATER,S2A_56HKK_20240915_0_L2A,2024-09-15T00:05:41.530000Z,6.552672,43.370820330054,0.695225,0.0,0.0084,0.008,0.0004,695.7099292876658,False,62.19047546386719,7.949561595916748,0.043859649122807015,107.0,0.340944905301341,0.13314304403413316,0.16793030654416793,0.47619047619047616,140.0,osm,2,3,78
