date,a,b
2025-03-03,2.8,-0.012626430859350446
2025-03-04,2.8,0.00025415160464126174
2025-03-05,7.8,-0.0025439415952308586
2025-03-06,7.1,0.019173194498238733
2025-03-07,4.5,-0.00903622134971016
2025-03-10,9.1,-0.030984403450218245
2025-03-11,10.0,-0.00993215341580056
2025-03-12,12.3,-0.0007883006335509535
2025-03-13,12.6,0.018750481973787814
2025-03-14,10.2,0.02068250396656346
2025-03-17,8.2,0.018280202336105944
2025-03-18,7.5,0.011840285191303757
2025-03-19,5.1,0.01846510527518186
2025-03-20,7.6,0.015289341798088163
2025-03-21,11.1,-0.0618551957211495
2025-03-24,13.8,0.00828833105787563
2025-03-25,18.1,-0.021745499759380227
2025-03-26,17.2,0.004081634546244217
2025-03-27,18.6,-0.03181438815257742
2025-03-28,16.0,0.006026470439232767
2025-03-31,6.1,-0.018455491986458128
2025-04-01,6.2,0.013742199373841135
2025-04-02,10.3,-0.017741712013761735
2025-04-03,7.7,-0.08470672337334006
2025-04-04,10.1,-0.07641448305703591
2025-04-07,11.8,0.10422993139131442
2025-04-08,14.2,-0.06002388095521294
2025-04-09,15.3,0.03249923466099336
2025-04-10,16.1,-0.032799529647791204
2025-04-11,14.9,0.06961341993524917
2025-04-14,15.7,-0.03885083821728719
2025-04-15,13.3,-0.021791252639607794
2025-04-16,14.0,0.015948386047250462
2025-04-17,17.5,0.03455571898413412
2025-04-21,17.3,-0.033969882499779835
2025-04-22,18.9,0.008746388907486136
2025-04-23,18.2,0.02182108755909784
2025-04-24,18.2,0.02191106156292255
2025-04-25,16.9,0.036020255312680494
2025-04-28,16.5,-0.019759731021763205
2025-04-29,15.5,0.032807389423070266
2025-04-30,16.5,-0.0029143115993970348
2025-05-01,18.5,0.01735971718246576
2025-05-02,15.8,0.03610685154838578
2025-05-05,17.8,0.02312098869009871
2025-05-06,14.4,-0.00024574958128953384
2025-05-07,17.3,-0.014110883683318143
2025-05-08,17.1,0.014110883683318143
2025-05-09,18.7,0.010758016489122113
2025-05-12,16.9,0.023790661496711163
2025-05-13,18.9,0.003082422466379686
2025-05-14,19.2,-0.008559267627914924
2025-05-15,20.8,-0.004547152554352785
2025-05-16,21.5,0.009073631396262272
2025-05-19,18.8,-0.012437387408932743
2025-05-20,22.9,0.0014430347237395225
2025-05-21,23.1,-0.01672164132699372
2025-05-22,20.4,-0.036331418943176264
2025-05-23,18.7,0.014841177071627243
2025-05-27,17.5,0.0229554771756435
2025-05-28,18.8,-0.0372899286698809
2025-05-29,18.4,0.01583149202844769
2025-05-30,16.1,-0.009267415639028886
2025-06-02,20.9,-0.0027718452053431264
2025-06-03,18.5,0.011291068307073715
2025-06-04,21.3,0.0019939691223687106
2025-06-05,21.5,-0.016064587121218388
2025-06-06,22.7,0.0040404056448379855
2025-06-09,21.0,-0.000252101738519972
2025-06-10,22.2,0.0007560185416890519
2025-06-11,21.2,0.03781492870536152
2025-06-12,22.4,0.014686687787480945
2025-06-13,21.9,0.03660665286125342
