design,model,n_dams,n_dam_months,anom_skill_vs_clim,skill_ci_lo,skill_ci_hi,anom_r_pooled,anom_r_median_per_dam,share_dams_r_gt_0.3,annual_anom_r,level_r2_within_dam,subset,horizon_months
strict (unseen dams AND test 2019-2025),persistence_lag0,112,8452,-0.2685076836681446,-0.46625823780347936,-0.09190670588315906,0.5562988914918886,0.36924299787843073,0.6339285714285714,0.9434701069139485,,carryover,6
strict (unseen dams AND test 2019-2025),persistence_lag1,112,8452,-0.5072427597211122,-0.7235028111902087,-0.2948841635786838,0.4570941384841085,0.2455055009344372,0.4375,0.9369411057347129,,carryover,6
strict (unseen dams AND test 2019-2025),persistence_lag3,112,8452,-0.705180291840436,-0.9391968856377755,-0.4611042647521822,0.36974938145216896,0.16256659656938446,0.30357142857142855,0.9180572263553909,,carryover,6
strict (unseen dams AND test 2019-2025),damped_persistence_now,112,8452,0.3070326291291292,0.25629342955069684,0.3553927476683263,0.5554650615908994,0.36924299787843073,0.6339285714285714,0.9432139396724402,,carryover,6
strict (unseen dams AND test 2019-2025),damped_persistence_lag3,112,8452,0.13155843427274583,0.08743005744128118,0.16677972653912929,0.36871933576421717,0.16256659656938446,0.30357142857142855,0.9176503237798609,,carryover,6
strict (unseen dams AND test 2019-2025),area_linear_pooled,112,8452,0.10440176380935806,0.049741051065662734,0.15921165079979854,0.34096039128693767,0.28044085935623136,0.45535714285714285,0.4513986844269916,,carryover,6
strict (unseen dams AND test 2019-2025),ridge_area+climate,112,8452,0.1736835219137295,0.08328555598967807,0.24906264592227173,0.4251505599063668,0.43057878990225895,0.7410714285714286,0.5358964448949857,,carryover,6
strict (unseen dams AND test 2019-2025),gbm_area,112,8452,0.08207868855771427,-0.0016659201977827609,0.15925851273743913,0.33683756118350155,0.3054807536708284,0.5178571428571429,0.44471305057125626,,carryover,6
strict (unseen dams AND test 2019-2025),gbm_climate,112,8452,0.13800952330375027,0.0782700561478382,0.1856331246514841,0.3732957105885202,0.3929562436759084,0.6517857142857143,0.5120344815066863,,carryover,6
strict (unseen dams AND test 2019-2025),gbm_area+climate,112,8452,0.1603973433950694,0.06457311251045593,0.24579543825725542,0.4194631192008564,0.45768338932357455,0.7142857142857143,0.5331070254001763,,carryover,6
strict (unseen dams AND test 2019-2025),gbm_persist3+area+climate,112,8452,0.23535370967990865,0.18625320516131094,0.2946664111114283,0.4884252135192873,0.4411410896469631,0.6428571428571429,0.69119285347363,,carryover,6
