gww_id,n,r_area_linear,r_gbm_area,r_gbm_all,r_gbm_climate,skill_gbm_all,name,reservoir_name,country,truth,lat,lon,n_plants,capacity_mw,match_method,gww_poly_km2,res_time_days,depth_avg_m,vol_mcm,dis_avg_m3s,elevation_m,wshd_km2,head_m,dam_height_m,glo_plant_type,ons_tipo,ba,state,n_area_months,area_mean,area_sd,area_p05,area_p95,area_cv,area_range_rel,pass_size,pass_months,pass_cv,storage_dam,basin_km2,n_subbasins
61629,259.0,-0.15890579182310532,0.43051597750877996,0.34163737538267175,0.31226162633549986,0.07561845009400048,Warm Springs Power Enterprises,Pelton Regulating Reservoir,USA,eia923,44.724242,-121.247729,1,19.6,gww_polygon,1.0183517851299293,,,,,,,12.8016,,STO,,PACW,OR,273,0.526157072735689,0.0701535252903106,0.4205332348113414,0.6534887469058795,0.1333319058614114,0.4427489891627125,True,True,True,True,21246.800000000003,5
61663,246.0,0.16358175530555305,0.05589948226672395,0.16766140661523476,0.16199070923071002,-0.06752216151394097,Tennessee Creek,Wolf Creek Lake,USA,eia923,35.2139,-83.0028,1,10.8,gww_polygon,1.01773813542613,,,,,,,153.0096,,STO,,DUK,NC,249,0.5201527716304774,0.0443836334993507,0.4468963335369454,0.5674212559859003,0.0853280726741592,0.2317106223834124,True,True,True,True,6740.3,1
61931,195.0,0.027012421414757657,0.08110051677626055,0.3383673512556831,0.3894769098368574,0.11273611359647273,Browns Falls,,USA,eia923,44.211407,-75.059441,2,21.0,gww_polygon,1.0340255217614254,,,,,,,17.6784,21.336,STO,,NYIS,NY,196,0.5062854755978076,0.042734121471438,0.4644416363197252,0.5978867800314711,0.0844071645961773,0.2635768753867126,True,True,True,True,4221.9,1
62283,215.0,-0.12397964598632638,0.26470340382975943,0.45554705790207645,0.40206685951640164,0.18770667456815116,Sandstone Rapids,,USA,eia923,45.2333,-88.0678,1,3.8,gww_polygon,1.0505360398821786,,,,,,,13.1064,,ROR,,MISO,WI,216,0.4627512657933208,0.0508736001174676,0.4236267325630535,0.5320052711488649,0.1099372468063424,0.2342047371821054,True,True,True,True,2997.7,1
62555,227.0,-0.2697849861936716,0.5326757032516418,0.37727515974673304,0.15185002006231674,0.12847005869465145,Chicopee Hydroelectric Station,Chicopee River Reservoir,USA,eia923,42.159595,-72.58279,1,2.4,gww_polygon,1.066305794479197,,,,,,,8.5344,,STO,,ISNE,MA,227,0.3140258531071825,0.0511948701958676,0.2542581333151424,0.4154140793356998,0.1630275650533585,0.5131932432504276,True,True,True,True,1942.2,1
62579,206.0,0.05991287102474544,0.04410948659113861,0.5736925044922802,0.6089263160595924,0.296343001464735,Milton,,USA,eia923,44.641433,-73.113364,2,10.4,gww_polygon,1.068600844675144,,,,,,,17.24464615384615,12.192000000000002,ROR,,ISNE,VT,206,0.754865438070047,0.028519780191413,0.7234639289025169,0.8227801194349403,0.0377812769708057,0.1315680722995394,True,True,True,True,2080.3,1
62999,191.0,-0.020681476235927344,0.07127217350107262,0.45590132193807104,0.49058251484905235,0.2025815196731966,Prospect,,USA,eia923,43.291861,-75.147734,1,19.0,gww_polygon,1.0928347180577689,,,,,,,77.724,,STO,,NYIS,NY,191,0.5711979573625989,0.0405461349374617,0.5290383266682419,0.6367201645049723,0.070984383635887,0.1885192978174,True,True,True,True,1423.6,1
63123,211.0,-0.01748101580599312,0.0064038069835748775,0.35870229387531555,0.4162426232021349,0.12656342781297691,Beardslee,,USA,eia923,43.019113,-74.741349,1,20.0,gww_polygon,1.0983982017813383,,,,,,,,,STO,,NYIS,NY,212,0.6505226939746311,0.0331528464438285,0.6018635033339149,0.7053603376425245,0.0509633972048966,0.1590979611737353,True,True,True,True,757.3,1
63706,202.0,0.09754898793679617,-0.030892566905750728,0.2659067490625403,0.3263983565462289,0.062201731310188024,Bennetts Bridge,,USA,eia923,43.5317,-75.9531,2,44.0,gww_polygon,1.1335742025501516,,,,,,,18.8976,,STO,,NYIS,NY,202,0.656215118517123,0.0510155889372734,0.6139160787323952,0.7292519701142406,0.0777421724945251,0.175759271810858,True,True,True,True,3395.2,1
63752,290.0,-0.1124379441169592,0.0689460439859311,0.5064796965711772,0.48240190973547614,0.22089790225676642,A G Wishon,Kerckhoff Lake,USA,eia923,37.15105,-119.504724,1,12.8,gww_polygon,1.1338067761220636,,,,,,,397.764,,STO,,CISO,CA,293,0.5203962324597357,0.0483798065652315,0.4635874806258048,0.6140894738408705,0.0929672498522072,0.2892065388400183,True,True,True,True,5265.3,1
64120,241.0,0.2125406140274946,0.2627228773747151,0.5794088559238739,0.5579166348715575,0.27750188555417243,North Gorham,,USA,eia923,43.802517,-70.44992,1,2.2,gww_polygon,1.1585286189572972,,,,,,,10.3632,,ROR,,ISNE,ME,241,0.6820998604737897,0.0727080326951755,0.6438210672386917,0.7574187401980084,0.1065944107431311,0.1665411174258431,True,True,True,True,2936.6,1
64546,122.0,-0.10572481702986375,0.1640421328610567,-0.06353827679512036,-0.10633231487070903,-0.3774650006984628,Solomon Gulch,Solomon Lake,USA,eia923,61.0828,-146.3033,1,12.0,gww_polygon,1.194324777984938,,,,,,,188.976,,STO,,,AK,122,0.9805425727829864,0.0528327836953482,0.906117513929946,1.0888856877997566,0.0538811726913576,0.1863949398454735,True,True,True,True,4636.2,1
64894,201.0,0.05765215154620391,0.10603446154224294,0.2673635979499243,0.2915062132105492,0.025557706271786884,Colton,,USA,eia923,44.5839,-74.9583,2,44.0,gww_polygon,1.2143614374828822,,,,,,,23.7744,,,,NYIS,NY,202,0.6571214003884793,0.0567634226496618,0.6027990339950995,0.7483084185467384,0.0863819419305234,0.2214345545063912,True,True,True,True,4971.9,1
64924,179.0,0.0514819610922935,0.03500744911711809,0.5152069793070064,0.6355541108598755,0.2526090575239208,Sherman,,USA,eia923,42.7297,-72.9303,1,7.2,gww_polygon,1.215439108989959,,,,,,,26.2128,,STO,,ISNE,MA,179,0.6803932150385329,0.0609231170276952,0.6224325415135183,0.8133952059359533,0.0895410413877289,0.2806651509768804,True,True,True,True,1707.9,1
65047,197.0,-0.3464138608560375,0.579611059761884,0.4554822686258821,0.07603544898481615,0.1543729035961673,Warrior Ridge Hydro,,USA,eia923,40.540042,-78.034628,1,2.8,gww_polygon,1.2222672255088347,,,,,,,8.5344,,ROR,,PJM,PA,208,0.4730660516885466,0.0424219759138889,0.4272072648107954,0.535720406949695,0.0896745301474696,0.2293826448792431,True,True,True,True,8794.5,1
65306,191.0,-0.21369042118893627,0.382766749584088,0.5812043756705028,0.4057508745976454,0.2689283684113416,Wrightsville Hydro Plant,,USA,eia923,44.309693,-72.575305,1,1.0,gww_polygon,1.2424102268282078,,,,,,,,,,,ISNE,VT,191,0.659756013829073,0.093964871506856,0.5846941314962704,0.9030781723146176,0.142423668048898,0.4825784595285748,True,True,True,True,2760.2,1
65931,166.0,-0.12578957410868144,0.1506029588598712,0.3712926442648815,0.2966599376100391,0.12089458245017681,Prairie River,,USA,eia923,47.287206,-93.498266,1,1.0,gww_polygon,1.290953034582594,18.9,4.9,19.34,11.85,391.0,1300.4,,,,,MISO,MN,216,0.7174296664735273,0.0673562679710604,0.6429630938587263,0.8681992694116161,0.0938855348736067,0.3139487897956904,True,True,True,True,1357.5,1
66125,124.0,-0.009843493402822893,0.05959997790336724,0.21679744724582148,0.20751512486050752,-0.0019801718097023358,Silvis,,USA,eia923,55.381402,-131.517758,1,2.1,hydrolakes_pour,1.3097388547762534,631.9,53.2,46.9,0.859,340.0,10.4,87.7824,18.0,STO,,,AK,124,1.0334498460707937,0.107860149894724,0.8789563083310924,1.2205599330461294,0.1043690221686243,0.3305468823802374,True,True,True,True,3186.7,1
66691,208.0,0.0026140964562919576,-0.01685769180890592,0.24553691775830533,0.207012381854799,0.06204392460605668,Thomson,,USA,eia923,46.655,-92.3333,2,84.6,gww_polygon,1.3587806405035625,,,,,,,22.2504,24.384,,,MISO,MN,214,0.726677014697469,0.0746930416756051,0.6597031717834824,0.909121472197535,0.1027871257310945,0.3432313054760522,True,True,True,True,9935.699999999999,3
66698,219.0,-0.09189462021197808,0.305975016742869,0.44609997104002447,0.44920689730598656,0.18820298409855418,Boundary,Boundry Reservoir,USA,eia923,48.987111,-117.347847,1,1159.7,hydrolakes_pour,1.3606202526903426,1.7,135.6,117.2,817.058,607.0,65464.8,79.55,104.0,STO,,SCL,WA,220,1.009435468341458,0.0638779214179528,0.9428762864845536,1.1356395521696996,0.0632808370830349,0.1909614549227834,True,True,True,True,67055.4,25
66935,245.0,-0.19147544956928586,0.13238722888935894,0.2132956012948724,0.27762864986738994,0.0014058512718491123,Monroe Street,Upper Falls Reservoir,USA,eia923,47.653611,-117.420556,2,24.8,gww_polygon,1.3793165687809137,,,,,,,19.6596,,ROR,,AVA,WA,245,0.4533443656587295,0.0804644349985805,0.3712624400330846,0.5850510962741624,0.1774907577855569,0.4715811476567782,True,True,True,True,11039.6,5
66948,225.0,-0.35972697534187403,0.5137147778674062,0.44526808928742306,0.23124875484095322,0.1991267137360747,Ada Dam,,USA,eia923,42.950642,-85.485944,1,1.4,gww_polygon,1.3791472723512437,,,,,,,,,,,MISO,MI,225,0.7078950142582399,0.0426562339802467,0.6657169954701083,0.7713648586612866,0.0602578533837304,0.1492422761331074,True,True,True,True,2142.8,1
67036,176.0,0.15997675731547534,0.012011105210723615,0.3582777155812527,0.4242972212923466,0.11121521404534385,South Colton,South Colton Reservoir,USA,eia923,44.5133,-74.8831,1,21.0,gww_polygon,1.3868612236669426,,,,,,,25.20696,,ROR,,NYIS,NY,177,0.8407236590392195,0.055139730698506,0.7911288338563707,0.9439450502731482,0.0655860342523485,0.181767474691287,True,True,True,True,4971.9,1
67615,251.0,-0.1282274066576817,0.03291890367482915,0.33207642917415575,0.27897851916006833,0.10385836903581214,Cherokee Falls,,USA,eia923,35.0642,-81.5458,1,4.3,gww_polygon,1.436058587185023,,,,,,,5.4864,,ROR,,DUK,SC,270,0.6341072473002071,0.0414956983756231,0.5665480329963921,0.7038374604524844,0.0654395586114122,0.2165082137771168,True,True,True,True,4754.3,1
67750,290.0,0.031579322820413695,0.21395015552226343,0.47823117320004144,0.4765786181454024,0.22703590276799102,Pit 7,,USA,eia923,40.847462,-121.990798,2,112.4,hydrolakes_pour,1.4488687115826009,8.6,56.2,42.1,56.879,396.0,15195.2,64.0616925266904,70.0,STO,,CISO,CA,291,0.8293474222159419,0.0953579034487733,0.7286032265353931,1.023196249807059,0.1149794415396934,0.3552106335418994,True,True,True,True,16131.099999999999,11
67773,213.0,-0.2966949208033564,0.3870183378936965,0.5438313009350886,0.45802230119409537,0.2504536685752846,Hydro Kennebec Project,Kennebec River Reservoir,USA,eia923,44.563031,-69.619162,3,24.0,gww_polygon,1.45231068066587,,,,,,,7.359141999999999,,ROR,,ISNE,ME,215,0.7165485526772326,0.0498694540841744,0.6544619213518779,0.8050409447976428,0.0695967550249703,0.2101448992997866,True,True,True,True,10959.599999999999,5
67805,294.0,0.17000768975415345,0.03987523908040089,0.32898524899934367,0.34688948409781195,0.09158076305499652,McSwain,,USA,eia923,37.522065,-120.31009,2,12.4,hydrolakes_pour,1.453365674158389,3.8,17.7,12.3,37.749,127.0,2740.9,14.11912258064516,30.0,STO,,CISO,CA,297,0.7335185443690384,0.0382521961301309,0.6882701941401761,0.7999493074670707,0.0521489148758125,0.1522512473395738,True,True,True,True,3604.0,1
