gww_id,n,r_area_linear,r_gbm_area,r_gbm_all,r_gbm_climate,skill_gbm_all,name,reservoir_name,country,truth,lat,lon,n_plants,capacity_mw,match_method,gww_poly_km2,res_time_days,depth_avg_m,vol_mcm,dis_avg_m3s,elevation_m,wshd_km2,head_m,dam_height_m,glo_plant_type,ons_tipo,ba,state,n_area_months,area_mean,area_sd,area_p05,area_p95,area_cv,area_range_rel,pass_size,pass_months,pass_cv,storage_dam,basin_km2,n_subbasins
67912,112.0,-0.021064862958868297,0.1461590993474107,0.5289979737570372,0.5671246707285676,0.18973188510390793,Upper Newton Falls,,USA,eia923,44.214444,-74.991389,1,1.5,gww_polygon,1.4654301523166116,12.8,6.3,12.6,11.374,431.0,453.5,,,,,NYIS,NY,182,0.8670944244209857,0.0478528727099801,0.8135559038126923,0.9819646737171288,0.0551876143615323,0.1942219499530214,True,True,True,True,4221.9,1
68005,186.0,-0.3548800438070444,0.5107625804491648,0.4756294172985397,0.27929663856562215,0.22740783882055782,Goodyear Lake Plant,,USA,eia923,42.502473,-74.98356,1,1.4,gww_polygon,1.4740109100419625,,,,,,,,,,,NYIS,NY,210,0.8849420964245648,0.0438795094201061,0.8390693348273596,0.965375780204432,0.0495846107868443,0.1427284857250987,True,True,True,True,5914.2,1
68197,211.0,-0.10464861855142787,0.2667146315483058,0.3447650321542319,0.3100840287805244,0.09733471071926014,Trego,Trego Lake,USA,eia923,45.94794,-91.888374,1,1.2,gww_polygon,1.4929221880933818,,,,,,,,,,,MISO,WI,211,0.7101490537853339,0.065540320381508,0.6545992344779967,0.8863203294707358,0.0922909353073922,0.3262992378256191,True,True,True,True,2718.3,1
68402,248.0,-0.1240473457544074,0.001163663605078712,0.49845656800271015,0.5110954614165599,0.22708916804150103,Sturgeon,Sturgeon Pool,USA,eia923,41.848191,-74.046678,2,19.2,gww_polygon,1.5115624478898382,,,,,,,,33.0,STO,,NYIS,NY,248,0.7903047732014168,0.0570908355591663,0.7134792313757987,0.8758845475333772,0.0722390114485822,0.2054970710852431,True,True,True,True,3181.9,1
68648,281.0,0.08009300149146989,0.17188634048267556,0.27295962835364407,0.2153562422711392,0.09244564860769566,Niangua,Lake Niangua,USA,eia923,37.9385,-92.847701,1,3.0,gww_polygon,1.538425003584052,,,,,,,12.192,,ROR,,AECI,MO,282,0.8441339599858155,0.0589706516999864,0.6983846572827298,0.9092404168057124,0.0698593523011174,0.2497894522885036,True,True,True,True,2678.6,1
68850,245.0,-0.12520579490609934,0.07267968525774447,0.5323959027018372,0.5252157922129579,0.22085371978605273,Rainbow (CT),,USA,eia923,41.915312,-72.693616,1,8.0,gww_polygon,1.565559669130852,,,,,,,,,STO,,ISNE,CT,247,0.7649317265597059,0.0488930660559105,0.7046212837219837,0.8643050903693463,0.0639182091136525,0.2087556328269234,True,True,True,True,1532.4,1
68853,154.0,-0.12815196413722346,0.20032825470077317,0.3285986854899878,0.2858157859065887,0.10502608046589768,Kleber,,USA,eia923,45.391984,-84.333257,1,1.7999999999999998,hydrolakes_pour,1.567880265850771,6.1,2.9,2.87,5.451,211.0,809.2,,,,,MISO,MI,210,0.8553100691950536,0.0637508744105824,0.7998199128925324,0.9627355874555892,0.0745353956496494,0.1904755718781371,True,True,True,True,4288.9,1
68933,290.0,0.04708104641906542,-0.05444523495179973,0.44099543308653555,0.44734891179809877,0.19469892527169075,Spring Creek,,USA,eia923,40.628115,-122.467509,2,297.0,gww_polygon,1.5769623218697746,,,,,,,114.64186666666666,48.0,STO,,BANC,CA,291,0.8217883506755368,0.0770184576050004,0.7260134226829903,0.9699174795181424,0.0937205516988513,0.2967966832757547,True,True,True,True,22300.399999999998,13
69341,247.0,-0.020329493499997898,0.12791809519150743,0.42205272364586893,0.4339914259819128,0.17957564745755916,North Fork,North Fork,USA,eia923,45.243287,-122.27995,1,40.8,hydrolakes_pour,1.621820684351862,3.7,27.0,23.0,71.109,202.0,1712.4,39.624,62.99999999999999,ROR,,PGE,OR,249,1.035241107227968,0.0970625865759398,0.9419553159444234,1.2221791631061214,0.0937584354970614,0.2706846213941837,True,True,True,True,2502.4,1
69348,252.0,0.34139611130834363,-0.03368802537885413,0.6176482356104713,0.6693401916845181,0.33518059269416145,Boyds Mill Hydro,Boyd's Mill Pond,USA,eia923,34.455514,-82.199339,1,1.4,gww_polygon,1.618853833870329,,,,,,,,,,,DUK,SC,274,0.6701372415585465,0.036209247912826,0.6237499804677432,0.7393009861494891,0.0540325856665027,0.1724288675749575,True,True,True,True,6534.2,1
69382,196.0,0.0039311940987835055,-0.20050212207283397,0.1459605685979727,0.20304241107045923,-0.013910175203768471,Johnsonville Dam,,USA,eia923,42.920374,-73.508886,1,4.0,gww_polygon,1.6258210627799712,,,,,,,10.3632,11.8872,ROR,,NYIS,NY,196,0.7109968972669105,0.1462045291066122,0.4560703057786793,0.9237846438074822,0.2056331464576371,0.6578289438768414,True,True,True,True,1853.7,1
69492,204.0,-0.0946161164248166,0.15585344315249167,0.4790187754982674,0.45606462496006656,0.21813155793840266,Williams Hydro,Kennebec River Reservoir,USA,eia923,44.9589,-69.8703,1,13.0,gww_polygon,1.641655373132143,,,,,,,13.716,13.716,STO,,ISNE,ME,204,0.9946136581703192,0.0801924368381983,0.9152057648171206,1.216998785164694,0.0806267199122516,0.3034273839580573,True,True,True,True,8422.5,3
70837,276.0,0.20588280393554811,0.26478323063625797,0.6062765073266666,0.5896439896299602,0.31767890733186666,Combie South,,USA,eia923,39.0096,-121.0591,1,1.5,gww_polygon,1.8367777441467923,,,,,,,,,,,CISO,CA,291,0.8681174034056443,0.0857084961828805,0.7326255062107311,1.0018434349702576,0.0987291532765547,0.3101169584936075,True,True,True,True,1208.5,1
70897,276.0,0.431316370838521,0.31930302613595635,0.7131622816782635,0.6924535144838111,0.38114064033500483,Abbott TP 3,,USA,eia923,29.593951,-98.040734,1,2.8,gww_polygon,1.8416822286704289,,,,,,,,11.999999999999998,STO,,ERCO,TX,277,0.8664115368876277,0.183753023317099,0.3693505063441437,1.0028793402536906,0.2120851529484325,0.731210062351368,True,True,True,True,5482.2,1
70908,211.0,0.030133988767756924,0.1171763307896835,0.4479424224247671,0.44894721913302393,0.1723540177340419,Potato Rapids,,USA,eia923,45.1136,-87.7586,1,1.3,hydrolakes_pour,1.8500798480577656,1.2,2.1,2.23,21.513,187.0,2772.0,,,,,MISO,WI,211,0.7144883895000677,0.1294830122407153,0.599252663336406,1.0287926505568032,0.1812247954530311,0.6011853985772242,True,True,True,True,2997.7,1
70969,133.0,0.10069813965896039,0.18184742199133963,0.44201386572279644,0.38611485632052156,0.15484894212670663,Mahoning Creek Hydroelectric Project,Mahoning Creek Lake,USA,eia923,40.921111,-79.281667,1,6.7,hydrolakes_pour,1.857009188177644,66.6,153.7,115.9,20.14,349.0,888.6,,49.0,ROR,,PJM,PA,225,0.8248858724657879,0.1091659637664756,0.6987064508671958,1.0372747145660042,0.1323406878580082,0.4104425533277034,True,True,True,True,24110.1,7
70998,182.0,0.06861552775943051,0.0994483638830966,0.46240501799828676,0.4691112646480459,0.2057447749691541,Soft Maple,,USA,eia923,43.9206,-75.2433,3,21.0,hydrolakes_pour,1.8618381651278315,5.7,8.5,9.24,18.644,356.0,641.4,31.684685714285717,8.290560000000001,STO,,NYIS,NY,182,1.1721969877640448,0.0668312481346001,1.0927541348236085,1.3115661727345818,0.0570136665016347,0.1866683161576411,True,True,True,True,6300.1,1
71119,178.0,0.10192646203317735,-0.05026790265349749,0.35675843694834364,0.40745099317971295,0.12875723278880957,Eagle,,USA,eia923,43.909714,-75.200831,1,6.0,gww_polygon,1.8871626729515312,,,,,,,41.148,,STO,,NYIS,NY,178,1.131131491239149,0.0724340124023029,1.0536470258910442,1.2968195991197713,0.0640367746484998,0.2149817020498056,True,True,True,True,6300.1,1
71146,174.0,0.029219140943982164,0.02714979375044367,0.34680807173956174,0.36103645938657686,0.11671118195462615,Moshier,,USA,eia923,43.8719,-75.1364,1,8.0,hydrolakes_pour,1.8918361528591432,9.8,9.7,11.24,13.239,502.0,453.2,,,,,NYIS,NY,175,1.1014100228281776,0.0595156390506058,1.0394525438690183,1.227772277624698,0.0540358611389633,0.1709805883844383,True,True,True,True,6300.1,1
71413,192.0,-0.15659856024547766,0.19169597513844333,0.39113974450632705,0.4182939403781936,0.14607795953130864,Watertown,,USA,eia923,43.975801,-75.874669,3,15.3,gww_polygon,1.928105733521448,,,,,,,8.349129411764707,,ROR,,NYIS,NY,201,0.7347786478096043,0.0708494714012667,0.6476083507525603,0.8484477211916868,0.0964228773011723,0.2733331609973075,True,True,True,True,6300.1,1
71509,241.0,-0.0946159752206272,0.0875527874485767,0.18861573954565378,0.20218398490751424,-0.006429611315759809,Broadwater Power Project,,USA,eia923,46.12061,-111.407656,1,9.7,gww_polygon,1.948655743079622,,,,,,,6.4008,17.0,STO,,NWMT,MT,241,0.9236581012142264,0.1138730353811408,0.8222183619761448,1.0983672911818612,0.1232848336754098,0.2989731036221035,True,True,True,True,48147.50000000001,5
71632,215.0,0.17500716254274296,0.2878976558510299,0.2058186321889508,0.1885386018747028,0.029978993882685767,Victoria Dam,,USA,eia923,46.6964,-89.2089,1,12.0,hydrolakes_pour,1.9659928707317595,4.0,13.5,12.7,36.77,274.0,1657.9,64.008,64.0,ROR,,MISO,MI,216,1.0754737275561252,0.119813062975401,0.9867459843182472,1.252608916361315,0.1114049185075499,0.2472054176973778,True,True,True,True,4231.1,1
71644,245.0,0.18432627119483025,-0.08564317493279026,0.08525906308865568,0.09505764779349596,-0.07311094501938542,Nine Mile,,USA,eia923,47.769722,-117.537222,1,37.6,gww_polygon,1.9678219330198732,,,,,,,19.812,,ROR,,AVA,WA,246,0.9922897001234344,0.1099652453219071,0.8661194033901429,1.175030937396603,0.1108196984290254,0.3113118416607907,True,True,True,True,13390.7,7
71674,293.0,-0.050432987176518076,0.025585481488747525,0.45489770333344115,0.4722711270047331,0.19037611150367617,James B Black,Pit Six Reservoir,USA,eia923,40.992295,-121.975182,3,389.4,gww_polygon,1.9676504768415268,,,,,,,46.9392,52.00000000000001,,,CISO,CA,294,0.9469028235186756,0.1485398588827772,0.7769311434082143,1.222245814301593,0.1568691688243209,0.4702855032563918,True,True,True,True,16131.099999999999,11
71750,248.0,6.13466270813093e-05,-0.008219832157865084,0.1852345899980452,0.14507286590606866,0.024990981294560455,PHP 1,Bull Run Reservoir,USA,eia923,45.481708,-122.083188,1,23.7,hydrolakes_pour,1.9856384307084691,55.3,32.4,41.6,8.707,323.0,197.6,50.292,61.00000000000001,STO,,PGE,OR,250,1.378246271685018,0.1352722535973214,1.1615508395287513,1.6124048448122164,0.0981481005074224,0.3271215127121363,True,True,True,True,1298.8,1
71912,248.0,0.05989502333750886,0.11026233758552796,0.5768780668085759,0.5609971533216195,0.2860621724716427,Walters,,USA,eia923,35.6946,-83.0503,1,108.0,hydrolakes_pour,2.012627663375961,8.8,22.9,21.0,27.651,702.0,1003.8,230.124,63.0,STO,,CPLE,NC,251,0.9893886538478563,0.0803441117815804,0.8844408766649432,1.138617923673937,0.0812058147919042,0.2569031351031445,True,True,True,True,6711.4,1
72017,227.0,-0.15247156326120564,0.28062768987521686,0.40132677563933566,0.34677970533124164,0.14844531999811572,Turners Falls,Montague Power Canal Reservoir,USA,eia923,42.608042,-72.561458,1,5.7,gww_polygon,2.034338783886415,,,,,,,13.31976,,ROR,,ISNE,MA,227,1.3057261877735808,0.0766714507305519,1.218972953084899,1.444779178900215,0.0587193941949544,0.172935358063349,True,True,True,True,18573.600000000002,3
72090,236.0,0.035156148898760835,0.18579833870624698,0.4775820929457686,0.4993060346608898,0.218916580143519,Sherman Island,,USA,eia923,43.2797,-73.7094,1,36.3,hydrolakes_pour,2.049301697894808,1.0,10.1,13.9,164.022,113.0,7195.6,19.3294,80.0,STO,,NYIS,NY,236,1.101111172824301,0.0849748737019221,1.0060129019662196,1.289938682416396,0.0771719294101478,0.2578538729399314,True,True,True,True,9818.6,3
72135,210.0,-0.2346354246891861,0.08229333793667706,0.27935347816881534,0.3330911976315377,0.023393849718635562,Clam River Dam,,USA,eia923,45.9467,-92.5383,1,1.2000000000000002,gww_polygon,2.058022877686366,10.1,5.9,7.67,8.815,271.0,987.5,,,,,MISO,WI,219,1.219104110418295,0.1122692440535395,1.0588670951339765,1.4616306384737188,0.0920915966848951,0.3303766593006955,True,True,True,True,7897.2,3
72345,245.0,0.1037060866353735,0.030632934649696342,0.18648661240146372,0.20172116179901736,0.03487727706313559,PHP 2,Bull Run Reservoir,USA,eia923,45.448977,-122.151257,1,11.8,hydrolakes_pour,2.1017390900794757,29.3,25.8,30.8,12.152,267.0,274.7,,,,,PGE,OR,247,1.415942229477544,0.1095489912529749,1.2734710074635378,1.621963399251532,0.0773682633177742,0.2461204874979831,True,True,True,True,1298.8,1
72412,213.0,-0.08939013935362,0.028731757648243563,0.4390782042777865,0.4311736925479427,0.18958376959432255,Cedar Falls (WI),Tainter Lake,USA,eia923,44.9367,-91.8883,1,6.0,hydrolakes_pour,2.113598864463666,8.3,25.5,28.4,39.42,262.0,4369.1,14.63,19.0,ROR,,MISO,WI,213,1.206857166732045,0.0632416693851696,1.139881188673012,1.2955062418491614,0.0524019503951879,0.1289506807152286,True,True,True,True,4880.3,1
72709,251.0,0.12578447806573118,0.2013165645878635,0.530586412974155,0.505989369826056,0.21795498877558672,Hadley Falls,Connecticut River Reservoir,USA,eia923,42.2119,-72.6036,5,55.50000000000001,gww_polygon,2.1663067561861107,,,,,,,12.818679783783782,9.144,ROR,,ISNE,MA,252,1.255840414555888,0.0501678938407155,1.1937182274032097,1.3511639590879054,0.0399476663270601,0.1253708113386162,True,True,True,True,21434.000000000004,5
72851,285.0,0.010290616061747547,0.037786794510201456,0.26324428564727087,0.3187601084342589,-0.042559278661629785,Bliss,Bliss Reservoir,USA,eia923,42.913786,-115.070986,1,75.0,gww_polygon,2.1955397299000703,,,,,,,21.3,21.0,ROR,,IPCO,ID,288,0.937186861555166,0.1528363864211648,0.7716374908106158,1.2335485180156915,0.1630799498912612,0.4928697212406301,True,True,True,True,81290.69999999998,25
72855,138.0,0.1621725900843268,0.13259208504986958,0.15076731668193258,0.16190291432100432,-0.06413762069132734,Mystic,,USA,eia923,45.225741,-109.762489,1,12.4,hydrolakes_pour,2.19762763155575,266.5,23.9,25.9,1.125,2328.0,122.2,320.04,14.0,STO,,NWMT,MT,138,1.673557998434543,0.121935498175792,1.4766152295308097,1.8718522235751227,0.0728600372917169,0.2361656987173557,True,True,True,True,2757.7,1
72944,221.0,-0.3397606347140127,0.3169905753728492,0.2948111742705697,0.27407594632233034,0.08542939444478137,Cascade Dam,,USA,eia923,42.909408,-85.49888,1,1.6,hydrolakes_pour,2.2179914657361213,3.2,5.2,5.56,19.852,204.0,2129.1,,,,,MISO,MI,221,0.9597752316055772,0.0522213202820891,0.8991301364489686,1.049445153183642,0.0544099478319833,0.1566148112441037,True,True,True,True,2142.8,1
72994,182.0,0.16691112666785324,0.1524305772214482,0.5341048494580444,0.5294234569076268,0.22861741047983553,Marshfield 6,Mollys Falls Reservoir,USA,eia923,44.3606,-72.3356,1,5.0,hydrolakes_pour,2.2336520104069835,185.1,12.5,16.7,1.044,370.0,53.3,,,,,ISNE,VT,182,1.5196043100484606,0.0629896937827528,1.3952860534051257,1.6048086707320166,0.0414513787347339,0.1378797203597094,True,True,True,True,2760.2,1
73076,240.0,-0.036497451845597786,0.06323504965173846,0.15478879981580876,0.16305028171908076,-0.022378314900017182,Rogers,,USA,eia923,43.613001,-85.479469,1,6.8,gww_polygon,2.254248386811557,,,,,,,12.191999999999998,,ROR,,MISO,MI,240,1.343211576523936,0.0438919560149682,1.2832946442729336,1.4086744281686563,0.0326768744270021,0.0933432871537559,True,True,True,True,7884.1,1
73129,171.0,-0.0330205464743404,0.14678488494083852,0.5161493779622056,0.4984623574917331,0.25687785054262324,Hawks Nest Hydro,,USA,eia923,38.1478,-81.1753,2,108.2,gww_polygon,2.2652454869910064,,,,,,,8.5344,,,,PJM,WV,251,1.4575300793626238,0.082738649934585,1.3585661604701695,1.6092667662937084,0.0567663412962061,0.1720037269715695,True,True,True,True,17608.8,11
