gww_id,n_months,r_gen_area_linear,r_gen_gbm_area,r_gen_gbm_climate,r_gen_gbm_all,r_area_vs_gauge_volume,gauge_volume_sd_pct,name,reservoir_name,country,truth,lat,lon,n_plants,capacity_mw,match_method,gww_poly_km2,res_time_days,depth_avg_m,vol_mcm,dis_avg_m3s,elevation_m,wshd_km2,head_m,dam_height_m,glo_plant_type,ons_tipo,ba,state,n_area_months,area_mean,area_sd,area_p05,area_p95,area_cv,area_range_rel,pass_size,pass_months,pass_cv,storage_dam,basin_km2,n_subbasins
81826,251.0,0.4459416774749981,-0.008444549762586444,0.4026264412695064,0.46645424928488305,0.6767575275498275,18.951500945344957,QUEBRA QUEIXO,,BRA,ons,-26.66777778,-52.55472222,1,121.5,hydrolakes_pour,7.720238688155608,15.2,21.4,120.0,91.481,546.0,2667.8,,,,RESERVATÓRIO COM USINA,,,280,4.9713484252105475,1.0216345632422976,1.116932865105818,5.4093970164545375,0.2055045182633782,0.8634406169523159,True,True,True,True,8363.7,1
82131,287.0,-0.10327186237574651,0.011063720357834522,0.47209722413408184,0.388988818062399,0.4939277745925897,7.858531221317917,SALTO GRANDE (SP),,BRA,ons,-22.90194444,-49.99888889,1,73.8,hydrolakes_pour,8.188726658531932,1.7,11.4,48.0,336.035,382.0,38742.0,19.0,25.0,ROR,FIO DAGUA,,,290,5.691933923778168,0.1843147691604396,5.368265411025196,5.916109110583809,0.0323817478608563,0.0962491319988774,True,True,True,True,41311.5,21
82163,218.0,0.5665670779194582,0.27704172083384027,0.521340091028973,0.5997224114918517,0.7217398893311089,31.08915292126169,SANTA CLARA (PR),Reservatório Santa Clara,BRA,ons,-25.64611111,-51.95611111,1,120.084,gww_polygon,8.261337570238675,,,,,,,99.0,-99.0,STO,RESERVATÓRIO COM USINA,,,267,5.003480028062397,1.9561261898028377,0.7140558767478644,6.5021941504988074,0.3909531323862103,1.156822499797687,True,True,True,True,4723.6,1
82871,203.0,-0.010761610205669151,-0.023855348043085898,0.3688159379316597,0.32167817606673693,-0.020161938088658477,7.727298516932978,HENRY BORDEN EXTERNA,,BRA,ons,-23.87444444,-46.4525,2,1778.0,hydrolakes_pour,9.40407596698341,444.8,10.0,49.0,1.275,735.0,25.7,720.0,-99.0,ROR,FIO DAGUA,,,206,5.427842939847341,0.1504527027204134,5.2244266607341,5.73323199800255,0.0277186912716094,0.0937398784207931,True,True,False,False,3652.1,1
83074,172.0,0.18837216231029766,0.13761180961089609,0.6183904250549088,0.638279632017774,0.1472659283726175,26.91823999273977,AIMORÉS,,BRA,ons,-19.45333333,-41.09666667,1,330.0,gww_polygon,9.921104033523031,,,,,,,,,,FIO DAGUA,,,197,4.940444186347273,1.6481066592913975,0.4117746889832499,5.952880807120453,0.3335948342146799,1.1215805520989055,True,True,True,True,62704.1,39
83773,179.0,0.37136772741203433,0.2651510331148491,0.5977396045735495,0.6749872502502761,0.7282901174265847,23.803884739406893,SANTA CLARA (MG),,BRA,ons,-17.89583333,-40.20333333,1,60.0,gww_polygon,11.938926151405278,,,,,,,,,,FIO DAGUA,,,190,6.650484857483014,1.0961319760770585,5.409643466824142,7.468368728060684,0.1648198589376095,0.3095601757396828,True,True,True,True,15613.6,9
84231,82.0,0.3637265773682044,0.268315824645742,0.5913997231775721,0.6578823443923058,0.5806062703822386,10.123439798631765,BARRA DO BRAÚNA,Barra do Braúna,BRA,ons,-21.45,-42.4,1,39.0,gww_polygon,13.88197288638062,,,,,,,,34.0,,FIO DAGUA,,,179,6.295726137029449,1.894777208503313,1.799095841670736,7.689370728971629,0.3009624572706298,0.9355989696972646,True,True,True,True,8684.7,1
85370,254.0,0.3561993862366334,0.31345082067820607,0.6042588272535715,0.6331510512051587,0.6632869749991306,35.47886487782222,DONA FRANCISCA,,BRA,ons,-29.44944444,-53.28333333,1,125.0,hydrolakes_pour,18.519584575164153,9.5,19.4,335.0,408.481,73.0,13323.6,40.0,47.0,ROR,FIO DAGUA,,,257,12.196771817300474,0.4081201085076422,11.615393526520531,12.947512798965446,0.0334613219482179,0.1092190042085869,True,True,True,True,15963.3,7
85500,273.0,0.06380531514380691,0.018858300951615427,0.6278884917416054,0.6468619258229937,0.01693911888167451,7.808539287967603,ITAÚBA,,BRA,ons,-29.25888889,-53.23611111,1,500.4,hydrolakes_pour,19.36104099354906,20.9,71.2,600.0,332.005,197.0,10768.9,87.6,90.0,ROR,FIO DAGUA,,,276,10.70330317850337,0.5240805963760645,10.077600303376634,11.701356102363707,0.0489643792795324,0.1517060454989485,True,True,True,True,10970.4,5
85600,206.0,0.08341088447041596,0.26629474346639076,0.5268202069627058,0.6092323544799566,0.18823444591625482,7.497601981809946,FUNIL (MG),,BRA,ons,-21.1425,-45.03472222,1,180.0,hydrolakes_pour,20.086147650349368,11.0,16.9,267.0,280.049,802.0,15692.0,35.5,44.0,ROR,FIO DAGUA,,,226,10.652047583561808,2.3073880760207266,2.484058697015634,11.616461395712111,0.216614510770819,0.8573377678850741,True,True,True,True,17752.899999999998,5
85602,207.0,0.4586964333008632,0.550996038077221,0.44702370746983544,0.5478683271380957,0.8352319250499523,21.92117618481472,GOV. PARIGOT DE SOUZA,,BRA,ons,-25.13944444,-48.87388889,1,260.0,hydrolakes_pour,20.127797539206096,73.6,20.9,178.1,28.014,785.0,944.7,714.3,58.0,STO,RESERVATÓRIO COM USINA,,,210,11.271943501491617,1.155903441289727,8.957659466335102,12.343412418015102,0.1025469512987504,0.3003699363141737,True,True,True,True,3316.1,1
85973,154.0,0.12542896627105837,0.01397483935340091,0.3756765554504817,0.4873086874574769,0.7365002824298471,24.856836726685025,SÃO JOSÉ,Represa da UHE São José,BRA,ons,-28.17694444,-54.81333333,1,51.0,gww_polygon,22.813603267671407,,,,,,,21.77,57.0,ROR,FIO DAGUA,,,198,13.273245566706748,5.436954713809336,2.176696898812187,16.278643630667844,0.4096175789474457,1.0624339511375829,True,True,True,True,10793.8,9
86027,178.0,-0.019698767738899906,0.2297536917671101,0.4853552935602281,0.3219634819495311,0.23935025367092508,3.7863581132887956,SALTO DO RIO VERDINHO,Reservatório UHE Salto do Rio Verdinho,BRA,ons,-19.14555556,-50.76722222,1,93.0,gww_polygon,23.370811433133326,,,,,,,,45.0,ROR,FIO DAGUA,,,219,16.452153315413405,6.812145213647998,1.3308868368460145,19.679948748167536,0.4140579705919683,1.1152984998098074,True,True,True,True,12004.7,9
86198,131.0,0.17239675903730078,0.32093375620238074,0.2735582326369114,0.48476379913690215,0.9499719563200021,22.403827408960264,BATALHA,,BRA,ons,-17.34555556,-47.48944444,1,52.5,gww_polygon,25.029279440990788,,,,,,,36.9,54.0,STO,RESERVATÓRIO COM USINA,,,165,15.472236930915592,6.018585189023121,1.320244434953733,20.308237906006234,0.3889925688118946,1.2272300091987318,True,True,True,True,6648.299999999999,5
86490,131.0,0.3883448234527544,0.17860473547556083,0.6386382264812713,0.6644747851691295,0.6663436376392651,32.699613351019664,RETIRO BAIXO,Lago de Retiro Baixo,BRA,ons,-18.89444444,-44.78166667,1,83.657,gww_polygon,28.77545520537424,,,,,,,38.62,44.0,STO,RESERVATÓRIO COM USINA,,,162,15.955310477037797,6.141843365435495,2.588304926308373,20.038242648248502,0.3849403854769592,1.0936758483674347,True,True,True,True,11260.7,7
86695,278.0,0.3870130593464697,-0.013295737265536822,0.3739670341136589,0.3349047890082124,0.187013574597052,3.4097321260506623,CANOAS II,,BRA,ons,-22.93777778,-50.24888889,1,72.0,hydrolakes_pour,29.453651553002068,5.0,7.6,149.0,342.329,364.0,39552.5,14.5,25.0,ROR,FIO DAGUA,,,281,19.97006384583181,0.2699919489688824,19.556020105099662,20.464111271484857,0.0135198340402519,0.0454726220905262,True,True,False,False,41311.5,21
86856,171.0,0.492490382762343,0.5618331009548668,0.15969431945386706,0.4607975525333609,0.9073209935275345,20.93900431236169,SANTA BRANCA,,BRA,ons,-23.37416667,-45.87,1,56.05,hydrolakes_pour,31.894147094092567,52.7,41.4,438.0,96.235,621.0,4883.9,42.0,54.0,STO,RESERVATÓRIO COM USINA,,,174,14.598429760585306,1.8872367148364584,11.310828249435104,17.422476566821484,0.1292766924790678,0.4186510753291688,True,True,True,True,5674.3,3
86930,234.0,0.42080644307173853,0.01143169439202219,0.49071462244174047,0.4473370574182273,0.21168495301740664,1.7439474771660768,CANOAS I,,BRA,ons,-22.94222222,-50.51638889,1,82.5,hydrolakes_pour,32.67482021816444,7.0,9.5,215.0,357.237,350.0,41311.0,16.3,29.0,ROR,FIO DAGUA,,,237,23.28271373157006,0.3506563495529133,22.802788946213997,23.76899717233274,0.015060802344421,0.0414989522810056,True,True,False,False,41311.5,21
86990,177.0,-0.20347173391745416,-0.2164885267236479,0.2863418634667629,-0.1746319797504237,0.08564831567320087,4.354665666471595,BARRA DOS COQUEIROS,Reservatório UHE Barra dos Coqueiros,BRA,ons,-18.72111111,-51.00444444,1,90.0,gww_polygon,33.72607053544741,,,,,,,36.0,43.0,ROR,FIO DAGUA,,,223,19.780111101214636,7.801373265377046,3.2502203264358225,24.506198566269862,0.394404926517222,1.0746136930711567,True,True,True,True,13592.3,9
87120,85.0,0.2494412113338499,0.19375336164094653,0.32055019431545373,0.3277637077351111,0.29077730391399836,21.32882119484977,CACHOEIRA CALDEIRÃO,,BRA,ons,0.852777778,-51.29666667,2,297.0,gww_polygon,35.54286535066842,,,,,,,,26.482828282828283,,FIO DAGUA,,,123,23.55596836983525,0.9840486884707856,22.141182966528127,24.773208321734064,0.0417749197579546,0.111734967286524,True,True,True,True,35542.8,15
87372,160.0,0.009162349751098843,0.05777062892492651,0.5358778830115585,0.558429827211922,0.07517580263014643,7.826407331248701,FOZ DO CHAPECÓ,Represa Foz do Chapecó,BRA,ons,-27.13972222,-53.0475,1,855.2,gww_polygon,43.1662660731712,,,,,,,49.8,47.0,STO,FIO DAGUA,,,204,24.047655918042103,7.468174635281209,8.716309141343235,28.44625024705639,0.3105572809563572,0.8204517385376626,True,True,True,True,53088.100000000006,27
87380,165.0,0.30702030201134395,0.4156126785711443,0.15272369065968847,0.41616272346836686,0.936470690958107,23.120800271913172,QUEIMADO,,BRA,ons,-16.21138889,-47.32527778,1,105.0,hydrolakes_pour,43.243658868075535,114.6,15.6,492.0,49.683,820.0,3686.4,168.0,70.0,STO,RESERVATÓRIO COM USINA,,,174,24.43302704528325,4.630849053884301,17.93256001408818,29.00455375431149,0.1895323508340436,0.4531568568930447,True,True,True,True,10341.5,3
87401,266.0,-0.006057861517550388,0.10796176722918124,0.2835587360753415,0.2883416068952548,-0.08846739551987631,6.822746334936117,LUIZ CARLOS BARRETO,,BRA,ons,-20.15361111,-47.27777778,1,1050.0,hydrolakes_pour,44.027084903032744,15.7,33.4,1420.0,1048.838,624.0,61116.2,,92.0,STO,FIO DAGUA,,,269,32.408314540091496,0.2948352464803682,31.795955922144703,32.769363537967315,0.0090975186665642,0.0300357371136482,True,True,False,False,64759.09999999999,25
87555,177.0,0.005588105149613545,0.2922143777624636,0.5780868018846613,0.6188293787997989,,68.36308382090728,NILO PEÇANHA,Lajes Reservoir,BRA,ons,-22.68305556,-43.87333333,2,512.018,hydrolakes_pour,48.94229597292223,2109.1,50.8,1052.0,5.773,424.0,300.0,312.0,45.0,ROR,FIO DAGUA,,,180,24.401499344099644,0.9869309191673792,22.628136066008345,25.85393764644229,0.0404455031738048,0.1321968595021581,True,True,True,True,2061.1,1
87677,255.0,0.490383054647233,0.46977840269470184,0.42362131081742893,0.5382355680084887,0.946602310797061,26.44166510726885,CACONDE,,BRA,ons,-21.57777778,-46.62333333,1,80.4,hydrolakes_pour,52.93063425639651,143.7,20.6,560.0,45.101,864.0,2548.5,105.0,59.99999999999999,STO,RESERVATÓRIO COM USINA,,,258,22.97268455158267,5.743609220698407,12.08543980273519,29.668505615943623,0.2500190697261243,0.7653901211992689,True,True,True,True,5616.6,3
87706,275.0,0.2747925492557049,-0.0236442147392416,0.46531526746647356,0.41538277820996844,-0.12704932362104662,2.405239911605908,JAGUARA US,,BRA,ons,-20.025,-47.43555556,1,424.0,gww_polygon,54.210912541249485,4.6,14.0,420.0,1056.918,559.0,61550.2,46.0,55.0,ROR,FIO DAGUA,,,278,37.84071476126187,0.3154382400107631,37.332251974519686,38.35780419327901,0.0083359482504723,0.0271018194352184,True,True,False,False,64759.09999999999,25
87795,136.0,0.23104862317110997,0.36915282170500935,0.39898302555982046,0.36813503832882283,0.6739906110307856,30.348391736992205,RONDON II,,BRA,ons,-11.99722222,-60.69722222,1,73.5,gww_polygon,58.28981508160973,,,,,,,,18.5,STO,RESERVATÓRIO COM USINA,,,155,44.15924454382027,12.531682042730232,4.3207498880023545,51.80534914086144,0.283783886526744,1.0753037046577865,True,True,True,True,6166.8,1
87876,261.0,0.443596106072916,0.4660187910292235,0.4508159522539356,0.5559213759493435,0.9095044503933011,23.087483760827883,FUNIL (RJ),,BRA,ons,-22.52861111,-44.56694444,1,216.0,hydrolakes_pour,61.38555669464508,44.6,29.7,890.0,231.146,466.0,13529.7,39.0,85.0,STO,RESERVATÓRIO COM USINA,,,264,27.74184047849534,4.458287617877243,20.351544992236157,34.269993338353785,0.1607062668150361,0.5017132283240833,True,True,True,True,16766.5,5
87943,135.0,0.1427836566606614,-0.009233611709768682,0.23387705106893072,0.1732319719103124,0.7394145706869141,32.822961810207524,SAMUEL,,BRA,ons,-8.751944444,-63.45416667,1,216.75,hydrolakes_pour,64.78143119523276,50.4,64.6,3493.0,802.942,83.0,15433.4,,38.0,STO,RESERVATÓRIO COM USINA,,,184,50.74771273296548,7.145168696780812,32.522267078909636,57.044723137088184,0.1407978470749745,0.4832228831123037,True,True,True,True,15762.300000000001,7
87971,231.0,-0.00038972914052717075,0.12437706657110058,0.5805899251820587,0.5737830183312836,0.19052183236798043,9.229213139065282,BARIRI,,BRA,ons,-22.15388889,-48.75388889,1,143.10000000000002,hydrolakes_pour,66.40657884241668,16.9,21.7,960.0,658.854,426.0,36585.4,24.0,33.0,ROR,FIO DAGUA,,,234,45.12768611889447,0.715049050974981,43.93153494376871,46.009173355139644,0.0158450191550059,0.0460391079191859,True,True,False,False,40234.7,21
87989,256.0,0.3157318777709445,0.4048530299702584,0.3409569856493661,0.4172152354057552,0.93922239272077,24.815710397565848,JAGUARI,,BRA,ons,-23.1925,-46.02138889,1,27.6,hydrolakes_pour,67.28063937529954,591.4,46.5,1396.0,27.322,621.0,1340.7,,77.0,STO,RESERVATÓRIO COM USINA,,,259,31.77176844974506,3.530676685721114,25.263947650424633,36.48977237127481,0.1111262248843892,0.3533270343011156,True,True,True,True,1808.1,1
88151,279.0,0.11256567776916089,0.08723213745660283,0.5256780748365941,0.5233931342790222,-0.3071043688002065,1.0772965222831234,SALTO OSÓRIO,,BRA,ons,-25.53694444,-53.00777778,1,1103.67,hydrolakes_pour,74.0478182404595,15.6,28.3,1270.0,939.634,398.0,45857.1,,,,FIO DAGUA,,,282,46.49350382871864,0.5920895894202243,45.57418446356807,47.47169083504208,0.0127348885470424,0.0408122902172396,True,True,False,False,45890.70000000001,23
88154,270.0,0.17556463859860677,0.09721448876592295,0.4935548993187899,0.47693196933106496,0.14346834999862243,23.050010342588646,MASCARENHAS DE MORAES,Peixoto,BRA,ons,-20.285,-47.0625,1,476.0,hydrolakes_pour,74.10285048689305,45.9,16.2,4040.0,1019.539,665.0,59573.3,44.0,72.0,STO,RESERVATÓRIO COM USINA,,,273,46.54251951292275,0.7726941247790735,45.41270518727481,47.80160660490091,0.0166018972085198,0.0513272904566932,True,True,False,False,59857.799999999996,23
88192,197.0,-0.055230263448163903,0.27002365094987857,-0.08008945597036768,0.04914786475121253,0.1336696103371966,10.419701227359704,MIRANDA,,BRA,ons,-18.91166667,-48.03916667,1,408.0,hydrolakes_pour,76.93443117735472,54.5,25.7,1120.0,237.932,699.0,18029.0,71.0,79.0,STO,RESERVATÓRIO COM USINA,,,200,47.12214386793137,0.6877791162225926,46.24697613763428,48.032423181931385,0.0145956669151179,0.0378897668429763,True,True,False,False,19323.100000000002,7
88208,227.0,0.03493724937847803,0.20665609288016498,0.012142093123448302,0.025244580014782365,0.12189189696882034,6.639956713444417,CACHOEIRA DOURADA,,BRA,ons,-18.50361111,-49.4925,1,658.0,hydrolakes_pour,77.94310735467228,4.9,9.2,519.0,1227.179,434.0,99798.2,32.0,26.0,ROR,FIO DAGUA,,,230,56.71840174361667,0.5943595249293692,56.007711817056425,57.90077034242924,0.0104791303467266,0.0333764433971531,True,True,False,False,100002.09999999999,51
88217,237.0,0.36274201828907904,0.4887636619988319,0.33725597876995067,0.5186223720678231,0.8939352342659634,23.141091683828936,CORUMBÁ,,BRA,ons,-17.98694444,-48.53111111,1,375.0,hydrolakes_pour,78.95313462158884,49.4,38.6,1500.0,351.795,593.0,27801.3,75.0,90.0,STO,RESERVATÓRIO COM USINA,,,240,44.45794901017164,5.092959560967608,34.60894581452782,49.97782582420017,0.1145567817310325,0.3456947599214723,True,True,True,True,29140.199999999997,7
88635,181.0,0.17384087455113292,0.10198708015324502,0.4666900477981676,0.42091297018833773,0.1426056280755195,3.6513395842247367,SALTO,Reservatório UHE Salto,BRA,ons,-18.8075,-51.17111111,1,116.0,gww_polygon,86.19083571307685,,,,,,,51.0,55.0,ROR,FIO DAGUA,,,209,49.48521153005488,16.64998277610247,4.404853788285654,56.49904764491403,0.3364638093138207,1.0527224648719329,True,True,True,True,12004.7,9
88657,272.0,0.07615586075871748,0.18789607601529118,0.4351055245192396,0.3869267668431349,0.22288696764983784,21.34862257601969,MANSO,Ilha Bóra Bóra,BRA,ons,-14.87138889,-55.78361111,1,210.0,gww_polygon,88.47888162912837,214.8,52.6,2600.0,140.126,258.0,9366.8,57.5,60.0,STO,RESERVATÓRIO COM USINA,,,275,85.73337859594022,1.9305069304844096,82.09605460287031,86.8691195530961,0.0225175650615946,0.0556733564965537,True,True,False,False,10850.8,3
88779,176.0,0.11010294423119932,0.053873276921755774,0.5917758337889543,0.5981758684451309,-0.09215812087314439,17.650841727591413,ITAPEBI,,BRA,ons,-15.96972222,-39.59333333,1,462.011,hydrolakes_pour,96.5474405182292,80.1,44.6,2720.0,392.806,106.0,68026.2,,,,FIO DAGUA,,,194,51.377763921044235,11.76122011098201,7.763458644416602,56.71412380191235,0.2289165431383173,0.9527597431589592,True,True,True,True,70980.8,33
88811,268.0,0.6198652995844443,0.4498214308062239,0.5423013423876885,0.625660612278563,0.7377914959407592,25.794452304913946,MACHADINHO,,BRA,ons,-27.52444444,-51.78888889,1,1140.0,hydrolakes_pour,101.2468296585309,51.7,40.1,3400.0,760.886,473.0,31838.5,97.0,126.0,STO,RESERVATÓRIO COM USINA,,,279,55.54948186407,6.400671503384774,51.149315225571904,61.39709209667911,0.1152246841662225,0.1844801522394681,True,True,True,True,31860.899999999998,21
88834,273.0,0.438162252814618,0.3033994706500115,0.5384715562103417,0.6123860153449613,0.22699621653434626,14.710557141411451,ITÁ,,BRA,ons,-27.28222222,-52.38555556,1,1450.0,hydrolakes_pour,102.74019823266434,23.8,53.2,2323.24,1128.771,332.0,44147.4,102.0,125.0,ROR,FIO DAGUA,,,276,74.18075719481467,1.1303522190854798,72.55086013413558,75.6860224254539,0.0152378091277355,0.0422638216415708,True,True,False,False,47570.1,25
88844,172.0,0.30891491659697634,0.27338373577403685,0.5925190791394013,0.5861945023985918,-0.047848477969540774,19.058232281484255,XINGÓ,,BRA,ons,-9.617777778,-37.79694444,5,7041.599999999999,gww_polygon,104.18049532634728,17.5,67.7,3800.0,2508.164,140.0,611799.3,108.01491138377644,85.63394683026586,ROR,FIO DAGUA,,,175,58.74012017745745,1.6698340364869115,56.80597086515018,61.03718693945608,0.0284274875747996,0.0720328126929795,True,True,False,False,612308.3,267
88935,232.0,0.49524340042401666,0.6472013136552301,0.42062591635232727,0.6876971424254694,0.8949605233156628,24.94603874665011,CAMARGOS,,BRA,ons,-21.32555556,-44.61666667,1,46.0,hydrolakes_pour,117.97005030830408,78.2,14.1,792.0,117.173,911.0,6261.8,,36.0,,RESERVATÓRIO COM USINA,,,235,55.16752347790666,8.531422333259533,36.21754140489001,64.58431715559378,0.1546457371187991,0.5141933870216963,True,True,True,True,8762.6,3
88938,227.0,0.47194640794344184,0.502358702472877,0.609352028080685,0.7135477632098656,-0.014996753720432736,19.58198595321132,LUIZ GONZAGA,Itaparica Reservoir,BRA,ons,-9.140833333,-38.31361111,1,1479.6,hydrolakes_pour,118.15013203737254,50.1,15.7,10800.0,2497.161,302.0,594778.8,50.8,105.0,STO,RESERVATÓRIO COM USINA,,,230,74.9946743410085,3.3671342944601497,69.93494276186465,79.5636644847457,0.0448983121007958,0.1283920732704067,True,True,True,True,597084.3,257
88966,282.0,0.44600256600228355,0.41127211230576927,0.5264439689690231,0.5772670763986479,0.5362630400201208,23.35353262079332,GOV. NEY BRAGA,,BRA,ons,-25.79222222,-52.11638889,1,1260.0,hydrolakes_pour,122.40688409399353,48.6,49.1,3000.0,713.873,607.0,34360.9,117.0,140.0,STO,RESERVATÓRIO COM USINA,,,285,72.81531045622005,1.9217775528895336,69.48916393777843,76.41535160238512,0.0263924927442971,0.0951199359202215,True,True,False,False,34364.7,21
88989,181.0,0.3014350733530398,0.024844248295339523,0.25190850231865264,0.1046125747081063,0.8710341880647683,25.452138498892094,CURUÁ-UNA,,BRA,ons,-2.816111111,-54.30055556,1,42.8,hydrolakes_pour,123.97153267127467,13.9,7.3,472.0,393.324,28.0,16635.1,,31.499999999999996,,RESERVATÓRIO COM USINA,,,184,74.99377370876955,7.1373848542806275,58.87952247981437,81.6280181299698,0.0951730323906343,0.3033384576497887,True,True,True,True,17558.6,9
89014,142.0,0.5362738311785321,0.45146459830478397,0.6251528827214703,0.7076561696696371,0.9541358243684189,28.29704657486513,GOV. JAYME CANET,Represa UHE Mauá,BRA,ons,-24.0625,-50.70805556,1,363.138,gww_polygon,128.45773888023453,,,,,,,122.0,85.0,STO,RESERVATÓRIO COM USINA,,,167,65.25945975430523,20.5819154040848,13.996897823884227,80.10212486117695,0.315385929972045,1.0129600717837952,True,True,True,True,22993.2,7
89091,183.0,0.4223469850433117,0.28276399641731675,0.5408893905835208,0.5239531593508513,0.21630789324980346,24.077354488018766,CAPIVARA,Iepe,BRA,ons,-22.66111111,-51.35388889,1,643.0,hydrolakes_pour,132.82557319285263,115.5,25.9,10540.0,1055.885,324.0,84725.5,49.0,59.0,STO,RESERVATÓRIO COM USINA,,,186,87.30043349848337,1.1105169460029338,85.46703204077868,88.98211810538606,0.0127206349556354,0.0402642452476304,True,True,False,False,88739.6,45
