gww_id,best_lag_months,r_best,r_lag0,r_lead6,r_lag_minus6,name,truth,capacity_mw,res_time_days,gww_poly_km2,area_cv
66935,5,-0.15095994857794004,-0.2605035639214805,-0.17358993591514532,-0.21272185708943595,Monroe Street,eia923,24.8,,1.3793165687809137,0.1774907577855569
66948,-12,-0.3624512674603229,-0.47202310628418775,-0.4680790293249621,-0.48713833897293685,Ada Dam,eia923,1.4,,1.3791472723512437,0.0602578533837304
67036,7,0.4227102629272592,0.23835114174238325,0.37807057865336047,0.37245504140966457,South Colton,eia923,21.0,,1.3868612236669426,0.0655860342523485
67615,-9,-0.0987783261590869,-0.15960601182795836,-0.2621934114754167,-0.17811832031774838,Cherokee Falls,eia923,4.3,,1.436058587185023,0.0654395586114122
67750,0,0.044793690783612554,0.044793690783612554,-0.17070955939722124,-0.20243325470816217,Pit 7,eia923,112.4,8.6,1.4488687115826009,0.1149794415396934
67773,2,-0.3846916149994798,-0.39484833832940536,-0.5262509710477647,-0.4773163112235419,Hydro Kennebec Project,eia923,24.0,,1.45231068066587,0.0695967550249703
67805,-1,0.1928612400682746,0.18862733935367332,0.02305841042867886,0.02021461843225033,McSwain,eia923,12.4,3.8,1.453365674158389,0.0521489148758125
68005,12,-0.28643972788659405,-0.49135488747462,-0.5224668584954034,-0.49368381352001345,Goodyear Lake Plant,eia923,1.4,,1.4740109100419625,0.0495846107868443
68197,-12,0.03280965670781552,-0.1572311468674526,-0.14225153004850338,-0.11013061901228324,Trego,eia923,1.2,,1.4929221880933818,0.0922909353073922
68402,-8,0.009518213652881065,-0.1514970925692261,-0.15998271784679421,-0.0264163717248807,Sturgeon,eia923,19.2,,1.5115624478898382,0.0722390114485822
68648,10,0.16374840218457365,0.08866678238994892,0.05283201474976029,-0.0904269968155756,Niangua,eia923,3.0,,1.538425003584052,0.0698593523011174
68850,11,0.13887666762102793,-0.10805877149018214,-0.12722046185875538,-0.05577102584561598,Rainbow (CT),eia923,8.0,,1.565559669130852,0.0639182091136525
68853,-3,-0.027480221976397972,-0.13224045176152047,-0.200611941607502,-0.14012394379365828,Kleber,eia923,1.7999999999999998,6.1,1.567880265850771,0.0745353956496494
68933,-2,0.12357816311169101,0.1016213726405547,-0.10979963481144155,-0.10076393144000705,Spring Creek,eia923,297.0,,1.5769623218697746,0.0937205516988513
69341,4,0.15033657627914918,-0.029256334966363644,0.013356235207353786,0.0729843968426459,North Fork,eia923,40.8,3.7,1.621820684351862,0.0937584354970614
69348,1,0.40508158002744393,0.39833074164185744,0.2836957425532452,0.3087747528954779,Boyds Mill Hydro,eia923,1.4,,1.618853833870329,0.0540325856665027
69382,12,0.2388130561072991,0.04249037780925292,0.09545564065672578,0.01081116570145008,Johnsonville Dam,eia923,4.0,,1.6258210627799712,0.2056331464576371
69492,3,0.0684492280112089,-0.19263973549536223,-0.17579943278409516,-0.13740205894362115,Williams Hydro,eia923,13.0,,1.641655373132143,0.0806267199122516
70837,2,0.3242486980534754,0.26182782991670733,0.14534394701773568,0.09630479881988781,Combie South,eia923,1.5,,1.8367777441467923,0.0987291532765547
70897,-3,0.49013055134907074,0.48715325213768557,0.4256175843942889,0.4788676350439588,Abbott TP 3,eia923,2.8,,1.8416822286704289,0.2120851529484325
70908,-12,0.1319410911477771,0.06767596991340011,-0.03492738818642378,-0.04548710701330788,Potato Rapids,eia923,1.3,1.2,1.8500798480577656,0.1812247954530311
70969,0,0.1161329923388329,0.1161329923388329,-0.15094119260169528,-0.17751290089984492,Mahoning Creek Hydroelectric Project,eia923,6.7,66.6,1.857009188177644,0.1323406878580082
70998,-10,0.29845168818513557,0.11088932160301337,0.11937919767279413,0.0031448419175942365,Soft Maple,eia923,21.0,5.7,1.8618381651278315,0.0570136665016347
71119,7,0.2898614984068246,0.1532289386489121,0.21118210052367933,0.09659306559453398,Eagle,eia923,6.0,,1.8871626729515312,0.0640367746484998
71146,12,0.26203919368635126,0.11012124839211501,0.14227174655639954,0.022277096894229364,Moshier,eia923,8.0,9.8,1.8918361528591432,0.0540358611389633
71413,-5,-0.035333503475954035,-0.1929219332616601,-0.12295383483465996,-0.05790994744863905,Watertown,eia923,15.3,,1.928105733521448,0.0964228773011723
71509,10,-0.09775085927255979,-0.16330629040518904,-0.2698453959769081,-0.24241286288118735,Broadwater Power Project,eia923,9.7,,1.948655743079622,0.1232848336754098
71632,1,0.2724856087258024,0.2563595036475039,-0.05844875311834407,0.05224807983670395,Victoria Dam,eia923,12.0,4.0,1.9659928707317595,0.1114049185075499
71644,-5,0.4290320281628963,0.23390914464038318,0.14317018548956678,0.37765558585146997,Nine Mile,eia923,37.6,,1.9678219330198732,0.1108196984290254
71674,12,-0.02279862287746185,-0.05290979863053135,-0.04756609920856917,-0.22651620190661884,James B Black,eia923,389.4,,1.9676504768415268,0.1568691688243209
71750,11,0.16103209759808593,-0.005156902162782639,-0.20541109863765444,-0.05223544225773348,PHP 1,eia923,23.7,55.3,1.9856384307084691,0.0981481005074224
71912,-4,0.11880380618544305,0.01281780620572813,-0.07152669659335491,0.006205945768873925,Walters,eia923,108.0,8.8,2.012627663375961,0.0812058147919042
72017,12,-0.0781751218680848,-0.22146239906267462,-0.24108838918571834,-0.1535375561037095,Turners Falls,eia923,5.7,,2.034338783886415,0.0587193941949544
72090,3,0.2419513298919804,0.10672549409667356,0.006424748774233545,-0.07834733519486932,Sherman Island,eia923,36.3,1.0,2.049301697894808,0.0771719294101478
72135,12,-0.034954228619535975,-0.3661353820840418,-0.1904550914800687,-0.2610542841036623,Clam River Dam,eia923,1.2000000000000002,10.1,2.058022877686366,0.0920915966848951
72345,-7,0.3420409062296193,0.1058787620872779,0.2037915695692399,0.29528796846800565,PHP 2,eia923,11.8,29.3,2.1017390900794757,0.0773682633177742
72412,5,0.05204749051041784,-0.10668909055497552,-0.030149111874238316,-0.12435305058439473,Cedar Falls (WI),eia923,6.0,8.3,2.113598864463666,0.0524019503951879
72455,12,0.3791907468255072,0.32665306770743874,0.3288857193409185,0.1288221413393631,PEREIRA PASSOS,ons,99.9,,2.1122686681745084,0.0796017582545608
72709,-4,0.17457756031612096,0.1334607905531063,-0.1611191639535784,0.13165102386281363,Hadley Falls,eia923,55.50000000000001,,2.1663067561861107,0.0399476663270601
72851,11,0.06758974707290531,0.045160341164181314,-0.07031753420816764,-0.16438618124416474,Bliss,eia923,75.0,,2.1955397299000703,0.1630799498912612
72855,-5,0.6131411768187642,0.23745601497881905,-0.28662815362421873,0.2429752761549313,Mystic,eia923,12.4,266.5,2.19762763155575,0.0728600372917169
72944,-12,-0.2569332524307991,-0.41971720472119967,-0.401183307279201,-0.3974355968250618,Cascade Dam,eia923,1.6,3.2,2.2179914657361213,0.0544099478319833
72994,-1,0.253844749005359,0.24647727600312652,0.015700704370956567,0.22085013315623192,Marshfield 6,eia923,5.0,185.1,2.2336520104069835,0.0414513787347339
73076,11,0.005858794811770062,-0.0503282913174129,-0.10305174431702727,-0.06405358594875993,Rogers,eia923,6.8,,2.254248386811557,0.0326768744270021
73129,-4,0.034067790412352465,-0.07389037691406533,-0.3610109790283679,-0.10868762809291749,Hawks Nest Hydro,eia923,108.2,,2.2652454869910064,0.0567663412962061
73140,-11,0.15743981755885533,-0.01354963357290271,-0.06275920195787738,-0.13592484168942648,Ninth Street Hydropower Project,eia923,1.6,1.6,2.272486961846867,0.1683186479722385
73160,-6,0.509829253299291,0.30973459893088706,0.19737782787206062,0.509829253299291,Box Canyon Dam,eia923,5.0,64.2,2.277214929663281,0.0534511610851588
73293,-1,0.49132252085113975,0.489460885381991,0.36778833550100287,0.2887047164360864,Saluda Dam,eia923,2.4,,2.300873687280934,0.0490962151047349
73393,5,-0.13919243646739368,-0.3198981910747847,-0.1861422438513368,-0.2499873763655704,Normanskill Hydro Project,eia923,1.2,10.5,2.3259748984668,0.1726686346023796
73455,-12,-0.15826614933716807,-0.39383894181853407,-0.37162670540133025,-0.34905884238033336,Shawmut,eia923,8.8,,2.342612418304797,0.0510775010315361
73607,6,0.34249350311325844,0.18031119991730138,0.34249350311325844,0.16986221741611768,Gross Hydro Plant,eia923,8.0,718.5,2.375090388643324,0.1577230305414974
73737,3,0.45091133105211056,0.17812799942492002,0.2568771930855405,0.061856940067217446,Rolfe Canal Hydro,eia923,4.3,,2.410878785092006,0.2793568603936205
73787,12,0.1425845134702945,-0.17207820831127604,-0.10495351041838229,-0.13719036038473478,Thermalito Diverson Dam,eia923,3.4,,2.4235857943125714,0.0728740184622335
73807,0,0.53397780120422,0.53397780120422,0.4625751575443667,0.30840431860672735,Galesville Project,eia923,1.6,167.5,2.431957762749585,0.0897478456481714
73899,4,0.28902287634361595,0.1507286464470686,0.23970874929765668,-0.05002179737628739,Waterport,eia923,4.0,14.8,2.46355554572166,0.0669839887575705
73996,10,0.17708308723448463,-0.014940998969819501,-0.20441876879504675,-0.03542758162069761,Cowlitz Falls,eia923,70.0,1.6,2.4866698109674243,0.0702669172483807
74002,2,0.09330027470341105,-0.07246966769131943,-0.13846912048743587,-0.3377804045326001,Taylor Draw Hydroelectric Facility,eia923,2.3,16.6,2.484605413532317,0.0591684723609301
74081,-11,-0.033668193044141356,-0.14514501365343055,-0.2839382695215386,-0.2429563010201281,Hat Rapids,eia923,2.6,1054.9,2.5049907558287803,0.1886368900302532
74306,-1,0.24134984176478866,0.2399916215228439,0.06141111737011298,0.10404464896517703,Rio,eia923,10.8,26.2,2.564741190186098,0.0735483265111557
74349,-8,0.21332132107760657,0.10057290972325648,0.0716038244775587,0.19374218388938463,Fort Patrick Henry,eia923,59.4,,2.573232287524701,0.0338260539004233
74481,5,0.23908238583382918,0.005895169740925486,0.23450772684141016,0.09434050397646426,Crystal,eia923,28.0,,2.6147354683205917,0.2866399804348607
74494,-12,-0.128912826670622,-0.2416056313083769,-0.22905718155876487,-0.20924731329842258,Bear Creek Dam,eia923,15.4,85.2,2.617982078506792,0.0376857162235925
74595,-8,0.23410691230846634,-0.0900367467445482,0.13367670823086714,0.11101507997185221,Oneida,eia923,30.0,6.6,2.6545531523712036,0.1006311833929467
74642,-8,0.3143992756835773,0.1443547511247676,0.014046850946424196,0.15648222192523056,EHC West Hopkinton,eia923,1.0,110.4,2.6649617791745883,0.174823531427589
74746,-7,0.0932964484205924,-0.011118050616275367,0.02981193520763926,0.08316271938052973,Skelton,eia923,16.8,3.3,2.7010619883415417,0.0547164061961577
74765,-11,0.3112893999241537,-0.006372326426836713,-0.09346100517785037,-0.05370799228714015,Jackman,eia923,3.2,116.7,2.705129035976081,0.0435794658601774
74808,-11,0.09164332129258997,-0.08590543557354618,-0.17711745662739092,-0.11271686646273243,Stewarts Bridge,eia923,38.5,4.5,2.7193435642480464,0.0492602788672223
74830,6,0.2483644615446212,-0.00841216838903134,0.2483644615446212,-0.05557483481682898,Pontook Hydro Facility,eia923,10.5,1.0,2.7262049248142852,0.1558145397578104
75296,-6,0.2680366643265242,0.22497472450958425,0.11092960299096917,0.2680366643265242,Skookumchuck,eia923,1.0,159.2,2.8898997746931547,0.1091831053019655
75302,-3,0.4647531714259661,0.35919481843011203,0.44994935810835096,0.4497885649692825,Little Wood Hydro Project,eia923,2.8,103.6,2.889078136451066,0.3627041688194524
75319,9,-0.058789843752800414,-0.08566141618850616,-0.13218331031793523,-0.0955815745528049,Turner Shoals,eia923,5.4,14.5,2.8922089746200843,0.0396655791084548
75352,3,0.26029187325289055,0.03818083396410869,0.09384537573180114,-0.0851982567244408,Newfound Hydroelectric,eia923,1.4,2.8,2.9085238477579245,0.1039158222342581
75383,7,0.24697816567526373,0.12041447563019533,0.18154724374850853,0.17895583914596225,Rapids Energy Center,eia923,1.9,33.2,2.9212896399905692,0.0697662240661354
75390,-3,0.30950073713270565,0.22320776502908896,-0.013564363730047017,0.24112655117450696,Quail Creek Hydro Plant #1,eia923,2.3,1135.0,2.9182323797057466,0.1056570292558515
75542,-1,0.2725293984311248,0.2682043451212381,0.1357228400966566,0.1488519259552168,Tugalo,eia923,67.3,17.8,2.9792579899170235,0.0513865553210209
75585,2,0.12588639462608908,-0.028378111478782917,-0.0865211469044094,-0.052267425781212185,Curtis Palmer Hydroelectric,eia923,115.0,,3.005680424573179,0.0714807130690846
75708,0,0.4249056883890491,0.4249056883890491,0.2496519656046915,0.19409845451756458,Morgan Falls,eia923,16.8,1.3,3.047967333743772,0.0498071559221207
75883,12,0.19205004930519026,0.14534366381849398,-0.0918367496063571,0.01026578823191671,Vischer Ferry,eia923,11.6,2.3,3.112737972383626,0.1038880902305122
75912,5,0.13347222523669577,-0.0018561057066571855,0.12607176748488869,-0.014515838730275607,Wilson Lake Hydroelectric Project,eia923,8.4,29.0,3.127332268711249,0.1267006103779052
76096,1,0.17467221756841791,0.16897632055664705,-0.010279091530329009,0.07807391016403763,Spaulding 1,eia923,17.299999999999997,148.3,3.1993409970521887,0.1594163483666539
76099,2,0.31060457897878263,0.27089673659578367,0.11491921352025354,0.019666726047198105,Sly Creek,eia923,12.1,695.3,3.2002791547399005,0.1480305655822177
76104,1,0.743679715369657,0.7304113136359331,0.462877554478336,0.27793714773262845,Beardsley,eia923,10.0,122.0,3.20481925297607,0.1197560057469221
76123,0,0.0736465724139251,0.0736465724139251,-0.035529517567927604,-0.014988713638089098,Chalk Hill,eia923,19.0,,3.2193936527391376,0.0784415550410736
76126,6,0.31135553602890675,0.058298492277735106,0.31135553602890675,0.28745018480137796,Calderwood,eia923,156.60000000000002,3.9,3.2127663652749123,0.1246955009174547
76182,3,0.4843440382560419,0.44651059000149584,0.35140082275626,0.4060966772383035,Salt Springs,eia923,42.0,337.0,3.2370606262653867,0.1283570039569499
76208,12,0.07068667707534505,0.05928618139564673,-0.08059523066035032,-0.11874641755752613,Dells,eia923,13.5,1.1,3.256538446130154,0.0429513167581952
76298,7,0.04649699135343261,-0.1580076576212412,0.024505408191996998,-0.08994295808439623,Ketchikan,eia923,4.199999999999999,115.2,3.3046194435971437,0.0694832479389215
76375,-9,0.08292329588820388,-0.0008807886376996818,-0.040015808743299845,-0.268391226038655,Berrien Springs,eia923,7.199999999999999,1.7,3.3283185156338577,0.0305321976559554
76395,2,-0.023866378183788832,-0.08002665722659927,-0.19432503378871865,-0.06041285038980037,Hydro Plant,eia923,2.2,2.4,3.3379278238066923,0.0525534657915437
76397,3,0.008315416590468224,-0.28083745668303783,-0.30002889568767815,-0.21387432321769118,W K Sanders,eia923,1.8,280.7,3.3408821187848465,0.070711625493692
76428,5,0.13489282463453542,0.03975523994858866,0.08130211569734809,-0.1643928753544396,Michigamme Falls,eia923,17.3,6.1,3.3619383353050707,0.0818279342920805
76678,3,0.48518735264482266,0.40124847942658215,0.4123199359226859,0.41086450910720723,Scott Flat,eia923,1.0,612.1,3.463563859096513,0.1025169883185657
76864,1,-0.004722077348288173,-0.011221205150125625,-0.04922195369524447,-0.08815139087520285,Nimbus,eia923,13.4,1.2,3.5239664137462516,0.0411859862780179
77019,3,0.25901286792998063,0.04056616900997466,0.09002794280634885,0.24726121436152132,Rainbow Falls Hydro,eia923,49.0,2.9,3.610768396734133,0.0421981572176611
77021,-12,0.10665623765459188,-0.02211719980485632,-0.05308385271204026,-0.06803753385737141,Jim Falls,eia923,59.8,,3.6129886058713025,0.0510991080667255
77188,-12,0.16133588646601113,0.001406595520599804,-0.01323168421929932,0.041834609503707466,Kingsford,eia923,9.0,2.5,3.7059406534070334,0.0995371418545544
77206,0,0.13188013194446407,0.13188013194446407,0.05833699974314578,-0.018217105016081814,Point A,eia923,5.2,3.2,3.700631228464704,0.0312111532631256
77265,12,0.13774910645532149,-0.040664662536037115,0.13645497100334242,0.06852996799468838,Stark,eia923,41.0,29.3,3.7234608608792015,0.048697256082828
77418,-4,0.25114155528851634,0.17589857545511148,0.20931491811242536,0.2402088018328161,Jeffrey,eia923,30.6,7339.7,3.78764978178404,0.0657527859957403
77471,0,0.15225221736520606,0.15225221736520606,-0.12038993381842596,-0.02337585654007625,Flint River,eia923,5.4,0.3,3.800081202462659,0.0660450753901225
77487,2,0.36027453222147793,0.2090346316237398,0.1757206342575774,0.2601207153763297,Cheoah,eia923,265.0,3.4,3.8138052234445263,0.1117016641834864
77504,-6,0.19751906688842064,0.030861900068976583,-0.040055573967524925,0.19751906688842064,Morrow Point,eia923,173.2,11.1,3.8279740814016376,0.1409331852342403
77534,-2,-0.1642574977074541,-0.20109240412097104,-0.2644360732607259,-0.39566405513903824,Pelton,eia923,109.8,3.2,3.845767875259275,0.1776955442333492
77640,-3,0.5410139418059019,0.4945552600642385,0.3451861900302318,0.422088837390831,Bowman,eia923,3.6,552.1,3.888219129689624,0.1123569970327368
77648,-6,0.1312551441498245,-0.005737907896770594,-0.1984435202648984,0.1312551441498245,Mosinee Mill,eia923,3.4000000000000004,,3.895251322882698,0.070107714651175
77712,-3,0.0033628394626287516,-0.04053990892266083,-0.06228345642917601,-0.1293849729492566,Constantine,eia923,1.2,1.5,3.9284338904310574,0.1224550445411301
77818,11,0.0768256578172851,0.044017902661454056,-0.06032699039022696,-0.222487048340434,Loud,eia923,4.0,5.6,3.986174769597605,0.0571552783978519
77836,-12,0.057040672553082566,-0.10928390845290123,-0.3557272815358382,-0.038762613486523344,Alexander,eia923,4.199999999999999,,3.9938551455256097,0.0568813167037238
77847,-12,-0.14993856164671032,-0.4015037071981554,-0.4325750523971203,-0.3184780504552691,Diablo,eia923,182.4,15.4,4.002129443168424,0.0813760379306095
77975,4,0.4976097596831827,0.38586409382169706,0.4108052545121471,0.2609617131399913,LIMOEIRO,ons,32.0,2.1,4.0671043875209785,0.0435319741591818
78132,-1,0.39294360947482054,0.378070291183955,-0.06401113308437324,0.04451627750422932,Prickett,eia923,2.2,20.1,4.177871815688216,0.0848791495367907
78392,3,-0.1360469785241526,-0.20203411176734123,-0.3347107227692491,-0.2526741631625891,Upper Mechanicville,eia923,19.799999999999997,0.6,4.2729784544656315,0.0572811718217148
78393,-12,0.16613297669416396,0.045999061192973055,-0.14549417509767823,-0.08624287072649632,Mio,eia923,5.0,6.3,4.276297878114568,0.0458746430710626
78467,1,0.12054090244611979,0.06763986500619587,-0.11837681193895407,-0.16321122760766943,Rochester Hydro,eia923,2.6,24.2,4.338059346704921,0.0577707212533478
78631,-9,0.04540440062716372,-0.15318718907131934,-0.29988166842443303,-0.01972805975757627,Dexter,eia923,15.0,4.8,4.460066952394145,0.0304761470478479
78636,4,0.08884595965575533,-0.003952379072641761,0.010800948057292566,-0.06827999571823441,Marble Falls,eia923,44.0,2.0,4.449575589813819,0.0535328831502133
78641,0,0.16654324657294778,0.16654324657294778,0.12334920502585056,0.003155794827585996,Inks,eia923,15.0,26.1,4.451458790264204,0.0436043619254856
78696,0,-0.162716942143277,-0.162716942143277,-0.20019177791193493,-0.3284272112544341,Austin,eia923,18.0,11.1,4.4926960024917655,0.0454663759686988
78762,-1,-0.012634569129073304,-0.013413138799094688,-0.19043547085173,-0.10662211675097644,Dearborn,eia923,69.0,0.8,4.538409311467181,0.0312501382914081
78796,0,0.6667235360943465,0.6667235360943465,0.4128629817239107,0.3334990866587643,French Meadows,eia923,15.3,517.6,4.560372802964067,0.09874334638453
78905,-1,0.5070039321192806,0.4866422402906911,0.15878299470720197,-0.00023322648949152818,Rollins,eia923,12.1,140.8,4.600906040589291,0.0853891484551148
78924,10,0.6872389243183153,-0.2925868403173191,-0.26861476305963006,-0.1734147991125569,JAURU,ons,117.9,,4.586166739988633,0.1981165071262405
78949,-1,0.17282756752038744,0.14181628896726978,-0.1779653958412825,-0.1030871451511502,Webber,eia923,4.3,4.6,4.629635052241209,0.0388618763483583
79031,-11,0.26399957369609256,0.08932147807382246,-0.040896610879625976,0.05160342414043384,Wynoochee,eia923,12.8,150.8,4.69119816470557,0.0867984009720115
79215,-11,0.33960184450130526,0.026629312289407576,0.14637769721285,0.07879812593116424,Foster,eia923,20.0,13.9,4.84382553503346,0.0377926721014613
79219,3,0.33714685739726463,0.28409639932898784,0.11897557464492813,0.03236287956783605,Waterbury 22,eia923,5.5,185.0,4.8445202793416815,0.2064816923830195
79277,-4,0.5208261812597298,0.35521625391285,0.36203961453336614,0.47781126924534695,Wanship,eia923,1.9,192.2,4.88499159712259,0.1810583275706238
79323,4,0.29628302622228875,-0.06278211494931822,0.23817013195032716,0.050192611518192716,Wilder,eia923,37.4,6.5,4.925168872767644,0.0934349379954949
79413,-1,0.15701128645265092,0.15022238508171723,-0.10451956950440588,0.018474121078692375,Lake Lure,eia923,3.5999999999999996,108.6,4.985227800520861,0.0593803599619744
79466,-3,0.22216902453001916,0.17792799485677366,0.1209605831243148,0.18499074867824467,Tri-County Water Hydropower Project,eia923,8.0,316.3,5.0439204092340235,0.0781962124429334
79467,12,-0.0036871579341537105,-0.03726021703547166,-0.014114349145559861,-0.05893293278402664,Mojave Siphon,eia923,32.7,1304.8,5.041611470805289,0.0345961999086384
79492,-9,0.3009830001299891,-0.10404402658253985,-0.2199897936108198,0.19472229730463006,Copco 2,eia923,49.1,11.4,5.078551495015698,0.2455978696796852
79504,1,0.3546908282261004,0.3521466936351752,0.07398854674331747,0.018382663740443086,Narrows 2,eia923,56.900000000000006,15.0,5.088807241587162,0.0955765119108689
79536,-9,0.22345223437790207,-0.056200953026318605,0.10213632525973834,0.04843332439682625,Lawrence Hydroelectric Associates,eia923,16.3,1.1,5.127060685334871,0.0745407408402175
79577,7,-0.009311760806645149,-0.0617931520545803,-0.015033033842136688,-0.13260545962539558,Lower Salmon,eia923,108.0,0.4,5.176813965430694,0.0366463194037085
79607,0,0.045058678052077576,0.045058678052077576,-0.17645215456150712,-0.010059240710919721,Auglaize Hydro,eia923,5.0,2.4,5.2116172143559085,0.0458665826016922
79624,10,0.34849599002911585,0.27410593908443076,0.032347121746069046,-0.019196014537359987,Carter Hydro,eia923,2.6,131102.7,5.223551322070604,0.0982981363189651
79661,7,0.39279323159834895,0.26896815105312466,0.3809975601912143,0.19504349872690946,Swinging Bridge 2,eia923,13.0,143.4,5.262842968943532,0.1297370867631862
79663,6,0.3083742351761175,0.23285877983610911,0.3083742351761175,-0.004576630425231562,Bellows Falls,eia923,40.8,2.9,5.269000082565565,0.0840191609834169
79672,0,0.6051691381466539,0.6051691381466539,0.3020773345709026,0.3695466556366841,Cougar,eia923,26.0,160.1,5.279145253922018,0.1171885923149278
79673,-3,0.14709722842036085,-0.11221170130997202,0.026424978634316827,-0.10279837737940466,Alcona,eia923,8.0,11.6,5.281155963676039,0.0406319441900209
79985,0,0.6233955053899967,0.6233955053899967,0.4333680774743408,0.4451970559616174,Santa Felicia Dam,eia923,1.3,186.8,5.514942922904221,0.2836549641110931
80082,5,0.11278625087713563,0.02341186623751833,0.11118765129854663,0.0440722038715307,Summer Falls Power Plant,eia923,92.0,,5.640389033694902,0.0305821323746479
80102,-2,-0.070364342623327,-0.1005423865052948,-0.2454465742457235,-0.14179370200306937,Great Lakes Hydro America - ME,eia923,138.0,2.7,5.661027658366378,0.0371363455855474
80125,3,0.13574072685261113,-0.25219419115970126,-0.07531734660784539,-0.1173511022280788,Green Lake,eia923,18.6,170.4,5.704481719260316,0.0690796254955845
80127,10,0.2539985499118115,0.18540251492583318,0.06507975077346555,-0.06048126488995834,Tulloch,eia923,29.9,22.4,5.680480848106758,0.0576818686654951
80156,-2,0.6346567585631138,0.5842540958543749,0.2516837697702101,0.5659802527315885,Iron Gate,eia923,18.0,12.3,5.708561094875528,0.2271037954753955
80254,6,0.2867341730066773,0.105335370906765,0.2867341730066773,0.06588643804629588,Black Canyon,eia923,22.7,5.4,5.846067187852767,0.0686457401696686
80265,-11,-0.0508176997190869,-0.07537316309430561,-0.24335974159250764,-0.10928542916339394,Twin Branch,eia923,4.8,1.8,5.856977903613166,0.0521943923963052
80302,5,0.11617700604285248,-0.3440426452608016,0.09276940945056306,-0.05437336533370166,Soda,eia923,14.6,10.0,5.895139493457747,0.0754164683540566
80312,0,0.20801590263598216,0.20801590263598216,-0.14630090837820142,0.08708930276251274,Cobble Mountain,eia923,33.0,488.9,5.911852465064174,0.0998496468643848
80417,-7,-0.2013609415018778,-0.2701566888771079,-0.44978538668606444,-0.24634202930998486,St Croix Falls,eia923,23.2,1.6,6.029641259945537,0.0669064677048373
