month,date,scene_cloud,valid_frac,water_km2_scene,water_km2_filled
2020-04,2020-04-29,0.0005715,0.9999829467939972,560.5294434436399,560.5294434436399
2020-05,2020-05-04,0.017844,1.0,565.2332150194596,565.2332150194596
2020-06,2020-06-03,0.40676125,0.999924965893588,580.0717795366555,580.0717795366555
2020-07,2020-07-13,0.0006842500000000001,1.0,601.7825209660418,601.7825209660418
2020-08,2020-08-12,0.002398,1.0,596.1513391078973,596.1513391078973
2020-09,2020-09-26,0.0008069999999999999,1.0,574.0936528246917,574.0936528246917
2020-10,2020-10-26,0.0312265,1.0,564.5860294267583,564.5860294267583
2020-11,2020-11-05,1.5687579999999999,0.9990006821282401,558.7880471581237,559.2217282253979
2021-01,2021-01-04,25.727658666666667,0.8917360163710778,560.6695557884516,560.8363561989416
2021-03,2021-03-30,5.855054,0.9206377899045021,556.7597541665646,600.788390519521
2021-04,2021-04-09,1.51337025,0.9926398362892224,603.0568761021859,603.2103324798368
2021-05,2021-05-09,0.007928,0.9996214188267394,608.2810649587346,608.2810649587346
2021-06,2021-06-28,0.00025949999999999997,1.0,613.1116048465268,613.1116048465268
2021-07,2021-07-13,0.02807825,1.0,607.720615579488,607.720615579488
2021-08,2021-08-07,0.00064025,1.0,606.2060678522382,606.2060678522382
2021-09,2021-09-01,0.00096225,1.0,597.6391987694687,597.6391987694687
2021-10,2021-10-16,0.005346,1.0,581.9466161505637,581.9466161505637
2021-11,2021-11-30,0.0668165,1.0,560.209186655499,560.209186655499
2021-12,2021-12-05,0.01134625,1.0,558.5211665013396,558.5211665013396
2022-01,2022-01-29,25.930333,0.8945327421555253,548.3063093629283,567.174771797564
2022-02,2022-02-28,22.589232,0.6478274215552524,546.985250111847,561.0898928228866
2022-03,2022-03-15,20.902589,0.11969986357435197,11.816141079115916,560.2625627868558
2022-04,2022-04-04,12.375583,0.8584890859481582,550.7682834217616,563.6986512429511
2022-05,2022-05-24,8.45e-05,0.999993178717599,575.6815927325571,575.6949367653963
2022-06,2022-06-08,3.4545735,0.9778615279672579,503.57043926949393,520.8976659112014
2022-07,2022-07-23,0.039406,1.0,567.2481639781796,567.2481639781796
2022-08,2022-08-12,0.000255,1.0,567.1280676826268,567.1280676826268
2022-09,2022-09-06,0.000375,1.0,557.4136117756856,557.4136117756856
2022-10,2022-10-06,0.0033875000000000003,1.0,551.7824299175412,551.7824299175412
2022-11,2022-11-20,0.0072265,1.0,520.2571523349196,520.2571523349196
2022-12,2022-12-05,0.0408525,0.9991575716234652,511.85041164622055,512.9512943554549
2023-01,2023-01-29,20.2724635,0.8516848567530696,479.53116410966635,522.0185646696947
2023-02,2023-02-03,22.416551,0.8591200545702592,512.564317403118,526.7223362455144
2023-03,2023-03-25,16.712933999999997,0.8591814461118691,465.53994567776004,542.2814785360273
2023-04,2023-04-29,0.0145385,1.0,555.6588714573302,555.6588714573302
2023-05,2023-05-24,7.3e-05,1.0,560.9230924123965,560.9230924123965
2023-06,2023-06-18,0.0005275000000000001,1.0,569.4499293966484,569.4499293966484
2023-07,2023-07-28,0.0010035,1.0,566.4341779749881,566.4341779749881
2023-08,2023-08-22,0.0003235,1.0,566.974611304976,566.974611304976
2023-09,2023-09-16,5.8e-05,1.0,558.2676298773947,558.2676298773947
2023-10,2023-10-26,0.7538229999999999,0.975600272851296,548.4264056584811,548.4264056584811
2023-11,2023-11-20,1.094235,1.0,537.0639616958982,537.0639616958982
2023-12,2023-12-10,19.1301075,0.4812721691678035,186.22932230394323,531.192587246648
2024-01,2024-01-29,10.955695500000001,0.9985231923601637,547.6657957866464,547.6657957866464
2024-02,2024-02-23,0.16572900000000002,1.0,541.6743250418434,541.6743250418434
2024-03,2024-03-04,8.497344,0.8398635743519782,375.6612124892956,539.4058394591787
2024-04,2024-04-23,3.15e-05,1.0,537.53767486169,537.53767486169
2024-05,2024-05-08,5.45e-05,1.0,532.7738551380938,532.7738551380938
2024-06,2024-06-07,0.0003235,1.0,540.1931373966918,540.1931373966918
2024-07,2024-07-17,0.0001725,1.0,533.1608320904307,533.1608320904307
2024-08,2024-08-26,0.0002205,1.0,522.1386609652475,522.1386609652475
2024-09,2024-09-25,0.000599,1.0,518.9627811495168,518.9627811495168
2024-10,2024-10-10,0.000702,1.0,516.2939745816758,516.2939745816758
2024-11,2024-11-19,3.77876,0.9953956343792633,511.71697131782855,511.71697131782855
2024-12,2024-12-04,0.10027149999999999,1.0,509.77541453972424,509.77541453972424
2025-02,2025-02-07,4.7808085,0.9777148703956344,512.8111820106433,518.7225885584111
2025-03,2025-03-24,0.451289,0.9993894952251023,528.1034436443721,528.1034436443721
2025-04,2025-04-08,6.2103044999999995,1.0,528.6772370564579,528.6772370564579
2025-05,2025-05-08,0.22413825,0.9999283765347885,538.258252635007,538.258252635007
2025-06,2025-06-27,0.034904,0.999362210095498,557.1467311189015,557.5136920219796
2025-07,2025-07-07,5.5e-05,1.0,552.6698081013483,552.6698081013483
2025-08,2025-08-21,5.8e-05,1.0,546.2980324206279,546.2980324206279
2025-09,2025-09-15,5.3e-05,1.0,545.5440945652128,545.5440945652128
2025-10,2025-10-12,0.00043599999999999997,1.0,534.0548822906575,534.0548822906575
2025-11,2025-11-24,7.459388000000001,0.9997237380627558,520.3372165319548,520.8176017141662
2025-12,2025-12-31,35.316414,0.4586255115961801,403.93721807557074,514.7727548380064
2026-01,2026-01-28,28.965715,0.7061869031377899,498.1927940352944,512.7578058792865
2026-02,2026-02-07,16.4979665,0.8992257844474761,492.2613714382678,531.9064930035455
2026-03,2026-03-29,19.3018,0.8092360163710778,542.0212698956628,555.1451261930208
2026-04,2026-04-28,0.45725675,0.9784959072305593,572.6324812287987,573.920180397782
2026-05,2026-05-03,0.11779,0.9999658935879946,582.2602009222851,582.3002330208027
2026-06,2026-06-29,0.001606,1.0,603.1636283648995,603.1636283648995
2026-07,2026-07-19,0.00017099999999999998,1.0,602.2695781646728,602.2695781646728
2026-08,2026-08-11,7.3e-05,1.0,530.9724107048012,530.9724107048012
2026-09,2026-09-10,0.0078965,1.0,591.0205584812231,591.0205584812231
