name,iso3,gww_id,month,area_km2,n_obs,a0,z,alert_on,pred_gbm_area,pred_gbm_climate,pred_gbm_area+climate,pred_lo,pred_hi,p12
Ataturk,TUR,90461,2006-02-01,636.2150049669118,0,-0.004866195854847602,,False,0.04642363896161708,0.08410714526490497,0.08393504862267454,-0.1740333561733855,0.3235756025636479,-0.010827099547721921
Ataturk,TUR,90461,2006-03-01,625.142956970975,1,-0.029932979919559965,,False,-0.028609832177532032,0.08658779472171238,0.06780302608044451,-0.21243144704353015,0.3031548247615474,-0.03705875975714072
Ataturk,TUR,90461,2006-04-01,598.2904132710246,1,-0.06960821347702606,,False,-0.1379917555972026,0.052507157759708184,0.01767165821652579,-0.2043581078954306,0.2941778073039279,-0.005421990435433833
Ataturk,TUR,90461,2006-05-01,661.3831880112525,2,0.020656719177721408,,False,-0.04752159267620144,-0.04302384139923136,-0.08082000230216083,-0.31625638023845476,0.22489452378121308,-0.006674941232663858
Ataturk,TUR,90461,2006-06-01,652.3390180732754,1,0.009872208613506806,,False,-0.010608563333115065,-0.11161911200577618,-0.10365064416638542,-0.2652838170397205,0.14347131180079875,-0.04294257674978757
Ataturk,TUR,90461,2006-07-01,654.6675520299966,2,0.007865390481716038,,False,-0.030020133368441268,-0.12128716430050177,-0.14996536635470703,-0.36019869294613893,0.15380512793818196,-0.03294486517184585
Ataturk,TUR,90461,2006-08-01,652.5897904442746,0,0.00513896102918306,,False,-0.0007410200988573993,-0.17909680816172488,-0.1827848876899351,-0.37171258992815726,0.16552595681442278,-0.04942817842257234
Ataturk,TUR,90461,2006-09-01,650.5120288585526,2,0.007136459872297968,,False,-0.008160240695461347,-0.12891404217220126,-0.13659377889263652,-0.3491668547226133,0.19087607749971558,-0.04725812468443997
Ataturk,TUR,90461,2006-10-01,650.2340791529698,2,0.013049159503718813,,False,-0.013927501321965624,0.02066730530916104,0.017430692967531494,-0.24072999123590455,0.3064805469516069,-0.04939331391531644
Ataturk,TUR,90461,2006-11-01,657.3765866588856,1,0.03283885556007454,,False,0.0377287306308535,0.07126820839494982,0.10556736176227073,-0.22603395534861137,0.5615234973933395,0.02150596710777039
Ataturk,TUR,90461,2006-12-01,658.7600994474535,1,0.05014061110774372,,False,0.1262683737782387,0.06956876486499174,0.12077749376812784,-0.24676366001306327,0.5358222871568472,-0.013230925582225727
Ataturk,TUR,90461,2007-01-01,653.9836984466822,0,0.03913898834258866,,False,0.12177557407373935,-0.1057068455490448,-0.04364972095647081,-0.3110952559325507,0.27693613676283585,-0.04697281774441093
Ataturk,TUR,90461,2007-02-01,649.207297445911,2,0.015383508683646052,,False,0.08852561720244441,-0.1536606486792272,-0.11198005630294457,-0.3277230238325333,0.22963210080800692,-0.08201760588908251
Ataturk,TUR,90461,2007-03-01,650.8331723147483,0,0.010107626546355988,,False,0.05478505539634524,-0.1193409280324077,-0.10188138425962384,-0.319239821214242,0.2118580170341944,-0.06778003149499169
Ataturk,TUR,90461,2007-04-01,652.4590471835854,1,0.014818675292313134,,False,0.05413972285958777,-0.12469053279110565,-0.09323531704045047,-0.3021898171748092,0.21022790456461293,-0.08024824417360658
Ataturk,TUR,90461,2007-05-01,656.9348526238246,0,0.013723571896043152,,False,0.02822252552099227,-0.16630330834654025,-0.17448873501013915,-0.4392948998187241,0.14962475222195695,-0.08906713778523505
Ataturk,TUR,90461,2007-06-01,661.4106580640637,2,0.02401120908551567,,False,0.09787367805317444,-0.10547822546803175,-0.09041563042618402,-0.3505115806865755,0.23867827078424764,-0.06038143569787142
Ataturk,TUR,90461,2007-07-01,648.5034372097987,2,-0.0017419597262723191,,False,0.04965573000467684,-0.19231041295844578,-0.1634838205106336,-0.4043499700064372,0.12216141213551059,-0.06509832293161809
Ataturk,TUR,90461,2007-08-01,647.2501087123264,0,-0.003183433003765334,,False,-0.001569015360938244,-0.09260308450693652,-0.09456812313313369,-0.3310329920125066,0.1938708610530939,-0.046198501376867235
Ataturk,TUR,90461,2007-09-01,645.9967802148542,1,9.902201438953817e-05,,False,0.0035189932011611925,-0.15452999294718248,-0.15728649255304558,-0.37740764877893057,0.1652667563075162,-0.06140479085883659
Ataturk,TUR,90461,2007-10-01,643.9318016606621,0,0.0032264698325069245,,False,-0.0015645476132141994,-0.2000459843823044,-0.23168582895071413,-0.49024204834286267,0.06710262303194672,-0.14212141727917793
Ataturk,TUR,90461,2007-11-01,641.8668231064702,1,0.008665436596025549,,False,-0.027988593727245433,-0.0332760418388341,-0.04561444155416261,-0.3036692775089686,0.22861067527987344,-0.11623495019112084
Ataturk,TUR,90461,2007-12-01,641.7923574414398,1,0.02369479618612384,,False,0.022727181704898555,0.008660661892039788,0.027575141493692567,-0.27808186654677614,0.34968947344742424,-0.07183725673575225
Ataturk,TUR,90461,2008-01-01,639.8401053860005,1,0.017094874029857557,,False,0.016431698409404012,0.039346661464105925,0.05177028847149559,-0.27666798011461624,0.40557827764031895,-0.06639079940394207
Ataturk,TUR,90461,2008-02-01,639.826894113589,0,0.0007632716286029528,,False,-0.009710669036616135,-0.10355319486599807,-0.107269822350768,-0.3381921851099905,0.18487423554204607,-0.07109409520510489
Ataturk,TUR,90461,2008-03-01,639.8136828411775,2,-0.007067279757942171,,False,-0.033377687405079466,-0.17116484515346306,-0.17833196372853224,-0.43784286548031454,0.16294570797516358,-0.11195315595693053
Ataturk,TUR,90461,2008-04-01,638.4288250073707,1,-0.007048739879951734,,False,-0.04381901228084175,-0.2505336949464465,-0.2635101442390093,-0.5410525223230499,0.085654409283541,-0.19164989563456342
Ataturk,TUR,90461,2008-05-01,636.8893418064665,2,-0.017519233946790495,,False,-0.08388239346106854,-0.3073456407799223,-0.30550475009199485,-0.6057996621394514,0.07596848512790225,-0.16351511062411128
Ataturk,TUR,90461,2008-06-01,634.5708595044036,2,-0.017821130479216078,,False,-0.0961770639953673,-0.2623493359822058,-0.29262432038184594,-0.5928874765660053,0.07865152649952933,-0.17296550602126332
Ataturk,TUR,90461,2008-07-01,629.7506871020106,0,-0.03096987693801338,,False,-0.11913945565487426,-0.21286274215520032,-0.26909857462593245,-0.6004150520101157,0.06427703634002066,-0.17536649367283275
Ataturk,TUR,90461,2008-08-01,624.9305146996176,0,-0.0379706104712559,,False,-0.1364069324101622,-0.2187472120040509,-0.27647910183060576,-0.6112167591932699,0.05368858392277534,-0.18709538320333782
Ataturk,TUR,90461,2008-09-01,620.1103422972245,1,-0.04024741570885052,,False,-0.14389907602668497,-0.06255714348591326,-0.11261097666360124,-0.44525340600960056,0.1635121116810527,-0.11948377425044601
Ataturk,TUR,90461,2008-10-01,619.9854480426912,1,-0.034096164823540547,,False,-0.17163468053568037,-0.06311141218326133,-0.09547906962590995,-0.43991202471143864,0.1771347364588428,-0.10413153940526029
Ataturk,TUR,90461,2008-11-01,587.1785742706147,0,-0.07657132069247731,,False,-0.21296014688746132,-0.1596619281465244,-0.22687158094264548,-0.47438843105300277,0.120088696314262,-0.18100620140325213
