gww_id,name,reservoir_name,country,truth,lat,lon,n_plants,capacity_mw,match_method,gww_poly_km2,res_time_days,depth_avg_m,vol_mcm,dis_avg_m3s,elevation_m,wshd_km2,head_m,dam_height_m,glo_plant_type,ons_tipo,ba,state,n_area_months,area_mean,area_sd,area_p05,area_p95,area_cv,area_range_rel,pass_size,pass_months,pass_cv,storage_dam
75610,Eguzon Eguzon Hydroelectric Power Station France - Eguzon Hydroelectric Power Station France,,France,none,46.455,1.613,1,71.08280255,hydrolakes_pour,3.02304346068765,27.6,33.8,57.3,24.034,201.0,2424.8,53.0,60.99999999999999,STO,,,,223,2.03068796014361,0.08274718377368234,1.9156003068428327,2.165460158107416,0.040748350016233156,0.12304197206493177,True,True,True,True
75621,Asomata ASOMATA - Asomata Hydroelectric Power Plant Greece,,Greece,none,40.4744,22.2439,1,108.0,hydrolakes_pour,3.0223237451782845,11.9,29.0,55.0,53.406,85.0,6089.0,40.4,52.0,STO,,,,250,1.9103638558516949,0.13919437608301144,1.7593208878643731,2.207619987164157,0.07286275630510954,0.2346668661713761,True,True,True,True
75639,Erne Scheme,,Ireland,none,54.5,-8.19,1,65.0,hydrolakes_pour,3.0412441636725775,16.7,87.4,170.0,117.633,29.0,4362.0,29.0,18.0,ROR,,,,165,1.9310985096615128,0.15468011547170601,1.734518479140171,2.225060308627038,0.08009954681121818,0.25402216771056924,True,True,True,True
75653,Liapootah,,Australia,none,-42.3763,146.5099,1,87.3,hydrolakes_pour,3.037775786737399,3.4,9.9,19.05,64.83,230.0,2099.3,103.0,40.0,ROR,,,,236,2.0961847441195838,0.10475156799542945,1.9594224890174867,2.2896365369962473,0.049972488488568806,0.15753098523644363,True,True,True,True
75655,Cerna Principal,Ivanu,Romania,none,45.162083,22.732917,1,50.0,hydrolakes_pour,3.0402102194899423,1436.6,71.7,124.0,0.999,671.0,131.8,,110.0,STO,,,,189,2.277123431803887,0.16873644052622497,1.9833086366481174,2.555527347111166,0.07410070010678152,0.2512901595368283,True,True,True,True
75707,Castelnau lassouts Castelnau-Lassouts Hydroelectric Power Station France - Castelnau-Lassouts Hydroelectric Power Station France,,France,none,44.505,2.874,1,41.46496815,hydrolakes_pour,3.055198396116734,18.1,26.0,40.8,26.043,414.0,1647.4,51.6,60.0,STO,,,,234,1.7479023866948464,0.16294235283098255,1.4655323805315017,2.0345509091044276,0.09322165475103815,0.32554365329799545,True,True,True,True
75708,Morgan Falls,,USA,eia923,34.0,-84.3841,1,16.8,hydrolakes_pour,3.047967333743772,1.3,8.7,8.93,80.037,262.0,3524.9,,,,,SOCO,GA,266,1.3951049673629288,0.06948621063717055,1.2937377220522301,1.4995506051361758,0.04980715592212073,0.14752501632402587,True,True,True,True
75759,Ligga Ligga G3 - Ligga Hydroelectric Power Station Sweden,,Sweden,none,66.80939,19.896293,1,342.0,hydrolakes_pour,3.09030418652308,0.2,2.6,5.4,261.147,192.0,10370.9,40.0,-99.0,STO,,,,144,2.084995496784531,0.2648980845854158,1.824171181242441,2.7018944061592602,0.127049715452115,0.4209712808830711,True,True,True,True
75765,HarsprÃ¥nget Harspranget G1 - Harspranget Hydroelectric Power Station Sweden,,Sweden,none,66.885309,19.818399,1,871.0,hydrolakes_pour,3.09319732527406,0.3,3.4,6.4,258.112,285.0,10153.6,107.0,-99.0,STO,,,,149,2.043200405526979,0.2628472986569193,1.8049457804427351,2.6376424763812167,0.12864489354343397,0.40754528713188753,True,True,True,True
75883,Vischer Ferry,Vischer Ferry,USA,eia923,42.80746,-73.84269,1,11.6,hydrolakes_pour,3.112737972383626,2.3,20.0,43.2,215.927,65.0,8823.9,8.2296,30.0,ROR,,NYIS,NY,235,1.8319604244333816,0.19031886987226262,1.5413928774040133,2.0891174174759133,0.10388809023051222,0.2989827360715552,True,True,True,True
75912,Wilson Lake Hydroelectric Project,Wilson Lake Reservoir,USA,eia923,42.628889,-114.174722,1,8.4,gww_polygon,3.127332268711249,29.0,2.1,2.14,0.852,1218.0,337.4,12.192,,Canal,,IPCO,ID,240,1.8396513907669065,0.2330849540927294,1.3739794303124662,1.9805164628081613,0.12670061037790528,0.3297021574521488,True,True,True,True
76036,Smallwood,,USA,eia923,43.9599,-84.336,1,1.2,hydrolakes_pour,3.1720066552102657,6.1,2.6,3.1,5.919,219.0,958.5,,,,,MISO,MI,215,1.0340347215338128,0.1882998278988553,0.7224627624897497,1.2699115859120174,0.1821020358190147,0.5294298266988766,True,True,True,True
76057,AGUS 4,,Philippines,none,8.1336,124.1983,1,158.1,hydrolakes_pour,3.159413521494517,1.9,4.4,9.25,57.395,357.0,1864.2,240.0,,ROR,,,,123,1.8978487569175302,0.3928851121070909,1.379251409931354,2.408619255852495,0.20701602837162406,0.5423866586676968,True,True,True,True
76059,Nina,,China,none,36.06,101.27,1,160.0,hydrolakes_pour,3.1747674288454926,0.5,18.5,26.2,558.56,2225.0,134161.3,,45.5,STO,,,,234,1.9791927576297237,0.24751291554624058,1.7152528135835272,2.268458734926023,0.12505750872020238,0.27951088604680113,True,True,True,True
76096,Spaulding 1,Spaulding Main,USA,eia923,39.324613,-120.644807,3,17.299999999999997,hydrolakes_pour,3.1993409970521887,148.3,48.3,92.2,7.194,1517.0,313.9,101.86275052023124,84.0,STO,,CISO,CA,264,2.121118046623925,0.3381408934473961,1.5822797802666808,2.575719843870738,0.15941634836665394,0.46835680135071456,True,True,True,True
76099,Sly Creek,,USA,eia923,39.580413,-121.119479,1,12.1,hydrolakes_pour,3.2002791547399005,695.3,36.9,80.2,1.335,1088.0,62.8,68.58,83.0,STO,,CISO,CA,274,2.0352570644036296,0.30128025434887346,1.536822065314494,2.4863101326942916,0.14803056558221775,0.4665199713521281,True,True,True,True
76104,Beardsley,,USA,eia923,38.202569,-120.076983,1,10.0,hydrolakes_pour,3.20481925297607,122.0,65.8,120.6,11.443,1010.0,797.9,78.6384,87.0,STO,,CISO,CA,293,2.23674303930833,0.26786341226979643,1.7838179142852426,2.6338794805658527,0.11975600574692212,0.38004435527090114,True,True,True,True
76123,Chalk Hill,Round Island,USA,eia923,45.5136,-87.8011,2,19.0,gww_polygon,3.2193936527391376,,,,,,,8.53,13.0,ROR,,MISO,MI,218,1.7161573098642948,0.134618048080861,1.5970057068245012,1.9796338223035885,0.07844155504107367,0.22295631832803467,True,True,True,True
76126,Calderwood,,USA,eia923,35.4923,-83.9806,1,156.60000000000002,hydrolakes_pour,3.2127663652749123,3.9,32.3,50.7,149.677,343.0,4767.9,64.9,70.0,STO,,TVA,TN,241,1.8120553660855492,0.22595515156419943,1.567485655148525,2.2961845095526145,0.12469550091745477,0.4021393981897167,True,True,True,True
76163,Grimsel 1 (Oberaarsee),Grimsel,Switzerland,none,46.5654,8.3278,2,67.8,hydrolakes_pour,3.232047140263214,243.2,34.1,101.0,4.807,1834.0,99.8,492.99999999999994,100.0,STO,,,,116,2.573620384997377,0.23151380884270117,2.0821794619511924,2.888746598622751,0.08995647151082739,0.31339786604634806,True,False,True,False
76182,Salt Springs,,USA,eia923,38.497914,-120.21811,1,42.0,hydrolakes_pour,3.2370606262653867,337.0,110.2,175.0,6.011,1161.0,435.5,642.8232,101.0,STO,,CISO,CA,282,2.368966474294635,0.3040734391149183,1.768617570417045,2.751614093315646,0.12835700395694996,0.4149474184480767,True,True,True,True
76208,Dells,,USA,eia923,44.828056,-91.511111,1,13.5,hydrolakes_pour,3.256538446130154,1.1,8.1,14.9,156.266,239.0,14641.2,8.2296,12.0,STO,,MISO,WI,233,2.229320241495372,0.09575223984792404,2.1403596719322655,2.4069604974076153,0.04295131675819524,0.11958839314019805,True,True,True,True
76226,Vuhred HE Vuhred 1 - Vuhred Hydroelectric Poqwer Plant Slovenia,,Slovenia,none,46.58659,15.27548,1,72.3,hydrolakes_pour,3.2665282766407078,1.0,12.6,19.3,233.633,316.0,12920.4,17.4,33.0,ROR,,,,234,1.738815033815166,0.16321294950851772,1.5634907107027012,2.0599637884869066,0.09386446881035368,0.2855238010536893,True,True,True,True
76245,Thurlow Dam,,USA,eia923,32.535436,-85.887614,2,141.5,hydrolakes_pour,3.2664153476531177,1.9,10.3,22.5,139.707,92.0,8578.5,23.34179222614841,26.82783604240283,STO,,SOCO,AL,286,2.1807994600554848,0.05120124481760575,2.1136357703441284,2.245560902811169,0.02347819951143195,0.060493931185990044,True,True,False,False
76252,Lochaber,,United Kingdom,none,56.889722,-4.673333,1,65.0,hydrolakes_pour,3.2870924274224396,30.8,17.9,39.6,14.86,251.0,368.7,214.0,40.0,STO,,,,146,1.557646491784453,0.8392387690795803,0.3683335997888725,2.633358787319163,0.5387864149574408,1.4541330137979243,True,True,True,True
76298,Ketchikan,,USA,eia923,55.344641,-131.633425,1,4.199999999999999,hydrolakes_pour,3.3046194435971437,115.2,7.2,17.0,1.708,101.0,21.5,67.3608,10.0,STO,,,AK,179,2.5837450770754002,0.17952699980139802,2.362195521257775,2.9536567777301577,0.06948324793892156,0.22891625869757673,True,True,True,True
76301,Gezende Dam,,Turkey,none,36.5285,33.1943,1,159.0,hydrolakes_pour,3.291175700239165,7.7,15.9,26.81,40.194,312.0,3031.2,,75.0,STO,,,,257,2.5378309038073774,0.2533916423235088,2.134701284173728,2.944946210955965,0.09984575487017608,0.3192667114135415,True,True,True,True
76375,Berrien Springs,,USA,eia923,41.9439,-86.3289,1,7.199999999999999,hydrolakes_pour,3.3283185156338577,1.7,7.1,13.16,92.33,190.0,10130.6,,,STO,,PJM,MI,246,2.1301443172658683,0.06503798733047181,2.0599773506103514,2.2213115295852512,0.03053219765595547,0.07573861435922766,True,True,True,True
76395,Hydro Plant,,USA,eia923,41.9711,-85.5381,1,2.2,hydrolakes_pour,3.3379278238066923,2.4,2.1,3.72,17.939,252.0,2122.9,,7.620000000000001,ROR,,PJM,MI,210,1.8345971649828703,0.09641443935119035,1.7233384904007707,1.965832797755974,0.05255346579154371,0.13217850326148708,True,True,True,True
76397,W K Sanders,,USA,eia923,44.625282,-72.530859,1,1.8,hydrolakes_pour,3.3408821187848465,280.7,10.0,21.0,0.866,368.0,35.1,,,,,ISNE,VT,179,2.1551004639886293,0.152390656910846,2.0012440292440528,2.533665396378107,0.07071162549369209,0.24705176210145496,True,True,True,True
76418,Villalcampo VILLALC 21 - Villalcampo Hydroelectric Power Plant Spain,,Spain,none,41.491101,-6.084608,1,215.81,hydrolakes_pour,3.3495618673445433,2.7,40.0,66.5,281.85,605.0,62984.6,,50.0,STO,,,,262,1.695364959487558,0.19443634109865846,1.4980377838203038,2.1131076197335705,0.11468701179091781,0.36279494422202646,True,True,True,True
76428,Michigamme Falls,,USA,eia923,45.9553,-88.1958,2,17.3,hydrolakes_pour,3.3619383353050707,6.1,8.1,15.36,29.039,361.0,2709.5,18.284901734104047,,STO,,MISO,MI,191,1.7656855810062273,0.1444824037030516,1.6064293014855422,2.0668528460080315,0.08182793429208053,0.26076190997725857,True,True,True,True
76476,Dragan remeti Dragan (Remeti) Hydroelectric Power Station Romania - Dragan (Remeti) Hydroelectric Power Station Romania,,Romania,none,46.7889,22.7156,1,144.1401274,hydrolakes_pour,3.377075490441887,740.3,67.2,112.0,1.751,836.0,154.3,335.0,120.0,STO,,,,205,2.3686868908319854,0.2980218145728629,1.7607383966067143,2.8065881660147416,0.1258173107329457,0.44153145502514246,True,True,True,True
76503,MÃ¼hleberg Muehleberg Hydroelectric Power Plant Switzerland - Muehleberg Hydroelectric Power Plant Switzerland,,Switzerland,none,46.9691475,7.284493974,1,44.59,hydrolakes_pour,3.389685560498388,2.8,13.1,25.0,105.046,478.0,3203.8,19.0,29.0,ROR,,,,243,2.4227583276355946,0.09413351849581489,2.3200611844645898,2.607807057533827,0.038853862319681375,0.11876788113243324,True,True,True,True
76529,Daxia,,China,none,36.15,104.01,2,554.5,gww_polygon,3.3954126621088574,,,,,,,23.0,71.0,ROR,,,,254,1.5642740380197904,0.07726470560676313,1.4645072242952195,1.7066923287558362,0.0493933311739753,0.15482268360548773,True,True,True,True
76548,Colebrook Hydroelectric,Colebrook River Lake,USA,eia923,42.007778,-73.0356,1,3.0,gww_polygon,3.4042650985062175,38.7,16.9,27.61,8.26,199.0,306.5,,,,,ISNE,CT,240,2.246250831080777,0.42239033409356175,1.4252080852925513,2.7310271356426465,0.18804237187096773,0.5813326954772029,True,True,True,True
76549,Tokachi,Higashitaisetsuko,Japan,none,43.2407,142.9388,1,40.0,hydrolakes_pour,3.4063418969191432,78.4,61.5,112.0,16.541,313.0,610.6,,84.0,,,,,166,2.036346023834332,0.46143051303801247,1.427005668475772,2.8598255118821916,0.2265973010663302,0.7036229730291592,True,True,True,True
76573,La Bathie - Roseland,,France,none,45.68545,6.62249,1,546.0,hydrolakes_pour,3.4181081435104583,2702.1,95.4,187.0,0.801,1510.0,40.6,1250.0,150.0,STO,,,,153,2.8925173782067963,0.19007461147499694,2.597074488943673,3.094507819243772,0.06571252187007874,0.17197246040695544,True,True,True,True
76580,Platanovrysi PLATANOVRYSI - Platanovrisi Hydroelectric Power Plant Greece,,Greece,none,41.3355,24.4621,1,116.0,hydrolakes_pour,3.4173782792788723,28.3,44.8,73.0,29.817,228.0,4648.6,74.0,95.0,STO,,,,216,2.273069498999504,0.15924616390054505,2.0959058292605035,2.612771837247174,0.0700577628491507,0.2273868037093324,True,True,True,True
76645,Å½ilina,,Slovakia,none,49.21553,18.77683,1,72.0,hydrolakes_pour,3.4536868047761633,1.5,5.3,11.17,89.072,345.0,5641.2,26.6,,STO,,,,232,2.25046661153323,0.10300192980765147,2.113019146818166,2.435621629073151,0.04576914373214221,0.14334915283866304,True,True,True,True
76647,Cheboygan,,USA,eia923,45.637537,-84.481387,1,1.5,hydrolakes_pour,3.4510421376628004,36.6,64.7,102.3,32.364,178.0,3826.7,,,,,MISO,MI,206,1.6774700403975202,0.2288333471741571,1.4907739599380607,2.1657342163528703,0.13641575805427147,0.40236799475408824,True,True,True,True
76678,Scott Flat,,USA,eia923,39.272108,-120.932508,1,1.0,hydrolakes_pour,3.463563859096513,612.1,24.1,60.4,1.142,938.0,47.0,,,,,CISO,CA,275,2.5889377083508482,0.2654100968044982,2.0825674960392,2.878391112494846,0.1025169883185657,0.30739388355642794,True,True,True,True
76685,Latyan,,Iran,none,35.7898,51.6785,1,45.0,hydrolakes_pour,3.4636360636237575,166.1,74.0,95.0,6.62,1578.0,706.7,,107.0,STO,,,,280,2.275013461046727,0.5693856693669073,1.175991610550481,2.9583326347371517,0.25027793422590766,0.783441968456143,True,True,True,True
76688,Shamaldy-Say Hydroelectric Power Plant Kyrgyzstan,,Kyrgyzstan,none,41.3121,72.1917,1,240.0,hydrolakes_pour,3.4701952906656413,0.3,6.9,8.6,362.522,569.0,57301.1,,37.0,,,,,276,2.0448728777628364,0.09028008658505342,1.916966388645314,2.1715162894616644,0.04414948604718306,0.1244820172366103,True,True,True,True
76701,Hpp galceag GALC1,,Romania,none,45.5879,23.6279,1,148.7,hydrolakes_pour,3.4779802673771516,993.7,91.3,136.0,1.584,1234.0,184.1,379.0,91.0,STO,,,,186,2.7720898558106257,0.24254167234168172,2.2730112272853344,3.08139206126162,0.08749415962591757,0.2916142246550285,True,True,True,True
76803,Sir Adam Beck 2,Sir Adam Beck Reservoir,Canada,none,43.1456,-79.0436,2,1949.0,gww_polygon,3.5014092830379027,4621.6,15.8,115.0,0.288,194.0,27.9,89.55413032324269,18.538224730631093,Canal,,,,230,2.8449487749743594,0.10370563014738698,2.6460802213821157,2.9624905795437946,0.03645254742708738,0.11121829712541328,True,True,True,True
76864,Nimbus,,USA,eia923,38.63735,-121.220198,1,13.4,hydrolakes_pour,3.5239664137462516,1.2,5.9,9.59,94.624,39.0,4919.8,12.6492,26.5176,ROR,,BANC,CA,297,1.8231303697859789,0.0750874223930431,1.7127613561561432,1.9458178001097854,0.04118598627801794,0.12783312033850944,True,True,True,True
76923,Lee Creek Water Treatment Facility,,USA,eia923,35.484488,-94.392858,1,1.3,hydrolakes_pour,3.558290347597799,24.8,10.6,23.4,10.919,132.0,1183.9,,,,,MISO,AR,272,2.0759471021653444,0.11571646031588127,1.8645798656686206,2.2235580058306796,0.05574152645565086,0.17292258544912928,True,True,True,True
76963,Kvittingen,Holmavatnet,Norway,none,60.464284,5.915178,1,48.0,hydrolakes_pour,3.6026322024253075,308.0,23.9,70.2,2.638,606.0,32.6,251.0,36.0,STO,,,,140,2.814660557665083,0.29240828795134605,2.275051995078017,3.270786950142857,0.10388758500737827,0.3537673316781252,True,True,True,True
77019,Rainbow Falls Hydro,,USA,eia923,44.5178,-74.8228,2,49.0,hydrolakes_pour,3.610768396734133,2.9,6.5,15.0,59.063,356.0,2460.9,30.69336,20.219591836734693,ROR,,NYIS,NY,167,2.532054944653661,0.1068480526382515,2.434771015757287,2.8193159030046915,0.04219815721766115,0.1518706724983818,True,True,True,True
77021,Jim Falls,Old Abe Lake,USA,eia923,45.051,-91.274,1,59.800000000000004,gww_polygon,3.6129886058713025,,,,,,,16.1544,,STO,,MISO,WI,217,2.19395655892064,0.1121092232979872,2.100568557413307,2.443477896107719,0.051099108066725595,0.15629723264124826,True,True,True,True
77030,Yunnan Baoshan Dengke,,China,none,24.6594,98.5221,1,120.0,gww_polygon,3.59734755197345,,,,,,,47.5,76.2,ROR,,,,196,1.634282982674818,0.5894207923280655,0.7280947074963513,2.132059544107112,0.36066017854714805,0.8590708289166071,True,True,True,True
77040,CALIMANESTI (Olt),,Romania,none,45.240308,24.346887,2,75.0,gww_polygon,3.6170199629840787,,,,,,,14.26,29.0,ROR,,,,202,2.1359481691251663,0.0837090959336696,1.9878439488375983,2.265377123954163,0.039190602629629756,0.12993441466804675,True,True,True,True
77051,Kindaruma,,Kenya,none,-0.8107996988,37.80663303,1,72.0,hydrolakes_pour,3.5966835321368844,1.9,7.6,16.0,96.249,779.0,9794.7,36.0,24.0,STO,,,,190,2.0191102353630477,0.1929409678993763,1.6555189017215934,2.2726794317244696,0.09555742154151597,0.30565965106501836,True,True,True,True
77068,Lubuge,,China,none,24.82,104.54,2,834.4,hydrolakes_pour,3.6179174544708808,10.8,26.9,110.0,118.175,1132.0,7104.0,312.0,84.14477468839884,STO,,,,195,1.9926206899355339,0.27504659586200086,1.4895453624965995,2.360659552314154,0.13803259057342182,0.43717010177473226,True,True,True,True
77116,Murray 2,,Australia,none,-36.2423,148.1362,1,552.0,hydrolakes_pour,3.6412756459771782,50.2,10.1,26.6,6.137,298.0,779.4,264.3,43.0,STO,,,,282,2.5349268069524533,0.18983240008727403,2.1941208039574165,2.789909250922371,0.07488673817588243,0.23503181446143015,True,True,True,True
77180,Sautet le Sautet (Le) Hydroelectric Power Station France - Sautet (Le) Hydroelectric Power Station France,,France,none,44.817,5.908,1,76.0,hydrolakes_pour,3.6963669538351107,84.9,67.0,130.0,17.722,750.0,984.1,92.0,126.0,STO,,,,240,2.6395524049546535,0.21981648021335456,2.254086127306295,3.0313387064315243,0.08327793750210878,0.29446378017207137,True,True,True,True
77188,Kingsford,,USA,eia923,45.807956,-88.125121,1,9.0,hydrolakes_pour,3.7059406534070334,2.5,8.8,15.04,68.345,322.0,6164.2,9.144,,ROR,,MISO,MI,206,1.8313249924941535,0.18228485555968144,1.6931587390374288,2.270879980821004,0.09953714185455446,0.3154662575738421,True,True,True,True
77198,Da Chao Shan,,China,none,24.0256,100.3698,1,1350.0,gww_polygon,3.692861282353463,,,,,,,72.5,115.0,STO,,,,187,1.2562081095004447,0.22869499761496462,1.0129347751955817,1.725800371652204,0.18205183988655319,0.5674741239651023,True,True,True,True
77206,Point A,,USA,eia923,31.361146,-86.518307,1,5.2,hydrolakes_pour,3.700631228464704,3.2,7.1,15.28,54.798,53.0,3263.9,12.192,,ROR,,SOCO,AL,288,2.2458961445101715,0.07009700877937006,2.136360156193337,2.3416494494050477,0.031211153263125697,0.09140640528437435,True,True,True,True
77265,Stark,,USA,eia923,44.4553,-74.7614,2,41.0,gww_polygon,3.7234608608792015,29.3,11.6,141.8,56.056,413.0,2320.6,27.989560975609752,18.0,ROR,,NYIS,NY,190,2.311190437071618,0.11254863257025975,2.192079157522384,2.5789965694752706,0.048697256082828,0.16741044171294173,True,True,True,True
77319,Bakaru,,Indonesia,none,-3.44833333,119.6066667,1,126.0,hydrolakes_pour,3.719777519387822,11.1,18.1,28.85,30.035,617.0,1043.6,322.2,16.5,STO,,,,163,1.3817635563874489,0.09774465048245835,1.2405690740589324,1.5904665922914198,0.07073905664295187,0.2532253196395459,True,True,True,True
77325,Raasakka,,Finland,none,65.33444444,25.41166667,1,64.0,hydrolakes_pour,3.7628594957390624,462.5,6.1,17.14,0.429,14.0,42.6,21.0,,ROR,,,,174,2.5331893556583984,0.21179831207648178,2.3443079994955007,3.03595612200974,0.08360934866688381,0.27303451317972005,True,True,True,True
77341,Kjela,,Norway,none,59.736731,7.434555,1,62.0,hydrolakes_pour,3.761502132008777,627.1,34.6,110.2,2.034,879.0,53.9,174.0,55.0,STO,,,,121,3.0030139969536305,0.314412973835713,2.423132008090218,3.4117804975584143,0.10469913698526388,0.32921874172785015,True,True,True,True
77355,Salakovac Hydroelectric Power Plant Bosnia and Herzegovina,,Bosnia and Herzegovina,none,43.4478,17.8369,1,210.0,hydrolakes_pour,3.752678295663639,8.7,38.8,68.0,90.774,121.0,2880.3,45.0,70.0,STO,,,,233,2.1481310027667537,0.21708304098406372,1.8893906088935224,2.5717300211769487,0.10105670497025773,0.3176432961512056,True,True,True,True
77358,Rapides-des-Ãles,,Canada,none,47.5768,-79.3546,1,176.0,gww_polygon,3.7583881256037146,,,,,,,26.219999999999995,34.0,ROR,,,,193,2.243676131315409,0.16651718712798977,2.105489318967412,2.6714165611152576,0.07421623148005994,0.2522321444922878,True,True,True,True
77374,Ruskin,,Canada,none,49.195,-122.4083,1,105.0,hydrolakes_pour,3.766360995063504,9.9,17.3,47.38,55.584,49.0,998.3,,58.0,STO,,,,224,2.816088491642641,0.1879452348725708,2.5910871973106038,3.141508190189457,0.06673981852144896,0.19545585819208028,True,True,True,True
77401,Parteboda,,Sweden,none,62.517539,15.691329,1,30.0,hydrolakes_pour,3.787667174994498,4.0,6.0,17.36,50.401,152.0,5971.5,,,ROR,,,,173,2.6777476434176712,0.1598179363594921,2.52044105668962,3.0467011241125728,0.05968371842370955,0.19653086754331892,True,True,True,True
77418,Jeffrey,,USA,eia923,40.959405,-100.397905,1,30.6,hydrolakes_pour,3.78764978178404,7339.7,17.2,26.0,0.041,844.0,39.7,,30.0,Canal,,SWPP,NE,276,2.0608249371989187,0.1355049810703256,1.8756396458557951,2.2473640854028583,0.06575278599574037,0.1803765243894576,True,True,True,True
77470,Necaxa,,Mexico,none,20.2171,-97.9872,1,109.0,hydrolakes_pour,3.79188343421514,135.8,21.0,43.1,3.674,1292.0,119.9,390.0,50.0,,,,,184,1.5557684942796748,0.4552016059721242,0.8758392711125975,2.311024334449399,0.2925895514955031,0.9224926900202438,True,True,True,True
77471,Flint River,,USA,eia923,31.6,-84.1376,1,5.4,hydrolakes_pour,3.8000812024626596,0.3,1.8,3.95,139.212,62.0,10843.0,7.315199999999999,,ROR,,SOCO,GA,287,2.30521831511007,0.15224831741213574,2.10911519491286,2.4732626653704863,0.0660450753901225,0.15796658740334482,True,True,True,True
77483,Paradela Paradela - Paradela Hydroelectric Power Plant Portugal,Barragem de Paradela,Portugal,none,41.7686,-7.9504,1,54.0,hydrolakes_pour,3.8177045429920917,318.1,73.2,164.5,5.985,704.0,217.9,,110.0,STO,,,,232,2.654199998750962,0.5101946809611362,1.8919797016130468,3.376262730940182,0.19222164162505775,0.5592204920599889,True,True,True,True
77487,Cheoah,,USA,eia923,35.4478,-83.9383,2,265.0,hydrolakes_pour,3.8138052234445268,3.4,23.8,43.2,146.613,398.0,4676.3,57.3,72.0,STO,,TVA,NC,260,2.017847061885665,0.22539687488038734,1.7915007065483286,2.461091788988014,0.11170166418348644,0.33183440662443314,True,True,True,True
77488,VittjÃ¤rv Vittjarv Hydroelectric Power Station Sweden - Vittjarv Hydroelectric Power Station Sweden,,Sweden,none,65.8460275,21.5538235,1,33.0,hydrolakes_pour,3.8403968378838065,0.2,3.8,7.85,501.329,12.0,24604.3,6.0,,ROR,,,,163,2.5014389088596793,0.21877444116498615,2.329599448994025,2.8815515957867652,0.08745943800191305,0.22065385840038618,True,True,True,True
77504,Morrow Point,Morrow Point,USA,eia923,38.451753,-107.539299,1,173.2,gww_polygon,3.8279740814016376,11.1,26.0,52.0,54.443,2192.0,9452.6,104.851,143.0,STO,,WACM,CO,248,2.3664935261264177,0.333517470473205,2.0262791668173303,3.024004178088101,0.14093318523424034,0.4216047921770111,True,True,True,True
77534,Pelton,Simtustus Lake,USA,eia923,44.694374,-121.231379,1,109.8,hydrolakes_pour,3.845767875259275,3.2,24.3,39.2,143.762,482.0,20563.4,45.72,62.0,STO,,PGE,OR,264,1.9823848596537883,0.35226095651613154,1.628625537309741,2.6835002959606937,0.17769554423334924,0.5321240996741573,True,True,True,True
77561,Vinh Son,,Vietnam,none,14.3656,108.6943,1,66.0,hydrolakes_pour,3.8365534519817177,372.4,10.2,25.74,0.8,780.0,18.3,88.0,,STO,,,,217,2.3815871242839353,0.20263294647739366,2.0035488980679768,2.6683240548391347,0.08508315501509049,0.2791311516562863,True,True,True,True
77600,Khodjikent,,Uzbekistan,none,41.599,69.8644,1,165.0,gww_polygon,3.8752402653527187,,,,,,,,,STO,,,,277,1.9517300340502681,0.10175409436260612,1.7806406118510256,2.072176165162999,0.05213533254465734,0.14937288878368757,True,True,True,True
77640,Bowman,Bowman Lake,USA,eia923,39.448352,-120.653417,1,3.6,hydrolakes_pour,3.888219129689624,552.1,27.0,78.9,1.654,1683.0,73.3,41.148,53.0,STO,,CISO,CA,233,2.875004439914376,0.32302686532456476,2.33478815366494,3.300591567984051,0.11235699703273683,0.33593110358739997,True,True,True,True
77648,Mosinee Mill,Half Moon Lake,USA,eia923,44.7881,-89.6917,1,3.4000000000000004,gww_polygon,3.895251322882698,,,,,,,6.7056,,ROR,,MISO,WI,220,2.305003035353744,0.16159849507267257,2.156402005827603,2.6265296452995908,0.07010771465117502,0.20395966177104752,True,True,True,True
77652,Bowatenna,,Sri Lanka,none,7.6642,80.6772,1,40.0,hydrolakes_pour,3.8724341753074243,14.1,6.5,15.15,12.403,253.0,499.2,50.89,30.0,STO,,,,229,2.2809919575687387,0.36880167908412237,1.4915505513790952,2.683404881611492,0.16168477835284448,0.5225157968127031,True,True,True,True
77712,Constantine,,USA,eia923,41.8436,-85.6694,1,1.2,hydrolakes_pour,3.9284338904310574,1.5,3.0,4.57,36.102,240.0,4250.8,,,,,PJM,MI,206,1.6805150957277692,0.2057875508993856,1.3697820685212303,2.0194123537683217,0.12245504454113017,0.3865661706333917,True,True,True,True
77719,Central de l'embassament de Sau,,Spain,none,41.96761928,2.414154641,1,55.56,hydrolakes_pour,3.931672532521054,79.9,84.2,168.5,24.405,401.0,1520.5,,84.0,STO,,,,268,2.7786545081374077,0.3731725060640549,2.011050253068427,3.1936734350324127,0.1342997141138646,0.42561001322784947,True,True,True,True
77755,Amir Kabir,,Iran,none,35.9564,51.089,1,90.0,hydrolakes_pour,3.944970933216776,279.6,58.6,205.0,8.487,1718.0,849.2,147.0,180.0,STO,,,,264,2.8396174289170215,0.5463165400673176,1.6442921101538412,3.5039140246866696,0.1923908955142851,0.6548846670665964,True,True,True,True
77761,Edensforsen,,Sweden,none,63.68385,17.00645,1,60.0,hydrolakes_pour,3.97173144253034,1.9,8.8,28.89,171.653,198.0,10948.1,28.5,,ROR,,,,162,3.036188489689848,0.19526346406106931,2.8343079099856388,3.4690747954524044,0.06431203620069577,0.20906702190008242,True,True,True,True
