gww_id,name,reservoir_name,country,truth,lat,lon,n_plants,capacity_mw,match_method,gww_poly_km2,res_time_days,depth_avg_m,vol_mcm,dis_avg_m3s,elevation_m,wshd_km2,head_m,dam_height_m,glo_plant_type,ons_tipo,ba,state,n_area_months,area_mean,area_sd,area_p05,area_p95,area_cv,area_range_rel,pass_size,pass_months,pass_cv,storage_dam
85058,Kamchay,Kamchay Dam Reservoir,Cambodia,none,10.7041,104.1175,1,193.0,gww_polygon,16.520417362699515,,,,,,,122.0,112.0,STO,,,,156,11.977844219865903,3.1048356089737816,2.4803608264342505,14.178037541460267,0.25921489309605844,0.9766095217388774,True,True,True,True
85070,Stewartville,,Canada,none,45.4071,-76.5064,1,182.0,hydrolakes_pour,16.685483598820117,4.2,10.1,35.5,97.401,145.0,8140.0,46.0,62.0,ROR,,,,210,13.467121289689926,0.31604300432064353,12.983240697637815,14.004956138350613,0.023467747673929226,0.07586739725103661,True,True,False,False
85123,River Pujon,,North Korea,none,40.6604,127.5171,1,202.3,hydrolakes_pour,16.90000216341681,978.4,76.7,787.0,9.31,1195.0,774.3,,80.99999999999999,,,,,241,13.764350024413604,1.428298140158989,11.205940801152371,15.649300223730172,0.10376793220352866,0.3228165089304389,True,True,True,True
85153,Grundfors,,Sweden,none,64.9654,17.5797,1,100.0,hydrolakes_pour,17.055162643391476,13.6,18.2,223.64,190.797,280.0,8368.8,35.0,,STO,,,,162,12.621008191132306,0.8231864340378788,11.788104042803882,14.598759116916172,0.0652235084211625,0.22269655732313803,True,True,True,True
85163,RoÃhaupten,,Germany,none,47.651451,10.735525,1,45.5,hydrolakes_pour,17.1113346158877,44.8,13.4,165.0,42.607,773.0,1577.5,35.4,41.0,STO,,,,186,13.901159373260725,1.269724131421172,11.629406372190005,14.668281008647613,0.09133944136080638,0.21860584105689557,True,True,True,True
85204,River Changja,,North Korea,none,38.2021,125.7837,1,81.0,hydrolakes_pour,17.33107312672817,485.4,15.9,182.0,4.34,80.0,303.3,,26.0,,,,,275,13.163583568092315,2.013372071288892,8.907857861465619,14.837863735326254,0.1529501492412125,0.4504856784010237,True,True,True,True
85212,Frunzaru,,Romania,none,44.045417,24.57125,1,53.0,hydrolakes_pour,17.42203750504963,6.7,6.0,96.0,166.75,65.0,23072.9,13.5,30.0,STO,,,,266,13.196757744057512,0.37847630715857755,12.581889474881432,13.620992652657108,0.028679491925128735,0.07873927808090461,True,True,False,False
85213,Jean-Lesage (Manic-2),,Canada,none,49.3213,-68.3467,3,1648.0,hydrolakes_pour,17.447635116406687,57.3,37.0,4250.0,858.599,107.0,45511.4,61.75904733009709,77.27063106796116,ROR,,,,207,12.976639460400914,0.6905680806417523,12.343655652250982,14.40983397688253,0.05321624930314718,0.1592229121365843,True,True,True,True
85223,Leesville,,USA,eia923,37.0933,-79.4025,1,40.0,hydrolakes_pour,17.429082851411607,27.3,13.2,117.1,49.663,187.0,3846.8,23.4696,27.0,STO,,PJM,VA,276,9.67306754241074,0.38862535526065795,9.059411548098232,10.277240376129274,0.04017602002226938,0.12589892737661298,True,True,True,True
85236,Gelantan Dam,戈兰滩水库,China,none,22.7049,102.0574,2,675.0,gww_polygon,17.459545321763095,,,,,,,,105.4,STO,,,,179,8.396632030871983,1.927218671936592,3.5648830383371393,9.904315226748745,0.22952282115624068,0.7549970232235198,True,True,True,True
85240,Jordan Dam,Lake Jordan,USA,eia923,32.6189,-86.2548,1,100.0,hydrolakes_pour,17.56317015744435,7.0,26.2,289.9,476.363,78.0,26189.8,27.432,38.0,ROR,,SOCO,AL,284,11.799369131510531,0.1560776849444343,11.602339687408703,12.029319655468113,0.013227629647387221,0.036186677719840826,True,True,False,False
85242,Yale,,USA,eia923,45.96277,-122.335467,2,206.0,hydrolakes_pour,17.62059247154746,75.1,36.6,495.9,76.467,142.0,1544.2,72.2376,98.0,STO,,PACW,WA,237,14.646456703846004,0.42307005565460154,13.952192916910187,15.357983049480522,0.028885488429669672,0.09598158523905576,True,True,False,False
85264,Zhikong,直孔水库,China,none,29.97,91.877,1,100.0,gww_polygon,17.723511905659024,,,,,,,,58.0,STO,,,,200,12.94273213564586,2.0778961891107084,9.960736723180387,14.187388638569235,0.16054540628156316,0.326565664118794,True,True,True,True
85265,Sutami / Karangkates - Brantas,,Indonesia,none,-8.1606,112.4443,1,105.0,hydrolakes_pour,17.672931935810833,41.9,32.4,343.0,94.687,275.0,1991.5,78.0,97.0,STO,,,,224,11.444337016998487,1.2114315336144892,8.900930301717313,12.589457009202345,0.10585423444059078,0.3223014755687808,True,True,True,True
85283,Cushman 1,Upper Cushman,USA,eia923,47.4181,-123.2252,1,50.4,hydrolakes_pour,17.909180574991847,530.2,45.9,595.5,12.999,214.0,235.7,79.24,79.0,STO,,TPWR,WA,192,15.318335040134258,0.4032940493434816,14.89555175936554,15.99621428710642,0.026327538096460577,0.07185262137543855,True,True,False,False
85302,Roznow Roznow Hydroelectric Power Plant Poland - Roznow Hydroelectric Power Plant Poland,,Poland,none,49.7614,20.6631,1,50.0,hydrolakes_pour,18.052889367581976,28.2,13.1,167.0,68.526,265.0,4809.4,29.7,49.0,STO,,,,220,12.67345258821202,1.0798166427937017,11.207908278773026,14.43158830715065,0.08520303644786373,0.2543647838613505,True,True,True,True
85304,Cabinet Gorge,Cabinet Gorge Reservoir,USA,eia923,48.084444,-116.053056,1,265.2,gww_polygon,18.04814376303066,,,,,,,33.8,63.0,STO,,AVA,ID,199,11.59082854808821,0.7859204908447194,10.738008196070233,13.181102128814132,0.06780537625796812,0.21077819610633985,True,True,True,True
85308,Green Peter,Green Peter Lake,USA,eia923,44.4494,-122.5494,1,80.0,hydrolakes_pour,18.04692752330675,167.7,48.0,530.4,36.6,291.0,720.6,,115.0,STO,,BPAT,OR,238,12.685436353596009,0.8890113105313067,10.970470306630338,13.708255327417831,0.07008125583944094,0.2158211152122803,True,True,True,True
85314,Magic Dam Hydroelectric Project,,USA,eia923,43.2547,-114.3569,1,9.0,hydrolakes_pour,18.066240664890174,134.9,19.3,240.5,20.639,1456.0,4127.1,38.1,39.0,STO,,IPCO,ID,253,8.122605088435854,3.688969847206893,2.9736040124477974,14.397641590526998,0.45416092584125206,1.4064499570887168,True,True,True,True
85319,Lower Notch,,Canada,none,47.1389,-79.4541,1,274.0,hydrolakes_pour,18.142712799163874,20.2,13.2,171.0,97.995,242.0,7794.5,,132.0,STO,,,,190,11.462726682069775,0.6627964712249242,10.667694006908564,12.810221429363134,0.05782188563055278,0.18691254549460334,True,True,True,True
85320,Blue Ridge,Lake Toccoa,USA,eia923,34.883889,-84.282222,1,23.5,hydrolakes_pour,18.097641822469228,155.1,25.7,241.6,18.031,507.0,574.2,39.31,51.0,STO,,TVA,GA,260,11.093624304650737,0.9379610111509059,9.689500637608216,12.20897635482606,0.08454955615881891,0.22711024350821166,True,True,True,True
85330,Lookout Point,Lookout Point Lake,USA,eia923,43.9153,-122.7531,1,120.0,hydrolakes_pour,18.19060870903223,77.9,51.5,589.2,87.502,262.0,2568.7,56.388,84.0,STO,,BPAT,OR,239,13.012091064460916,1.5046002968814212,10.603752184227652,15.07317771902724,0.11563093813498114,0.3434824973679013,True,True,True,True
85331,Little Long,,Canada,none,50.0036,-82.1649,1,205.0,hydrolakes_pour,18.219916247041162,9.4,24.8,357.6,439.537,197.0,34250.5,26.5,37.0,STO,,,,174,14.88887638876304,0.6859791266683883,14.192215513721692,15.754793382544658,0.046073263606789816,0.10494934795766578,True,True,True,True
85333,Dix Dam,,USA,eia923,37.7864,-84.7028,1,28.200000000000003,hydrolakes_pour,18.187379954073094,194.4,39.1,284.3,16.925,235.0,1131.7,,87.0,STO,,LGEE,KY,257,7.983014435670121,0.45643339411584627,7.268339255057441,8.619489754436682,0.05717556917802714,0.16925316999828532,True,True,True,True
85336,Longma Dam,龙马水库,China,none,22.8748,101.6463,1,240.0,gww_polygon,18.16416960100612,,,,,,,,135.0,STO,,,,193,9.76275892770694,2.8699639495449394,2.9568746947159106,12.276731412186296,0.2939705846264332,0.9546334992478829,True,True,True,True
85367,Turkwel,,Kenya,none,1.897916667,35.33125,1,106.0,hydrolakes_pour,18.385790440031833,688.4,192.0,1645.0,27.658,1103.0,5942.0,364.0,155.0,STO,,,,203,16.429330573092262,0.9411736237518965,14.6063037747841,17.514564219421246,0.05728618214629743,0.17701636909054927,True,True,True,True
85369,Lloyd Shoals,Jackson Lake,USA,eia923,33.3,-83.8414,1,14.399999999999999,hydrolakes_pour,18.518854629167887,29.3,14.0,132.0,52.085,164.0,3648.6,,,,,SOCO,GA,234,10.068798218910135,0.3139544228542331,9.694285377656751,10.488310894534608,0.031180923088179244,0.07886000887241974,True,True,True,True
85370,DONA FRANCISCA,,BRA,ons,-29.44944444,-53.28333333,1,125.0,hydrolakes_pour,18.519584575164153,9.5,19.4,335.0,408.481,73.0,13323.6,40.0,47.0,ROR,FIO DAGUA,,,257,12.196771817300474,0.40812010850764224,11.615393526520531,12.947512798965446,0.03346132194821793,0.10921900420858695,True,True,True,True
85372,Jablanica Hydroelectric Power Plant Bosnia and Herzegovina,,Bosnia and Herzegovina,none,43.6924,17.7325,1,180.0,hydrolakes_pour,18.585012879912732,5.2,3.0,31.8,70.255,263.0,2303.2,111.0,85.0,STO,,,,215,12.037924647565577,1.091351532673877,10.055173266539953,13.166638124799698,0.09065944210695658,0.2584718669832325,True,True,True,True
85374,MEDIANO 1,,Spain,none,42.317001,0.2,1,66.0,gww_polygon,18.59204951586916,197.7,36.9,438.0,25.641,514.0,1837.3,76.0,92.0,STO,,,,246,12.749261748908653,2.4504221104545705,8.439225766589296,15.208885280254462,0.19220109828432447,0.5309844324315214,True,True,True,True
85376,Indian Valley Dam Hydro Project,,USA,eia923,39.0788,-122.535556,1,3.6999999999999997,hydrolakes_pour,18.597154040164057,920.1,31.5,442.8,5.57,451.0,323.3,47.244,69.0,STO,,CISO,CA,275,10.555031846422276,3.7788109781861925,3.58209582569224,14.79572253898539,0.35801038150984404,1.062396293678082,True,True,True,True
85377,Liuxihe,,China,none,23.75,113.77,1,48.0,hydrolakes_pour,18.542311795021444,191.5,37.0,350.0,21.157,177.0,535.7,,78.0,STO,,,,178,10.87533794302796,0.8010996931441056,9.429908097742581,11.988478829532227,0.07366205053496111,0.23526356102156,True,True,True,True
85382,Harris Hydro,Harris,USA,eia923,45.4592,-69.8658,1,76.4,hydrolakes_pour,18.658538253553086,22.1,10.5,133.2,69.655,290.0,3589.8,44.196,50.0,STO,,ISNE,ME,210,13.485767875573599,0.4204992100210863,12.939977407698246,14.298188206019343,0.03118096158118849,0.10071438355254414,True,True,True,True
85392,New Hogan Power Plant,New Hogan Lake,USA,eia923,38.149582,-120.814942,1,3.0,hydrolakes_pour,18.72851350401237,348.3,26.5,391.1,12.995,217.0,923.9,41.148,64.0,STO,,CISO,CA,300,10.427579430462668,2.274190394875288,6.252029263082576,13.778570784388657,0.21809379732285414,0.7217918186572022,True,True,True,True
85427,Merwin,,USA,eia923,45.9567,-122.554444,1,136.0,hydrolakes_pour,19.020155848548715,116.6,66.4,944.6,93.726,70.0,1898.5,57.3024,95.0,STO,,PACW,WA,236,15.588054620183534,0.5585178870372864,14.943679823301158,16.54588428150865,0.03582986463969103,0.10278411881704233,True,True,True,True
85437,Philpott Lake,Philpott Reservoir,USA,eia923,36.7803,-80.0281,1,14.0,hydrolakes_pour,19.040030424807394,464.7,47.6,392.6,9.779,303.0,573.9,46.32959999999999,67.0,STO,,PJM,VA,269,9.918329097504953,0.4446119467584272,9.231858358109228,10.724155343610516,0.044827303307597786,0.15045850675359101,True,True,True,True
85446,Ipotesti,,Romania,none,44.26625,24.400417,1,53.0,gww_polygon,19.127480145421792,8.6,6.5,110.0,147.685,94.0,19320.8,12.800000000000002,31.0,STO,,,,242,14.80055052629594,0.7537118247686041,13.129236701077188,15.311168144506022,0.05092458036810823,0.14742231645723078,True,True,True,True
85448,Holcombe,,USA,eia923,45.223611,-91.127222,1,33.900000000000006,hydrolakes_pour,19.140064149199702,5.0,4.9,56.7,131.237,316.0,11997.4,12.8016,18.0,STO,,MISO,WI,216,12.644288982130265,0.4506548906862114,12.210121562412532,13.69851415079118,0.03564098316031106,0.1177126361539302,True,True,True,True
85485,Wyman Hydro,,USA,eia923,45.0703,-69.9064,1,72.0,hydrolakes_pour,19.270062477043755,35.1,29.4,396.2,130.632,146.0,6788.1,41.148,8.0,STO,,ISNE,ME,212,13.252130668423858,0.3534451079082804,12.866419593667993,13.89267425942312,0.0266708136790744,0.07744072945193686,True,True,False,False
85488,Kurpsay Hydroelectric Power Plant Kyrgyzstan,,Kyrgyzstan,none,41.4986,72.3641,1,800.0,hydrolakes_pour,19.29838233963373,11.3,41.0,339.85,347.27,729.0,53834.3,106.0,113.0,STO,,,,246,10.532002275938403,1.4208228569664025,9.302924048577074,13.711351178613409,0.13490529338494725,0.4185744566451438,True,True,True,True
85491,Dubrava Hydroelectric Power Plant Croatia Croatia,,Croatia,none,46.3205,16.7489,1,76.0,hydrolakes_pour,19.37067932840226,4.1,5.7,93.5,264.008,148.0,15844.1,17.5,24.0,ROR,,,,248,15.882936373623014,0.25911183040362407,15.674701616844928,16.12503645127771,0.016313849297660995,0.02835337395046529,True,True,False,False
85500,ITAÚBA,,BRA,ons,-29.25888889,-53.23611111,1,500.4,hydrolakes_pour,19.36104099354906,20.9,71.2,600.0,332.005,197.0,10768.9,87.6,90.0,ROR,FIO DAGUA,,,276,10.70330317850337,0.5240805963760645,10.077600303376634,11.701356102363707,0.048964379279532476,0.15170604549894856,True,True,True,True
85529,Naghlu Dam Hydroelectric Power Plant Afghanistan,,Afghanistan,none,34.641,69.717,1,100.0,hydrolakes_pour,19.617005951660772,35.9,49.7,500.0,161.104,1037.0,26278.5,61.0,100.0,ROR,,,,267,14.803560145566335,1.7688080958047028,11.6625394206449,17.108124084301075,0.11948531828909147,0.3678564217059048,True,True,True,True
85530,Yellowtail,Bighorn Lake,USA,eia923,45.307406,-107.957515,1,278.20000000000005,hydrolakes_pour,19.680647284870318,178.9,158.9,1760.6,113.929,1105.0,50708.2,134.112,160.0,STO,,WAUW,MT,257,13.41082925776204,1.3315419783464737,11.51504691936845,15.711702989122491,0.09928856394736305,0.3129303929751446,True,True,True,True
85532,KARDZHALI,,Bulgaria,none,41.6334,25.3381,1,110.0,hydrolakes_pour,19.6771514056381,565.5,44.0,532.9,10.906,317.0,1903.3,93.0,104.0,STO,,,,260,13.535399719200885,1.0395765022639845,11.772188834275324,15.080277578679217,0.07680427056685105,0.24440273749072544,True,True,True,True
85538,IVAILOVGRAD,,Bulgaria,none,41.5839,26.1075,1,114.0,hydrolakes_pour,19.72659642744261,62.3,15.2,188.0,34.919,118.0,5125.6,52.0,73.0,STO,,,,247,12.809346198018819,1.3179207497016825,10.106386141108521,14.141620637605945,0.10288743307644548,0.3150226743907929,True,True,True,True
85555,Parr Hydro,Parr,USA,eia923,34.26132,-81.330852,1,15.0,hydrolakes_pour,19.791583254069558,2.2,3.4,39.5,207.956,81.0,12288.5,10.668,17.0,STO,,SCEG,SC,286,10.57864229119347,1.0783516255659562,8.561697378285526,12.091451058911947,0.101936675414733,0.3336679304833738,True,True,True,True
85589,Solhom,,Norway,none,58.775692,7.012965,1,200.0,hydrolakes_pour,20.100624611649565,110.3,17.3,274.0,28.751,705.0,629.3,215.0,50.0,STO,,,,133,13.261730256962478,2.3094065723156394,8.42455908509482,16.8842990628166,0.17414066849257387,0.6379062018155867,True,True,True,True
85593,Acaray Dam,,Paraguay,none,-25.4591,-54.6289,1,210.0,hydrolakes_pour,20.046143642650947,212.5,408.7,4290.0,233.658,186.0,9819.4,,41.0,STO,,,,285,12.110954231211009,0.2643525085383203,11.640335091527895,12.376973123800028,0.02182755408793969,0.06082411164380019,True,True,False,False
85600,FUNIL (MG),,BRA,ons,-21.1425,-45.03472222,1,180.0,hydrolakes_pour,20.086147650349368,11.0,16.9,267.0,280.049,802.0,15692.0,35.5,44.0,ROR,FIO DAGUA,,,226,10.652047583561808,2.3073880760207266,2.4840586970156346,11.616461395712111,0.21661451077081909,0.8573377678850741,True,True,True,True
85601,Lanforsen,,Sweden,none,60.53111111,17.41638889,1,44.0,hydrolakes_pour,20.263429509963597,3.9,7.1,119.33,355.095,24.0,28347.6,9.25,,ROR,,,,201,14.602247790799606,0.9791446463261253,13.002926728034286,16.100125158025577,0.06705437822682697,0.21210422356636993,True,True,True,True
85602,GOV. PARIGOT DE SOUZA,,BRA,ons,-25.13944444,-48.87388889,1,260.0,hydrolakes_pour,20.127797539206096,73.6,20.9,178.1,28.014,785.0,944.7,714.3,58.0,STO,RESERVATÓRIO COM USINA,,,210,11.271943501491617,1.1559034412897273,8.957659466335102,12.343412418015102,0.10254695129875044,0.3003699363141737,True,True,True,True
85605,Markham,Lake Hudson,USA,eia923,36.2317,-95.1822,1,128.4,gww_polygon,20.183702786696557,23.8,34.7,542.7,264.21,191.0,29888.5,15.5448,27.0,STO,,SWPP,OK,286,16.623864193109164,0.1699025945339261,16.4257908593631,16.958677647764695,0.010220403184258039,0.03205553066431351,True,True,False,False
85612,BELESAR 1,,Spain,none,42.628502,-7.7122,1,225.0,hydrolakes_pour,20.25190636437241,81.3,61.6,645.6,91.916,332.0,4332.4,136.0,129.0,STO,,,,237,12.21588559399129,1.8020803321868546,8.533503058386376,14.54790031151494,0.1475194179186858,0.49234230354014663,True,True,True,True
85618,HÃ¶ljes Holjes Hydroelectric Power Station Sweden - Holjes Hydroelectric Power Station Sweden,,Sweden,none,60.9509665,12.545216,1,128.0,hydrolakes_pour,20.37442183297692,37.1,17.1,270.0,84.253,294.0,6675.0,88.0,-99.0,STO,,,,173,15.663361900650994,1.4898388605872732,13.938492932496262,17.43462201116524,0.09511616152630382,0.2232042585010867,True,True,True,True
85619,Uiam,,South Korea,none,37.836,127.6779,1,48.0,hydrolakes_pour,20.278863765892712,4.5,4.6,57.5,147.131,73.0,7763.0,15.9,23.0,STO,,,,257,13.340779517354127,0.47074682196887846,12.701987528981943,14.096138716277999,0.035286305523340326,0.10450297791688237,True,True,True,True
85630,Slapy,,Czech Republic,none,49.82354,14.434501,2,184.0,gww_polygon,20.352469610664638,39.6,26.0,269.3,78.693,272.0,12874.6,56.0,60.0,STO,,,,239,12.23461816181224,0.688246400153145,11.507285442894531,13.664036269601292,0.056254015536125176,0.1762826430855521,True,True,True,True
85691,FljÃ³tsdalsvirkjun (KÃ¡rahnjÃºkar ),,Iceland,none,64.9471,-15.7931,1,690.0,hydrolakes_pour,20.58057144938206,249.4,19.2,1085.82,50.384,608.0,1144.6,600.0,198.0,STO,,,,88,16.847713262726177,3.164390710905336,9.328600680496807,19.574133503103095,0.18782315804876754,0.6081260205961285,True,False,True,False
85726,Waipori,,New Zealand,none,-45.8816,169.9774,1,83.0,hydrolakes_pour,20.913359278387937,604.3,17.0,243.0,4.654,388.0,319.9,,34.0,,,,,227,14.984976389017058,1.1780578174522858,13.07000527574302,16.768210507459372,0.07861592750427822,0.24679419811611308,True,True,True,True
85747,Kiambere,,Kenya,none,-0.6405824964,37.9094175,1,168.0,hydrolakes_pour,20.83627429336124,62.5,51.5,585.0,108.258,683.0,11950.1,150.5,112.0,STO,,,,180,16.731544044172082,2.3674675702994934,12.017410164307718,19.201876796144138,0.14149725596449825,0.4293965107385835,True,True,True,True
85749,Messalonskee 2 (Oakland),Messalonskee Lake,USA,eia923,44.548544,-69.710404,1,2.8,hydrolakes_pour,20.979935702465927,138.9,9.6,145.9,12.156,69.0,459.0,20.4216,,ROR,,ISNE,ME,224,15.730420507524153,0.3382850230021153,15.388005884919155,16.334325593882763,0.021505148119867954,0.06015857672151652,True,True,False,False
85750,Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,,France,none,46.39734,5.66556,1,285.0,hydrolakes_pour,21.00443190082726,159.0,41.9,605.0,44.026,428.0,1075.2,97.0,130.0,STO,,,,260,14.861804308065965,0.9600003548114827,13.091852854420257,16.345956797164575,0.06459514167404698,0.218957528661457,True,True,True,True
85759,Dicle Dam,,Turkey,none,38.23083889,40.17655278,1,110.0,hydrolakes_pour,21.066071250349175,128.1,31.6,595.0,53.773,710.0,3621.1,67.0,87.0,STO,,,,276,16.538011244929994,1.290632573958831,14.01511951335623,17.99149116898255,0.07804037346718434,0.240438320952608,True,True,True,True
85764,Trenche,,Canada,none,47.7521,-72.8783,1,302.0,gww_polygon,21.146334183621555,8.7,19.4,298.2,396.573,240.0,24788.8,48.47,53.0,ROR,,,,195,15.144372309599142,0.5253610571905573,14.671236339231942,16.19999091770725,0.0346901836834506,0.10094539061921495,True,True,True,True
85774,Huichon,,North Korea,none,39.662,125.8124,1,300.0,hydrolakes_pour,21.233457011749564,684.9,10.4,125.8,2.126,47.0,131.8,,29.0,,,,,262,13.51695591310818,2.4629170676766576,8.97514113449647,16.250147763445785,0.18220944741620584,0.5382133873718059,True,True,True,True
85776,Chan Cheon,,South Korea,none,37.9672,127.6699,1,62.0,hydrolakes_pour,21.255424885367695,17.6,12.3,150.0,98.692,104.0,4818.4,,40.0,,,,,251,13.436783775124354,0.8750456943869509,12.272577222556675,14.914208766249892,0.06512315067590291,0.19659701219451745,True,True,True,True
85780,Rocky Reach,Rock Island Pool,USA,eia923,47.533611,-120.295278,1,1349.2,gww_polygon,21.315395872880273,,,,,,,,,,,CHPD,WA,274,14.015501010088377,0.34028107585954337,13.626829543048355,14.651713022770243,0.02427890916026538,0.0731249977424407,True,True,False,False
85795,Lochmere Hydroelectric Plant,Winnisquam Lake,USA,eia923,43.473238,-71.533623,1,1.2,hydrolakes_pour,21.431743118268894,19.6,2.4,41.0,24.239,146.0,1116.1,,,,,ISNE,NH,229,16.86495338775244,0.3355261556827992,16.574126858738392,17.26221334077558,0.019894875957763566,0.04079978558001156,True,True,False,False
85796,JÃ¤rpstrÃ¶mmen,,Sweden,none,63.344498,13.460305,1,114.0,gww_polygon,21.532580120473323,,,,,,,67.0,-99.0,STO,,,,162,17.0078469104701,0.7351099222269745,16.401630291382926,18.465275199242146,0.04322180967976833,0.12133487082299832,True,True,True,True
85803,Guandi,,China,none,27.82,101.88,1,2400.0,gww_polygon,21.421551812877425,,,,,,,120.0,168.0,STO,,,,189,11.84657499016519,2.879691358662947,6.354783307363673,14.898026024454389,0.2430821871345612,0.7211571888231967,True,True,True,True
85805,Gongzui,,China,none,29.31,103.48,1,770.0,hydrolakes_pour,21.434940656046606,4.5,33.1,400.0,1029.088,526.0,75759.9,,86.0,STO,,,,141,12.857710790050128,0.6610055371666764,12.050407298173733,14.13871364452957,0.051409270900555026,0.1624166525795449,True,True,True,True
85808,Paunglaung,Lower Paunglaung Reservoir,Myanmar,none,19.78,96.333,1,280.0,gww_polygon,21.44117491000245,,,,,,,103.6,131.0,STO,,,,205,12.41220187426576,3.3540971515188223,2.834996282688587,14.63645995577435,0.27022579760589277,0.9507953377356647,True,True,True,True
85810,Ayers Island,,USA,eia923,43.597849,-71.717683,1,8.399999999999999,hydrolakes_pour,21.575640277427656,103.1,2.8,49.3,5.537,178.0,247.7,24.38,107.0,STO,,ISNE,NH,201,17.809360341985183,0.34725254001304817,17.39817139440295,18.566055670947758,0.01949831624184771,0.06557699176828634,True,True,False,False
85817,Oakdale Power Station,Wachusett Reservoir,USA,eia923,42.38697,-71.802462,2,6.7,gww_polygon,21.63956649890976,,,,,,,29.95492537313433,35.0,Canal,,ISNE,MA,251,16.038353669514745,0.32407637909214626,15.615660939762371,16.60337897557939,0.020206336995058388,0.061584752161591545,True,True,False,False
85825,McPhee,McPhee,USA,eia923,37.57522,-108.574002,1,1.2,hydrolakes_pour,21.69774493224284,346.6,19.0,282.5,9.433,2111.0,2084.9,,,,,WACM,CO,280,12.915507789854633,2.2643766479202374,9.27741329367459,15.975290901636845,0.17532230902287455,0.5185918909997143,True,True,True,True
85893,Yanguoxia,,China,none,36.06,103.27,1,440.0,hydrolakes_pour,21.829075412672474,4.7,16.2,280.0,692.931,1620.0,184102.8,57.2,55.0,STO,,,,268,10.884176902944281,0.7081308444502021,9.973544224525043,12.125820039973004,0.06506057837581136,0.19774355329209584,True,True,True,True
85900,Guxian Dam,,China,none,34.2397,111.2776,1,60.0,hydrolakes_pour,21.898222260416052,526.2,60.3,1175.0,25.843,513.0,5374.0,,121.0,STO,,,,250,14.070673499252587,1.2239194309223937,12.230164337783359,16.14105235216738,0.08698371339420295,0.2779460424969539,True,True,True,True
85922,Bumbuna I,,Sierra Leone,none,9.071185181,-11.72291667,1,50.0,gww_polygon,22.163378437157238,,,,,,,70.0,88.0,STO,,,,194,9.432277452746636,4.649880336098407,1.645862702140012,14.530675829606091,0.4929753560996431,1.3660341515626302,True,True,True,True
85927,Nizhne-Svirskaya HPP,,Russia,none,60.8064,33.7044,1,99.0,hydrolakes_pour,22.430167800691272,2.1,6.7,119.0,650.201,2.0,62330.6,11.0,28.0,STO,,,,188,16.7154270010707,0.8051552259188552,16.011748288307473,18.574701119137366,0.04816839114353952,0.15332858865440435,True,True,True,True
85929,Shiquan Dam,,China,none,33.0399,108.2249,1,225.0,hydrolakes_pour,22.29511790972409,14.6,18.8,412.0,326.674,394.0,23652.3,47.5,65.0,STO,,,,238,12.974237036091479,1.700686934594454,10.171608693794383,15.418728754033786,0.13108184549607937,0.4044260980929412,True,True,True,True
85930,Roanoke Rapids,Lake Gaston,USA,eia923,36.4789,-77.6722,1,100.0,gww_polygon,22.34181334892434,5.2,8.1,127.03,283.779,43.0,21970.4,22.5552,,STO,,PJM,NC,291,16.388529169746658,0.20726121556805216,16.059644185073466,16.712555817642006,0.012646724634121398,0.03983955032241813,True,True,False,False
85932,Swift 1,,USA,eia923,46.060833,-122.201667,1,240.0,hydrolakes_pour,22.398725560923953,177.7,56.0,931.9,60.691,297.0,1237.4,115.214,122.0,ROR,,PACW,WA,238,18.359694333088534,0.5703415638381051,17.474887037099304,19.374197199108487,0.031064872513166735,0.10344998819431184,True,True,True,True
85942,Boone Dam,Boone Lake,USA,eia923,36.4403,-82.4381,1,105.9,hydrolakes_pour,22.489942390660175,28.9,22.9,238.6,95.625,422.0,4771.7,33.5,51.0,STO,,TVA,TN,266,11.292703059188256,1.7907623775528883,8.528638754464781,13.291579579373778,0.1585769472700199,0.42177154574463477,True,True,True,True
85956,Robert D Willis,B.A. Steinhagen Lake,USA,eia923,30.7975,-94.1756,1,8.0,hydrolakes_pour,22.632093010475696,23.8,21.2,377.9,183.591,25.0,19437.2,10.3632,14.0,STO,,MISO,TX,267,18.411892053674006,0.8027768473326892,17.030191962674117,19.18742680827516,0.04360099684445515,0.11716529943323106,True,True,True,True
85962,BÃºÃ°arhÃ¡ls,Sultartangalon,Iceland,none,64.2355,-19.3707,1,95.0,gww_polygon,22.852718660521194,,,,,,,44.0,-99.0,STO,,,,169,19.62141100954663,0.9316284914059555,17.99768596129753,20.91622154380044,0.04748019859288813,0.1487423907018165,True,True,True,True
85973,SÃO JOSÉ,Represa da UHE São José,BRA,ons,-28.17694444,-54.81333333,1,51.0,gww_polygon,22.813603267671407,,,,,,,21.77,57.0,ROR,FIO DAGUA,,,198,13.273245566706748,5.436954713809336,2.176696898812187,16.278643630667844,0.40961757894744577,1.0624339511375829,True,True,True,True
85993,Rannoch RANN-1,,United Kingdom,none,56.699001,-4.408,1,48.0,gww_polygon,23.164936169794608,,,,,,,,14.0,ROR,,,,163,18.891000319372615,0.8921444637391592,17.44818626409065,20.412280701074852,0.04722589850492301,0.15690510755772624,True,True,True,True
