month,date,scene_cloud,valid_frac,water_km2_scene,water_km2_filled
2020-02,2020-02-06,21.9769885,0.9717136150234742,3.579132896625016,3.6069860709178174
2020-03,2020-03-22,27.852381,0.9928403755868545,2.5624920349377547,2.5624920349377547
2020-04,2020-04-21,36.7523025,0.8886150234741784,1.0862737974192656,1.7338600997269047
2020-05,2020-05-16,54.630641,9.389671361502347e-05,0.02785317429280168,1.7477866868733054
2020-06,2020-06-10,21.225186,0.8097887323943662,2.3953729891809443,2.882803539304974
2020-07,2020-07-30,72.95990699999999,0.0018544600938967136,0.5501001922828331,3.4329037315878073
2020-08,2020-08-24,7.9351305,0.9776291079812206,3.2588213922577967,3.4050505572950054
2020-09,2020-09-28,46.453711,0.3928403755868545,2.3327033470221408,3.5234265480394127
2020-10,2020-10-13,52.555189,0.6405164319248826,2.221290649850934,4.449544593275069
2020-11,2020-11-02,18.123274000000002,1.0,2.3327033470221408,2.3327033470221408
2020-12,2020-12-22,81.645665,0.7276291079812206,2.304850172729339,3.286674566550598
2021-01,2021-01-31,24.263116,0.964718309859155,2.583381915657356,2.6599781449625604
2021-02,2021-02-10,65.6098135,0.6721596244131456,1.16287002672447,1.7199335125805038
2021-03,2021-03-22,74.86213266666668,0.47267605633802817,2.854950365012172,3.7392886488086257
2021-04,2021-04-11,71.033737,0.4116666666666667,2.1795108884117314,4.895195381959895
2021-05,2021-05-31,62.863626,0.2746478873239437,1.7060069254341028,6.357487032331983
2021-06,2021-06-10,29.290587,0.8842723004694836,7.736219159825667,8.982648709428542
2021-07,2021-07-05,7.368204500000001,0.9719483568075117,3.9899672174438408,4.066563446749045
2021-08,2021-08-24,32.968363000000004,0.9222535211267605,3.2936378601237988,3.335417621563001
2021-09,2021-09-28,38.1774215,0.6873474178403756,1.1559067331512698,3.084739052927786
2021-10,2021-10-13,44.042304,0.96,1.643337283275299,1.692080338287702
2021-11,2021-11-27,58.027248,0.5259389671361502,3.2031150436721934,3.8576646395530325
2021-12,2021-12-27,37.987806000000006,0.990093896713615,3.746251942381826,3.760178529528227
2022-01,2022-01-06,53.844146,0.8155633802816902,3.8855178138458344,4.533104116153473
2022-02,2022-02-20,51.683986,0.8773239436619719,1.4971081182380903,2.6460515578161594
2022-04,2022-04-11,78.170228,0.16669014084507042,1.3299890724812802,3.551279722332214
2022-05,2022-05-21,30.255315,0.7842488262910798,4.324205308957461,4.526140822580273
2022-06,2022-06-15,35.13,0.8923474178403756,3.1891884565257924,3.9272975752850368
2022-07,2022-07-15,32.671577,0.7871596244131456,4.874305501240294,5.124984069875509
2022-08,2022-08-14,29.689947,0.860962441314554,12.520001844614356,13.829101036376034
2022-09,2022-09-13,14.872947,0.9919718309859155,3.613949364491018,3.613949364491018
2022-10,2022-10-03,64.031082,0.046384976525821596,0.0,3.613949364491018
2022-11,2022-11-27,65.918082,0.004154929577464789,1.2325029624564743,4.846452326947492
2022-12,2022-12-27,33.80273,0.9552347417840376,2.2769969984365375,2.381446402034544
2023-01,2023-01-31,60.770321,0.7567605633802816,2.088988071960126,2.451079337766548
2023-03,2023-03-17,49.321595,0.7785680751173709,4.435618006128667,4.64451681332468
2023-04,2023-04-16,82.495838,0.7791784037558686,0.33423809151362016,2.750500961414166
2023-05,2023-05-11,69.235498,0.4185446009389671,0.9470079259552571,3.1682985758061912
2023-06,2023-06-20,45.573929,0.7796948356807512,0.6406230087344387,1.6363739897020988
2023-07,2023-07-25,70.312542,0.07866197183098592,0.01392658714640084,1.5528144668236936
2023-08,2023-08-19,13.693212,1.0,2.8131706035729698,2.8131706035729698
2023-09,2023-09-08,14.732997,0.9982863849765258,3.119555520793788,3.119555520793788
2023-10,2023-10-13,42.70871,0.580962441314554,1.3578422467740818,2.4928590992057504
2023-11,2023-11-02,42.313129,0.38610328638497654,101.83816850805614,104.33102760726189
2024-01,2024-01-26,37.003726,0.8222769953051643,2.2561071177169363,20.20051465585442
2024-02,2024-02-25,59.717035,0.2888262910798122,0.01392658714640084,16.154841089824973
2024-03,2024-03-21,53.391117,0.8778638497652582,1.3578422467740818,2.8897668328781743
2024-04,2024-04-20,66.224027,0.07035211267605634,1.1419801460048689,4.031746978883043
2024-05,2024-05-30,57.982117,0.3015023474178404,0.49439384369722983,3.6835823002230224
2024-06,2024-06-24,39.336881,0.4686150234741784,1.8940158519105141,3.878554520272634
2024-07,2024-07-24,39.018586,0.5729342723004694,1.3996220082132844,3.6418025387838195
2024-08,2024-08-08,19.555891,0.903262910798122,3.3214910344166,3.363270795855803
2024-09,2024-09-12,10.960034,0.94,1.692080338287702,2.5624920349377547
2024-10,2024-10-17,25.559887,0.6810328638497652,1.1350168524316684,2.0680981912405247
2024-11,2024-11-11,16.95355,0.993943661971831,1.9497222004961177,1.9497222004961177
2024-12,2024-12-01,29.545745,0.9009624413145539,1.6015575218360967,1.6294106961288983
2025-01,2025-01-20,59.573191,0.42183098591549295,0.4456507886848269,1.9636487876425184
2025-04,2025-04-07,59.354609,0.21957746478873238,0.5361736051364323,2.4858958056325497
2025-05,2025-05-20,64.601201,0.1827699530516432,2.9245833007441764,4.623626932605079
2025-06,2025-06-29,68.211764,0.08366197183098592,9.184584223051354,13.661981990619225
2025-07,2025-07-26,41.110969,0.585093896713615,3.4050505572950054,6.5872757202475976
2025-08,2025-08-08,14.0671,0.999906103286385,3.9203342817118365,3.9203342817118365
2025-09,2025-09-22,37.172738,0.8673474178403756,3.056885878634984,3.1265188143669884
2025-10,2025-10-07,63.438314,0.6995774647887324,1.1280535588584681,2.882803539304974
2025-11,2025-11-21,60.703063,0.543661971830986,1.6642271639949004,3.077775759354586
2025-12,2025-12-06,11.609261,1.0,2.4301894570469464,2.4301894570469464
2026-01,2026-01-20,46.584055,0.7137793427230047,0.1740823393300105,0.3412013850868206
2026-02,2026-02-09,52.33556,0.2764084507042254,5.549744977840735,5.737753904317146
2026-03,2026-03-16,35.896537,0.8064319248826292,0.01392658714640084,0.7311458251860441
2026-04,2026-04-25,67.821884,0.17988262910798122,0.05570634858560336,0.779888880198447
2026-05,2026-05-20,47.914156,0.5274647887323943,0.23675198148881427,0.7729255866252466
2026-06,2026-06-24,51.734596,0.4253755868544601,2.0332817233745226,2.555528741364554
2026-07,2026-07-29,22.506611,0.7158920187793427,1.7199335125805038,2.799244016426569
2026-08,2026-08-13,31.948858,0.9020892018779343,0.0,0.9539712195284575
2026-09,2026-09-12,73.565012,0.08622065727699531,0.0,0.9539712195284575
