id,date,pm25,n_ok,n_raw
3409460,2025-02-22,27.623768115942028,69,69
3409460,2025-02-26,41.99388235294118,85,85
3409460,2025-03-02,38.804880952380955,84,84
3409460,2025-03-06,52.803373493975904,83,83
3409460,2025-03-10,65.34433333333332,90,90
3409460,2025-03-14,30.338709677419356,93,93
3409460,2025-03-18,34.45847826086956,92,92
3409460,2025-03-22,26.309880952380954,84,84
3409460,2025-03-26,54.60777777777778,90,90
3409460,2025-03-30,39.91428571428571,63,63
3409460,2025-04-03,38.529759036144576,83,83
3409460,2025-04-07,25.382738095238096,84,84
3409460,2025-04-11,23.811666666666667,6,6
3409460,2025-04-15,19.846551724137928,58,58
3409460,2025-04-19,20.75125,88,88
3409460,2025-04-23,27.6289010989011,91,91
3409460,2025-04-27,41.377065217391305,92,92
3409460,2025-05-01,38.59766666666667,90,90
3409460,2025-05-05,39.02101123595506,89,89
3409460,2025-05-09,23.926136363636363,88,88
3409460,2025-05-13,35.02863636363636,66,66
3409460,2025-05-17,21.524823529411762,85,85
3409460,2025-05-21,32.465405405405406,74,74
3409460,2025-05-25,17.74439393939394,66,66
3409460,2025-05-29,17.193661971830984,71,71
3409460,2025-06-02,14.081686746987952,83,83
3409460,2025-06-06,30.00095238095238,42,42
3409460,2025-06-10,19.28925925925926,81,81
3409460,2025-06-14,56.83483516483517,91,92
3409460,2025-06-18,17.594235294117645,85,85
3409460,2025-06-22,26.325357142857143,56,56
3409460,2025-06-26,23.166166666666665,60,60
3409460,2025-07-04,16.438615384615385,65,65
3409460,2025-07-08,23.523370786516853,89,89
3409460,2025-07-12,17.11467391304348,92,92
3409460,2025-07-16,16.95736842105263,76,76
3409460,2025-07-20,14.494565217391305,92,92
3409460,2025-07-24,16.289012345679012,81,81
3409460,2025-07-28,14.776263736263738,91,91
3409460,2025-08-01,18.30206896551724,58,58
3409460,2025-08-05,17.48818181818182,77,77
3409460,2025-08-09,21.250125,80,80
3409460,2025-08-13,15.599756097560977,82,82
3409460,2025-08-17,11.112857142857143,91,91
3409460,2025-08-21,8.488426966292135,89,89
3409460,2025-08-25,9.051222222222222,90,90
3409460,2025-08-29,16.719,90,90
3409460,2025-09-02,14.057974683544304,79,79
3409460,2025-09-06,11.411777777777777,90,90
3409460,2025-09-10,24.83878048780488,82,82
3409460,2025-09-14,77.70942528735632,87,87
3409460,2025-09-18,56.056756756756755,74,74
3409460,2025-09-22,34.25644444444444,90,90
3409460,2025-09-26,32.27975609756098,41,41
3409460,2025-09-30,13.407719298245615,57,57
3409460,2025-10-04,16.712282608695652,92,92
3409460,2025-10-08,63.115,92,92
3409460,2025-10-12,88.685,92,92
3409460,2025-10-16,61.09045454545455,88,88
3409460,2025-10-20,0.0,62,62
3409460,2025-10-24,0.0,81,81
3409460,2025-10-28,9.109833333333334,60,60
3409460,2025-11-01,10.60175,80,80
3409460,2025-11-05,24.744888888888887,90,90
3409460,2025-11-09,30.5879347826087,92,92
3409460,2025-11-13,42.57096385542169,83,83
3409460,2025-11-17,44.81453488372093,86,86
3409460,2025-11-21,57.55097222222222,72,72
3409460,2025-11-25,34.19569892473118,93,93
3409460,2025-11-29,25.587252747252748,91,91
3409460,2025-12-03,49.79055555555555,90,90
3409460,2025-12-07,13.893214285714285,84,84
3409460,2025-12-11,59.853235294117646,68,75
3409460,2025-12-15,39.69814814814815,81,81
3409460,2025-12-19,32.309285714285714,84,84
3409460,2025-12-23,8.93896551724138,87,89
3409460,2025-12-27,30.549397590361444,83,83
3409460,2025-12-31,58.75241379310344,29,32
3599598,2025-03-06,12.159353619966753,13,13
3599598,2025-03-10,24.378913208842278,24,24
3599598,2025-03-14,53.69932107130686,24,24
3599598,2025-03-18,39.661654368042946,24,24
3599598,2025-03-22,56.47071176105075,24,24
3599598,2025-03-26,102.73173482169206,24,24
3599598,2025-03-30,2.787002774516845,24,24
3599598,2025-04-03,52.626470831909565,24,24
3599598,2025-04-07,29.245269027021195,24,24
3599598,2025-04-11,129.21596574783325,24,24
3599598,2025-04-15,16.845842020379173,24,24
3599598,2025-04-19,29.088428878121906,24,24
3599598,2025-04-23,37.43907352288564,24,24
3599598,2025-04-27,40.11539233393139,24,24
3599598,2025-05-01,14.448013906716369,24,24
3599598,2025-05-05,27.451710186070866,24,24
3599598,2025-05-09,61.979398317409284,24,24
3599598,2025-05-13,16.311166702045334,24,24
3599598,2025-05-17,7.69058681250317,16,16
3599598,2025-05-21,14.008149942213839,24,24
