gid,name,ascii,alt,lat,lon,fclass,fcode,cc,cc2,a1,a2,a3,a4,pop,elev,dem,tz,mod,country,cont,region,n_ref_25,n_any_25,n_ref_50,n_any_50,cell,cams_pm2_5,cams_pm25_m1,cams_pm25_m2,cams_pm25_m3,cams_pm25_m4,cams_pm25_m5,cams_pm25_m6,cams_pm25_m7,cams_pm25_m8,cams_pm25_m9,cams_pm25_m10,cams_pm25_m11,cams_pm25_m12,viirs_aod
1798760,Pingliang,Pingliang,"Bing-liong,Binh Luong,Bìng-liòng,Bình Lương,P'ing-liang-hsien,P'ing-liang-shih,Pching-liang,Peng-liang-chhi,Pilian,Pingliang,Pingliang Shi,Pinljan,Pinlyan,Pêng-liâng-chhī,P’ing-liang-hsien,P’ing-liang-shih,ping liang,ping liang shi,pinglyang si,pnglyang,Пинлян,Պիլիան,پنگلیانگ,平凉,平凉市,平涼,平涼市,핑량 시",35.53917,106.68611,P,PPLA2,CN,,15,6208,,,504848,,1354,Asia/Shanghai,2021-11-11,China,AS,China,0,0,0,0,919,21.227312,25.345165,26.53601,24.08279,26.7675,22.6082,20.312359,18.749731,15.188172,18.974445,17.314919,18.521667,20.829708,0.265264
1798821,Pingdu,Pingdu,"P'ing-tu,P'ing-tu-hsien,Pindu,Pingdu,P’ing-tu,P’ing-tu-hsien,ping du,Пинду,平度",36.78444,119.94639,P,PPLA3,CN,,25,3702,,,542234,,59,Asia/Shanghai,2022-04-01,China,AS,China,0,0,0,0,984,33.8343,45.94852,38.86845,35.723526,28.137505,31.27043,29.685831,21.955378,24.136827,38.071255,22.952015,49.791805,40.29113,0.45430723
1798827,Pingdingshan,Pingdingshan,"Bing-ding-sang,Binh GJinh Son,Bìng-dīng-săng,Bình Đỉnh Sơn,Chu-ko-chen,Chu-ko-miao,P'ing-ting-shan,P'ing-ting-shan-shih,Pching-ting-san,Pching-ting-šan,Peng-teng-san-chhi,Pindinshan,Pindinshan',Pindinshan’,Pingdingsano,Pingdingshan,Pingdingsjan,Pingdingŝano,Pêng-téng-san-chhī,P’ing-ting-shan,P’ing-ting-shan-shih,Tekshi choqqiliq tagh shehiri,ping ding shan,ping ding shan shi,pingdingsan si,pyngdyngshan,Пингдингшан,Пиндиншан,Пиндиншань,پنگڈنگشان,پینگدینگشان,平頂山,平頂山市,平顶山,平顶山市,핑딩산 시",33.73091,113.31554,P,PPLA2,CN,,09,4104,,,979130,,82,Asia/Shanghai,2025-12-15,China,AS,China,0,0,0,0,826,53.937183,85.33642,67.704765,57.497585,43.090977,38.95255,38.931675,31.03414,35.867878,45.039165,56.535355,59.44709,88.19784,0.5307541
1799194,Guang’an,Guang'an,"Guang'an,Guang’an,Guanuan',Kuang-an,Kuang-an-hsien,Kwang-an-hsien,Kwangan,Kwanganchow,Nonghui,guang an shi,Гуанъань,广安市",30.47413,106.63696,P,PPLA2,CN,,32,5116,,,858159,,244,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,709,41.698036,72.02016,48.233334,46.171238,48.226807,34.7789,29.732914,24.799463,21.253092,23.572084,28.47554,54.95556,68.45739,0.60125095
1799397,Ningbo,Ningbo,"Chiang-pei-an,Leng-pho-chhi,Lêng-pho-chhī,NGB,Nen-po-su,Ninbo,Ning-hsien,Ning-po,Ning-po-shih,Ningbo,Ningbo Shi,Ningbó,Ningpo,Ninh Ba,Nèn-pô-sṳ,Nìng-pŏ̤,Yin-hsien,hning paw,nangbw,ning bo,ning bo shi,ningbo si,nngbw,nynghbw,Нинбо,Нингбо,Нінбо,نانگبو,ننگبو,نىڭبو شەھىرى,نينغبو,หนิงปัว,宁波,宁波市,寧波,寧波市,닝보 시",29.87819,121.54945,P,PPLA2,CN,,02,3302,,,3731203,,15,Asia/Shanghai,2024-12-12,China,AS,China,0,0,0,0,699,34.40406,58.769764,46.64911,42.474327,40.50375,32.371372,27.817358,18.036827,20.615456,24.318752,20.94785,39.781254,41.58024,0.43687344
1799491,Neijiang,Neijiang,"Lai-kang-chhi,Lāi-kang-chhī,NJB,Nehjczjan,Nei-chiang,Nei-chiang-hsien,Nei-chiang-shih,Neijiang,Neikiang,Neikianghsien,Nej-tiang,Nej-ťiang,Nejgjan,Nejĝjan,Noi Giang,Noi-geng,Nui-kong-su,Nui-kông-sṳ,Nô̤i-gĕ̤ng,Nội Giang,nayjyang,nei jiang,nei jiang shi,neijang si,Нејђанг,Нэйцзян,نائجیانگ,نایجیانگ,內江,内江,内江市,네이장 시",29.58354,105.06216,P,PPLA3,CN,,32,5110,,,1251095,,349,Asia/Shanghai,2021-10-19,China,AS,China,0,0,0,0,682,39.6828,63.04663,50.718452,42.953365,44.469997,29.142069,28.739996,23.962637,23.290993,22.724308,26.460888,53.8575,67.60633,0.6527384
1799629,Nanyang,Nanyang,"Lam-iong-chhi,Lâm-iông-chhī,NNY,Nam Duong,Nam Dương,Nan'jan,Nan-jang,Nan-yang-shih,Nang-iong,Nanjang,Nanyan,Nanyang,Nanyang i Henan,Nenyang shehiri,Nàng-iòng,nan yang,nan yang shi,nan-yang si,Наньян,Нанјанг,نانیانگ، ہینان,南阳,南阳市,南陽,南陽市,난양 시",33.00524,112.54659,P,PPLA2,CN,,09,4113,,,1811812,,126,Asia/Shanghai,2026-03-10,China,AS,China,0,0,0,0,817,45.561623,65.58926,59.266224,50.68885,43.634724,41.7,35.329308,30.815853,30.11182,29.577223,42.69126,44.508335,73.21129,0.54132605
1799722,Nantong,Nantong,"Lam-thong-chhi,Lâm-thong-chhī,NTG,Nam Thong,Nam Thông,Nan'tun,Nan-t'ung,Nan-t'ung-hsien,Nan-t'ung-shih,Nan-tchung,Nan-t’ung,Nan-t’ung-hsien,Nan-t’ung-shih,Nang-tung,Nantong,Nantun,Nantung,Nentung shehiri,Nàng-tŭng,T'ung-chou,Tunchow,Tungchow,T’ung-chou,hna nthng,nan tong,nan tong shi,nantang,nantung si,nantwng,Нантун,Нантунг,Наньтун,نانتانگ,نانتونگ,หนานทง,南通,南通市,난퉁 시",32.03028,120.87472,P,PPLA2,CN,,04,3206,,,2273326,,6,Asia/Shanghai,2025-03-09,China,AS,China,0,0,0,0,782,41.804394,62.788303,56.1442,41.206314,42.6668,37.62231,33.691387,23.694353,44.26573,35.577225,24.77675,49.506943,50.913982,0.5552053
1799869,Nanning,Nanning,"Lam-leng-chhi,Lâm-lêng-chhī,NNG,Nam Ninh,Nam-nen-su,Namzningz,Nan'nin,Nan-ning,Nan-ning-shih,Nang-ning,Nanin,Naning,Naningas,Naningo,Nannin,Nannina,Nanning,Nanning Shi,Nanninq,Naņnina,Nàm-nèn-sṳ,Nàng-nìng,Yung-ning,Yung-ning-hsien,hnan hning,nan ning,nan ning shi,nananinga,naniga,nanim,nanininiግ,nanning si,nannyng,nanyng,nanyngh,Нанин,Нанинг,Наньнин,Наньнін,ناننینگ,نانينغ,نانينگ,نانینگ,نان‌نینگ,نەننىڭ شەھىرى,नाननींग,নানিং,ਨਾਨਿੰਗ,หนานหนิง,ནན་ཉིང་གྲོང་ཁྱེར།,ናንኒንግ,南宁,南宁市,南寧,南寧市,난닝 시",22.81667,108.31667,P,PPLA,CN,,16,4501,,,5977185,,91,Asia/Shanghai,2026-09-02,China,AS,China,0,0,0,0,514,24.93525,42.973118,27.732885,25.792475,35.320972,16.908335,13.488332,20.69933,15.970968,15.078888,20.550001,22.768055,41.78831,0.5662758
1799962,Nanjing,Nanjing,"Lâm-kiaⁿ-chhī,NKG,Nam Kinh,Nam-kin-su,Namkin,Nan'czin,Nan'zhin,Nan-ching,Nan-ching-shih,Nanchino,Nanchinum,Nandzing,Nandzjina,Nandžing,Nang-ging,Nanjing,Nanjing Shi,Nankijn,Nankin,Nankinas,Nanking,Nankingo,Nankín,Nanquim,Nanquin,Nanquín,Nantsin'nk,Nanzging,Naņdzjina,Nàm-kîn-sṳ,Nàng-gĭng,hnan cing,namgyeong,nan jing,nan jing shi,nanajiga,nanajim,nanajinga,nancin,nanijiniግ,nanjina,nanjing,nanjing si,nanjinga,nanjng,nanjyng,nanjyngh,nnjng,nʼngyng,Ναντσίνγκ,Нанкин,Нанкинг,Нанкін,Наньжин,Наньцзин,Нәнҗиң,Նանկին,נאנגינג,نانجنگ,نانجينغ,نانجینگ,ننجنگ,نەنجىڭ شەھىرى,नांजिंग,नानजिंग,नान्जिङ,নানজিং,ਨਾਨਜਿੰਗ,நாஞ்சிங்,നാൻജിങ്,หนานจิง,နန်ကျင်းမြို့,ნანკინი,ናንጂንግ,南京,南京市,난징,난징 시,남경",32.06167,118.77778,P,PPLA,CN,,04,3201,,,9314685,,22,Asia/Shanghai,2026-04-13,China,AS,China,0,0,0,0,780,49.406635,91.657394,67.13825,52.35148,44.52444,41.14046,35.5893,23.187365,34.295567,40.511673,38.63025,58.67264,66.30577,0.5326708
1800146,Nanchong,Nanchong,"Lam-chhiong-chhi,Lâm-chhiong-chhī,NAO,Nam Sung,Nan'chun,Nan-cchung,Nan-ch'ung,Nan-ch'ung-hsien,Nan-ch'ung-shih,Nan-ch’ung,Nan-ch’ung-hsien,Nan-ch’ung-shih,Nan-čchung,Nanchong,Nanchung,Nang-chung,Nan’chun,Nàng-chṳ̆ng,Shun'tsin,Shun-ch'ing,Shun-ch’ing,Shunking,Shun’tsin,nan chong,nan chong shi,nanchung si,nanchwng,Нанчунг,Наньчун,نانچونگ,南充,南充市,난충 시",30.79508,106.08473,P,PPLA2,CN,,32,5113,,,1858875,,287,Asia/Shanghai,2021-10-19,China,AS,China,0,0,0,0,723,36.02658,58.951748,45.0003,39.40807,41.493187,27.635212,23.917223,21.965324,22.043015,20.391666,24.394222,48.524723,59.147182,0.53782743
1800163,Nanchang,Nanchang,"KHN,Lam-chhiong-chhi,Lâm-chhiong-chhī,Nam Xuong,Nam Xương,Nam-chhong-su,Nan'chan,Nan-cchang,Nan-ch'ang-hsien,Nan-ch'ang-shih,Nan-ch’ang-hsien,Nan-ch’ang-shih,Nan-čchang,Nancan,Nancana,Nancang,Nancangas,Nancano,Nanchan,Nanchang,Nanchang-fu,Nancianga,Nancsang,Nang-chiong,Nanzcangh,Nançan,Nanĉano,Nančang,Nančangas,Naņčana,Nàm-chhông-sṳ,Nàng-chiŏng,nan chang,nan chang shi,nanacanga,nanacham,nanachanna,nanchang,nanchang si,nanicaniግ,nantshangh,nnchang,nʼnzʼng,Нанчан,Нанчанг,Наньчан,נאנצאנג,نانتشانغ,نانچانگ,ننچانگ,نەنچاڭ شەھىرى,नानचांग,নানছাং,ਨਾਨਛਾਂਙ,နန်ချောင့်မြို့,ናንቻንግ,南昌,南昌市,난창 시",28.68396,115.85306,P,PPLA,CN,,03,3601,,,2357839,,20,Asia/Shanghai,2026-04-13,China,AS,China,0,0,0,0,660,42.244442,67.974335,57.796135,50.198925,51.588886,36.122982,26.09208,23.311155,19.533604,28.02875,30.459408,44.697773,72.03549,0.49164498
1800480,Minhang,Minhang,"Min-hang-chen,Ming-hang,Minhang,Minkhan,Shang-hai,min xing,Минхан,闵行",31.10881,121.37471,P,PPLA4,CN,,23,12324204,,,2716600,,12,Asia/Shanghai,2026-09-14,China,AS,China,2,2,2,2,748,83.156166,116.952705,96.76726,80.911156,74.01763,68.93253,76.2986,51.442204,79.44703,80.969864,66.48656,103.212776,103.81329,0.45626798
1800519,Mingguang,Mingguang,"Chia-shan,Chia-shan-hsien,Jiashan,Ming-kuang,Ming-kuang-chen,Mingguang,Mingkwang,Minguan,Мингуан",32.78017,117.96378,P,PPL,CN,,01,3411,,,645000,,16,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,812,35.38312,54.80242,47.46533,41.975136,32.769447,38.053093,27.396807,18.590723,23.849867,25.362635,31.153227,39.037354,44.763447,0.44331214
1800627,Mianyang,Mianyang,"Bian-iong-chhi,Biân-iông-chhī,MIG,Mianyang,Mianyang Shi,Mien Duong,Mien-chou,Mien-jang,Mien-yang,Mien-yang-hsien,Mienchow,Mieng-iong,Mienjan,Mièng-iòng,Miên Dương,Mjan'jan,Mjenjang,Myan'yan,Myan’yan,mian yang,mian yang shi,myanyang,myen-yang si,Миенян,Мяньян,Мјенјанг,ميەنياڭ شەھىرى,میانیانگ,綿陽,綿陽市,绵阳,绵阳市,몐양 시",31.46784,104.68168,P,PPLA3,CN,,32,5107,,,1550000,,471,Asia/Shanghai,2021-12-13,China,AS,China,0,0,0,0,758,39.353966,57.64879,43.631695,38.73252,42.06722,32.72527,35.873615,32.056316,27.883337,26.552362,26.663576,49.514866,59.202156,0.59818506
1800779,Meizhou,Meizhou,"Chia-ying,Kaying,MXZ,Mai Chau,Mai Châu,Mehjchzhou,Mei,Mei-ch'eng-chen,Mei-ch’eng-chen,Mei-hsien,Meixian,Meizhou,Meizhou Shi,Mej-cou,Mej-čou,Moi-chiu-su,Mui-chiu-chhi,Mui-ciu,Mòi-chiu-sṳ,Mùi-ciŭ,Mûi-chiu-chhī,mawzhwa,mei zhou,mei zhou shi,meijeou si,myyyzhww,myyzhw,Мэйчжоу,مئیژو,ماوژوا,میئیژوؤ,梅州,梅州市,메이저우 시",24.28859,116.11768,P,PPLA2,CN,,30,4414,,,992351,,84,Asia/Shanghai,2024-07-13,China,AS,China,0,0,0,0,559,24.875696,30.967876,32.30268,26.042608,31.834581,23.700672,20.559164,19.197445,20.270563,20.150278,21.297176,18.773058,33.866802,0.3413267
1800818,Meishan,Meishan,"Bi-san-chhi,Bî-san-chhī,Mehjshan',Mei-chou,Mei-shan-hsien,Meichow,Meishan,Mej-san,Mej-šan,Meyshan',Meyshan’,Mi Son,Mi Sơn,Mi-sang,Mì-săng,mayshan,mei shan,mei shan shi,meisan si,myyshan,Мэйшань,مایشان,میئشان,眉山,眉山市,메이산 시",30.04392,103.83696,P,PPLA2,CN,,32,5114,,,1107742,,423,Asia/Shanghai,2021-10-19,China,AS,China,0,0,0,0,692,51.552124,72.664116,55.330956,50.61976,50.01487,38.574596,43.793194,40.65135,41.32997,38.990276,40.26465,64.45,82.01829,0.6460418
1800829,Wuchuan,Wuchuan,"Hai-lu,Mei-lu-shih,Mei-mao,Meilu,Muiluk,Uchuan',Wuchuan,wu chuan,Учуань,吴川",21.45713,110.76591,P,PPL,CN,,30,,,,907354,,8,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,490,26.667377,43.654976,31.873068,29.94597,32.818195,17.01371,14.023473,23.89637,15.187498,16.529306,24.907393,28.52278,41.662907,0.4287378
1801180,Maoming,Maoming,"Bo-beng-chhi,Bō͘-bêng-chhī,Chaozhou,Hsin-p'o,Hsin-p’o,Maiu-ming,Mao-ming,Mao-ming-shih,Maomin,Maoming,Mau Danh,Meu-miang-su,Meu-miàng-sṳ,Mâiu-mìng,Mậu Danh,mao ming,mao ming shi,maoming si,mawmng,mawmyng,Маомин,Маоминг,ماومنگ,ماومینگ,茂名,茂名市,마오밍 시",21.66625,110.91364,P,PPLA2,CN,,30,4409,,,1307802,,31,Asia/Shanghai,2022-01-16,China,AS,China,0,0,0,0,490,26.667377,43.654976,31.873068,29.94597,32.818195,17.01371,14.023473,23.89637,15.187498,16.529306,24.907393,28.52278,41.662907,0.5472915
1801620,Ma’anshan,Ma'anshan,"Kai-yuan,Ma'anshan,Ma'anshan Shi,Ma-an-shan-shih,Maan'shan',Mang-shan,Ma’anshan,Ma’anshan Shi,ma an shan,ma an shan shi,Мааньшань,马鞍山,马鞍山市",31.68579,118.51008,P,PPLA2,CN,,01,3405,,,741531,,24,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,761,44.49611,75.23307,58.20044,47.722446,41.02611,38.551205,33.259304,25.04516,32.687504,38.39722,36.27581,49.378056,58.989643,0.52472895
1801640,Luzhou,Luzhou,"Khehfehj,LZO,Lo Chau,Lo-chiu-chhi,Lu,Lu-chou,Lu-chou-shih,Lu-ciu,Lu-cou,Lu-hsien,Lu-čou,Luchow,Luchzhou,Ludzhou,Ludzou,Lutsjou,Luzhou,Lô Châu,Lô͘-chiu-chhī,Lù-ciŭ,lu zhou,lu zhou shi,lujeou si,lwjw,lwzhww,Луджоу,Лучжоу,Луџоу,Хэфэй,لوجو,لوژوو,泸州,泸州市,瀘州,瀘州市,루저우 시",28.8903,105.42575,P,PPLA2,CN,,32,5105,,,998900,,256,Asia/Shanghai,2024-11-12,China,AS,China,0,0,0,0,659,41.319073,66.90846,51.276787,47.062096,44.711388,29.33898,30.647362,21.823925,20.801613,25.954863,31.064383,55.285,71.637634,0.6351402
1801792,Luoyang,Luoyang,"Honan,Honanfu,LYA,Lac Duong,Lajan,Lo-yand,Lo-yang,Lo-yang-hsien,Lo-yang-shih,Lojan,Lojan shaary,Lojang,Lok-iong,Lok-iong-chhi,Louogian'nk,Lo̍k-iông-chhī,Luo-jang,Luojan,Luojang,Luojangas,Luojango,Luoyang,Luòyáng,Lŏk-iòng,Lŭojango,Lạc Dương,he nan fu,lk xei yng,loiani,lu'oyanga,luo yang,luo yang shi,lwoyang si,lwwyang,lwyangh,lwywyang,Λουογιάνγκ,Лаян,Лоян,Лоян шаары,Луоян,Луојанг,לוו-יאנג,لوئویانگ,لوویانگ,لويانغ,لوياڭ شەھىرى,लुओयांग,ลกเอี๋ยง,ལུའོ་དབྱང་།,ლოიანი,河南府,洛阳,洛阳市,洛陽,洛陽市,뤄양 시",34.67345,112.43684,P,PPLA2,CN,,09,4103,,,1390581,,128,Asia/Shanghai,2025-11-15,China,AS,China,0,0,0,0,875,53.706528,71.596504,63.762047,54.691406,44.7432,47.956585,51.01028,43.606586,47.96922,46.447495,53.120438,47.559307,72.17984,0.49780616
1801934,Luohe,Luohe,"Lo-he,Lo-ho,Lo-ho-chai,Lo-ho-shih,Lokheh,Lui-ho-chhi,Luo-che,Luohe,Luokhe,Lúi-hô-chhī,T'a-ho,T'a-ho-chai,Tak-o,Thap Ha,Tháp Hà,Ták-ò̤,T’a-ho,T’a-ho-chai,luo he,luo he shi,lwhy,lwoheo si,raku he shi,Лохэ,Луохе,لوهی,ラク河市,漯河,漯河市,뤄허 시",33.57424,114.03261,P,PPLA2,CN,,09,4111,,,1294974,,67,Asia/Shanghai,2026-05-11,China,AS,China,0,0,0,0,827,51.66481,79.93883,62.31086,54.827816,39.654583,39.07607,41.582222,27.695967,35.6586,41.80542,48.19476,56.95139,92.45108,0.54981315
1802204,Luancheng,Luancheng,"LCT,Luan'chehn,Luan'chen,Luan-ch'eng-ch'eng-kuan,Luan-ch'eng-hsien,Luan-ch’eng-ch’eng-kuan,Luan-ch’eng-hsien,Luancheng,Luan’chen,Lwanchenghsien,luan cheng,Луаньчэн,栾城",37.88452,114.64629,P,PPLA3,CN,,10,1301,1802203,,597130,,53,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,1035,60.43742,82.2164,72.938095,54.863712,37.867924,41.006046,48.110836,46.343143,52.592476,54.507084,65.79825,66.38889,102.70108,0.5010442
1802206,Lu’an,Lu'an,"LLQ,Liu-an,Liu-an-hsien,Liuanchow,Lu'an,Lu'an Shi,Luan',Lu’an,Lu’an Shi,liu an,liu an shi,Луань,六安,六安市",31.73561,116.51688,P,PPLA2,CN,,01,3415,,,1644344,,81,Asia/Shanghai,2021-10-18,China,AS,China,0,0,0,0,760,36.71542,58.377823,50.797474,44.37272,34.998753,33.130512,26.724445,20.560076,19.090458,26.393614,33.09879,36.478474,57.206444,0.44875994
1802276,Longyan,Longyan,"LCX,Leng-na-chhi,Liung-ngam-su,Liùng-ngâm-sṳ,Long Nham,Longyan,Longyan Shi,Longyen shehiri,Lung-jen,Lung-ngang,Lung-yen,Lung-yen-hsien,Lungyenchow,Lunujan',Lêng-nâ-chhī,Lṳ̀ng-ngàng,langyan,long yan,long yan shi,lung-yen si,lwnghyan,lwngyan,Лунъянь,لانگیان,لونغيان,لونگیان,竜岩,竜岩市,龍岩,龍岩市,龙岩,龙岩市,룽옌 시",25.07485,117.01775,P,PPLA2,CN,,07,3508,,,1025087,,318,Asia/Shanghai,2021-10-08,China,AS,China,0,0,0,0,580,21.298615,25.642605,29.162354,24.112902,27.023193,19.443684,17.37986,16.20363,16.870028,18.420557,19.68441,17.298748,24.938843,0.29328018
1802875,Guankou,Guankou,"Guankou,Liu-yang-hsien,Liujang,Liuyang,Liuyang Shi,guan kou,liu yang,liu yang shi,Лиуянг,关口,浏阳,浏阳市",28.15861,113.62709,P,PPLA3,CN,,11,4301,,,1380000,,79,Asia/Shanghai,2021-09-20,China,AS,China,0,0,0,0,638,35.224346,56.655773,46.256397,37.784405,43.70264,29.102283,22.456665,23.559273,18.342339,26.057222,26.777418,32.157772,60.3746,0.43106684
1802940,Puning,Puning,"Liu-sha-chen,Liu-sha-hsu,Liu-sha-hsü,Liusha,OPQ,P'u-ning-hsien,Pho Ninh,Phổ Ninh,Punin,Puning,P’u-ning-hsien,pu ning,pu ning shi,puning si,pwnyng,Пунин,پونینگ,普宁,普宁市,普寧,普寧市,푸닝 시",23.31072,116.16869,P,PPL,CN,,30,4452,1798477,,1998619,,12,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,530,30.517473,40.16089,36.75327,34.304436,36.319164,26.8922,19.710419,24.734543,24.24059,27.769308,29.927958,27.161669,38.48024,0.42172408
1803300,Liuzhou,Liuzhou,"LZH,Lieu Chau,Linzhou,Liou-cou,Liou-čou,Liu-chiang,Liu-chou,Liu-chou-shih,Liuchow,Liuchowfu,Liuzhou,Liǔzhōu,Liễu Châu,Ljuchzhou,Ljudzou,Ma-p'ing,Ma-p’ing,Mapinghsien,liu zhou,liu zhou shi,lyujeousi,lywg'wʼw,lywshw,Љуџоу,Лючжоу,ליוג'ואו,ليوشو,柳州,柳州市,류저우시",24.32405,109.40698,P,PPLA2,CN,,16,4502,,,1436599,,102,Asia/Shanghai,2026-04-29,China,AS,China,0,0,0,0,557,28.287235,43.082253,28.072172,27.505243,42.858746,21.445162,16.795418,21.117743,20.140593,19.475834,25.618279,23.811806,49.17339,0.50593406
1803318,Linyi,Linyi,"I-chou,Ichow,Ichowfu,LYI,Lam Nghi,Lan-shan,Lim-ki-chhi,Lin'i,Lin-i,Lin-i-hsien,Lin-i-shih,Ling-gi,Linji,Linyi,Liuyihsien,Lâm Nghi,Lìng-gì,Lîm-kî-chhī,Yichow,lin yi,lin yi shi,lin-i si,lnyy,lynyay,Линьи,Линји,لنیی,لینیای,临沂,临沂市,臨沂,臨沂市,린이 시",35.06306,118.34278,P,PPLA2,CN,,25,3713,,,2743843,,69,Asia/Shanghai,2024-07-20,China,AS,China,0,0,0,0,901,42.05216,66.6746,55.85893,48.332794,33.954445,36.77863,35.402916,21.106047,29.992872,36.551105,29.569893,57.821392,53.774055,0.62177384
1803567,Linfen,Linfen,"LFQ,Lam Phan,Lim-hun-chhi,Lin'fehn',Lin'fyn',Lin-fen,Lin-fen-hsien,Linfen,Linfen Shi,Ling-hung,Lâm Phần,Lìng-hŭng,Lîm-hun-chhī,Pingyang,Pingyangfu,Saratsi,Yaodu Qu,lin fen,lin fen shi,linpeon si,lynfn,lynfyn,ping yang,ping yang fu,yao dou qu,Линфен,Линьфынь,Линьфэнь,لینفن,لینفین,临汾,临汾市,尧都区,平阳,平阳府,臨汾,臨汾市,린펀 시",36.08889,111.51889,P,PPL,CN,,24,1410,,,959198,,451,Asia/Shanghai,2024-07-12,China,AS,China,0,0,0,0,945,75.97582,104.11681,87.031265,77.66531,59.781116,58.06962,62.660835,58.95081,62.143147,71.26833,81.506584,84.6293,104.13227,0.41521308
1803834,Liaocheng,Liaocheng,"Liao-ccheng,Liao-ch'eng-hsien,Liao-ch'eng-shih,Liao-ch’eng-hsien,Liao-ch’eng-shih,Liao-čcheng,Liaoceng,Liaocheng,Liaoĉeng,Lieu Thanh,Lieu-siang,Liâu-siâⁿ-chhī,Lièu-siàng,Liêu Thành,Ljaochehn,Ljaocheng,Tung-ch'ang,Tung-ch’ang,Tungchangfu,liao cheng,liao cheng shi,lyaocheong si,lyawchyng,Љаоченг,Ляочэн,لیاوچینگ,聊城,聊城市,랴오청 시",36.45064,116.00247,P,PPLA2,CN,,25,3715,,,1229768,,32,Asia/Shanghai,2021-10-20,China,AS,China,0,0,0,0,961,46.739914,75.111145,58.975155,50.76344,34.440834,36.531048,37.189865,28.839653,33.36533,42.824303,42.28562,53.302353,67.81465,0.610202
1803936,Wuwei,Wuwei,"Liang-chou,Liang-chow,Liangzhou,Uvehj,Wu-wei-hsien,Wuwei,Wuwei Shi,wu wei,wu wei shi,Увэй,武威,武威市",37.92672,102.63202,P,PPLA2,CN,,15,6206,,,1010295,,1542,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,1030,22.798283,25.753227,30.846725,29.18656,36.988194,23.976341,14.625001,14.670566,15.290994,16.79139,20.075539,22.29764,23.840189,0.31845638
1804120,Lianjiang,Lianjiang,"Lei-pei,Liancheng,Lianjiang,Lien-chiang,Lien-chiang-hsien,Limkong,Limkong-hsien,Ljan'czjan,Lunkong,Shih-ch'eng,Shih-ch’eng,lian jiang,Ляньцзян,廉江",21.64673,110.28172,P,PPL,CN,,30,4408,,,1363470,,46,Asia/Shanghai,2026-09-14,China,AS,China,0,0,0,0,489,25.782248,42.28092,31.074701,29.292744,33.70403,16.743412,14.598749,20.584003,15.509139,15.685555,23.536156,25.755835,40.702282,0.4957881
1804153,Leshan,Leshan,"Chia-ting,Kiating,Kiatingfu,LSG,Lac Son,Le-san,Le-šan,Lehshan',Leshan,Lo-shan,Lo-shan-hsien,Lok-san-chhi,Lok-sang,Lo̍k-san-chhī,Lŏk-săng,Lạc Sơn,le shan,le shan shi,leosan si,lyshan,Лэшань,لیشان,乐山,乐山市,楽山市,樂山,러산 시",29.56227,103.76386,P,PPL,CN,,32,5111,,,662814,,375,Asia/Shanghai,2025-05-12,China,AS,China,0,0,0,0,681,46.4713,64.60806,51.790623,45.55296,44.393883,35.29583,35.30472,35.03911,35.56398,36.49139,41.766396,57.420277,74.547035,0.51894385
1804430,Lanzhou,Lanzhou,"Kao-lan-hsien,Kaolan,LHW,Lan Chau,Lan Châu,Lan'chzhou,Lan'chzhou shaary,Lan'zhou,Lan-chiu-chhi,Lan-chou,Lan-chou-shih,Lan-cou,Lan-čou,Lanchjou,Lanchow,Lanchowfu,Lancjou,Lancsou,Landzhou,Landzou,Landzov,Landžou,Landžov,Lang-ciu,Langouo,Lantsjou,Lantsoou,Lanzcouh,Lanzhou,Lanzhou Shi,Lançjou,Lanĝoŭo,Laņdžou,Làng-ciŭ,Lân-chiu-chhī,hlan cow,lan jw,lan zhou,lan zhou shi,lanajha'u,lanazu,lanizoው,lanjeou si,lanjhu,lantshw,lanzhw,Λαντσόου,Ланджоу,Ланьжоу,Ланьчжоу,Ланьчжоу шаары,Ланьчжоў,Ланџоу,لان جو,لانتشو,لانزہو,لانژو,لەنجۇ شەھىرى,लान्झू,লানঝাউ,ਲਾਨਜ਼ੂ,หลานโจว,ལན་ཀྲོའུ།,ላንዞው,兰州,兰州市,蘭州,蘭州市,란저우 시",36.05701,103.83987,P,PPLA,CN,,15,6201,,,4359446,,1521,Asia/Shanghai,2026-08-26,China,AS,China,0,0,0,0,944,35.343674,49.088306,34.048664,45.737503,59.164997,43.367077,34.23597,20.690453,19.534409,22.156385,22.507526,32.089306,41.580643,0.35657176
1804540,Langfang,Langfang,"An-tz'u,An-tz’u,Anci,LFA,Lanfan,Lang-fang-chen,Langfang,lang fang,lang fang shi,Ланфан,廊坊,廊坊市",39.52079,116.71471,P,PPLA2,CN,,10,1310,,,868066,,19,Asia/Shanghai,2023-09-06,China,AS,China,0,0,0,0,1084,53.07744,69.51451,58.504913,48.07662,36.04667,40.116936,41.93347,39.586563,43.19556,51.242638,55.021244,73.38319,80.51949,0.438136
