id,date,pm25,n_ok,n_raw
3487377,2025-02-26,10.444769103998421,24,24
3487377,2025-03-02,35.87346019347509,24,24
3487377,2025-03-06,61.87643931971656,24,24
3487377,2025-03-10,37.276534689797295,24,24
3487377,2025-03-14,37.83529866404003,24,24
3487377,2025-03-18,43.78159783946143,24,24
3487377,2025-03-22,73.66951199372609,24,24
3487377,2025-03-26,127.67584005991618,24,24
3487377,2025-03-30,70.91327716244591,24,24
3487377,2025-04-03,93.33982968330383,24,24
3487377,2025-04-07,33.569780142770874,24,24
3487377,2025-04-11,58.75867009162903,24,24
3487377,2025-04-15,9.580939264748142,24,24
3487377,2025-04-19,21.637119709087226,24,24
3487377,2025-04-23,46.47055899434619,24,24
3487377,2025-04-27,52.60105497969521,24,24
3487377,2025-05-01,23.506435725424026,24,24
3487377,2025-05-05,30.85115624136395,24,24
3487377,2025-05-09,30.56176910466618,24,24
3487377,2025-05-13,26.038574717111057,24,24
3487377,2025-05-17,12.328545573659035,24,24
3487377,2025-05-21,10.112562471276357,24,24
3487377,2025-05-25,1.05459548787783,24,24
3487377,2025-05-29,3.0300051878697967,24,24
3487377,2025-06-02,1.2541785802958267,7,7
3487377,2025-06-06,18.89344845857057,24,24
3487377,2025-06-10,11.718522528535686,24,24
3487377,2025-06-14,7.0250758141693135,24,24
3487377,2025-06-18,1.783928822984712,24,24
3487377,2025-06-22,2.9903626636306266,23,23
3487377,2025-06-26,11.077999984185832,24,24
3487377,2025-06-30,6.147832083788635,24,24
3487377,2025-07-04,9.632020822195853,24,24
3487377,2025-07-08,8.676717012305744,24,24
3487377,2025-07-12,0.863199662637069,24,24
3487377,2025-07-16,2.8733534787471093,24,24
3487377,2025-07-20,3.2677864455100565,24,24
3487377,2025-07-24,7.851260419130663,8,8
3487377,2025-07-28,3.8166624414586714,24,24
3487377,2025-08-01,8.453613990516816,24,24
3487377,2025-08-05,9.160183506661074,23,23
3487377,2025-08-09,5.391056933735187,24,24
3487377,2025-08-13,10.078171814481417,24,24
3487377,2025-08-17,0.2786597225737448,24,24
3487377,2025-08-21,6.80349538783129,24,24
3487377,2025-08-25,2.309142350232125,24,24
3487377,2025-08-29,1.4673813602809485,24,24
3487377,2025-09-02,7.090772562724951,24,24
3487377,2025-09-06,6.742365744986778,24,24
3487377,2025-09-10,4.210733221054801,24,24
3487377,2025-09-14,8.481131343300351,24,24
3487377,2025-09-18,5.959559002994663,24,24
3487377,2025-09-22,7.24151675632715,24,24
3487377,2025-09-26,0.313961231136798,24,24
3487377,2025-09-30,2.026671753192919,23,23
3487377,2025-10-04,8.850612290824454,23,23
3487377,2025-10-08,17.088599649004433,24,24
3487377,2025-10-12,11.615518541799652,24,24
3487377,2025-10-16,3.9847422372834345,24,24
3487377,2025-10-20,21.91005624097491,21,21
3487377,2025-10-24,10.785914359636672,24,24
3487377,2025-10-28,13.158973946649995,24,24
3487377,2025-11-01,0.30259606538305955,24,24
3487377,2025-11-05,1.9452807932174294,23,23
3487377,2025-11-09,5.298830440367952,24,24
3487377,2025-11-13,8.766619565305502,23,23
3487377,2025-11-17,8.460560606465195,22,22
3487377,2025-11-21,5.166440968463818,24,24
3487377,2025-11-25,32.634357621934676,24,24
3487377,2025-11-29,31.496291046148098,24,24
3487377,2025-12-03,13.121078680148694,24,24
3487377,2025-12-07,26.11977082226011,24,24
3487377,2025-12-11,22.844678229272915,24,24
3487377,2025-12-15,3.2766197899201264,24,24
3487377,2025-12-19,51.76632053896233,24,24
3487377,2025-12-23,21.230368599957888,24,24
3487377,2025-12-27,33.911562441455,24,24
3487377,2025-12-31,64.74749773090014,23,23
2960634,2025-01-01,24.6145,80,80
2960634,2025-01-05,55.21338709677419,62,62
2960634,2025-01-09,74.16203703703704,54,54
2960634,2025-01-13,65.2175,8,8
2960634,2025-01-17,71.505,46,46
2960634,2025-01-21,28.58103448275862,58,58
2960634,2025-01-25,82.08782608695653,46,46
2960634,2025-01-29,73.04672727272728,55,55
2960634,2025-02-02,69.27627906976744,43,43
2960634,2025-02-06,36.02918918918919,37,37
2960634,2025-02-10,38.403728813559326,59,59
2960634,2025-02-14,70.100125,80,80
2960634,2025-02-18,48.88161764705882,68,68
2960634,2025-02-22,24.175471698113206,53,53
2960634,2025-02-26,40.97795918367347,49,49
2960634,2025-03-02,22.106176470588235,68,68
2960634,2025-03-06,32.22196078431372,51,51
2960634,2025-03-10,40.225869565217394,46,46
2960634,2025-03-14,37.82875,16,16
2960634,2025-03-18,35.908,5,5
2960634,2025-03-22,11.15,5,5
2960634,2025-03-26,33.95268292682927,41,41
2960634,2025-03-30,24.424915254237288,59,59
2960634,2025-04-03,9.161666666666667,54,54
2960634,2025-04-07,14.39639344262295,61,61
2960634,2025-04-11,14.566760563380281,71,71
2960634,2025-04-15,14.673538461538461,65,65
2960634,2025-04-19,13.356808510638297,47,47
2960634,2025-04-23,16.152916666666666,48,48
2960634,2025-04-27,10.99672131147541,61,61
2960634,2025-05-01,21.871315789473684,38,38
2960634,2025-05-05,10.048510638297873,47,47
2960634,2025-05-09,12.504705882352942,51,51
2960634,2025-05-13,14.973947368421053,38,38
2960634,2025-05-17,14.6326,50,50
2960634,2025-05-21,8.18,15,15
2960634,2025-05-25,10.133076923076922,39,39
2960634,2025-05-29,14.196382978723404,47,47
2960634,2025-06-02,13.017962962962963,54,54
2960634,2025-06-06,12.941142857142857,35,35
2960634,2025-06-10,15.049999999999999,38,38
2960634,2025-06-14,16.820833333333333,36,36
2960634,2025-06-18,11.062758620689655,29,29
2960634,2025-06-22,12.536891891891893,74,74
2960634,2025-06-26,13.40952380952381,42,42
2960634,2025-06-30,10.4465625,32,32
2960634,2025-07-04,10.885102040816326,49,49
2960634,2025-07-08,15.7196875,32,32
2960634,2025-07-12,15.225890410958904,73,73
2960634,2025-07-16,12.56230769230769,65,65
2960634,2025-07-20,13.128245614035087,57,57
2960634,2025-07-24,19.65826086956522,69,69
2960634,2025-07-28,21.198970588235294,68,68
2960634,2025-08-01,30.071625,80,80
2960634,2025-08-05,18.678428571428572,70,70
2960634,2025-08-09,22.884383561643833,73,73
2960634,2025-08-13,17.867974683544304,79,79
2960634,2025-08-17,11.372428571428571,70,70
2960634,2025-08-21,15.87779411764706,68,68
2960634,2025-08-25,18.201020408163266,49,49
2960634,2025-08-29,21.612692307692306,52,52
2960634,2025-09-02,22.477241379310346,29,29
2960634,2025-09-06,18.661162790697674,43,43
2960634,2025-09-10,12.308333333333332,6,6
2960634,2025-09-14,9.152465753424657,73,73
2960634,2025-09-18,17.46262295081967,61,61
2960634,2025-09-22,11.96828125,64,64
2960634,2025-09-26,21.67171875,64,64
2960634,2025-09-30,17.965,58,58
2960634,2025-10-04,22.941285714285716,70,70
2960634,2025-10-08,25.6512,50,50
2960634,2025-10-12,15.952708333333334,48,48
2960634,2025-10-16,19.403384615384617,65,65
2960634,2025-10-20,25.335434782608697,46,46
2960634,2025-10-24,17.254666666666665,15,15
2960634,2025-10-28,27.247627118644065,59,59
2960634,2025-11-01,32.892162162162165,74,74
2960634,2025-11-05,45.20285714285714,77,77
2960634,2025-11-09,42.358285714285714,70,70
2960634,2025-11-13,60.288148148148146,27,27
2960634,2025-11-17,40.385882352941174,68,68
2960634,2025-11-21,69.4341935483871,62,62
2960634,2025-11-25,117.72957746478872,71,71
2960634,2025-11-29,98.23172413793104,58,58
2960634,2025-12-03,53.644000000000005,65,65
2960634,2025-12-07,211.39927272727272,55,55
2960634,2025-12-11,55.93655737704918,61,61
2960634,2025-12-15,28.51813953488372,43,43
2960634,2025-12-19,77.74637931034482,58,58
2960634,2025-12-23,108.60791666666667,48,48
2960634,2025-12-27,58.812000000000005,65,65
2960634,2025-12-31,44.381499999999996,60,60
368392,2025-01-01,34.237500000000004,24,24
368392,2025-01-05,40.87083333333333,24,24
368392,2025-01-09,50.729166666666664,24,24
368392,2025-01-13,38.46666666666667,24,24
368392,2025-01-17,26.433333333333334,24,24
368392,2025-01-21,56.520833333333336,24,24
368392,2025-01-25,68.05,24,24
368392,2025-01-29,30.7,24,24
368392,2025-02-02,51.88333333333333,24,24
368392,2025-02-06,33.135000000000005,20,20
368392,2025-02-10,21.979166666666668,24,24
368392,2025-02-14,43.90416666666667,24,24
368392,2025-02-18,21.729166666666668,24,24
368392,2025-02-22,32.1875,24,24
368392,2025-02-26,17.3,21,21
368392,2025-03-02,19.36875,16,16
368392,2025-03-06,15.225,24,24
368392,2025-03-10,28.775000000000002,24,24
368392,2025-03-14,17.141666666666666,24,24
368392,2025-03-18,21.304166666666667,24,24
368392,2025-03-30,33.375,24,24
368392,2025-04-03,28.958333333333332,24,24
368392,2025-04-07,16.595833333333335,24,24
368392,2025-04-11,21.375,24,24
368392,2025-04-15,17.566666666666666,24,24
368392,2025-04-19,11.04,15,15
368392,2025-04-23,12.818181818181818,22,22
368392,2025-05-09,11.578260869565218,23,23
368392,2025-05-13,11.195833333333333,24,24
368392,2025-05-17,18.154166666666665,24,24
368392,2025-05-21,12.486363636363636,22,22
368392,2025-05-25,11.104166666666666,24,24
368392,2025-05-29,10.0875,24,24
368392,2025-06-02,11.678260869565218,23,23
368392,2025-06-06,16.3625,24,24
368392,2025-06-10,10.016666666666667,24,24
368392,2025-06-14,9.579166666666667,24,24
368392,2025-06-18,7.758333333333333,24,24
368392,2025-06-22,10.608333333333333,24,24
368392,2025-06-26,11.483333333333334,24,24
368392,2025-06-30,12.879166666666668,24,24
368392,2025-08-25,6.144444444444444,9,9
368392,2025-08-29,13.004166666666668,24,24
368392,2025-09-02,10.129166666666666,24,24
368392,2025-09-06,12.958333333333334,24,24
368392,2025-09-10,8.174999999999999,24,24
368392,2025-09-14,19.325,24,24
368392,2025-09-18,9.641666666666667,24,24
368392,2025-09-22,10.895833333333334,24,24
368392,2025-09-26,10.691666666666668,24,24
368392,2025-09-30,6.541666666666667,24,24
368392,2025-10-04,12.091666666666667,24,24
368392,2025-10-08,10.186363636363636,22,22
368392,2025-11-21,14.87,20,20
368392,2025-11-25,19.766666666666666,24,24
368392,2025-11-29,29.454166666666666,24,24
368392,2025-12-03,39.766666666666666,24,24
368392,2025-12-07,20.041666666666668,24,24
368392,2025-12-11,21.645833333333332,24,24
368392,2025-12-15,17.108695652173914,23,23
368392,2025-12-19,25.233333333333334,24,24
368392,2025-12-23,21.912499999999998,24,24
368392,2025-12-27,19.004166666666666,24,24
368392,2025-12-31,35.43333333333333,24,24
6945,2025-02-22,44.562641509433966,53,53
6945,2025-02-26,62.45186813186813,91,91
6945,2025-03-02,55.55080459770115,87,87
6945,2025-03-06,70.46000000000001,61,61
6945,2025-03-10,217.75999999999996,88,88
6945,2025-03-14,40.635604395604396,91,91
6945,2025-03-18,30.57858695652174,92,92
6945,2025-03-22,29.474666666666664,90,90
6945,2025-03-26,28.27966292134831,89,89
6945,2025-03-30,35.69651685393258,89,89
6945,2025-04-03,44.80290909090909,55,55
6945,2025-04-07,44.18222222222222,81,81
6945,2025-04-11,29.79,16,16
6945,2025-04-15,80.40652173913044,46,46
6945,2025-04-19,217.76,83,83
6945,2025-04-23,56.248620689655176,87,87
6945,2025-04-27,50.30186813186813,91,91
6945,2025-05-05,65.72162162162162,37,37
6945,2025-05-09,32.74511111111111,90,90
6945,2025-05-13,36.995357142857145,84,84
6945,2025-05-17,216.28362637362636,91,91
6945,2025-05-21,32.263888888888886,72,72
6945,2025-05-25,31.78483870967742,62,62
6945,2025-05-29,52.77289473684211,38,38
6945,2025-06-02,40.77804878048781,82,82
6945,2025-06-06,45.715604395604394,91,91
6945,2025-06-10,37.31951219512195,82,82
6945,2025-06-14,33.419120879120875,91,91
6945,2025-06-18,34.56741176470588,85,85
6945,2025-06-22,44.33594936708861,79,79
6945,2025-06-26,47.36701149425288,87,87
6945,2025-06-30,42.656363636363636,55,55
6945,2025-07-04,37.25855263157895,76,76
6945,2025-07-08,41.18137931034482,87,87
6945,2025-07-12,37.620919540229885,87,87
6945,2025-07-16,38.44044943820224,89,89
6945,2025-07-20,30.56,92,92
6945,2025-07-24,162.04927710843373,83,83
6945,2025-07-28,33.76542857142857,35,35
6945,2025-08-01,39.36206896551724,58,58
6945,2025-08-05,33.30304347826087,46,46
