id,date,pm25,n_ok,n_raw
2832266,2025-01-01,38.50273270739449,24,24
2832266,2025-01-05,41.1809773728101,24,24
2832266,2025-01-09,51.012162163323566,23,23
2832266,2025-01-13,47.42579364776611,1,1
2832266,2025-02-14,61.093579005312044,24,24
2832266,2025-02-18,36.59850587955228,24,24
2832266,2025-02-22,43.800611623128255,24,24
2832266,2025-02-26,29.795196526580387,24,24
2832266,2025-03-02,35.70795168479284,24,24
2832266,2025-03-06,20.74466549808329,24,24
2832266,2025-03-10,38.90515970190366,16,16
2832266,2025-03-14,31.018171336915756,24,24
2832266,2025-03-18,42.991445837358036,24,24
2832266,2025-03-26,47.28268016709222,24,24
2832266,2025-03-30,40.768875084140085,24,24
2832266,2025-04-07,30.941274791955948,24,24
2832266,2025-04-11,20.876206633117466,24,24
2832266,2025-04-15,22.7496875723203,24,24
2832266,2025-04-19,6.998338281280464,24,24
2832266,2025-05-09,6.632879569712613,24,24
2832266,2025-05-13,4.626572309456992,24,24
2832266,2025-05-17,9.956265708794096,24,24
2832266,2025-05-21,14.819337199884231,24,24
2832266,2025-05-25,4.987776931718043,24,24
2832266,2025-05-29,6.7668737420398335,24,24
2832266,2025-06-02,5.871865093708038,7,7
2832266,2025-06-06,17.792661740287905,23,23
2832266,2025-06-10,10.88567664143112,24,24
2832266,2025-06-14,4.522585432642232,24,24
2832266,2025-06-18,7.994210896185702,24,24
2832266,2025-06-22,8.354085573683614,23,23
2832266,2025-06-26,9.950950721071825,24,24
2832266,2025-06-30,7.628977273049809,24,24
2832266,2025-07-04,11.852368165497426,24,24
2832266,2025-07-08,7.653978787889384,15,15
2832266,2025-07-12,9.473288064322086,24,24
2832266,2025-07-16,10.477909272847077,24,24
2832266,2025-07-20,3.6153480518195362,24,24
2832266,2025-07-24,9.149741669961562,24,24
2832266,2025-07-28,11.616155349546007,24,24
2832266,2025-08-01,13.973881858918402,24,24
2832266,2025-08-05,8.2399575724094,24,24
2832266,2025-08-09,12.627694679631126,24,24
2832266,2025-08-13,5.702278869847457,24,24
