id,pm25,cams_pm2_5,lin_lco,gbm_lco,gbm_lro,region,cc,kind,nmo
1065352,11.070983970071554,4.000157,5.62769363962568,4.549496869530155,6.534046983209305,Oceania,NZ,reference_likely,12
10658,18.239794032921104,24.064693,20.61678181946835,19.9106763454545,19.32948947990996,North/Central America,MX,reference_likely,10
10662,11.252381878678765,13.946021,13.944948602453854,14.66188756093436,15.059661471359512,North/Central America,MX,reference_likely,9
10673,3.672794852428684,4.271208,6.170938242266485,4.961580514098933,6.10814748602806,Europe,IS,reference_likely,11
10675,5.565935163973083,4.9198313,6.81140149942581,4.700566498384142,5.352758470476923,Europe,IS,reference_likely,10
10724,16.04979333934105,12.8611765,13.243663351513543,12.937301778897831,12.890432043793783,Europe,PL,reference_likely,11
10747,30.47279693198043,20.489933,18.531781885779655,23.609070817019138,21.06705958630308,South Asia,IN,reference_likely,10
10750,15.781066639720459,13.56754,13.730139647283005,12.817584799185035,13.392670741112864,Europe,PL,reference_likely,12
10762,21.36484428672828,28.770237,23.41245427021432,26.802730744690024,18.599452789766474,North/Central America,MX,reference_likely,10
10776,15.9161688996117,13.501556,13.690684713492585,12.712288958298316,13.219494858726103,Europe,PL,reference_likely,12
10808,13.062163601149008,12.5330515,13.16720940870544,19.110988795310764,18.01209239919262,Europe,RO,reference_likely,12
1082284,5.3912678463595585,6.6549478,8.394239936767859,8.472909552334825,9.061677057757562,Oceania,AU,reference_likely,12
10823,52.27407452909174,61.18109,41.61412124009817,47.909210264600986,37.41353959511017,South Asia,IN,reference_likely,10
10865,7.510756275879918,8.067634,9.593789013825276,6.908801454089774,8.968971375426019,Europe,NO,reference_likely,10
10875,6.679002168806477,5.960817,7.73678315477981,5.792011580852843,7.426406636828112,Europe,NO,reference_likely,10
10881,6.678261292205641,7.094949,8.765529369663389,6.470981704418954,8.029352355320649,Europe,NO,reference_likely,9
10894,7.276890535892063,8.691946,10.123165566315052,7.307199233951661,9.19721964895941,Europe,NO,reference_likely,10
10901,25.582212411450715,19.050863,17.379853438521096,20.35438526873928,16.70984097021543,South Asia,IN,reference_likely,10
10903,42.43884172968967,26.580814,22.698632549783483,27.122614912362188,22.406446631808507,South Asia,IN,reference_likely,10
10915,30.906453673234125,17.278158,16.387792376751097,19.997918594186736,19.05665490193215,South Asia,IN,reference_likely,10
10917,26.61276531941353,38.770283,29.73957367954436,38.91920607962348,30.970267957450744,South Asia,IN,reference_likely,9
1109231,12.160426510841997,11.271189,12.232341803762614,12.611917993161427,12.099712591790533,Europe,HU,reference_likely,10
11609,47.56214729442499,21.839573,19.498460566890813,26.18119524015438,24.691807121408164,South Asia,IN,reference_likely,10
12024,34.48896040512478,30.791971,25.309104008407832,29.126938934949116,26.03458192320399,South Asia,IN,reference_likely,10
12026,5.7318448337215315,7.592775,9.210422537845258,9.775163478733779,9.822176566053612,Oceania,AU,reference_likely,12
12046,40.431607932671604,19.966106,18.48018197288851,20.35573392146751,19.335223641016363,South Asia,IN,reference_likely,10
1209,4.0398079321263065,5.0371547,6.953245728548871,5.011767612063087,4.681040846934591,North/Central America,US,reference_likely,12
1214531,10.20361748866213,18.276184,17.655587773657345,22.281517880482014,24.980738199088847,Other Asia,JP,reference_likely,12
1214568,7.697221727274109,11.284257,12.369661572540005,12.463305160394638,12.54989681589513,Other Asia,JP,reference_likely,12
1214641,11.45827956182473,10.77234,11.972930629736325,15.099177346944492,14.257223634663776,Other Asia,JP,reference_likely,12
1214696,10.207173778602352,12.800934,13.542832148461573,19.24062045078439,18.40895070572964,Other Asia,JP,reference_likely,12
1214785,10.022502770047412,17.830736,17.331702700023744,21.11440351180064,22.929807405305613,Other Asia,JP,reference_likely,12
1215028,7.821280711247817,11.107032,12.230771705875489,12.084372488307041,12.174063247758541,Other Asia,JP,reference_likely,12
1215067,10.655559030829238,10.230947,11.471513480930211,11.71746748049469,10.963224554942704,Other Asia,JP,reference_likely,12
1215202,10.070994723647035,16.87371,16.591062766078743,19.299229090315333,23.92795799170926,Other Asia,JP,reference_likely,12
1215363,6.9585974541331685,9.941084,11.292021750031026,8.578921797321678,8.745553534714608,Other Asia,JP,reference_likely,12
1215388,14.208895191848669,17.887264,17.373501056465106,21.20104476393629,23.394220233690092,Other Asia,JP,reference_likely,12
1215411,10.706802919302918,10.636949,11.84334325147861,11.968719628075789,11.816395398860683,Other Asia,JP,reference_likely,12
1215456,7.052906909662251,26.856722,23.36140373503144,21.751220912304962,35.06723083413545,Other Asia,JP,reference_likely,12
1215594,7.29405101853341,8.437915,9.989394736852189,10.42761807634542,9.888879153005306,Other Asia,JP,reference_likely,12
1215633,11.349102633477633,9.766114,11.100004473150925,10.349921293309878,10.833376142788532,Other Asia,JP,reference_likely,12
1215685,9.732546944397594,16.227692,16.169689698305586,22.80523323582722,23.419162634516695,Other Asia,JP,reference_likely,11
1215787,11.461156204906205,16.647947,16.443232426811225,18.267393923652275,23.366337630403965,Other Asia,JP,reference_likely,12
1215846,9.821077484023913,10.723264,11.880577584659385,12.599224578902989,13.09568928822757,Other Asia,JP,reference_likely,12
1215854,8.661205227705118,13.879228,14.361217200904695,14.509101033183397,15.231533366188373,Other Asia,JP,reference_likely,12
1215897,11.367755359719645,10.419226,11.695353937991788,14.548128038739817,13.673813098630115,Other Asia,JP,reference_likely,12
1215901,12.626727295782748,12.371639,13.202934948067176,14.403338258255483,15.171939015078186,Other Asia,JP,reference_likely,12
1215906,10.938864600614968,15.19675,15.374477238794157,19.59496693862985,20.78273468769257,Other Asia,JP,reference_likely,12
1215907,7.22021399967483,8.870938,10.338411608594843,10.733622077565721,10.596674618034305,Other Asia,JP,reference_likely,12
1215957,7.933481865965419,10.070983,11.361775221671538,14.082857241954416,12.800721714416175,Other Asia,JP,reference_likely,12
1215976,8.840099953956862,9.048076,10.527544126555997,14.757469982534184,16.104985698836163,Other Asia,JP,reference_likely,12
1215996,9.047936288840605,13.438183,14.044468000201311,14.499217642040822,15.363248750438071,Other Asia,JP,reference_likely,11
1235985,10.253483765069717,4.3918157,6.251699523364321,9.101032705392981,8.802239505025492,Oceania,AU,lowcost,10
1235996,23.73693955065167,7.213401,8.559204493243854,8.708045397189514,8.915673910098931,Other Asia,TH,lowcost,9
1235999,18.52514163633824,21.504032,18.80385565980675,25.182646495511943,27.139771356670973,Other Asia,TH,lowcost,10
1236004,4.983138393415176,7.5605354,9.180443674904337,10.081470986509204,10.158931324366078,Oceania,AU,lowcost,10
1236013,25.01570774724709,14.406697,14.075922944948388,22.107032733616393,22.102471444934867,Other Asia,TH,lowcost,10
1236026,34.60317509006728,23.226868,21.132762280143034,18.772498760590388,16.64959681719169,Sub-Saharan Africa,ZA,reference_likely,9
1236033,17.163321083570015,19.623877,17.963310834585293,15.954360985922659,14.8689278227872,Europe,CH,lowcost,10
1236034,22.763626854360446,30.539371,24.254984374069714,23.534389140953607,28.203912657784475,Other Asia,TH,lowcost,10
1236037,71.95754028220885,50.89472,35.81828528304116,29.810603105779883,22.391827400163894,South Asia,IN,lowcost,10
1236045,19.728743212565448,9.106404,10.174583275331859,9.715425074331359,14.371758578795214,Sub-Saharan Africa,GH,lowcost,10
1236046,17.090778523380344,16.411442,16.257698425001642,19.867569578955834,18.346075584438335,Sub-Saharan Africa,ZA,reference_likely,10
1260488,4.730393988845789,9.796763,10.939376467950396,10.822163062405673,11.677371614255737,Europe,FR,lowcost,10
1266,31.102137070105822,10.554641,11.047278604536002,12.92106920211571,11.832021710157461,South America,CL,reference_likely,12
1275787,7.995388277181756,8.869023,10.231176832734901,7.7408969959561915,7.605889946261825,North/Central America,CA,reference_likely,12
1275795,7.392036141696468,8.355047,9.798782574504699,8.007120559224289,8.040996350834401,North/Central America,CA,reference_likely,12
1282,20.58566919191919,11.160574,11.826440525169152,13.543828333463297,14.182426765190074,South America,CL,reference_likely,11
1313460,10.450244115703104,9.692999,10.956536566345969,7.824629674560443,8.245579605784148,Europe,NL,lowcost,10
1330,27.250483630952377,8.741889,9.750319243946386,13.41117417286115,14.176989671124097,South America,CL,reference_likely,12
1365269,5.960407157757701,7.511198,9.069561225732734,8.59558306015791,8.911140185766302,North/Central America,CA,reference_likely,12
1367443,50.229885903845044,77.75133,56.578088414125794,31.00972784139126,35.476071960606546,Other Asia,ID,lowcost,10
1373118,14.798991870214769,16.368023,16.21199978431419,18.357020532308372,16.782998053212523,Sub-Saharan Africa,ZA,lowcost,10
1378099,8.79235335583903,9.65189,11.060281176882398,13.256753869579248,12.47683483242999,Sub-Saharan Africa,ZA,lowcost,10
1378279,12.104285608276943,9.65189,11.060281176882398,13.256753869579248,12.47683483242999,Sub-Saharan Africa,ZA,lowcost,10
1446,8.498466174321068,7.6652093,9.187295392524998,10.637963976175913,10.586744187624756,North/Central America,US,reference_likely,12
1511919,7.337022756235184,5.6943526,7.576824572228254,10.56269711526579,10.731118135621214,Sub-Saharan Africa,ZA,lowcost,10
152,10.768495971620972,8.706638,9.766628725893582,8.007807158298364,9.801675402093878,Europe,GB,reference_likely,9
1543132,24.652259568552477,14.8359375,14.868388805371746,14.493224567289452,14.471141407820289,Other Asia,PH,reference_likely,12
1573150,14.191280115175932,8.315763,9.75833083483716,12.993495351084857,11.214074108910674,Europe,BG,lowcost,10
1579095,25.51045386904762,10.5856695,11.142585955904828,12.004472587749534,11.651431432871314,South America,CL,reference_likely,12
1590755,7.973564930750461,18.980215,18.138211841115055,22.597521767615078,21.14917502274764,Sub-Saharan Africa,ZA,lowcost,10
1601414,12.860653544305285,10.099933,11.314346309167963,12.502472312577131,12.737560545976404,Oceania,AU,reference_likely,10
1605,30.10871575532387,10.779267,11.200508682763877,13.215286417356069,11.94475990099945,South America,CL,reference_likely,12
1640325,25.98512533328963,28.027567,22.954595861857502,28.76704543807468,19.97326799361109,North/Central America,MX,lowcost,10
1661847,19.81193152409185,12.938832,12.950593125774683,15.784252440699378,16.30622668664908,South America,CL,reference_likely,12
1664506,16.919538174862037,12.890024,13.389997370809425,18.425244938873213,17.308172458716275,Europe,RO,lowcost,10
1722461,15.011529842680924,11.881027,12.702018220430238,12.22137119688168,16.148789889154564,Europe,CZ,lowcost,9
1777598,23.58489843657416,8.637398,9.931402015723895,12.491778756395744,12.840343157147496,North/Central America,MX,reference_likely,9
1784313,8.704515297385504,21.663773,18.714367585047945,20.52479934978542,22.826066471432952,Europe,IT,lowcost,10
1799818,2.70862440309198,5.4520464,7.624491311495449,6.0929249522164435,7.402508604746568,Sub-Saharan Africa,MU,lowcost,10
1806855,17.863164484042414,14.23913,14.420934050792061,11.952005234619829,13.364869470714424,Europe,SI,lowcost,10
1834004,21.167392549792527,25.839844,23.29906541569586,25.950067237238972,26.48766090883454,Other Asia,TW,lowcost,10
1850657,3.41054890827628,4.3515697,6.251544150530298,4.982626817435448,5.833647213285059,Europe,IS,reference_likely,11
1850659,2.901450045094419,4.341139,6.241086735289289,4.931809840955807,5.905789366726196,Europe,IS,lowcost,11
1880,8.93635229695882,5.0127416,6.768494069246031,8.083461203636356,7.621686213819935,North/Central America,US,reference_likely,12
1890671,17.33239347140044,12.937841,13.253602687157752,14.10504482752684,14.235868040964661,North/Central America,MX,reference_likely,10
1892,6.1515144245352715,10.622041,11.758013009575778,15.324961544675263,13.717819314843105,North/Central America,US,reference_likely,12
1894630,13.846781662778717,15.230928,15.275292459493297,15.123906052371796,19.66266258786571,Other Asia,ID,reference_likely,9
1894631,5.076462682196567,4.7026715,6.607468372225341,5.468570017105561,5.123120103839409,South America,AR,reference_likely,9
1894632,47.64222070443357,15.349858,15.105240083810116,21.66119712035306,20.451210505476407,Central Asia,TJ,reference_likely,10
1894634,10.385972920593913,11.326873,12.280645923330347,15.205544264564251,16.26869464201553,Europe,RO,reference_likely,12
1894637,28.334788442301473,12.646888,13.269733924509417,25.53236927780713,19.415666466726666,Sub-Saharan Africa,KE,reference_likely,12
1894640,22.674497497472665,19.393753,18.43312621901662,24.38298385367309,23.34135934710087,Sub-Saharan Africa,NG,reference_likely,10
1894641,94.7509541756831,67.57476,41.28758420877104,43.06840503917247,37.35766852730005,South Asia,PK,reference_likely,12
1894643,11.385521317989715,11.129153,12.125786380999138,14.246276277833305,15.577982845811071,Europe,RO,reference_likely,11
1917100,19.75358123138697,11.31497,12.27569075096815,12.804429093118603,12.668769193131135,Europe,HU,lowcost,10
1924313,56.10190299910236,15.254768,15.061392462543482,20.580075632957296,19.267089414055196,Central Asia,TJ,reference_likely,12
1933,7.456059464711444,5.93763,7.744569476026644,8.57387646998926,7.7696694018676125,North/Central America,US,reference_likely,12
1984,51.93085499073772,1.9997916,3.5459342023161287,5.328570434531979,5.513225447114865,South America,CL,reference_likely,11
1993,4.5266096531456785,8.558934,9.995890488407143,9.466038931395133,9.48377132185061,North/Central America,CA,reference_likely,12
2010,27.579860808109324,15.40751,14.726074330067853,18.384712570027357,15.725561185598673,South America,CL,reference_likely,11
2023443,6.690212059123944,13.690506,14.023992127424146,10.840741544409294,11.012661122877457,North/Central America,CA,lowcost,10
2025120,11.418948783234574,8.50258,9.878254493100716,12.047114306924996,9.00303227607523,Europe,PL,reference_likely,12
2037,4.144698526122394,6.303368,7.956243574942435,6.004306583509759,5.79240536850209,North/Central America,CA,reference_likely,11
2039952,21.5431130818646,12.654555,13.276505580863041,10.751335025755905,11.359945243352586,Europe,CZ,lowcost,9
2041043,14.105025652690909,21.504032,18.80385565980675,24.764086274455842,25.895312288989583,Other Asia,TH,lowcost,10
2077019,5.019640490063615,5.3199477,7.184394428947374,7.960956977579353,8.046637062514437,Oceania,AU,lowcost,10
2099180,24.00806520024561,9.223875,10.574909858084425,8.793034239308257,8.392041898320436,South America,AR,lowcost,9
210,21.430810787348616,8.1737795,9.261250197609336,9.870415236139072,9.596310118388383,South America,CL,reference_likely,12
2112198,18.345162314226457,11.262814,12.214776128628062,13.285822344246835,14.344392794887503,Europe,HU,lowcost,9
2136949,25.58316663310044,10.040007,10.455986399999704,14.065912725082587,13.379390513548094,Other Asia,TH,lowcost,10
2142801,15.61303787075446,7.835656,8.940988408475686,10.17009359035039,10.091964844310114,Other Asia,TH,lowcost,9
2143681,43.178274484950435,19.554356,17.87369627871072,27.605551091198443,24.847457976855214,South America,PE,reference_likely,10
2151718,14.5168716104058,10.040007,10.455986399999704,14.065912725082587,13.379390513548094,Other Asia,TH,lowcost,10
2156118,12.351940906571839,16.247223,15.823807607871979,26.162155165509105,20.58261818379446,Sub-Saharan Africa,KE,reference_likely,9
2161292,30.892085144927535,54.782692,36.84818956479003,41.74724812381263,45.572467273781314,Other Asia,VN,reference_likely,11
2162036,10.553022749795735,12.040618,12.865465486380463,12.286275831409215,12.331600741052178,Europe,HU,reference_likely,11
2162049,11.253426482273385,10.8766,11.661581853973257,13.09044114604934,14.551346379330743,Europe,AT,reference_likely,11
2162056,10.716794439466584,11.601738,12.269689937890211,12.056350306313755,11.9009881385317,Europe,AT,reference_likely,11
2162057,11.083745960461313,11.599425,12.267724470658111,12.047635840853724,11.887220379188285,Europe,AT,reference_likely,11
2162064,9.91592155065175,11.686385,12.338662082654333,12.600286258554526,12.140091896633068,Europe,AT,reference_likely,11
2162070,9.652560013120036,12.151294,12.74077676762863,12.35961555230465,12.112192195645287,Europe,AT,reference_likely,11
2162071,10.375294613528535,11.417606,12.37546981754884,11.901766493048619,11.845746639703986,Europe,SK,reference_likely,11
2162074,10.842233268762186,10.990813,11.773187437087842,11.19845159742739,12.9936018503586,Europe,AT,reference_likely,11
2162086,9.232535436853825,12.3117285,12.885059330293695,13.311208756906924,14.630672070347574,Europe,AT,reference_likely,11
2162090,12.733814446860785,11.280415,12.010513294357967,11.341422279921195,13.231483855819642,Europe,AT,reference_likely,10
2162095,11.962960936535934,8.57338,9.630417492239776,11.271546099102189,11.385089144200972,Europe,AT,reference_likely,11
2162102,9.503700280159423,13.090719,13.517523595550443,12.50278170059935,12.87405185596185,Europe,AT,reference_likely,11
2162103,3.8246485948016247,10.9336815,11.709061664780775,12.068498562218032,13.441496017502471,Europe,AT,reference_likely,11
2162108,8.733302971213343,10.316368,11.504211972489514,12.38325925028102,11.560684023048307,Europe,CZ,reference_likely,11
2162127,8.341165795434291,11.737869,12.584843027820057,11.033355840397078,11.365586160257875,Europe,BE,reference_likely,11
2162131,9.916493926297255,11.885017,12.705477048305001,11.482587810110426,11.210479255049767,Europe,BE,reference_likely,12
2162165,10.970650648820442,11.653688,12.398396219122365,11.652455493179051,14.039921299798532,Europe,PL,reference_likely,10
2162187,9.058092469366562,9.350114,10.701596541948968,9.421353931704308,8.491010328437032,Europe,DE,reference_likely,12
2162198,9.077748173169663,14.2525015,14.535874031228433,13.005125744795095,12.748061809353501,Europe,DE,reference_likely,12
2162199,9.393134933990618,13.380996,13.860776128208725,12.54048436368002,12.032514950064309,Europe,DE,reference_likely,12
2162222,6.296561564493287,7.400331,9.068884415356955,9.789457569097616,8.108898455264852,Europe,DE,reference_likely,12
2162269,8.714638821768624,8.812254,10.248267904212254,9.679979652884569,8.996593653124558,Europe,ES,reference_likely,12
2162299,5.88035026899916,9.527532,10.947595852715281,8.472830357817044,10.300157172027909,Europe,ES,reference_likely,10
2162369,5.881636355539364,8.195472,8.984382891187499,9.0359986377846,9.646806557232003,Europe,PT,reference_likely,12
2162402,4.502387156945933,5.811196,7.499569315579382,7.686792638578503,8.464726231326507,Europe,PT,reference_likely,12
2162414,8.08749837602165,9.401597,10.759656759791364,14.77165587138901,13.246486322845323,Europe,ES,reference_likely,12
2162516,8.305276922612784,9.095546,10.534438786679228,8.095837396238569,8.266255926840554,Europe,ES,reference_likely,12
2162536,3.9951655193481623,5.6027236,7.3623795808326555,5.242108651842809,6.443725468901996,Europe,FI,reference_likely,11
2162537,3.9584620352116953,5.505815,7.277462682055584,5.095273406645325,6.433575542276798,Europe,FI,reference_likely,11
2162538,4.826217505256704,4.915007,6.673805944652318,4.863642256666447,6.201573229800119,Europe,FI,reference_likely,12
2162539,4.964842140173863,5.016768,6.767242281913563,4.832721798623997,6.156741254860218,Europe,FI,reference_likely,12
2162545,4.514373311660042,4.751898,6.511088311153746,4.748559685298608,6.1573214030442225,Europe,FI,reference_likely,12
2162549,4.580192757856749,4.799233,6.552162058191225,4.771321233714761,6.174530601725816,Europe,FI,reference_likely,12
2162550,5.979752834483063,4.9132543,6.740959229812986,4.572051540181786,5.749456184350975,Europe,FI,reference_likely,12
2162551,5.996843619776993,4.940441,6.765374628712707,4.57366659111131,5.748442638729403,Europe,FI,reference_likely,12
2162552,5.301073123980292,5.907858,7.640276942319214,5.377163118062044,6.19309631451594,Europe,FI,reference_likely,12
2162553,5.3991044397063535,5.8751693,7.6120903084094005,5.361588959149653,6.2101609640882005,Europe,FI,reference_likely,12
2162569,10.5990067080228,11.7691965,12.6023377069939,11.178587277779584,10.900319178276353,Europe,BE,reference_likely,12
2162572,10.992196873837344,11.841202,12.65698614460696,11.49110126858273,11.309633079435939,Europe,BE,reference_likely,12
2162574,10.624187801703783,11.85798,12.667004062144782,11.528304301224154,11.407675080067598,Europe,BE,reference_likely,12
2162576,10.5983998881529,10.997353,12.024876173748964,9.61170491231958,9.861765348402878,Europe,BE,reference_likely,12
2162578,10.069283306702276,10.672189,11.79154876451332,9.577417695000781,10.044640897775201,Europe,BE,reference_likely,12
2162613,6.681914599465496,6.0538898,7.815102389185843,8.792990694527607,7.432779729177234,Europe,FR,reference_likely,12
2162616,8.334653068287947,7.286921,8.882043672924958,8.194432189557537,7.8339781711245875,Europe,FR,reference_likely,12
2162620,8.480429088199903,7.2754397,8.873038687954777,10.913154103445395,7.947504796762555,Europe,FR,reference_likely,12
2162635,7.725045363581802,6.071459,7.836912253601019,8.008241922977858,7.1988677978122615,Europe,FR,reference_likely,11
2162643,8.376236116713313,8.117131,9.33010927844934,7.988175206251136,7.562283727472567,North/Central America,MQ,reference_likely,12
2162644,7.354853899527358,6.1235595,7.571623318150209,7.897478578934518,8.384881428910386,South America,GF,reference_likely,10
2162646,7.631248788134282,7.642531,9.20572688450406,8.123875500373986,6.643011325189979,North/Central America,GP,reference_likely,10
2162649,9.050422546116438,6.5377555,8.250179346518461,7.402475936385132,6.518389142808729,North/Central America,GP,reference_likely,10
2162650,8.886936232582347,7.5806046,9.175044824442368,7.799410378530443,6.148606158930954,North/Central America,MF,reference_likely,9
2162682,6.8559586473829865,6.302664,8.021111806580004,8.899168353055265,9.661317308710464,Europe,FR,reference_likely,12
2162746,7.371125003485356,5.9021163,7.643294519610115,7.948473487574479,6.358981427334515,Europe,FR,reference_likely,12
2162781,17.532533037509715,11.856024,12.6432224624598,19.761637061775247,23.498396805562052,Europe,GR,reference_likely,11
2162785,17.737600879877448,11.9429655,12.715039291403572,19.73599612020849,23.548870021501674,Europe,GR,reference_likely,11
2162789,15.084372926746047,8.335367,9.874799550550675,11.590388020668849,14.945714421235996,Europe,GR,reference_likely,10
2162790,14.716649247062339,8.104551,9.68070737445198,11.5662164534375,14.871316894016399,Europe,GR,reference_likely,10
2162793,14.970813577213018,11.657265,12.529513953392899,11.421644169752748,14.290802454934115,Europe,GR,reference_likely,9
2162796,11.174752537499462,10.443772,11.56135846381308,12.467048799666067,14.601830235053136,Europe,GR,reference_likely,11
2162800,11.365507163562988,10.726943,11.798960405674853,12.560492854939833,14.520660216756669,Europe,GR,reference_likely,12
2162801,8.09083684890748,11.969785,12.765688334272937,16.382542739699595,15.771337484779906,Europe,HU,reference_likely,10
2162809,9.008533599531262,6.2001467,7.94396922320112,7.275832184538677,7.306755737086498,Europe,IE,reference_likely,11
2162820,9.074459892165235,6.192528,7.937001672619657,7.644248490756599,7.622014179759662,Europe,IE,reference_likely,11
2162826,8.396781177308688,4.9950695,6.8438601219876265,5.970312433685467,5.652946680010763,Europe,IE,reference_likely,11
2163039,13.25348117653072,7.1944714,8.395342201876508,7.0179040338761,6.14048870977724,Europe,LV,reference_likely,12
2163042,10.016517388231962,6.2509837,7.501239494935263,5.618991767192724,5.4765359161418985,Europe,LV,reference_likely,12
2163044,13.297421844007753,7.186138,8.388001569898229,7.01276131665107,6.121704395281033,Europe,LV,reference_likely,12
2163047,10.13193439142785,6.263517,7.513016826259619,5.632225476118681,5.49361971763592,Europe,LV,reference_likely,12
2163068,9.890725678798905,14.718968,14.713337090971672,17.985420975404843,16.351548693963284,Europe,RO,reference_likely,10
2163078,14.85210649551754,14.755779,14.706670420534811,17.61664410357437,16.942606855907172,Europe,RO,reference_likely,11
2163092,14.056280136093035,14.970484,14.843896476383712,16.45267896431759,15.818923165211249,Europe,RO,reference_likely,11
2163097,9.854398262383588,14.750704,14.738023468635635,18.00750335508713,16.380049654062343,Europe,RO,reference_likely,10
2163121,14.031580880253882,15.007693,14.873012040272517,16.438933107873492,15.791323038619998,Europe,RO,reference_likely,11
2163123,21.922264756717002,10.649303,11.776077387442093,15.34373697568332,15.247046925422746,Europe,RO,reference_likely,12
2163124,15.002815325733446,10.982933,12.031254028401845,14.99650302850651,15.8129432004477,Europe,RO,reference_likely,12
2163126,21.954078786631793,10.720509,11.840522530099507,15.480507166610478,15.56994282493853,Europe,RO,reference_likely,12
2163135,13.518723199877185,10.753631,11.778315623302127,15.153932397413037,13.841121325394983,Europe,RO,reference_likely,11
2163136,13.692486001301903,10.814442,11.844501684795445,15.502620984147358,14.097179731131424,Europe,RO,reference_likely,12
2163137,13.634187084441107,10.867093,11.86097041639013,15.102096322365304,14.078242798136046,Europe,RO,reference_likely,11
2163138,13.975886424919233,10.952916,11.95072317700238,15.953042649432456,14.604206375701667,Europe,RO,reference_likely,12
2163157,18.46061802710449,9.008198,10.43871872649336,12.877263413050157,12.29667941915436,Europe,RO,reference_likely,11
2163159,18.118326019441636,8.996497,10.426366611923966,13.039128057277132,12.37847881151631,Europe,RO,reference_likely,11
2163234,7.867476319267152,6.79993,8.570709656194952,7.472382839511243,6.7621649981069405,Europe,SE,reference_likely,11
2163236,7.8788181898625,7.5633187,9.27897879471711,7.625901747784942,6.760640558376835,Europe,SE,reference_likely,10
2163242,8.017133401993425,6.814423,8.58074291223356,7.49114392447109,6.738050008261653,Europe,SE,reference_likely,11
2163247,6.636037019338541,4.827065,6.72025276857191,7.108051375014528,6.414840866395249,Europe,SE,reference_likely,11
2163250,4.234563234271405,5.1805644,7.025042052373606,5.175002404038458,6.385869768632458,Europe,SE,reference_likely,11
2163262,6.190603902169676,6.597078,8.352547049681673,6.32500187643237,7.219488166945175,Europe,SE,reference_likely,11
2163265,4.642077616482489,5.8792334,7.713636094054458,6.48451797915464,7.485416658004494,Europe,SE,reference_likely,10
2163268,4.143360093209452,4.8549557,6.711619366476065,5.953574455333999,7.04240752362008,Europe,SE,reference_likely,11
2163271,6.034417375113907,6.1368346,7.941426493471588,6.492502183668488,5.5443798985454125,Europe,SE,reference_likely,11
2163273,4.14982827399416,5.0910873,6.946606123320814,5.240954176473617,6.325826925474397,Europe,SE,reference_likely,11
2163283,5.683351627900432,5.085985,6.957593395067705,5.846092773847786,6.384307930486301,Europe,SE,reference_likely,11
