id,n2024,n2025,name,lat,lon,params,n_pm25_rows_sample_day,sample_key,error,provider,country,has_pm25,active,kind,days,cc,region,city_km
225665,361,254,"City Hall, Samut Prakan-237961",13.599149,100.597345,pm25,22.0,records/csv.gz/locationid=225665/year=2025/month=05/location-225665-20250519.csv.gz,,airnow,99,True,True,reference_likely,615,TH,Other Asia,0.17295239596178272
2692642,257,334,Suriya Thep Alley-2662595,13.749383457371344,100.47691024942468,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=2692642/year=2025/month=07/location-2692642-20250718.csv.gz,,,,True,True,lowcost,591,TH,Other Asia,0.16367316743479185
4797655,0,195,Makati Avenue  - Antonio Arnaiz Avenue Intersection-4767614,14.5507,121.02221,pm25,71.0,records/csv.gz/locationid=4797655/year=2025/month=09/location-4797655-20250925.csv.gz,,,,True,True,reference_likely,195,PH,Other Asia,1.0417019977387205
689,361,351,La Serena-689,-29.933006518748,-71.261966365967,pm25,24.0,records/csv.gz/locationid=689/year=2025/month=06/location-689-20250630.csv.gz,,chile-sinca,cl,True,True,reference_likely,712,CL,South America,3.2213702849682906
225663,362,260,Buriram City Hall-237959,14.945452,103.10589600000002,co|no2|o3|pm10|pm25|so2,22.0,records/csv.gz/locationid=225663/year=2025/month=05/location-225663-20250522.csv.gz,,,,True,True,reference_likely,622,TH,Other Asia,5.43912905081836
368401,261,252,Nong Chok Park-379002,13.855656,100.8585539,pm25,24.0,records/csv.gz/locationid=368401/year=2025/month=05/location-368401-20250526.csv.gz,,,,True,True,reference_likely,513,TH,Other Asia,0.3899093816380189
2661532,176,360,Universidad de Los Lagos-2636455,-40.581945892399,-73.173134892662,pm25,24.0,records/csv.gz/locationid=2661532/year=2025/month=06/location-2661532-20250630.csv.gz,,,,True,True,reference_likely,536,CL,South America,3.465062145774271
4770826,0,176,Helping hand Balochestan-4740763,30.240204,67.019051,pm1|pm25|relativehumidity|temperature|um003,10.0,records/csv.gz/locationid=4770826/year=2025/month=09/location-4770826-20250917.csv.gz,,,,True,True,lowcost,176,PK,South Asia,5.073713893656841
2944,359,352,Balneario Curanilahue-2944,-37.485131692556,-73.331626473541,pm25,10.0,records/csv.gz/locationid=2944/year=2025/month=07/location-2944-20250702.csv.gz,,chile-sinca,cl,True,True,reference_likely,711,CL,South America,1.422470103823691
6035,356,359,Loncura-6035,-32.794968417299,-71.496099073086,pm10|pm25|so2,24.0,records/csv.gz/locationid=6035/year=2025/month=07/location-6035-20250701.csv.gz,,chile-sinca,cl,True,True,reference_likely,715,CL,South America,3.5244611148626555
4568424,0,216,Raja Rehan E11/4-4538362,33.698979,72.981907,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4568424/year=2025/month=09/location-4568424-20250915.csv.gz,,,,True,True,lowcost,216,PK,South Asia,6.2046350757747675
2960667,154,352,"4 Tsitsernakaberd street, Yerevan, Armenia-2930582",40.18257,44.48123,pm25,11.0,records/csv.gz/locationid=2960667/year=2025/month=06/location-2960667-20250629.csv.gz,,,,True,True,reference_likely,506,AM,Other Asia,2.056341324552111
4889110,0,182,"G3 Engineering Consultancy, Hyderabad-4859044",25.385742,68.352781,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4889110/year=2025/month=10/location-4889110-20251002.csv.gz,,,,True,True,lowcost,182,PK,South Asia,2.746605792691625
4337370,0,152,AIRQ_10743-4307320,5.345,-3.991,co|no2|o3|pm10|pm25|relativehumidity|temperature,24.0,records/csv.gz/locationid=4337370/year=2025/month=04/location-4337370-20250424.csv.gz,,,,True,True,reference_likely,152,CI,Sub-Saharan Africa,1.5802706178601222
10653,356,354,Arica-10653,-18.47683929771,-70.287911433372,pm25,24.0,records/csv.gz/locationid=10653/year=2025/month=07/location-10653-20250701.csv.gz,,chile-sinca,cl,True,True,reference_likely,710,CL,South America,1.3441001846187268
2960626,154,365,"22 Dro street, Yerevan, Armenia-2930601",40.20564,44.54468,pm25,41.0,records/csv.gz/locationid=2960626/year=2025/month=07/location-2960626-20250702.csv.gz,,,,True,True,reference_likely,519,AM,Other Asia,1.6853432473182204
2847198,103,161,โรงเรียนบ้านหนองป่าก่อ-2817159,20.172104137137712,100.11495065829588,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=2847198/year=2025/month=10/location-2847198-20251012.csv.gz,,,,True,True,lowcost,264,LA,Other Asia,19.957450299844417
3567159,0,285,Phonhong - Vientiane-3537102,18.350024,102.42424,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=3567159/year=2025/month=08/location-3567159-20250811.csv.gz,,,,True,True,lowcost,285,LA,Other Asia,46.496431024411905
3029499,114,273,"CAP / TEMP 01 SW, KZN, ZA.-2999453",-29.483665849307624,31.241940434393054,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=3029499/year=2025/month=06/location-3029499-20250613.csv.gz,,,,True,True,lowcost,387,ZA,Sub-Saharan Africa,4.608212775112284
4793474,0,182,Wheat Section RARI office-4763410,29.38647,71.6535,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4793474/year=2025/month=10/location-4793474-20251002.csv.gz,,,,True,True,lowcost,182,PK,South Asia,2.450352688352036
1378279,354,338,"Richardia, KZN, ZA.-1348343",-28.762681743031106,32.066411707931046,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=1378279/year=2025/month=07/location-1378279-20250716.csv.gz,,,,True,True,lowcost,692,ZA,Sub-Saharan Africa,3.598816944235253
4723667,0,173,Cheema Palace-4693604,32.54477,74.569535,pm1|pm25|relativehumidity|temperature|um003,18.0,records/csv.gz/locationid=4723667/year=2025/month=09/location-4723667-20250910.csv.gz,,,,True,True,lowcost,173,PK,South Asia,6.809847114110975
1511919,364,338,Robertson Outdoor Sensor-1481894,-33.802199,19.88332,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=1511919/year=2025/month=07/location-1511919-20250716.csv.gz,,,,True,True,lowcost,702,ZA,Sub-Saharan Africa,0.2330488786185746
3597973,0,299,Xon - Houaphan-3567919,20.466813,103.34797,pm1|pm25|relativehumidity|temperature|um003,23.0,records/csv.gz/locationid=3597973/year=2025/month=08/location-3597973-20250804.csv.gz,,,,True,True,lowcost,299,LA,Other Asia,72.84148775719935
2960647,91,365,"64/7 G.Hovsepyan street, Yerevan, Armenia-2930588",40.17419,44.53554,pm25,38.0,records/csv.gz/locationid=2960647/year=2025/month=07/location-2960647-20250702.csv.gz,,,,True,True,reference_likely,456,AM,Other Asia,1.9602690694626301
4565933,0,182,"IEEE, Punjab University, LHR-4535872",31.495322,74.295056,pm1|pm25|relativehumidity|temperature|um003,22.0,records/csv.gz/locationid=4565933/year=2025/month=09/location-4565933-20250930.csv.gz,,,,True,True,lowcost,182,PK,South Asia,3.3055397282329517
4803720,0,184,Sialkot Medical College-4773656,32.429665,74.47675,pm1|pm25|relativehumidity|temperature|um003,21.0,records/csv.gz/locationid=4803720/year=2025/month=09/location-4803720-20250928.csv.gz,,,,True,True,lowcost,184,PK,South Asia,8.679238824223082
4143983,0,227,Champhone - SAVA-4113932,16.489147,105.031659,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4143983/year=2025/month=08/location-4143983-20250830.csv.gz,,,,True,True,lowcost,227,LA,Other Asia,18.4417486036548
4797651,0,195,Ortigas Avenue-Roosevelt Intersection-4767603,14.60346,121.04448,pm25,71.0,records/csv.gz/locationid=4797651/year=2025/month=09/location-4797651-20250925.csv.gz,,,,True,True,reference_likely,195,PH,Other Asia,1.2630308199483495
3612960,0,187,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ-3582903",18.068595,102.535866,pm1|pm25|relativehumidity|temperature|um003,23.0,records/csv.gz/locationid=3612960/year=2025/month=09/location-3612960-20250929.csv.gz,,,,True,True,lowcost,187,LA,Other Asia,13.207578329318695
4948390,0,182,"Tema Community 7, Royal School -4918324",5.6643461,-0.0090109,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=4948390/year=2025/month=10/location-4948390-20251002.csv.gz,,,,True,True,lowcost,182,GH,Sub-Saharan Africa,1.0331429199288813
2432,366,361,Estación Centro-2432,-22.462144644634,-68.92806169339,pm10|pm25|so2,24.0,records/csv.gz/locationid=2432/year=2025/month=06/location-2432-20250630.csv.gz,,chile-sinca,cl,True,True,reference_likely,727,CL,South America,0.75534964545904
4408169,0,190,Pharmacie St Bernard-4378646,5.367,-3.979,co|no2|o3|pm10|pm25|relativehumidity|temperature,24.0,records/csv.gz/locationid=4408169/year=2025/month=09/location-4408169-20250912.csv.gz,,,,True,True,reference_likely,190,CI,Sub-Saharan Africa,2.8721818175637948
4793473,0,172,NED University City Campus-4763409,24.85402121622299,67.01483943786194,pm1|pm25|relativehumidity|temperature|um003,7.0,records/csv.gz/locationid=4793473/year=2025/month=09/location-4793473-20250922.csv.gz,,,,True,True,lowcost,172,PK,South Asia,0.876805189999363
3510963,0,202,Nongbok - Khammouan-3480901,16.962416,104.81156,pm1|pm25|relativehumidity|temperature|um003,24.0,records/csv.gz/locationid=3510963/year=2025/month=06/location-3510963-20250629.csv.gz,,,,True,True,lowcost,202,LA,Other Asia,36.98121833515301
7823,365,356,Tres Marias-7823,-22.060287005823,-70.187401439495,pm10|pm25,24.0,records/csv.gz/locationid=7823/year=2025/month=06/location-7823-20250630.csv.gz,,chile-sinca,cl,True,True,reference_likely,721,CL,South America,3.6870091281963338
7576,366,358,Puchuncaví-7576,-32.718839486418,-71.407960598881,pm10|pm25|so2,24.0,records/csv.gz/locationid=7576/year=2025/month=07/location-7576-20250702.csv.gz,,chile-sinca,cl,True,True,reference_likely,724,CL,South America,13.805897630194398
2029581,270,167,Minghang Home-1999557,31.0254283,121.3998905,pm25|relativehumidity|temperature,24.0,records/csv.gz/locationid=2029581/year=2025/month=05/location-2029581-20250507.csv.gz,,,,True,True,reference_likely,437,CN,China,9.57679258860984
