id,date,pm25,n_ok,n_raw
3493787,2025-02-26,17.7686121234527,13,13
3493787,2025-03-02,145.8897615008884,15,15
3493787,2025-03-18,62.97653675874074,8,8
3493787,2025-03-30,5.9200555595258875,24,24
3493787,2025-04-03,51.879200710190666,24,24
3493787,2025-04-07,44.685182889302574,24,24
3493787,2025-04-11,56.20220290033103,24,24
3493787,2025-04-15,27.00310594174597,24,24
3493787,2025-04-19,34.91068222787645,24,24
3493787,2025-04-23,46.52808873918321,15,15
3493787,2025-04-27,41.819597317112816,24,24
3493787,2025-05-01,30.714375178019207,5,5
3493787,2025-05-05,42.5119566321373,24,24
3493787,2025-05-09,33.41139242384169,24,24
3493787,2025-05-13,25.388333449523415,19,19
3493787,2025-05-17,26.571651144367124,24,24
3493787,2025-05-21,21.06611316544669,7,7
3493787,2025-06-02,11.966982156747862,7,7
3493787,2025-06-06,25.43460885518127,24,24
3493787,2025-06-10,8.048117442056537,24,24
3493787,2025-06-14,3.3220017356280653,24,24
3493787,2025-06-18,7.48564754846868,24,24
3493787,2025-06-22,16.6249873197597,23,23
3493787,2025-06-26,5.00156597504651,24,24
3493787,2025-06-30,12.865877859294415,24,24
3493787,2025-07-04,9.16347220630592,24,24
3493787,2025-07-08,6.5491458238878595,24,24
3493787,2025-07-12,13.906473353505135,24,24
3493787,2025-07-16,6.166767370602529,24,24
3493787,2025-07-20,3.5673854059229293,24,24
3493787,2025-07-24,5.401026035969456,24,24
3493787,2025-07-28,4.9558698005922555,24,24
3493787,2025-08-01,18.955906276901562,24,24
3493787,2025-08-05,17.822186378425815,24,24
3493787,2025-08-09,17.339374973231717,24,24
3493787,2025-08-13,30.36611460563209,24,24
3493787,2025-08-17,6.604345511244092,24,24
3493787,2025-08-21,13.549220526746163,24,24
3493787,2025-08-25,3.112563668155215,24,24
3493787,2025-08-29,7.520240140820129,24,24
3493787,2025-09-02,3.5086923376057353,24,24
3493787,2025-09-06,4.223526609880436,24,24
3493787,2025-09-10,8.58443888554566,24,24
3493787,2025-09-14,7.637686950361563,24,24
