id,date,pm25,n_ok,n_raw
3047340,2025-01-01,30.709953635931015,24,24
3047340,2025-01-05,28.1531828906801,24,24
3047340,2025-01-09,41.08565822546033,23,23
3047340,2025-01-13,31.385416984558105,1,1
3047340,2025-02-14,20.897326406505375,24,24
3047340,2025-02-18,33.878819386164345,24,24
3047340,2025-02-22,33.91880784432093,24,24
3047340,2025-02-26,11.454687473674616,24,24
3047340,2025-03-02,11.329398175080618,24,24
3047340,2025-03-06,33.49259263608191,24,24
3047340,2025-03-10,32.244589083724556,24,24
3047340,2025-03-14,34.25711810588837,24,24
3047340,2025-03-18,49.61319455835554,24,24
3047340,2025-03-22,64.1812498304579,24,24
3047340,2025-03-26,47.84036453564962,24,24
3047340,2025-03-30,74.47537615564134,24,24
3047340,2025-04-03,44.62086215284136,24,24
3047340,2025-04-07,28.686140033933853,24,24
3047340,2025-04-11,40.677372674147286,24,24
3047340,2025-04-15,3.4324363513151184,24,24
3047340,2025-04-19,5.3199074235227375,24,24
3047340,2025-04-23,31.11796871158812,24,24
3047340,2025-04-27,39.17152773837248,24,24
3047340,2025-05-01,5.637557874123256,24,24
3047340,2025-05-05,6.506886567506526,24,24
3047340,2025-05-09,24.898206041918858,24,24
3047340,2025-05-13,7.868026632582769,24,24
3047340,2025-05-17,0.7171585650778272,24,24
3047340,2025-05-21,5.045023158748841,24,24
3047340,2025-05-25,1.0813946728917976,24,24
3047340,2025-05-29,1.1057870335450086,24,24
3047340,2025-06-02,1.7138888766279532,7,7
3047340,2025-06-06,12.662297519958683,24,24
3047340,2025-06-10,3.1849652747869386,24,24
3047340,2025-06-14,2.9310069681895485,24,24
3047340,2025-06-18,0.9395543966933878,24,24
3047340,2025-06-22,3.341817643216717,23,23
3047340,2025-06-26,3.13657408496753,24,24
3047340,2025-06-30,3.421556705919405,24,24
3047340,2025-07-04,2.769010417648436,24,24
3047340,2025-07-08,5.112528960634437,24,24
3047340,2025-07-12,1.7066550876026871,24,24
3047340,2025-07-16,3.163975704331986,24,24
3047340,2025-07-20,1.5486400387987185,24,24
3047340,2025-07-24,0.9824074135753419,24,24
3047340,2025-07-28,1.6636284747122165,24,24
3047340,2025-08-01,7.98032406779627,24,24
3047340,2025-08-05,3.8445891123459055,24,24
3047340,2025-08-09,2.4664930616272613,24,24
3047340,2025-08-13,5.79655672255386,24,24
3047340,2025-08-17,1.9623264049878344,24,24
3047340,2025-08-21,2.5830729150200367,24,24
3047340,2025-08-25,4.577980309071589,24,24
3047340,2025-08-29,3.800925923200945,24,24
3047340,2025-09-02,1.7601851822368593,24,24
3047340,2025-09-06,9.026880794877394,24,24
3047340,2025-09-10,1.5013310205669972,24,24
3047340,2025-09-14,2.43932291844006,24,24
3047340,2025-09-18,9.478414355052843,24,24
3047340,2025-09-22,0.15746527891476741,24,24
3047340,2025-09-26,1.9528125019045546,20,20
3047340,2025-09-30,1.015428746049405,23,23
3047340,2025-10-04,4.088919087522326,23,23
3047340,2025-10-08,4.001070606740002,24,24
3047340,2025-10-12,12.91195022797695,24,24
3047340,2025-10-16,0.7389467609334841,24,24
3047340,2025-10-20,7.7027447216988625,21,21
3047340,2025-10-24,7.797743059134248,24,24
3047340,2025-10-28,7.238888890646329,24,24
3047340,2025-11-01,0.9977430546488096,24,24
3047340,2025-11-05,2.740670290372924,23,23
3047340,2025-11-09,1.2627893580960248,24,24
3047340,2025-11-13,7.570427085332275,23,23
3047340,2025-11-17,10.086742422872721,22,22
3047340,2025-11-21,2.9768518574699687,24,24
3047340,2025-11-25,13.560011572583958,24,24
3047340,2025-11-29,22.303761576957726,24,24
3047340,2025-12-03,27.837760425552176,24,24
3047340,2025-12-07,26.78943866022207,24,24
3047340,2025-12-11,26.62789350692873,24,24
3047340,2025-12-15,14.417592589743435,24,24
3047340,2025-12-19,20.930021573924254,24,24
3047340,2025-12-23,22.94449225320873,23,23
3047340,2025-12-27,25.822106478390868,24,24
3047340,2025-12-31,38.14332731622428,23,23
2375,2025-01-01,29.10666666666667,15,15
2375,2025-01-05,33.92666666666666,15,15
2375,2025-01-09,51.15,14,14
2375,2025-01-13,37.2764705882353,17,17
2375,2025-01-17,21.83125,16,16
2375,2025-01-21,53.73125,16,16
2375,2025-01-25,58.03333333333333,18,18
2375,2025-01-29,28.811764705882354,17,17
2375,2025-02-02,48.96521739130435,23,23
2375,2025-02-06,33.55,20,20
2375,2025-02-10,23.1,21,21
2375,2025-02-14,43.90416666666667,24,24
2375,2025-02-18,21.241666666666667,24,24
2375,2025-02-22,31.73478260869565,23,23
2375,2025-02-26,21.057142857142857,21,21
2375,2025-03-02,20.158823529411762,17,17
2375,2025-03-06,19.069565217391304,23,23
2375,2025-03-10,26.522222222222222,18,18
2375,2025-03-14,19.145833333333332,24,24
2375,2025-03-18,20.070833333333333,24,24
2375,2025-03-22,44.8375,24,24
2375,2025-03-26,38.74166666666667,24,24
2375,2025-03-30,32.09166666666667,24,24
2375,2025-04-03,26.565217391304348,23,23
2375,2025-04-07,18.02173913043478,23,23
2375,2025-04-11,22.152173913043477,23,23
2375,2025-04-15,21.054166666666667,24,24
2375,2025-04-19,13.129166666666668,24,24
2375,2025-04-23,15.747619047619047,21,21
2375,2025-05-09,14.0625,24,24
2375,2025-05-13,15.783333333333333,24,24
2375,2025-05-17,22.2375,24,24
2375,2025-05-21,15.262500000000001,24,24
2375,2025-05-25,14.1,24,24
2375,2025-05-29,19.375,24,24
2375,2025-06-02,12.795652173913044,23,23
2375,2025-06-06,19.425,24,24
2375,2025-06-10,12.383333333333333,24,24
2375,2025-06-14,11.5375,24,24
2375,2025-06-18,12.233333333333334,24,24
2375,2025-06-22,11.325000000000001,24,24
2375,2025-06-26,14.1625,24,24
2375,2025-06-30,15.291304347826086,23,23
2375,2025-08-25,10.1,6,6
2375,2025-08-29,15.1625,24,24
2375,2025-09-02,11.765217391304349,23,23
2375,2025-09-06,14.166666666666666,24,24
2375,2025-09-10,9.895833333333334,24,24
2375,2025-09-14,16.425,16,16
2375,2025-09-18,13.752173913043478,23,23
2375,2025-09-22,12.123809523809523,21,21
2375,2025-09-26,11.45,16,16
2375,2025-09-30,8.7125,24,24
2375,2025-10-04,14.745454545454544,22,22
2375,2025-10-08,12.028571428571428,21,21
