id,n2024,n2025,name,lat,lon,params,n_pm25_rows_sample_day,sample_key,error,provider,country,has_pm25,active,kind,days,cc,region,city_km,r
2162908,318,352,AOSTA I maggio-2132708,45.73239999991657,7.321889999601491,no2|pm10|pm25,24.0,records/csv.gz/locationid=2162908/year=2025/month=07/location-2162908-20250708.csv.gz,,,,True,True,reference_likely,670,IT,Europe,0.686193467814769,0.02018645300971933
1215388,358,362,東海市高横須賀町大塚３６-1217192,35.009167,136.8925,no|no2|nox|pm25|so2,22.0,records/csv.gz/locationid=1215388/year=2025/month=07/location-1215388-20250701.csv.gz,,,,True,True,reference_likely,720,JP,Other Asia,2.1174291163321066,0.02025937609569195
4357,350,357,Unterharz / Friedrichsbrunn-4357,51.66243500005779,11.043386000417122,no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=4357/year=2025/month=07/location-4357-20250706.csv.gz,,eea,de,True,True,reference_likely,707,DE,Europe,15.458853401190943,0.020881750849962577
295419,363,359,Elkford Rocky Mounta-306020,50.007794,-114.93342,pm10|pm25,24.0,records/csv.gz/locationid=295419/year=2025/month=07/location-295419-20250702.csv.gz,,airnow,ca,True,True,reference_likely,722,CA,North/Central America,82.40585740007351,0.020948474708511355
4583,352,359,Friedrichshafen-4583,47.660055999826234,9.485674999726148,no2|o3|pm10|pm25,22.0,records/csv.gz/locationid=4583/year=2025/month=07/location-4583-20250705.csv.gz,,eea,de,True,True,reference_likely,711,DE,Europe,0.8367258888572779,0.021269335445904702
5459,363,331,Hobart-5459,-42.855,147.315,pm10|pm25,68.0,records/csv.gz/locationid=5459/year=2025/month=06/location-5459-20250615.csv.gz,,australia-tasmania,au,True,True,reference_likely,694,AU,Oceania,2.952337646678531,0.02154749461735672
2162616,322,362,BASSENS-2132435,44.90029500003576,-0.5158349997004273,no2|o3|pm10|pm25|so2,22.0,records/csv.gz/locationid=2162616/year=2025/month=07/location-2162616-20250703.csv.gz,,,,True,True,reference_likely,684,FR,Europe,2.6590517001309593,0.021682473723917628
270697,0,314,"Employment Office, Moradabad - UPPCB-3382861",28.88528,78.7388,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,88.0,records/csv.gz/locationid=270697/year=2025/month=07/location-270697-20250728.csv.gz,,,,True,True,reference_likely,314,IN,South Asia,6.347077873494338,0.022356056104196442
1215976,364,363,須崎市下分甲391-2-1217780,33.3875,133.289722,pm25|so2,22.0,records/csv.gz/locationid=1215976/year=2025/month=07/location-1215976-20250701.csv.gz,,,,True,True,reference_likely,727,JP,Other Asia,0.8146593573425127,0.022371398725433256
2622814,287,365,서천읍-2592605,36.076309,126.69838300000002,co|no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=2622814/year=2025/month=07/location-2622814-20250702.csv.gz,,,,True,True,reference_likely,652,KR,Other Asia,10.926421380987282,0.02258074200876048
3409318,0,315,"Central School, Lucknow - CPCB-3379560",26.8821003,80.9302753,co|no|no2|o3|pm10|pm25|relativehumidity|so2|temperature,90.0,records/csv.gz/locationid=3409318/year=2025/month=07/location-3409318-20250727.csv.gz,,,,True,True,reference_likely,315,IN,South Asia,4.8138681161975665,0.022610530546880114
2623200,287,365,남해읍-2592991,34.8318834,127.899848,co|no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=2623200/year=2025/month=07/location-2623200-20250702.csv.gz,,,,True,True,reference_likely,652,KR,Other Asia,22.249912413597897,0.02274553377704258
11609,0,301,"Mhada Colony, Pune - IITM-3379675",18.57304,73.927715,co|no|no2|o3|pm10|pm25,58.0,records/csv.gz/locationid=11609/year=2025/month=08/location-11609-20250801.csv.gz,,,,True,True,reference_likely,301,IN,South Asia,5.9183973923074875,0.022894797384320986
295420,365,356,Sparwood Centennial-306021,49.732786,-114.88766,no|no2|o3|pm10|pm25,24.0,records/csv.gz/locationid=295420/year=2025/month=07/location-295420-20250703.csv.gz,,airnow,ca,True,True,reference_likely,721,CA,North/Central America,68.55746491235612,0.023008186318389967
225652,269,252,Public Park to commemorate the sixth anniversary of His Majesty the King-237948,13.697252,100.497185,pm25,24.0,records/csv.gz/locationid=225652/year=2025/month=05/location-225652-20250526.csv.gz,,,,True,True,reference_likely,521,TH,Other Asia,0.669798926799964,0.023087632040396433
4320,333,361,PLAZA CASTILLA-CANAL-4320,40.465833329674865,-3.688333330256388,no2|pm10|pm25,12.0,records/csv.gz/locationid=4320/year=2025/month=07/location-4320-20250704.csv.gz,,eea,es,True,True,reference_likely,694,ES,Europe,0.7373368445235717,0.023161239773150433
153,360,365,London Hillingdon-153,51.49633,-0.460861,no2|o3|pm10|pm25,23.0,records/csv.gz/locationid=153/year=2025/month=07/location-153-20250702.csv.gz,,defra,gb,True,True,reference_likely,725,GB,Europe,3.377051085212176,0.023271402726046775
2162820,279,359,Carlow Carlow Town County Council Offices-2625915,52.83972200010714,-6.931666700065658,pm10|pm25,18.0,records/csv.gz/locationid=2162820/year=2025/month=06/location-2162820-20250630.csv.gz,,,,True,True,reference_likely,638,IE,Europe,0.39303141030723415,0.023356387448754568
1214568,361,365,仙台市泉区将監４－４-1216372,38.334167,140.889722,co|no|no2|nox|pm25,22.0,records/csv.gz/locationid=1214568/year=2025/month=07/location-1214568-20250702.csv.gz,,,,True,True,reference_likely,726,JP,Other Asia,6.556170536737495,0.023767757534675082
2743106,50,238,Universidad-2713059,21.491748,-104.894906,co|no|no2|nox|o3|pm10|pm25,24.0,records/csv.gz/locationid=2743106/year=2025/month=06/location-2743106-20250607.csv.gz,,,,True,True,reference_likely,288,MX,North/Central America,1.7403915692247451,0.023865866795175106
2896770,201,365,St John's Village-2866720,49.2457,-2.1387,pm25,33.0,records/csv.gz/locationid=2896770/year=2025/month=07/location-2896770-20250702.csv.gz,,,,True,True,reference_likely,566,JE,Europe,6.865175761116228,0.023892109376537407
2622885,287,365,월평동-2592676,36.351111,127.354167,co|no2|o3|pm10|pm25|so2,21.0,records/csv.gz/locationid=2622885/year=2025/month=07/location-2622885-20250702.csv.gz,,,,True,True,reference_likely,652,KR,Other Asia,2.763849844075761,0.024013200671349266
7519,366,362,S. Agostino-7519,42.15998299986707,11.74270600040318,no|no2|nox|o3|pm25|so2,1.0,records/csv.gz/locationid=7519/year=2025/month=07/location-7519-20250703.csv.gz,,,,True,True,reference_likely,728,IT,Europe,8.65558435369055,0.024149657770626942
2162222,323,363,Eggebek-2132188,54.616668999975545,9.36367399969264,no2|o3|pm10|pm25,22.0,records/csv.gz/locationid=2162222/year=2025/month=07/location-2162222-20250702.csv.gz,,,,True,True,reference_likely,686,DE,Europe,17.000644944493995,0.02426772847153824
1214785,360,359,名古屋市港区惟信町２－２６２-1216589,35.101667,136.845556,no|no2|nox|pm25,22.0,records/csv.gz/locationid=1214785/year=2025/month=06/location-1214785-20250629.csv.gz,,,,True,True,reference_likely,719,JP,Other Asia,5.437333372397791,0.02448846019798312
