gww_id,name,reservoir,country,iso3,lat,lon,capacity_mw,latest_month,area_km2,area_anomaly,area_anomaly_3mo,precip_12mo_anomaly,pred_gen_anomaly,pred_gen_anomaly_lo,pred_gen_anomaly_hi,pred_gen_anomaly_3mo,has_generation_truth,confidence,match_method
86927,Stillwater Reservoir Hydro,,USA,USA,43.897386,-75.04,1.8,2025-10,18.15,-0.038,0.029,-0.025,-0.144,-0.569,0.31,-0.113,True,carry-over storage (validated class),gww_polygon
88729,Rapide-Blanc,,Canada,CAN,47.7964,-72.9735,280.0,2025-12,80.5,0.314,0.137,0.117,0.048,-0.204,0.344,-0.016,False,short residence time (weak area signal),hydrolakes_pour
82159,AMBUKLAO,,Philippines,PHL,16.4588,120.7452,105.0,2026-02,5.44,0.035,0.045,0.246,0.166,-0.453,0.969,0.264,False,short residence time (weak area signal),hydrolakes_pour
84268,SAN ROQUE,,Philippines,PHL,16.1462,120.6837,411.0,2026-02,10.01,-0.082,-0.022,0.235,0.172,-0.403,0.667,0.173,False,unknown residence time,gww_polygon
90403,Kureyskaya HPP,Kureiskaya,Russia,RUS,66.9441,88.3384,600.0,2026-02,540.46,0.054,-0.004,0.039,0.123,-0.274,0.545,0.083,False,carry-over storage (validated class),hydrolakes_pour
86290,Dong Feng,,China,CHN,26.86,106.15,695.0,2026-03,15.39,0.065,0.086,0.282,0.063,-0.392,0.575,0.103,False,short residence time (weak area signal),hydrolakes_pour
84419,Hunan Taoshui Hydro,洮水水库,China,CHN,26.706,113.6749,69.0,2026-03,9.55,-0.101,-0.024,-0.053,-0.105,-0.631,0.418,-0.134,False,unknown residence time,gww_polygon
81563,Kotmale,,Sri Lanka,LKA,7.0611,80.5971,351.0,2026-03,3.12,-0.298,-0.249,0.441,0.096,-0.681,0.778,0.241,False,short residence time (weak area signal),hydrolakes_pour
74795,Nacaome,,Honduras,HND,13.6869,-87.3605,30.0,2026-03,1.03,-0.177,-0.116,0.137,0.219,-0.524,0.862,0.155,False,short residence time (weak area signal),gww_polygon
90239,Vajiralongkorn,,Thailand,THA,14.799,98.5966,300.0,2026-03,241.84,-0.093,-0.018,0.189,0.233,-0.415,0.9,0.242,False,carry-over storage (validated class),hydrolakes_pour
83779,Wuluwati Dam,,China,CHN,36.8246,79.4522,60.0,2026-03,7.86,0.088,0.065,0.258,-0.171,-0.575,0.456,-0.126,False,unknown residence time,gww_polygon
90173,Bayano Hydroelectric Power Plant Panama,,Panama,PAN,9.1771,-78.8844,260.0,2026-03,247.17,-0.015,0.016,0.012,0.073,-0.473,0.69,0.015,False,carry-over storage (validated class),hydrolakes_pour
82323,Hpp vidraru CORB12 - Vidraru Hydroelectric Power Station Romania,,Romania,ROU,45.3667,24.6307,220.0,2026-03,1.65,-0.717,-0.433,0.161,-0.278,-0.893,0.211,-0.246,False,short residence time (weak area signal),hydrolakes_pour
88746,Tangkeng,滩坑水库,China,CHN,28.1178,120.0339,600.0,2026-03,51.21,-0.079,-0.068,-0.083,-0.205,-0.555,0.103,-0.209,False,unknown residence time,gww_polygon
82751,Nam Ngum 5,ເຂື່ອນນ້ຳງື່ມ 5,Laos,LAO,19.356095,102.621196,120.0,2026-03,4.84,0.26,0.319,0.208,0.45,-0.363,0.888,0.531,False,unknown residence time,gww_polygon
84795,Nam Leuk,,Laos,LAO,18.437406,102.94675,60.0,2026-03,9.51,-0.01,0.015,0.271,0.182,-0.482,0.76,0.244,False,carry-over storage (validated class),hydrolakes_pour
79492,Copco 2,Copco Lake,USA,USA,41.975716,-122.358127,49.1,2026-03,0.34,-0.901,-0.892,-0.17,-0.615,-0.953,-0.252,-0.584,True,short residence time (weak area signal),hydrolakes_pour
76476,Dragan remeti Dragan (Remeti) Hydroelectric Power Station Romania - Dragan (Remeti) Hydroelectric Power Station Romania,,Romania,ROU,46.7889,22.7156,144.1,2026-03,2.0,-0.149,0.016,-0.077,-0.058,-0.557,0.417,-0.016,False,short residence time (weak area signal),hydrolakes_pour
83494,UMIAM I II &IV,Umiam,India,IND,25.6593,91.9003,96.0,2026-03,8.94,0.225,0.192,0.047,0.222,-0.484,1.072,0.126,False,short residence time (weak area signal),hydrolakes_pour
89219,Nam Ngum 2,ເຂື່ອນນ້ຳງື່ມ 2,Laos,LAO,18.755374,102.776476,615.0,2026-03,92.29,0.089,0.183,0.261,0.2,-0.235,0.695,0.237,False,unknown residence time,gww_polygon
65228,Nam Ngiep 3A,Nam Ngiep 2 Reservoir,Laos,LAO,19.243546,103.283913,44.0,2026-03,1.2,0.453,0.539,0.271,0.343,-0.703,1.32,0.398,False,unknown residence time,gww_polygon
87382,Hunan Guiyang County Datan,,China,CHN,26.1019,112.6917,30.0,2026-03,15.57,-0.101,-0.032,0.013,-0.118,-0.598,0.4,-0.052,False,short residence time (weak area signal),hydrolakes_pour
79700,Porce III,Porce III,Colombia,COL,6.9394,-75.1398,660.0,2026-03,3.2,0.228,0.182,0.111,0.338,-0.37,0.937,0.361,False,unknown residence time,gww_polygon
90321,Nam Ngum 1,,Laos,LAO,18.531068,102.547577,155.0,2026-04,387.61,-0.047,-0.002,0.264,0.19,-0.416,0.801,0.206,False,carry-over storage (validated class),hydrolakes_pour
88132,Nam Lik 1-2,Nam Lik Reservoir,Laos,LAO,18.7942,102.1162,100.0,2026-04,36.0,0.074,0.023,0.291,0.104,-0.516,0.737,0.16,False,unknown residence time,gww_polygon
83545,Chixoy,,Guatemala,GTM,15.28,-90.491,300.0,2026-05,5.95,0.001,0.054,0.169,0.252,-0.346,0.772,0.269,False,short residence time (weak area signal),hydrolakes_pour
86085,Yumaguzinskaya HPP,Нугушское водохранилище,Russia,RUS,53.05,56.442,45.0,2026-05,22.37,0.001,0.012,0.038,-0.029,-0.46,0.589,-0.007,False,carry-over storage (validated class),gww_polygon
84600,Arrowrock Hydroelectric Project,Arrowrock,USA,USA,43.595,-115.9233,15.0,2026-05,10.28,0.112,0.094,0.043,0.114,-0.425,0.627,0.112,True,carry-over storage (validated class),hydrolakes_pour
82011,PB. Sudirman/Mrica,,Indonesia,IDN,-7.3927,109.6054,180.9,2026-05,4.7,-0.035,-0.017,0.188,0.156,-0.416,0.759,0.174,False,short residence time (weak area signal),hydrolakes_pour
85774,Huichon,,North Korea,PRK,39.662,125.8124,300.0,2026-05,15.43,0.119,0.055,0.241,0.205,-0.254,0.801,0.275,False,carry-over storage (validated class),hydrolakes_pour
82017,Samanala,,Sri Lanka,LKA,6.67916667,80.79972222,124.0,2026-05,5.28,0.081,0.122,0.358,0.195,-0.439,0.818,0.278,False,short residence time (weak area signal),hydrolakes_pour
85764,Trenche,,Canada,CAN,47.7521,-72.8783,302.0,2026-05,14.26,-0.042,-0.013,0.115,0.16,-0.159,0.502,0.118,False,short residence time (weak area signal),gww_polygon
61629,Warm Springs Power Enterprises,Pelton Regulating Reservoir,USA,USA,44.724242,-121.247729,19.6,2026-05,0.52,0.05,0.02,-0.184,-0.185,-0.538,0.089,-0.184,True,unknown residence time,gww_polygon
81888,Medway Hydro,Weldon,USA,USA,45.6072,-68.5453,4.0,2026-05,4.79,-0.007,0.009,-0.08,0.065,-0.417,0.508,-0.045,True,unknown residence time,gww_polygon
83058,Remmel,Lake Catherine,USA,USA,34.4272,-92.8941,9.0,2026-05,5.25,-0.02,-0.019,-0.212,-0.38,-0.739,0.162,-0.399,True,short residence time (weak area signal),hydrolakes_pour
84011,Turlock Lake,,USA,USA,37.611461,-120.594678,3.3,2026-05,10.13,0.067,-0.013,-0.083,-0.141,-0.938,0.711,-0.139,True,carry-over storage (validated class),hydrolakes_pour
85750,Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,,France,FRA,46.39734,5.66556,285.0,2026-05,14.31,-0.027,-0.007,0.027,-0.163,-0.477,0.251,0.016,False,carry-over storage (validated class),hydrolakes_pour
84008,Gauley River Power Partners,Summersville Lake,USA,USA,38.21921,-80.89061,80.0,2026-05,8.94,0.063,0.236,-0.063,0.082,-0.454,0.698,0.109,True,carry-over storage (validated class),hydrolakes_pour
85304,Cabinet Gorge,Cabinet Gorge Reservoir,USA,USA,48.084444,-116.053056,265.2,2026-05,12.29,0.093,-0.034,-0.021,0.007,-0.327,0.364,0.012,True,unknown residence time,gww_polygon
82939,Foote,,USA,USA,44.435381,-83.440722,9.0,2026-05,6.32,-0.0,0.039,0.048,0.172,-0.344,0.534,0.073,True,short residence time (weak area signal),hydrolakes_pour
83082,Camp Far West,,USA,USA,39.048802,-121.316966,7.2,2026-05,6.76,0.093,0.089,-0.063,-0.16,-0.717,0.39,-0.044,True,short residence time (weak area signal),hydrolakes_pour
84627,Longkou,龙口水库,China,CHN,39.4208,111.3,420.0,2026-05,10.24,0.114,0.088,0.404,0.112,-0.308,0.672,0.103,False,unknown residence time,gww_polygon
85759,Dicle Dam,,Turkey,TUR,38.23083889,40.17655278,110.0,2026-05,17.33,0.038,0.074,0.441,0.862,-0.131,1.655,0.767,False,carry-over storage (validated class),hydrolakes_pour
83043,Cinco de Noviembre Hydroelectric Power Plant El Salvador,,El Salvador,SLV,13.9908,-88.7579,99.4,2026-05,6.09,-0.02,-0.011,-0.074,-0.293,-0.747,0.348,-0.144,False,short residence time (weak area signal),hydrolakes_pour
85320,Blue Ridge,Lake Toccoa,USA,USA,34.883889,-84.282222,23.5,2026-05,11.98,0.029,0.022,-0.108,-0.14,-0.621,0.371,-0.194,True,carry-over storage (validated class),hydrolakes_pour
83543,Foothill Feeder,,USA,USA,34.5148,-118.6092,10.0,2026-05,7.98,0.031,0.018,0.108,-0.024,-0.845,0.616,0.069,True,carry-over storage (validated class),hydrolakes_pour
83902,Tieton Dam Hydro Electric Project,Rimrock,USA,USA,46.658,-121.1287,13.8,2026-05,9.85,0.076,0.067,-0.097,0.015,-0.463,0.469,-0.044,True,carry-over storage (validated class),gww_polygon
85369,Lloyd Shoals,Jackson Lake,USA,USA,33.3,-83.8414,14.4,2026-05,10.04,0.003,-0.007,-0.118,-0.215,-0.66,0.215,-0.293,True,short residence time (weak area signal),hydrolakes_pour
82429,Rengard,,Sweden,SWE,64.933513,20.046481,36.0,2026-05,5.03,-0.008,-0.076,0.185,0.088,-0.364,0.602,0.145,False,unknown residence time,gww_polygon
85308,Green Peter,Green Peter Lake,USA,USA,44.4494,-122.5494,80.0,2026-05,12.18,-0.069,-0.044,-0.13,-0.247,-0.619,0.09,-0.271,True,carry-over storage (validated class),hydrolakes_pour
83016,TjÃ¸rhom,Valevatn,Norway,NOR,58.881373,6.817814,120.0,2026-05,7.63,0.19,0.22,-0.008,0.105,-0.357,0.609,0.1,False,short residence time (weak area signal),hydrolakes_pour
83976,Ossauskoski,,Finland,FIN,66.155998,25.125,124.0,2026-05,9.33,0.01,0.005,0.266,0.096,-0.288,0.424,0.192,False,short residence time (weak area signal),hydrolakes_pour
86093,Friant Hydro Facility,Millerton Lake,USA,USA,36.997694,-119.703451,37.9,2026-05,18.15,0.194,0.126,0.006,-0.07,-0.752,0.67,0.06,True,carry-over storage (validated class),hydrolakes_pour
83914,Niedzica Niedzica Pumped Storage Power Plant Poland - Niedzica Pumped Storage Power Plant Poland,Jezioro Czorsztynskie,Poland,POL,49.4099645,20.3267659,92.0,2026-05,10.0,0.009,0.008,-0.146,-0.191,-0.529,0.128,-0.137,False,carry-over storage (validated class),hydrolakes_pour
84009,Laxede Laxede Hydroelectric Power Station Sweden - Laxede Hydroelectric Power Station Sweden,,Sweden,SWE,66.2682205,20.8259525,207.0,2026-05,8.85,-0.016,-0.083,0.186,0.076,-0.349,0.507,0.084,False,unknown residence time,gww_polygon
83943,Packaging of America Tomahawk Mill,,USA,USA,45.4431,-89.7342,5.6,2026-05,7.55,0.006,0.08,0.084,0.058,-0.485,0.498,-0.001,True,short residence time (weak area signal),gww_polygon
84595,Yough Hydro Power,Youghiogheny River Lake,USA,USA,39.801637,-79.368214,12.2,2026-05,10.47,0.001,-0.018,-0.073,-0.099,-0.594,0.376,-0.125,True,carry-over storage (validated class),hydrolakes_pour
85331,Little Long,,Canada,CAN,50.0036,-82.1649,205.0,2026-05,10.57,-0.292,-0.096,0.387,0.508,-0.174,0.799,0.281,False,short residence time (weak area signal),hydrolakes_pour
85330,Lookout Point,Lookout Point Lake,USA,USA,43.9153,-122.7531,120.0,2026-05,14.47,0.017,-0.018,-0.133,-0.167,-0.566,0.17,-0.182,True,short residence time (weak area signal),hydrolakes_pour
84631,Hongshi,,China,CHN,42.95,127.13,200.0,2026-05,9.2,-0.035,0.013,0.101,0.082,-0.268,0.396,0.134,False,short residence time (weak area signal),hydrolakes_pour
83576,Pardee,,USA,USA,38.2569,-120.8507,23.6,2026-05,8.08,0.035,0.02,-0.049,-0.252,-0.757,0.298,-0.137,True,carry-over storage (validated class),hydrolakes_pour
83575,Visegrad Hydroelectric Power Plant Bosnia and Herzegovina,,Bosnia and Herzegovina,BIH,43.7603,19.2891,315.0,2026-05,5.84,0.011,0.007,0.124,0.149,-0.134,0.427,0.217,False,short residence time (weak area signal),hydrolakes_pour
82980,Great Falls (TN),Great Falls Lake,USA,USA,35.806732,-85.634063,33.7,2026-05,3.79,0.039,0.012,-0.119,-0.168,-0.599,0.292,-0.254,True,short residence time (weak area signal),hydrolakes_pour
86096,James W. Broderick Hydropower Plant,Pueblo,USA,USA,38.27,-104.72,7.5,2026-05,15.34,0.055,0.051,0.078,-0.024,-0.635,0.635,-0.018,True,carry-over storage (validated class),hydrolakes_pour
85314,Magic Dam Hydroelectric Project,,USA,USA,43.2547,-114.3569,9.0,2026-05,7.76,-0.36,-0.389,0.083,-0.359,-1.053,0.297,-0.297,True,carry-over storage (validated class),hydrolakes_pour
82442,Liyuan,梨园水库,China,CHN,27.68,100.29,2400.0,2026-05,6.43,0.283,0.409,-0.036,0.412,-0.303,1.053,0.415,False,unknown residence time,gww_polygon
84617,Alder,La Grande Reservoir,USA,USA,46.8016,-122.3102,51.0,2026-05,11.46,0.049,0.035,-0.092,-0.005,-0.462,0.366,-0.079,True,short residence time (weak area signal),gww_polygon
85333,Dix Dam,,USA,USA,37.7864,-84.7028,28.2,2026-05,7.29,-0.093,-0.024,-0.064,-0.101,-0.603,0.448,-0.15,True,carry-over storage (validated class),hydrolakes_pour
84015,Peace Canyon,,Canada,CAN,55.9826,-121.995,694.0,2026-05,8.62,-0.009,0.057,0.228,0.193,-0.176,0.491,0.229,False,short residence time (weak area signal),hydrolakes_pour
85319,Lower Notch,,Canada,CAN,47.1389,-79.4541,274.0,2026-05,11.76,0.032,0.066,0.3,0.391,-0.115,0.735,0.269,False,short residence time (weak area signal),hydrolakes_pour
62492,Dufferin,,Canada,CAN,45.5844,-75.4178,40.6,2026-05,0.57,0.028,0.021,0.049,0.136,-0.284,0.556,-0.042,False,unknown residence time,gww_polygon
81862,ÃrÃ¸y,Langholmen,Norway,NOR,61.27795,7.150454,90.0,2026-05,6.12,-0.016,-0.0,-0.209,-0.125,-0.482,0.295,-0.151,False,unknown residence time,gww_polygon
86140,Vau i Dijes,Vau-Dejes Reservoir,Albania,ALB,42.0137,19.6359,250.0,2026-05,17.74,0.002,0.005,0.314,0.377,-0.099,0.703,0.393,False,short residence time (weak area signal),hydrolakes_pour
86094,Deep Creek,,USA,USA,39.523,-79.413,20.0,2026-05,13.84,-0.058,0.004,-0.073,-0.085,-0.64,0.356,-0.032,True,carry-over storage (validated class),hydrolakes_pour
83970,Mamakanskaya HPP,Мамаканская ГЭС,Russia,RUS,57.8092,114.0322,86.0,2026-05,9.89,0.077,0.033,0.003,0.027,-0.335,0.332,0.051,False,short residence time (weak area signal),gww_polygon
85601,Lanforsen,,Sweden,SWE,60.53111111,17.41638889,44.0,2026-05,14.6,-0.008,-0.001,0.133,0.02,-0.301,0.33,0.06,False,short residence time (weak area signal),hydrolakes_pour
61604,Dunford,,Canada,CAN,47.9069,-84.7156,45.0,2026-05,0.59,0.003,-0.072,0.366,0.409,-0.274,0.779,0.273,False,unknown residence time,gww_polygon
85530,Yellowtail,Bighorn Lake,USA,USA,45.307406,-107.957515,278.2,2026-05,12.07,0.012,-0.001,-0.006,-0.048,-0.322,0.252,0.022,True,carry-over storage (validated class),hydrolakes_pour
82230,Domtar Paper Company Rothschild,Strawberry Island,USA,USA,44.8867,-89.6272,4.4,2026-05,5.84,0.006,-0.022,0.084,0.092,-0.451,0.564,0.041,True,unknown residence time,gww_polygon
82707,Clowhom,,Canada,CAN,49.7109,-123.5321,33.0,2026-05,7.4,0.002,0.008,-0.044,-0.128,-0.481,0.244,-0.061,False,short residence time (weak area signal),hydrolakes_pour
62283,Sandstone Rapids,,USA,USA,45.2333,-88.0678,3.8,2026-05,0.46,0.02,0.009,0.116,0.025,-0.539,0.609,-0.052,True,unknown residence time,gww_polygon
62427,Bocac Hydroelectric Power Plant Bosnia and Herzegovina,,Bosnia and Herzegovina,BIH,44.5075,17.1618,110.0,2026-05,0.56,-0.022,-0.01,-0.026,-0.068,-0.44,0.276,0.049,False,short residence time (weak area signal),hydrolakes_pour
84954,Racaciuni,,Romania,ROU,46.337083,27.04625,45.0,2026-05,10.98,-0.111,-0.076,0.052,-0.089,-0.445,0.262,0.015,False,short residence time (weak area signal),hydrolakes_pour
82702,Wudu Dam,武都水库,China,CHN,31.9179,104.7746,150.0,2026-05,7.51,0.131,0.132,0.263,0.187,-0.291,0.97,0.189,False,unknown residence time,gww_polygon
83773,SANTA CLARA (MG),,BRA,BRA,-17.89583333,-40.20333333,60.0,2026-05,7.31,0.077,0.115,0.072,0.043,-0.511,0.711,0.098,True,unknown residence time,gww_polygon
83279,Babeni,,Romania,ROU,44.920417,24.250417,37.0,2026-05,6.55,-0.158,-0.131,0.066,-0.123,-0.518,0.366,-0.003,False,short residence time (weak area signal),hydrolakes_pour
84809,Brasfield,Lake Chesdin,USA,USA,37.220833,-77.524504,3.0,2026-05,7.92,-0.058,-0.031,-0.097,-0.249,-0.562,0.145,-0.187,True,short residence time (weak area signal),hydrolakes_pour
82574,Spjutmo,,Sweden,SWE,61.083948,14.318083,35.0,2026-05,6.3,0.017,0.007,0.084,0.007,-0.381,0.375,0.051,False,short residence time (weak area signal),hydrolakes_pour
86003,Peruca Hydroelectric Power Plant Croatia,,Croatia,HRV,43.7951,16.5968,60.0,2026-05,17.63,-0.008,-0.008,0.028,0.082,-0.426,0.591,0.137,False,carry-over storage (validated class),hydrolakes_pour
82196,Oakdale,,USA,USA,40.6564,-86.7528,11.8,2026-05,5.42,0.018,0.003,0.0,0.067,-0.508,0.605,-0.081,True,short residence time (weak area signal),hydrolakes_pour
84979,Stampede,Stampede,USA,USA,39.470447,-120.10455,3.6,2026-05,12.09,0.14,0.225,-0.033,0.056,-0.653,0.749,0.033,True,carry-over storage (validated class),hydrolakes_pour
84705,Hoist,,USA,USA,46.5628,-87.5686,4.4,2026-05,10.55,0.038,0.166,0.242,0.339,-0.315,0.86,0.294,True,carry-over storage (validated class),hydrolakes_pour
82177,Abitibi Canyon,,Canada,CAN,49.8822,-81.567,349.0,2026-05,5.69,-0.003,-0.008,0.434,0.463,-0.087,0.871,0.364,False,short residence time (weak area signal),hydrolakes_pour
83208,Gardiner,,USA,USA,44.221796,-69.785675,1.2,2026-05,5.72,-0.027,-0.022,-0.11,0.034,-0.363,0.569,-0.125,True,short residence time (weak area signal),hydrolakes_pour
83790,PORTODEMOUROS 1,,Spain,ESP,42.855,-8.189,76.0,2026-05,8.77,0.091,0.115,0.15,0.15,-0.422,0.681,0.389,False,carry-over storage (validated class),hydrolakes_pour
82742,Izbiceni,,Romania,ROU,43.81625,24.69625,53.0,2026-05,7.33,0.024,0.006,0.059,-0.018,-0.434,0.32,0.159,False,short residence time (weak area signal),hydrolakes_pour
84436,Arapuni,,New Zealand,NZL,-38.0714,175.6433,192.0,2026-05,9.44,0.013,-0.002,-0.016,-0.093,-0.381,0.322,-0.094,False,short residence time (weak area signal),hydrolakes_pour
84235,Arnprior,,Canada,CAN,45.4187,-76.347,82.0,2026-05,9.34,0.01,0.008,0.157,0.33,-0.122,0.604,0.128,False,short residence time (weak area signal),gww_polygon
83784,Hills Creek,Hills Creek Lake,USA,USA,43.7107,-122.4238,30.0,2026-05,7.97,-0.13,-0.095,-0.133,-0.314,-0.663,0.003,-0.261,True,carry-over storage (validated class),hydrolakes_pour
83217,Holen,,Norway,NOR,59.346,7.2493,850.0,2026-05,6.35,-0.1,0.023,0.021,0.031,-0.344,0.385,0.087,False,carry-over storage (validated class),hydrolakes_pour
85618,HÃ¶ljes Holjes Hydroelectric Power Station Sweden - Holjes Hydroelectric Power Station Sweden,,Sweden,SWE,60.9509665,12.545216,128.0,2026-05,14.54,0.03,-0.056,0.059,0.019,-0.25,0.409,0.059,False,short residence time (weak area signal),hydrolakes_pour
86011,Grundsjoarna,,Sweden,SWE,62.532083,13.092083,88.0,2026-05,13.82,-0.038,0.254,-0.024,-0.054,-0.39,0.331,0.067,False,carry-over storage (validated class),hydrolakes_pour
84237,Crestuma Crestuma - G1 - Crestuma-Lever Hydroelectric Power Plant Portugal,,Portugal,PRT,41.0716,-8.486,117.0,2026-05,8.72,0.039,0.016,0.157,0.114,-0.351,0.642,0.265,False,unknown residence time,gww_polygon
83246,Johnson 1,,USA,USA,40.6936,-99.8178,21.6,2026-05,8.88,0.005,0.01,0.092,-0.088,-0.604,0.657,-0.053,True,carry-over storage (validated class),hydrolakes_pour
82345,Lake Mendocino,Lake Mendocino,USA,USA,39.197222,-123.185556,3.5,2026-05,6.95,0.038,0.064,-0.078,-0.189,-0.918,0.503,-0.009,True,short residence time (weak area signal),hydrolakes_pour
83294,Playas,,Colombia,COL,6.2923,-74.9408,201.0,2026-05,4.61,-0.117,-0.046,0.084,0.041,-0.501,0.608,0.175,False,short residence time (weak area signal),hydrolakes_pour
84727,Outardes-4,Outardes 3,Canada,CAN,49.7037,-68.9038,785.0,2026-05,10.44,0.008,-0.008,0.585,0.371,-0.254,0.978,0.457,False,carry-over storage (validated class),gww_polygon
85962,BÃºÃ°arhÃ¡ls,Sultartangalon,Iceland,ISL,64.2355,-19.3707,95.0,2026-05,18.55,-0.039,0.026,-0.117,-0.105,-0.409,0.208,-0.116,False,unknown residence time,gww_polygon
83376,Ohakuri,,New Zealand,NZL,-38.408,176.0886,106.0,2026-05,8.05,0.01,-0.018,-0.016,-0.096,-0.407,0.34,-0.09,False,short residence time (weak area signal),hydrolakes_pour
84752,Lost Creek,Lost Creek Lake,USA,USA,42.6717,-122.6772,49.0,2026-05,12.12,-0.048,-0.042,-0.169,-0.259,-0.584,0.117,-0.223,True,carry-over storage (validated class),hydrolakes_pour
83394,Ocoee 1,Parksville Lake,USA,USA,35.0947,-84.6478,19.0,2026-05,6.88,0.022,0.047,-0.108,-0.146,-0.587,0.328,-0.221,True,short residence time (weak area signal),hydrolakes_pour
83679,Vardnili I Hydroelectric Power Plant Georgia,,Georgia,GEO,42.6524,41.7619,346.5,2026-05,7.97,-0.014,-0.021,0.171,0.182,-0.249,0.638,0.143,False,carry-over storage (validated class),hydrolakes_pour
85932,Swift 1,,USA,USA,46.060833,-122.201667,240.0,2026-05,18.35,0.012,0.021,-0.092,-0.071,-0.446,0.292,-0.099,True,carry-over storage (validated class),hydrolakes_pour
85927,Nizhne-Svirskaya HPP,,Russia,RUS,60.8064,33.7044,99.0,2026-05,16.42,0.005,0.01,-0.055,-0.008,-0.258,0.404,-0.053,False,short residence time (weak area signal),hydrolakes_pour
84374,Ghost,,Canada,CAN,51.2188,-114.7078,51.0,2026-05,8.33,-0.057,0.004,0.016,0.07,-0.312,0.435,0.101,False,short residence time (weak area signal),hydrolakes_pour
83694,Porsi Porsi G3 - Porsi Hydroelectric Power Plant Sweden,,Sweden,SWE,66.428961,20.653796,274.0,2026-05,8.68,0.001,-0.035,0.236,0.148,-0.223,0.466,0.154,False,short residence time (weak area signal),hydrolakes_pour
84763,Valajaskoski,,Finland,FIN,66.424004,25.540001,101.0,2026-05,10.97,0.044,0.022,0.266,0.102,-0.266,0.438,0.161,False,short residence time (weak area signal),hydrolakes_pour
84762,El Vado Dam,,USA,USA,36.592775,-106.73213,8.0,2026-05,4.06,-0.478,-0.284,0.039,-0.356,-1.186,0.242,-0.347,True,carry-over storage (validated class),hydrolakes_pour
83195,Chelsea,,Canada,CAN,45.5125,-75.7775,256.0,2026-05,6.76,0.002,0.004,0.093,0.244,-0.146,0.562,0.048,False,short residence time (weak area signal),hydrolakes_pour
84367,Tagokura,Tagokurako,Japan,JPN,37.3113,139.2837,395.0,2026-05,9.68,0.029,0.065,0.532,0.464,-0.251,1.113,0.4,False,carry-over storage (validated class),hydrolakes_pour
84807,Nottely,Nottely Lake,USA,USA,34.959153,-84.08765,15.9,2026-05,9.93,-0.032,-0.009,-0.108,-0.23,-0.699,0.268,-0.228,True,carry-over storage (validated class),hydrolakes_pour
84307,Draganesti,,Romania,ROU,44.177917,24.48375,53.0,2026-05,10.04,-0.051,-0.036,0.059,-0.015,-0.361,0.295,0.141,False,short residence time (weak area signal),hydrolakes_pour
82334,Cheatham,Harpeth Island,USA,USA,36.3208,-87.2219,36.0,2026-05,4.6,0.057,0.055,-0.097,-0.11,-0.593,0.447,-0.226,True,unknown residence time,gww_polygon
83760,Egorylykskaya HPP of the Cascade of Kuban HPPs,,Russia,RUS,45.0683,41.5967,30.0,2026-05,8.78,-0.028,-0.029,0.078,0.096,-0.421,0.623,0.078,False,carry-over storage (validated class),hydrolakes_pour
83673,Bort BORT 1 - Bort Les Orgues Hydroelectric Power Station France,,France,FRA,45.41269,2.49862,232.2,2026-05,8.41,-0.027,0.008,-0.056,-0.1,-0.418,0.195,0.024,False,carry-over storage (validated class),hydrolakes_pour
84402,Jordanelle Dam Hydroelectric Project,,USA,USA,40.596605,-111.423589,13.0,2026-05,9.91,-0.03,-0.106,0.095,-0.075,-0.566,0.427,-0.016,True,carry-over storage (validated class),hydrolakes_pour
84746,Brainerd Public Utilities,,USA,USA,46.3758,-94.1817,2.9,2026-05,8.43,-0.011,0.06,0.139,0.009,-0.392,0.4,0.075,True,short residence time (weak area signal),hydrolakes_pour
83306,Vargfors Vargfors Hydroelectric Power Station Sweden - Vargfors Hydroelectric Power Station Sweden,,Sweden,SWE,65.0222165,19.682859,131.0,2026-05,7.21,-0.031,0.014,0.143,0.143,-0.245,0.586,0.113,False,short residence time (weak area signal),hydrolakes_pour
82283,Sakuma,Sakumako,Japan,JPN,35.0908,137.8047,350.0,2026-05,4.73,0.004,-0.029,0.456,0.447,-0.187,1.114,0.376,False,short residence time (weak area signal),hydrolakes_pour
84799,Warm Springs Hydro Project,Lake Sonoma,USA,USA,38.722141,-123.011188,2.7,2026-05,10.23,0.096,0.093,-0.078,-0.235,-0.999,0.688,-0.141,True,carry-over storage (validated class),hydrolakes_pour
85956,Robert D Willis,B.A. Steinhagen Lake,USA,USA,30.7975,-94.1756,8.0,2026-05,18.65,0.011,0.003,-0.257,-0.465,-1.154,0.237,-0.513,True,short residence time (weak area signal),hydrolakes_pour
85555,Parr Hydro,Parr,USA,USA,34.26132,-81.330852,15.0,2026-05,10.29,-0.002,0.006,-0.103,-0.17,-0.522,0.149,-0.223,True,short residence time (weak area signal),hydrolakes_pour
85922,Bumbuna I,,Sierra Leone,SLE,9.071185181,-11.72291667,50.0,2026-05,6.43,0.013,0.082,0.08,0.187,-0.526,0.95,0.221,False,unknown residence time,gww_polygon
83447,Tongjiezi,,China,CHN,29.26,103.63,600.0,2026-05,6.62,-0.072,-0.023,0.057,0.151,-0.381,0.639,0.051,False,short residence time (weak area signal),hydrolakes_pour
84982,Aguasabon,,Canada,CAN,48.7867,-87.161,45.0,2026-05,11.49,0.01,0.006,0.354,0.379,-0.094,0.733,0.313,False,unknown residence time,gww_polygon
