date,a,b
2025-03-03,0.01829746914075958,-0.021547760841610142
2025-03-04,0.006699098982211105,-0.008131291348252745
2025-03-05,0.001847194536648722,-0.02479816133863988
2025-03-06,0.00020507044675532882,0.0023060839025212942
2025-03-07,-0.00428031525894923,0.01287389440876563
2025-03-10,-0.005057272432616777,-0.015468681909721838
2025-03-11,0.0073879691817611,0.00403340775390415
2025-03-12,0.008828097861519169,0.019785706205020404
2025-03-13,0.014988239447696117,-0.01519591463166492
2025-03-14,0.0032708288250340445,0.009967398228501345
2025-03-17,0.0016646693940849389,0.006918458354695289
2025-03-18,0.011477064687342775,-0.007201925446680413
2025-03-19,0.0001315035660383046,0.0031130805727688227
2025-03-20,0.0008545925437939417,0.017089661345179863
2025-03-21,-0.007386483054428794,0.002219807488164527
2025-03-24,-0.0019214200668660197,0.011573514644171112
2025-03-25,0.0034096878809126707,0.00027388910630232743
2025-03-26,-0.0011242321131987865,0.010489903222782537
2025-03-27,0.012657356456463376,0.0032471664882276485
2025-03-28,0.008296102888538215,-0.005417885887564644
2025-03-31,0.011692288048193333,0.014962881397041272
2025-04-01,0.007401753736079542,-0.003350535965079615
2025-04-02,0.006400310599772752,0.00615632432125679
2025-04-03,-0.014154405649851043,-0.06632794782122975
2025-04-04,-0.028034530214648967,-0.06722243667269456
2025-04-07,-0.020569806529368684,-0.021111851789805236
2025-04-08,0.0055668856263162425,-0.02188545829506694
2025-04-09,0.029394482632621788,0.04147131451692054
2025-04-10,0.03135998298054332,-0.03338562432823089
2025-04-11,0.02089738201077651,0.02232898235506564
2025-04-14,-0.005656121158205352,0.0018512056775783492
2025-04-15,0.0043607639030582845,-0.0032419803292125238
2025-04-16,0.03218836312627005,0.018082017872567135
2025-04-17,-0.005393433259532898,0.03153987831491989
2025-04-21,0.028697394670475163,-0.02533285422029774
2025-04-22,-0.0017240048469115976,0.017651920782888908
2025-04-23,-0.03733204935987011,-0.01976703540258473
2025-04-24,0.016409358036080235,0.006482276205560744
2025-04-25,-0.015104904400216057,0.004796886441607029
2025-04-28,0.014836055488657962,-0.015219190923716042
2025-04-29,-0.004220697871415879,-0.0247495624402978
2025-04-30,-0.004359139157081415,-0.017744064159688655
2025-05-01,-0.02962935034246783,-0.015808678348419924
2025-05-02,0.006527004118684232,-0.013612268831950658
2025-05-05,0.024065983814928416,-0.017446152979900376
2025-05-06,0.029801614972612356,0.031380283052901525
2025-05-07,-0.009068736255326115,-0.016711715125713233
2025-05-08,-0.025651208173155027,0.027752688433059447
2025-05-09,0.011428695823623158,0.016884025459029672
2025-05-12,-0.03530494481475266,0.016295840485065938
2025-05-13,0.0061151086753632455,0.025383203593329462
2025-05-14,-0.018489984381890423,-0.00813749128162744
2025-05-15,0.011941106814722602,-0.023887181040498362
2025-05-16,-0.012286208427825684,0.013544994929199028
2025-05-19,0.014422368816438436,0.001985449279538365
2025-05-20,0.015679766748363022,-0.002444297953104524
2025-05-21,0.008760123893271299,-0.007214607822912278
2025-05-22,-0.005598864591675579,-0.007267155268361414
2025-05-23,0.02125952284950472,0.005262298704080237
2025-05-27,-0.019622047145139376,-0.010708606523327724
2025-05-28,-0.0016678548171711327,0.012559358845247282
2025-05-29,0.006715147832913715,-0.011623532373521428
2025-05-30,-0.008537804000789961,-0.003904729585096689
2025-06-02,0.03239841587688019,0.01135927151513183
2025-06-03,-0.005934166586744283,0.015354209858351453
2025-06-04,0.006522713489948373,-0.011801756346677017
2025-06-05,-0.007115113004370954,0.007373239836483414
2025-06-06,-0.008480048190429912,0.017146386292266058
2025-06-09,0.00247700035250098,0.008538733412048138
2025-06-10,-0.0034337105338444474,-0.0025389926909182847
2025-06-11,8.973959860014702e-05,0.04245359269751692
2025-06-12,0.01740307257879259,-0.00589372856481063
2025-06-13,0.01470447396816077,0.0678580850808137
2025-06-16,-0.010334730342933085,-0.013563207438924252
2025-06-17,-0.0030480216320185605,0.04303167354278248
2025-06-18,0.0003522216654161525,0.0032647761282511567
2025-06-20,-0.006594314668028289,0.004033642705835838
2025-06-23,0.0027430957649414722,-0.07451757403632531
2025-06-24,-0.01816100042498192,-0.06263775479332345
2025-06-25,0.002755788867748521,0.008010737345906627
2025-06-26,0.0014646031738028142,0.0007385429832114099
2025-06-27,-0.018205307630601908,0.0005903068235300069
2025-06-30,0.006095224052133474,-0.0023636594836871083
2025-07-01,0.012647588089903294,-0.00742283686517986
2025-07-02,0.0029510126024803185,0.029366373669957646
2025-07-03,-0.005013005215197097,-0.00449565763865678
